Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Alessio, Steven	8	1								2	7	18	13	19	8	8	13	16	12	7	16	8	11	12	12	191
Barnard, Paul								11	13	6		6	10		5	22	16	13	22	20	12	20	10	14		200
Berbakov, Peter	9	8	13	7	18	5		8	8	10	9	9	8	4	16	8	8	4								152
Bewick, Darren							12	18	19	15	18	3		22	13	11	17	17	18	19	17	26	19	37	14	315
Blumfield, Justin										-						17	6	12	22	13	8	16	9		14	117
Calthorpe, David	10	9	12		18	9				4		27	13	20	5	6	15				15	11	12	5		191
Cockatoo-Collins, Che		15	17	8	14	5	4	14	12	11	6	12	5	12	10	20	20	11	23	11	26	10	10	11	14	301
Cransberg, Peter											11	9														20
Cummings, Scott	11				7	11	11	13	12	2	8	6	10	8		2	4	13	6							124
Daniher, Chris	19	9	17	16	12	9	19	23		13	15	16	17	19	13	26		11	6	5					15	280
Denham, Sean	14	23	22	15		23	16	19	22	24	20	24	21	34	6								12	28	17	340
Doolan, Ben	17	26	19	10	23	27	23	17	20	14	26	23	33	19	19	7	22	6	16		9	15	24	25	20	460
Fletcher, Dustin	7	7	14	9	17	11	10	11	12	10	12		16	6	11		16	11	13	20	26	7	17	10	14	287
Fraser, Mark			18	18	6	18	14	15		11	7															107
Grenvold, David							11																			11
Hardwick, Damien	22			21	24				2				16	16	10	18	17	17	16	17	18	12	11	12	23	272
Harvey, Mark	20	12	22	15		22	22	20	17	16	12	18	6	22	17	19	23	16	23	22	19	8	13	14	14	412
Hills, Paul	6																									6
Hird, James	16	22	26	24	23	30	18	30		10	26	22	28	19	22	21	18	22	23	27	28	30	26	31	25	567
Lloyd, Matthew		4	4		4				8										30	12	12	7	12	15	4	112
Long, Michael	11						4																			15
Lucas, Scott					7		7			3			13	7	2	4	13	17	13	19	14	8	6			133
Mercuri, Mark		31	18	14	26	14	25	29	25	20	23	23	25	22	17	25	25	16			23	20	19	4		444
Misiti, Joe	30	28	32	16	25	22	34	11	28	16	25	12	29	27	13	24	26	17	32	9				23	20	499
Morgan, Danny			6							2							22									30
OConnor, Ryan	17	12	12	12	13	14	19	14	19	13	-															145
ODonnell, Gary	21	21	19	25	14	11	13	20	18	21	18	13	20	12	16	22	12	25	33	24	20	13	20	20	25	476
Olarenshaw, Ricky																		21	22	28	20	26	19	15	21	172
Prior, Michael	19	11	22	8	18	20	16	10	19	17	8	25	11	6	14	18	14									256
Somerville, Peter	10	13	11	13	11	18	8	15	7	14	14	1	11			5			6	14	2	13	9	8	7	210
Symons, Michael	9	6	12	11	11	13	17	10	15	10	11	28	17	19	8	12				13					13	235
Thompson, Mark	14	12	18	12		14		19	25	12																126
Wallis, Dean												13		9	7		7	5	13	7	7	12	8	7	6	101
Wanganeen, Gavin	14	9		15				20	22	21	8	24	10	16	13	21	16	26	7	12	22	21	19	20	17	353
Wellman, Sean				10	12	7	10													10	16	8		12	11	96
Young, Barry		16	18	5	18	11			4									6	26	12	6	18	14	24	19	197
Totals	304	295	352	284	321	314	313	347	327	297	284	332	332	338	245	316	330	302	382	321	336	309	300	347	325	7953
Opponent	RI	CA	WC	AD	CW	SY	GE	FO	ME	SK	FR	NM	HW	FI	BB	RI	CA	WC	AD	CW	SY	FO	BB	WC	SY	
