Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Anthony, John			4											9	8	9	10	7	10	4	4	10	8	13	96
Brown, Nathan	8	3	7	7	7	11	7	10	9	13	10	7	9	9	6	3	7	8	14	6		4	9	6	180
Bryan, Chris								15	8	15	14	6	12	16	8	11	9	6	11	7	7	10	6	9	170
Burns, Scott		28	12				18	22	14	22	36	14	23	15	22	22	18	27	23	15	12				343
Clarke, Martin	8			21	15	15	18	15	28	17	21	7	19	18	21	18	11	22	21	21	12	14	20	12	374
Cloke, Travis	15	9	15	9	13	18	6	10	12	17	10	17		19	19	9	16	18	14	19	15	12	12	6	310
Cook, Ryan						18	4				14								13	16	13	15	21	13	127
Cox, Shannon										12	16										20	20	11	10	89
Davis, Leon	17	15	24	6	18	17	14	27	9	21	11	10		11	22		14	11	25	28	22	23	20	17	382
Dawes, Chris																			7	12	9	6	8	9	51
Didak, Alan	12	24	23	23	29	25	21	18	26	28	22	15	21	28	22	21	16	28							402
Egan, Chris	21	9																							30
Fraser, Josh	11	14	13	15	18	17	9		12	17	10	11						7	20	15	14	19	15	20	257
Goldsack, Tyson	7	7			9	10	10						7	5	10	8		9	4	14	10	9	7	11	137
Holland, Brodie					12																				12
Johnson, Ben		15	20	21	24	22	17	15	13	18	18	21	23	11	12	18	10								278
Lockyer, Tarkyn	19	16	26	26	29	13	15	9	23	14	20	15	20	18	21	14	11	14	19	23	25	15	15	17	437
Lonie, Ryan																		18							18
Lumumba, Heritier	13	8	15	11	8	13	12	12	16	12	19	16	12	13	18	18	11	16	18	8	21	9	14	16	329
Maxwell, Nick	12	12	15	7		12	12	16	9	18	15	14	17	17	16	9	16	18	11	17	15	7	12	11	308
McCarthy, John																			14	13	13	13	12	12	77
Medhurst, Paul	16	16	24	10	17	17	8	14	16	16	11	21	13	21	19	11	16	11	16	17	18	18	14	16	376
OBree, Shane	13	22	18	13	21	26	18	20	21	20	19	21	21	19	12	18	21	10		21	24	19	24	21	442
Pendlebury, Scott	15	12	21	24	25	33	22	25	26	23		19	28	20	20	25	16	24	23	18	28	24	24	23	518
Prestigiacomo, Simon																						6	6		12
Reid, Ben					5							16	2												23
Rocca, Anthony	14	9	7	6	9			10	10				6												71
Rusling, Sean	4																								4
Shaw, Heath	26	21	33	27	15	24	34	11	23	7	19	6	31	19	24	11	10	25							366
Shaw, Rhyce	22	19	26	22	26	19	22	22	18	22	20	19	24	15	32	19	12					15	16	21	411
Stanley, Danny				9																		16			25
Swan, Dane	27	28	18	27	20	22	22	28	29	36	18	27	17	30	25	22	26	26	25	15	31	21	27	23	590
Thomas, Dale	15	15	17	11	16	9	15	21	18	20	19	13	15	12	9	13	21	19	22	10			20	16	346
Toovey, Alan			13	4									12					10	15	5	7				66
Wakelin, Shane	10	10	17	6	10	11	12	10	17	10	18	7		22	11	9	4		18	9	2			8	221
Wellingham, Sharrod						17		16	19	13	16	8	15			12	17	10	12		9				164
Wood, Cameron	11	12	10	4	11	6	8	8					10	12	9	13	8								122
Totals	316	324	378	309	357	375	324	354	376	391	376	310	357	359	366	313	300	344	355	313	331	305	321	310	8164
Opponent	FR	BL	RI	CA	NM	ES	HW	SK	GE	WC	ME	CA	WB	SY	AD	NM	ES	HW	SK	PA	SY	FR	AD	SK	
