Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Anthony, John			3											7	7	7	7	6	7	3	3	5	5	8	68
Brown, Nathan	3	2	3	3	5	2	3	7	6	6	4	7	5	4	4	1	5	4	11	2		1	3	3	94
Bryan, Chris								11	7	11	11	4	9	11	5	4	5	5	9	3	4	6	5	4	114
Burns, Scott		15	3				10	13	9	11	20	9	12	8	18	8	10	9	10	7	7				179
Clarke, Martin	4			16	9	12	14	10	18	9	11	4	12	13	16	10	4	16	14	16	10	9	14	9	250
Cloke, Travis	12	6	14	8	7	17	5	6	11	10	7	12		14	17	6	14	11	12	15	13	11	10	5	243
Cook, Ryan						10	1				8								9	10	7	8	11	7	71
Cox, Shannon										6	8										14	14	8	6	56
Davis, Leon	13	13	21	5	13	15	12	22	8	17	9	9		7	17		10	6	18	24	18	14	16	10	297
Dawes, Chris																			7	7	5	4	7	5	35
Didak, Alan	11	16	23	19	26	21	17	17	19	24	19	11	17	22	17	16	11	19							325
Egan, Chris	15	5																							20
Fraser, Josh	8	8	8	8	12	8	2		8	9	6	3						1	12	8	9	13	12	12	147
Goldsack, Tyson	4	5			3	6	7						5	4	3	3		7	2	10	6	5	5	8	83
Holland, Brodie					4																				4
Johnson, Ben		11	13	13	17	15	13	11	9	9	13	15	14	10	5	13	6								187
Lockyer, Tarkyn	12	9	15	15	21	11	12	7	14	11	17	11	15	13	12	10	9	7	14	15	17	9	11	9	296
Lonie, Ryan																		5							5
Lumumba, Heritier	8	5	9	5	6	5	5	6	10	5	11	9	4	9	11	12	8	11	13	4	14	5	9	5	189
Maxwell, Nick	10	4	8	4		6	3	9	6	10	11	7	8	7	2	2	8	6	6	10	6	4	7	4	148
McCarthy, John																			6	7	9	10	8	8	48
Medhurst, Paul	14	16	20	9	15	13	6	11	13	13	10	18	11	17	16	8	12	11	14	10	15	12	13	12	309
OBree, Shane	8	9	2	4	8	10	8	11	9	13	8	8	9	8	6	10	13	5		7	14	8	13	10	201
Pendlebury, Scott	9	7	13	7	12	20	11	14	15	12		12	14	10	13	14	4	13	13	13	17	12	17	11	283
Prestigiacomo, Simon																						3	4		7
Reid, Ben					2							10	2												14
Rocca, Anthony	10	8	6	3	7			7	9				6												56
Rusling, Sean	2																								2
Shaw, Heath	19	15	23	16	11	16	19	9	17	4	15	3	21	13	15	10	6	15							247
Shaw, Rhyce	16	11	16	16	15	12	13	17	15	11	16	11	15	9	18	10	6					12	9	14	262
Stanley, Danny				6																		8			14
Swan, Dane	21	15	13	18	8	15	13	15	16	19	12	19	11	19	15	12	15	14	20	12	19	14	17	16	368
Thomas, Dale	11	12	14	9	7	8	11	10	12	13	12	10	8	9	6	6	10	7	13	6			15	7	216
Toovey, Alan			10	3									5					5	10	2	1				36
Wakelin, Shane	9	6	12	3	8	9	9	8	11	6	13	6		20	10	7	3		13	7	2			5	167
Wellingham, Sharrod						7		10	12	4	5	4	9			6	9	4	7		3				80
Wood, Cameron	3	4	3	2	7	3	5	4					7	10	2	5	3								58
Totals	222	202	252	192	223	241	199	235	254	233	246	202	219	244	235	180	178	187	240	198	213	187	219	178	5179
Opponent	FR	BL	RI	CA	NM	ES	HW	SK	GE	WC	ME	CA	WB	SY	AD	NM	ES	HW	SK	PA	SY	FR	AD	SK	
