Player	R1	R2	R3	R4	R5	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R22	Tot
Aitken, Ian							15	19								18			15	5	72
Anderson, Dean	14		28	25	24	8	25	23	20	16	23	9	19	17	8	18	15	18	16	13	339
Arceri, Mark	12	12	4	3		6															37
Atkinson, Brodie										25	14										39
Bingham, Lawrence	7	18	21	17	20	19	9	6	5	13	18	23	4	11							191
Bourke, Darren	20	32	28	22	13	25	23	3	3							26	21	25	22	27	290
Bowey, Brett		12	24	25	16	16	13		8					7				13			134
Burke, Nathan	27	26	28	29	9	18	23	21	21	26	24	28	30	15	33	30	13	28	10	31	470
Capsalis, Leigh																	4				4
Devonport, Craig	19	24	4	19	18	16		19	15	8	16	14	20	19					20	2	233
Dwyer, Mick					23		14							25	28	28	20	22	25	29	214
Everitt, Peter	17	11	5	7	6	7								8	30	19	12	15	10	19	166
Fode, Gordon		13	10	10	14		11	3				10	8		22	9	9				119
Frawley, Danny	10	12	14	4	12	13	15	6	9	19	3		14	8	2		8	7	13	8	177
Georgiou, John									9	11											20
Grant, David										12	19	17	15	10	7			10	4	13	107
Greig, Dean		9	20	11						18	17	11	8								94
Hanson, Nick							3														3
Harvey, Robert	30	27	16	14			32		26	13	25	26	26	35	39	19	13	27	34	32	434
Heppell, Martin														14	3	-					17
Hollow, Chris	5											26	14	18	19	20	19	12	13	15	161
Lockett, Tony			15			14	12	5	11	16	12	14	6	6							111
Loewe, Stewart	12	15	23	16	11	24	24	15	23	7	15	18	26	13	10	24	26	21	18	15	356
McAdam, Gilbert	23	27	20	21	16	28	16	18	18		2				11	23	17	18	17	23	298
Morris, Russell	20	16	18	11	2	22		13	14	17	7	16	13		22	9	5	16	16	13	250
Newport, Stephen						10															10
OBrien, Craig		14			28	29	23	19						17	23	11	13	9	17	10	213
Peckett, Justin	18	11	13	16	15	9	17	18	17	14	14	-			14	18	4	8	13	8	227
Pekin, Tim	13	17			16			18	17	19	21	16	20	12	23	19	21	19	21	22	294
Ralphsmith, Sean	6	29	20	19	16	9															99
Rice, Dean				11	11	13	24	13	5	13	17	10	20	18							155
Shanahan, Jamie	5	12	8	5	11	8	7	11	11	14	1	8	11	6	8	8	10	4	4	5	157
Shaw, Damen										4	18	15	20	27	17	13	12	7	12	30	175
Taylor, Kain	20				13							12	23	17	15	13	20	18		19	170
Vidovic, Lazar								18	15												33
Winmar, Nicky	27	31	31	25			23	20	27	22	16	32	28		19	24	21	17	12		375
Wittman, Chris	5					12	4	18	22	17	18	17	14								127
Totals	310	368	350	310	294	306	333	286	296	304	300	322	339	303	353	349	283	314	312	339	6371
Opponent	GE	NM	SY	CW	CA	RI	ES	FO	WC	BB	HW	FI	ME	AD	GE	NM	SY	CW	CA	RI	
