Player	R1	R2	R3	R4	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R21	R22	R23	R24	EF	Tot
Allen, Tim																		7	4	3	7	1		22
Antrobus, Tony			7	3											12	8	10	1						41
Arnol, Jody		-																						
Bowey, Brett																	12	6			7	3		28
Burke, Nathan	18	13	13	17	7	21	12	16	13	22	14	15	18	15	12	11	15	13	9	9	20	10	3	316
Coghlan, Frank	11	9	19	11	10	9	13	11	7	13	15	2	7	11	4	10	8	12	8	10	10	15	7	232
Craven, Danny	21	20	13	16	7	16		11	13	6	13	15	17	16	15			11	20	17			9	256
Cummings, Steven	15				17	9	12	7	2				7	2										71
Daniels, Jayson	10	13	18	9	14	15	11	6	7							11	4	10						128
Davies, Darren		11	6																					17
Devonport, Craig														6	16	13	16	12	3	9	6	11	21	113
Dwyer, Mick	9	8	15	3									-			4					7			46
Fode, Gordon	6																							6
Frawley, Danny	3	7	5	11	8	3	2	4	7	9	5	7	4	4	2	4	10	9	5	7	11	5	4	136
Grant, David	9	4				15	9	15	16	8	25	14	7	9	10	8	13	9	11	16	17	8	5	228
Greig, Dean																			23	12	9	10	10	64
Harding, Paul	2	7	13	11	2					13	13	7	14	11	11	11	17	16	1	4	6	9	7	175
Harvey, Robert	17	8	11	19	17	23	19	13	19	10	14	12	13	8	7	14	13	8	15	17	5	9	20	311
Hilton, Jeff										14	5	8	3				5							35
Jeffrey, Russell										11	2	8	14	7										42
Jones, Greg															5		13							18
Kitschke, Damian	8		5	6	5	3	9	4	9	7	6	5	3	8		-								78
Krakouer, Jim					1		8	13																22
Lockett, Tony						19	13	14	5	10	6	9	9	14	13	6	7	5	16	17		13	14	190
Loewe, Stewart	11	13	8	12	9	8	15	16	19	15	18	11	10	9	12	18	8	13	15	15	12	10	6	283
McAdam, Gilbert	23	15	15	12	16	16	11	14	10	7	10	17	14	15	12	5	12	9	6	6	20	9	16	290
Morris, Russell	12	10	2	13	18	22	7	11	8	12	12	10	19	16	17	13	8	11	11	9	11	7	14	273
Muller, Ian	4	10	10	6	7	8	12	8	3															68
Newport, Stephen	5	24	13	9	15	5	4		18	17	17	17	16	5	7	12			12	8	2	10	9	225
Nixon, Ricky																							7	7
Pekin, Tim	15	5	8	4	8	14	13	7	12	9	11	5	8	4	9	3	4	8	7	5	17	9	6	191
Ralphsmith, Sean				11	5	9	7	3	5	2	6	6			14	10	9	2						89
Rice, Dean	16	6	10	9	19	11	14	9	13	16	18	7	13	12	16	11	12	15	14	10	13	15	11	290
Smith, Rohan										4	1	-												5
Taylor, Kain		12	8	6	7													14	17	13	14	11	13	115
Vidovic, Lazar						1	6	3							2				2	11	11	10	2	48
Wilson, Brian	3	8	7	7	7				9					5										46
Winmar, Nicky						22	17	23	14	15	20	12	15	12	16	22	17		17	21	16	18	18	295
Totals	218	203	206	195	199	249	214	208	209	220	231	187	211	189	212	194	213	191	216	219	221	193	202	4800
Opponent	RI	GE	ME	CW	CA	AD	BB	SY	ES	HW	NM	FI	FO	WC	RI	GE	ME	CW	CA	AD	BB	SY	GE	
