Player	R1	R2	R3	R4	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R21	R22	R23	R24	EF	Tot
Allen, Tim																		6	3	1	5	-		15
Antrobus, Tony			2	1											1	2	2	1						9
Arnol, Jody		-																						
Bowey, Brett																	2	1			2	2		7
Burke, Nathan	2	3	3	3	1	5	1	4	3	4	2	1	3	3	5	3	4	-	5	1	5	3	-	64
Coghlan, Frank	1	-	3	1	3	1	6	1	4	2	3	2	3	3	1	2	4	2	3	1	2	2	2	52
Craven, Danny	-	4	-	2	2	-		-	-	1	1	1	1	1	1			1	5	1			2	23
Cummings, Steven	4				2	-	2	1	-				1	-										10
Daniels, Jayson	5	3	3	2	5	5	1	4	1							1	1	2						33
Davies, Darren		5	1																					6
Devonport, Craig														2	7	1	6	2	1	2	2	-	7	30
Dwyer, Mick	1	-	1	1									-			2					2			7
Fode, Gordon	1																							1
Frawley, Danny	1	2	1	5	2	1	-	6	6	-	1	4	2	4	3	3	6	2	4	2	2	1	3	61
Grant, David	4	2				5	5	7	12	4	11	6	-	6	5	4	5	3	10	9	12	6	3	119
Greig, Dean																			6	5	2	2	4	19
Harding, Paul	-	3	3	4	2					3	7	5	4	7	7	5	7	5	-	6	6	9	3	86
Harvey, Robert	6	2	4	2	3	5	-	1	2	3	4	1	2	2	7	2	3	2	2	4	1	5	3	66
Hilton, Jeff										8	3	1	-				-							12
Jeffrey, Russell										4	-	4	3	4										15
Jones, Greg															3		5							8
Kitschke, Damian	4		1	6	2	2	5	1	6	5	3	1	4	6		-								46
Krakouer, Jim					1		3	6																10
Lockett, Tony						15	8	9	2	8	3	7	6	10	11	4	4	5	12	14		11	11	140
Loewe, Stewart	7	10	7	8	7	5	9	13	11	11	10	6	10	8	9	13	2	7	10	14	8	9	5	199
McAdam, Gilbert	8	2	5	3	2	8	4	7	6	4	3	3	5	6	3	-	4	2	1	2	9	3	4	94
Morris, Russell	6	5	2	4	6	18	-	5	3	3	4	6	7	1	7	4	5	2	4	2	4	2	4	104
Muller, Ian	2	3	4	2	2	5	4	4	1															27
Newport, Stephen	4	3	4	1	-	1	1		4	3	7	3	3	2	-	1			3	1	1	1	2	45
Nixon, Ricky																							-	
Pekin, Tim	6	3	3	1	3	2	3	2	2	5	5	3	4	3	5	1	2	3	2	2	7	2	3	72
Ralphsmith, Sean				5	3	6	2	2	3	1	-	3			8	2	5	3						43
Rice, Dean	9	2	2	-	5	3	4	6	2	6	5	3	6	5	8	3	3	1	3	1	6	4	7	94
Smith, Rohan										3	-	-												3
Taylor, Kain		4	3	3	4													-	6	4	8	2	1	35
Vidovic, Lazar						4	2	2							1				3	11	7	8	5	43
Wilson, Brian	4	5	4	1	4				4					1										23
Winmar, Nicky						6	7	5	3	1	3	4	5	2	3	3	5		4	3	2	5	4	65
Totals	75	61	56	55	59	97	67	86	75	79	75	64	69	76	95	56	75	50	87	86	93	77	73	1686
Opponent	RI	GE	ME	CW	CA	AD	BB	SY	ES	HW	NM	FI	FO	WC	RI	GE	ME	CW	CA	AD	BB	SY	GE	
