Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Bond, Chris	23	16	27	17	26	21	14	14	11	13	23	7	9	7	8	16	13	9	13	13	6	9	14	15	15	359
Bourke, David		16	7	23	14	9	7	8		12	19	6	5	4		4	2							4		140
Bower, Nathan		-					6	11	11	6	14	12	6	11	15	18	16	21	11	12	13	14	11	18	12	238
Broderick, Paul	18	18	26	25	9	31	27	11	19	36	29	30	25	18	26	26	7	24	34	15	22	23	17	18	13	547
Bulluss, Paul							7	13	14	13	11	18	12	7	5	15	1	14	5	21	14	9	11		3	193
Campbell, Wayne	27	28	19	30	21	32	24	29	22	26	24	30	14	24	20	32	20	25	23	13	28	18	29	17	19	594
Charles, Justin			3	-	8	2	5							1	10	7	10	13	6	9	11	7	7	9	9	117
Daffy, Nick	17	13	13	19	17	14	20	9	19	10	11	14			13	11	8	20	24	18	14	16	11	21	7	339
Dear, Greg	8	5	14	13	3	9		2		7	10	8	4	4	5	7	5	15	15	6	9	3	3	12	7	174
Dundas, Matthew															10	14	11	17	11	5						68
Edwards, Stuart	6	12	1	8	8	7	6	5	7	13	9	4	1						2							89
Elliott, Jamie														1	1											2
Free, Tony	12	20	8	16	18																					74
Gale, Brendon	17	10	16	12	14	11	21	11	8	18		14	10	13	19	11	7	14	24	7	15	10	11	4	8	305
Gale, Michael	14	15	25	27	17	16	18	14	20	13	11	12	20	13	16								21	5	14	291
Howat, John	5																	-						9	6	20
Jurica, Stephen											4	2	8	6	10	1	3	11	1	8	9	7	3			73
Kellaway, Duncan	11	10	24	23	6	12	8	7	18	13	18	10	6	12	12	9	8	11	15	12	14	8	13	12	16	308
Knights, Matthew	22	20	19	32	11	18	38	17	24	14	25	28	27	15		25	16	25	22	13	23	28	27	17	22	528
Maxfield, Stuart	11	8	4	18	22	14	15	21	15	12	13	15	9	17	12				10	10	15	13	7	7	5	273
Merenda, Mark	3	2	1			11	15	8	5	3	-		2			4	5	4	2	10	4	7	10	6	5	107
Murphy, Justin									2																	2
Naish, Chris	22	15	16	9	21	15	18	12	17	18	18	11	11	10	19	16	17	15	8	3	13	19	16	18	12	369
Neeld, Mark							4	4	7	9	11	2	3	11	6	6	1				1					65
Prescott, Ashley	3			3	6	1			14	8	14	21	18	14	4	11	9	11	17	7	12	5	2	8	4	192
Richardson, Matthew	10	10	16	18	16	18	14	13	-																	115
Rogers, Matthew	13	7	10	12						13	16	10	13	12	15	11	11	13	17	13	21	23	17	23	13	283
Slater, Adam																					-	3				3
Sullivan, Chris					8	-																				8
Tape, Jamie	3	11	18	15	11	10	20	10	10	7	6	21	18	9	2	9	16	15	17	10	15	11	20	20	14	318
Torney, Jason															6	9	1	-		7		3				26
Turner, Scott	11	7	1	10	13	8	5	4	9	9	15	6	5	8				7	12	9	17	7	7	14	17	201
Wigney, Stuart	16	10	16	17	7	16	21	10	16														7	2	15	153
Totals	272	253	284	347	276	275	313	233	268	273	301	281	226	217	234	262	187	284	289	221	276	243	264	259	236	6574
Opponent	FR	SK	HW	NM	BB	CW	AD	GE	SY	FO	WC	FI	ME	CA	ES	FR	SK	HW	NM	BB	CW	AD	NM	ES	GE	
