Player	R1	R2	R3	R4	R5	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	R24	Tot
Anderson, Dean	17			11			15	27	17	21	15	25	22	28	30				17	19	19	27	310
Bailey, Doug	13	10	20	12	11	13	10	7	9						16								121
Bardsley, Kristian		11	-		8	18	12	16		15	7	9		14	6				7	18	10	18	169
Bourke, Darren	20	34	15	6	13	13									11	30	27	11					180
Bowey, Brett				11									8			13	12	14	17	20	16	22	133
Burke, Nathan	14	30	16	19	21	24	21	24	21	27	15	28	20	27	26	22	23	17	29	17	36	31	508
Burns, Adrian			17	7	14	2																	40
Carr, Alister										8	21	14	3										46
Devonport, Craig			7				12	18	12				9			7	9	11	22	23	26	31	187
Dwyer, Mick	25	12																					37
Everitt, Peter	4	2	6	9	3				4	8	8	5	7		14	13	12	7	5	-	1	3	111
Fode, Gordon	5	8	21		3	12	11	8	11													-	79
Frawley, Danny	10	13	7	5	14	18	16	13		14	12	6	14	15	13	17	11	10	13	10	8	7	246
Frost, Michael	14	11		16	5	2				8	11	18	22	15	12								134
Georgiou, John														4									4
Grant, David	8	18	20	8	16	11	12	12	9	6	8	16	12	7	18	19	9	9	9	13	13	18	271
Greig, Dean		27	6			25	13						20										91
Harvey, Anthony							9	2	13	23													47
Harvey, Robert	29	30	20	16				29	2		26	32	31	32	25	27	15	31	37	33	30	29	474
Heppell, Martin				6	4																		10
Hollow, Chris	14	17	3	6					7							10	12	3	14	11	16	3	116
Jones, Sam									5	15	4												24
Keogh, Rod			26	24	30	11	23	10	20	12	10			15	15	25	35	30	20	25	10		341
Lappin, Matthew										12	11	2			24	16	12	8	8			21	114
Lockett, Tony	12	3				20									4	9	8	10	15	19	16		116
Loewe, Stewart					12	11	13							17	14	19	21	8	15	19	14	12	175
Morris, Russell	10	10																					20
OBrien, Craig	13	12	13	16	13	11	24	10	9	14	11	8	6	14	6	10	10	9	11	11	21	9	261
Peckett, Justin	13				16	12	13	15	25	15	10	21	20	17	19	7	20	18	13	11	10	17	292
Pekin, Tim	17	15	23	12	13			18				14	17	23	20	10	19	14	10	17	14	15	271
Ralphsmith, Sean																			15	10			25
Shanahan, Jamie	6	5			13	11	8	6	6	14	14	11	13	6	7	4		7			8	8	147
Shaw, Clinton												8	7	8	8	-	1						32
Shaw, Damen	-		19	23	19	23	25	25	19	20	14	11	17	21	18	17	24	10	20	13	13	14	365
Sierakowski, David												10	2	9									21
Strooper, David	13	14						16	12	11	1												67
Taylor, Kain	7	15	11	6			3		16	2	18	16	17	16			6						133
Thornborrow, Wayne						11	16	4	12										5	10	-	19	77
Vidovic, Lazar			16	9	14	11	2	8		18	8	27	14	8		10	16	11	15	20	14	15	236
Wakelin, Shane			11	10	12	9	12	4	5	14	5	2		7	7	2	1	6					107
Winmar, Nicky		39	27	16	16	18	20	30	30	20	18	12	21	16				11		24	18	21	357
Totals	264	336	304	248	270	286	290	302	264	297	247	295	302	319	313	287	303	255	317	343	313	340	6495
Opponent	HW	NM	ES	BB	RI	SY	CW	FI	ME	GE	CA	AD	WC	HW	NM	ES	BB	RI	FO	SY	CW	FI	
