Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	GF	Tot
Anthony, John	82	89						79		84				76	65						97						81.5/692:27
Ball, Luke	76	74	82	65	73	66	66	72	81	69	76		67	74	72	70	72	75	75		75	73	73	50	65	66	71.1/2090:51
Barham, Jaxson												84															84.0/97:51
Beams, Dayne		75	74	73	78	78	70	74	86	83	63	82	74	77	69	71	75	86	74	77	70	70	71	75	66	65	74.2/2262:18
Blair, Jarryd														75	63	64	65	80		76	79	79	85	69	67	68	72.5/1057:00
Brown, Leigh	84	87	85	77							83	79	84	83	74	76	86	65	75	81	82		86	80	77	69	79.6/1841:20
Brown, Nathan					97	92	97	100	100									89		97	100	97	99	100	92	94	96.4/1546:19
Cloke, Travis	90	91	80	88	87	96	87	89	94	90	92	96	85	90	82			82	94	93	91	90	84	90	88	88	89.0/2620:03
Davis, Leon	76	83	67	89	80	85	85	83	83		87	88	72	83		84	85	85	80			71	80		56		80.0/1968:06
Dawes, Chris					83	89	88	82	85	87			93	81	78	84	87	89	92	86	84	92	79	83	95	83	86.0/2102:57
Dick, Brad												67	43														54.6/130:58
Didak, Alan	76	81	75	73	80	84	78	77	77	71	78		77	74	77	82	75	83	75	81	69		84	84	76	76	77.7/2281:14
Fraser, Josh	58	61	60	68	63	46					51	64										72					60.3/672:53
Goldsack, Tyson													80	79	78	74	93	90	92		88	85		69		66	81.2/1078:01
Johnson, Ben	86	36		89	81	76	83	69	79	77	66		77	82	88	91	84	79	97	80	69		80	79	96	90	79.8/2246:49
Jolly, Darren	72	77	80	78	72	73	67	74	74	78	75	78	85	74	91	78	83	81	85	80	82	74	82	84	80	78	78.2/2488:52
Lockyer, Tarkyn	88	85	100	83								81	92	81	86	85	71			75							84.4/1129:23
Lumumba, Heritier	100	100	99	96	97	100	86	100	100	100	100	100	100	95	98	94	94	94	100	98	93	97	96	96	100	100	97.4/3099:12
Macaffer, Brent			94	85	82	80	91	79	83	69	78	92				83	89	91	87	72	89	80	76	75	75	83	82.4/2117:43
Maxwell, Nick	100	100	94	83	93	90	84	91	96	100	100	35					69	79	97	82	88	98	99	98	100	98	90.0/2427:31
McCarthy, John			74																			70					71.9/181:46
Medhurst, Paul	84	86	81	84	81	86	73				66	69								78							78.9/976:19
OBree, Shane	66		67				88	85	83	76																	77.5/577:06
Pendlebury, Scott	75	73	80	82	72	71	79	74	65	80	84	83	71	73	81	75	78	84	78	76	79	73	72	75	74	80	76.4/2430:54
Prestigiacomo, Simon	88		85	90						100	100	100	98	89	100	94	90		100	95							94.5/1494:38
Reid, Ben		94			83	97	92	100	97	88	96	100	100	91	99	96	96	89	14			97	94	100	97	81	90.6/2325:35
Shaw, Heath	96	94		92	79	95	86	95	97	100	100	80	90	90	90	75			74	76	69	91	95	89	87	97	88.7/2504:32
Sidebottom, Steele	71	72	80	77	76	71	81	74	72	83	79	81	75		81	76	81	81	77	76	83	71	74	70	80	80	76.8/2353:56
Swan, Dane	80	74	83	84	81	78	76	70	76	80	79	83	80	82	84	80	76	84	78	77	78	83	86	81	80	90	80.1/2548:46
Thomas, Dale	82	85	84	73	83	80	81	79	74	80	78	85	84	83	83	79	87	82	84	81	83	78	74	82	83	80	81.0/2576:20
Toovey, Alan	97	100	97	96	96	94	93	96	76	100	100	99	94	95	97	100	89	92	94	90	91	89	88	100	98	100	94.7/3012:41
Wellingham, Sharrod	74	84	81	73	82	74			73	63	69	74	78	73	65	89	75	40	79	73	62	70	44	70	67	70	70.9/2073:04
Wood, Cameron							70	55	48	42																	54.1/266:29
Totals																											
Opponent	WB	ME	SK	HW	ES	CA	NM	FR	GE	BL	WB	ME	SY	WC	PA	SK	RI	CA	GE	ES	AD	HW	WB	GE	SK	SK	
