Player	R1	R2	R3	R4	R6	R7	R8	R9	R10	R11	R12	R13	R14	R16	R17	R18	R19	R20	R21	R22	R23	R24	QF	SF	PF	Tot
Brown, Mitch	89	89	98	94														88	86							90.7/681:59
Butler, Sam			84	84	89	85	89	91			77	84	90									80	87	91	85	85.8/1391:02
Cox, Dean	84	80	72	87	85	88	79	93	81	85	85	87	81	77	88	81	86	78	76	71	57	83	45	71	77	79.0/2457:04
Dalziell, Bradd				26																						26.0/30:18
Darling, Jack	83	82	83	84	81	84	85	83	85	78	83	52	80	87	68	64	84	89	86			85	88	85	86	81.1/2313:07
Ebert, Brad	90	89	80	74	80	61	86	82	54		32	38	32	88	81	73	77	82	88	88	85	81	84			74.0/2022:15
Embley, Andrew	90	83	81	85	80	88		77	85	86	84	85	83	81	83	84	82	87	83	93	79	86	85	92	86	84.5/2526:43
Gaff, Andrew	61	33	34	72	27		22								78	76	85	79	92	89	82	49	81	77	82	65.8/1393:42
Glass, Darren	90	96	93	95	96	88	95	94	91	97	93	97	94	95	91	94	96	98		87	82	90	81	86	92	92.1/2754:02
Hams, Ashton	85																		17	51	85					60.0/303:52
Hurn, Shannon	87	89	90	87	86	85	81	83	83	89	86	83	80	77	87	85	84	84	86	85	82	93	86	89	91	85.5/2660:54
Kennedy, Josh	89	90	86	88	84	81	89	82	88	89	88	89	89	82	88	91			83	92	95	89	90	82	92	87.6/2503:16
Kerr, Daniel		66	79	81	78	80		78	75		75	85	73	79				75	76	74				75	77	76.6/1534:57
LeCras, Mark	53				66	89	84	78	84	86	92	87	82	89	92	93	90	90	84	86	92	87	86	86	88	84.7/2315:02
Lycett, Scott																	71									71.0/89:47
Lynch, Quinten	96	62	99	96	91	98	98	93	95	95	93	94	92		85	94	94	93	92	88	94	91	85	93	86	91.5/2730:32
Mackenzie, Eric			65	96	95								96	97	91	94	94		96	93	96	97	96	96	98	93.2/1729:60
Masten, Chris	5						80	37	35	72	50							37		37	81	87	80	72	76	57.5/940:56
McGinnity, Patrick		91	87		83		62	86	80	84	85	81		83		28	25	86	90		82	93	32	20	38	69.3/1644:35
Naitanui, Nic		78	79	78	75	82	77	75	80	74	80	72	80	80	77	84		75	82	74	84	80	85	81	84	78.9/2255:05
Nicoski, Mark	85	77	81	88	80	75	75	47	79	84	82	76	53	84	75	80	89	79	80	88	79	80	78	79	47	76.8/2389:56
Priddis, Matt	87	92	89	89	85	86	87	86	85	90	87	92	90	89	89	86	91	92	89	88	90	85	88	84	86	88.1/2739:31
Rosa, Matt	92	90	89	89	92	89	91	92	91	96	91	92	88	94	90	85	86	52								88.2/1963:43
Schofield, Will	94	95	97	63		93	93	94	95	88	98	99	99	96	99	97	91	92	90	89	83		88	92	91	92.1/2635:52
Selwood, Adam	93	90	85	90	92	88	89	91	89	92	86	84	92	88	83	95	93	90	85	89	79	85	93	88	88	88.7/2756:20
Selwood, Scott	86	80	76	80	86	87	87	87	86	92	81	88	84	90	80	77	84	82	86	84	90	84	89	83	87	84.6/2631:22
Sheppard, Brad	89	76				83	79		84	83																82.3/614:45
Shuey, Luke	78	81	74	75	80	79	81	82	81	74	78	77	80	78	83	80	80	85	69	81	83	77	83	84	75	79.1/2461:45
Smith, Ashley					89	87	90	90	95	85	93	87	87	87	78	73	81	87	84	85	29	30				79.7/1774:16
Stevens, Koby														19	22											20.4/50:43
Strijk, Andrew										28																28.0/34:46
Swift, Tom										54		73	75	59			71									66.4/409:34
Waters, Beau	93	90													91	88	66			87	88	87	91	93	89	87.6/1211:16
Weedon, Gerrick						25																				25.0/32:00
Totals																										
Opponent	NM	PA	SY	HW	ME	ES	FR	WB	CW	GC	AD	PA	CA	GE	SK	FR	WB	RI	ME	ES	BL	AD	CW	CA	GE	
