Player	R1	R2	R3	R4	R6	R7	R8	R9	R10	R11	R12	R13	R14	R16	R17	R18	R19	R20	R21	R22	R23	R24	QF	SF	PF	Tot
Brown, Mitch	6	12	3	4														8	9							42
Butler, Sam			7	17	18	9	12	11			14	11	19									15	8	9	14	164
Cox, Dean	14	8	6	7	14	9	8	8	12	8	6	6	10	6	7	11	15	5	4	10	5	6	7	8	4	204
Dalziell, Bradd				3																						3
Darling, Jack	3	5	10	15	6	4	8	13	7	6	4	9	7	5	5	6	6	5	8			6	5	7	6	156
Ebert, Brad	16	6	6	9	12	4	8	8	5		6	5	7	9	10	9	10	13	10	3	6	9	8			179
Embley, Andrew	18	19	8	13	13	12		26	13	16	21	7	12	23	6	12	12	9	19	13	5	20	9	15	10	331
Gaff, Andrew	12	8	8	9	3		5								17	14	25	23	24	12	14	9	15	10	16	224
Glass, Darren	2	4	5	7	9	7	3	4	8	11	7	10	4	10	11	4	7	4		6	4	5	3	5	2	142
Hams, Ashton	8																		5	5	7					25
Hurn, Shannon	11	13	10	10	10	5	14	17	13	22	13	17	9	13	8	11	14	8	8	13	4	11	9	11	12	286
Kennedy, Josh	8	5	6	4	5	6	3	12	2	8	5	7	8	5	7	6			2	11	3	2	1	6	3	125
Kerr, Daniel		15	5	9	17	11		9	13		10	11	7	11				20	10	12				16	19	195
LeCras, Mark	7				3	5	12	23	10	12	10	9	8	7	13	12	8	16	7	14	8	9	12	10	4	219
Lycett, Scott																	2									2
Lynch, Quinten	11	5	4	6	7	5	8	13	9	8	12	10	15		6	10	13	13	13	10	12	13	9	5	7	224
Mackenzie, Eric			10	11	9								6	3	7	10	8		3	7	5	7	8	4	4	102
Masten, Chris	4						9	10	1	13	6							6		1	16	14	13	10	9	112
McGinnity, Patrick		8	10		6		9	8	4	8	4	9		12		4	2	9	13		8	6	2	1	4	127
Naitanui, Nic		5	3	5	8	6	2	4	1	6	3	2	1	4	3	1		1	2	3	-	5	4	1	2	72
Nicoski, Mark	13	3	8	7	8	4	7	2	7	9	10	8	3	11	9	3	8	6	7	3	3	10	6	7	3	165
Priddis, Matt	12	16	9	11	12	8	10	13	14	18	6	16	14	18	15	4	16	14	15	9	14	8	10	10	11	303
Rosa, Matt	14	16	17	17	24	9	13	21	10	19	23	18	5	11	18	10	21	12								278
Schofield, Will	3	9	9	7		6	3	6	10	9	3	8	5	8	10	9	8	10	9	5	3		4	7	8	159
Selwood, Adam	8	3	12	6	12	10	10	11	18	12	18	11	8	12	15	14	10	9	12	14	6	17	8	10	7	273
Selwood, Scott	17	13	9	10	11	5	11	13	11	7	12	12	5	10	8	15	13	12	3	5	11	11	11	11	14	260
Sheppard, Brad	10	10				8	5		9	9																51
Shuey, Luke	12	13	6	11	14	6	6	17	9	11	15	10	11	8	12	10	12	17	10	10	8	13	7	9	13	270
Smith, Ashley					19	5	14	12	15	14	14	11	17	13	6	13	13	12	9	7	1	1				196
Stevens, Koby														2	1											3
Strijk, Andrew										1																1
Swift, Tom										6		13	13	13			14									59
Waters, Beau	19	14													8	16	7			5	5	9	8	7	27	125
Weedon, Gerrick						2																				2
Totals	228	210	171	198	240	146	180	261	201	233	222	220	194	214	202	204	244	232	202	178	148	206	167	179	199	5079
Opponent	NM	PA	SY	HW	ME	ES	FR	WB	CW	GC	AD	PA	CA	GE	SK	FR	WB	RI	ME	ES	BL	AD	CW	CA	GE	
