year,matchid,day,date,time,atime,attendance,venue,winner,won_by,extra_time
2013,2013-07-00,Fri,10/05/2013,7:50 PM,,53014,Docklands,GEE,28,0
2013,2013-07-01,Sat,11/05/2013,1:15 PM,1:45 PM,25372,Football Park,RIC,41,0
2013,2013-07-02,Sat,11/05/2013,2:10 PM,,17614,Gabba,WCE,26,0
2013,2013-07-03,Sat,11/05/2013,4:40 PM,,23690,Docklands,NM,54,0
2013,2013-07-04,Sat,11/05/2013,5:40 PM,7:40 PM,37214,Subiaco,FRE,27,0
2013,2013-07-05,Sat,11/05/2013,7:40 PM,,54725,M.C.G.,HAW,37,0
2013,2013-07-06,Sun,12/05/2013,1:10 PM,,5830,SYD Showground,ADE,135,0
2013,2013-07-07,Sun,12/05/2013,4:40 PM,,13304,M.C.G.,GCS,60,0
2013,2013-07-08,Mon,13/05/2013,7:40 PM,,34054,Docklands,STK,9,0
2013,2013-08-00,Fri,17/05/2013,6:40 PM,8:40 PM,38146,Subiaco,WCE,2,0
2013,2013-08-01,Sat,18/05/2013,1:45 PM,,33915,Docklands,BRI,10,0
2013,2013-08-02,Sat,18/05/2013,2:10 PM,,10513,York Park,HAW,83,0
2013,2013-08-03,Sat,18/05/2013,4:40 PM,,13520,Carrara,GCS,32,0
2013,2013-08-04,Sat,18/05/2013,7:40 PM,,66768,M.C.G.,COL,6,0
2013,2013-08-05,Sat,18/05/2013,7:40 PM,,22546,S.C.G.,NA,0,0
2013,2013-08-06,Sun,19/05/2013,1:10 PM,,29936,Docklands,CAR,18,0
2013,2013-08-07,Sun,19/05/2013,3:20 PM,,39148,M.C.G.,RIC,34,0
2013,2013-08-08,Sun,19/05/2013,4:10 PM,4:40 PM,34605,Football Park,ADE,40,0
2013,2013-09-00,Fri,24/05/2013,7:50 PM,,65306,M.C.G.,SYD,47,0
2013,2013-09-01,Sat,25/05/2013,1:15 PM,1:45 PM,21309,Football Park,GEE,48,0
2013,2013-09-02,Sat,25/05/2013,2:10 PM,,6324,SYD Showground,WCE,100,0
2013,2013-09-03,Sat,25/05/2013,4:40 PM,,25982,Docklands,WBD,9,0
2013,2013-09-04,Sat,25/05/2013,7:40 PM,,24037,Gabba,CAR,13,0
2013,2013-09-05,Sat,25/05/2013,7:45 PM,,84234,M.C.G.,ESS,29,0
2013,2013-09-06,Sun,26/05/2013,1:10 PM,,28112,M.C.G.,HAW,26,0
2013,2013-09-07,Sun,26/05/2013,3:20 PM,,23033,Docklands,ADE,1,0
2013,2013-09-08,Sun,26/05/2013,2:40 PM,4:40 PM,32950,Subiaco,FRE,90,0
2013,2013-10-00,Fri,31/05/2013,7:50 PM,,26626,Gabba,COL,49,0
2013,2013-10-01,Sat,01/06/2013,1:45 PM,,25008,Docklands,CAR,94,0
2013,2013-10-02,Sat,01/06/2013,1:40 PM,2:10 PM,27684,Football Park,FRE,7,0
2013,2013-10-03,Sat,01/06/2013,4:40 PM,,29792,S.C.G.,SYD,44,0
2013,2013-10-04,Sat,01/06/2013,7:10 PM,7:40 PM,7850,Marrara Oval,WBD,9,0
2013,2013-10-05,Sat,01/06/2013,7:40 PM,,30087,Kardinia Park,GEE,52,0
2013,2013-10-06,Sun,02/06/2013,3:20 PM,,28546,M.C.G.,HAW,95,0
2013,2013-10-07,Sun,02/06/2013,4:40 PM,,25658,Docklands,NM,68,0
2013,2013-10-08,Mon,03/06/2013,5:40 PM,7:40 PM,37781,Subiaco,RIC,41,0
2013,2013-11-00,Fri,07/06/2013,7:50 PM,,82639,M.C.G.,ESS,5,0
2013,2013-11-01,Sat,08/06/2013,1:40 PM,,7809,SYD Showground,GEE,59,0
2013,2013-11-02,Sat,08/06/2013,4:10 PM,4:40 PM,38374,Football Park,SYD,77,0
2013,2013-11-03,Sat,08/06/2013,7:40 PM,,10891,Carrara,GCS,15,0
2013,2013-11-04,Sun,09/06/2013,4:40 PM,,23795,Docklands,WCE,4,0
2013,2013-11-05,Mon,10/06/2013,3:20 PM,,50835,M.C.G.,COL,83,0
2013,2013-12-00,Fri,14/06/2013,7:50 PM,,45670,Docklands,HAW,15,0
2013,2013-12-01,Sat,15/06/2013,1:40 PM,,43615,M.C.G.,RIC,38,0
2013,2013-12-02,Sat,15/06/2013,2:40 PM,4:40 PM,33384,Subiaco,FRE,40,0
2013,2013-12-03,Sat,15/06/2013,7:40 PM,,31452,Docklands,ESS,43,0
2013,2013-12-04,Sun,16/06/2013,1:10 PM,,6601,SYD Showground,POR,75,0
2013,2013-12-05,Sun,16/06/2013,4:40 PM,,32253,Docklands,COL,34,0
2013,2013-13-00,Fri,21/06/2013,7:50 PM,,32567,Docklands,HAW,20,0
2013,2013-13-01,Sat,22/06/2013,1:10 PM,1:40 PM,16096,Football Park,POR,18,0
2013,2013-13-02,Sat,22/06/2013,4:40 PM,,28751,M.C.G.,STK,35,0
2013,2013-13-03,Sat,22/06/2013,7:40 PM,,29788,Docklands,RIC,60,0
2013,2013-13-04,Sun,23/06/2013,1:20 PM,3:20 PM,31637,Subiaco,FRE,38,0
2013,2013-13-05,Sun,23/06/2013,4:40 PM,,24164,Gabba,BRI,5,0
2013,2013-14-00,Thu,27/06/2013,6:10 PM,8:10 PM,36451,Subiaco,ESS,7,0
2013,2013-14-01,Fri,28/06/2013,7:50 PM,,25349,S.C.G.,SYD,22,0
2013,2013-14-02,Sat,29/06/2013,1:40 PM,,13791,Carrara,ADE,28,0
2013,2013-14-03,Sat,29/06/2013,4:10 PM,4:40 PM,31121,Football Park,POR,35,0
2013,2013-14-04,Sat,29/06/2013,7:40 PM,,21217,M.C.G.,MEL,3,0
2013,2013-14-05,Sat,29/06/2013,7:40 PM,,26743,Kardinia Park,GEE,41,0
2013,2013-14-06,Sun,30/06/2013,1:10 PM,,15796,York Park,HAW,58,0
2013,2013-14-07,Sun,30/06/2013,3:20 PM,,15438,Docklands,NM,86,0
2013,2013-14-08,Sun,30/06/2013,4:40 PM,,52184,M.C.G.,RIC,64,0
2013,2013-15-00,Fri,05/07/2013,7:50 PM,,78224,M.C.G.,COL,41,0
2013,2013-15-01,Sat,06/07/2013,1:45 PM,,7132,Manuka Oval,WBD,4,0
2013,2013-15-02,Sat,06/07/2013,2:10 PM,,45966,Docklands,NM,62,0
2013,2013-15-03,Sat,06/07/2013,4:40 PM,,27170,Gabba,BRI,33,0
2013,2013-15-04,Sat,06/07/2013,7:10 PM,7:40 PM,26426,Football Park,WCE,6,0
2013,2013-15-05,Sat,06/07/2013,7:40 PM,,85197,M.C.G.,GEE,10,0
2013,2013-15-06,Sun,07/07/2013,1:10 PM,,26216,M.C.G.,SYD,31,0
2013,2013-15-07,Sun,07/07/2013,1:20 PM,3:20 PM,34064,Subiaco,FRE,30,0
2013,2013-15-08,Sun,07/07/2013,4:40 PM,,40817,Docklands,ESS,30,0
2013,2013-16-00,Fri,12/07/2013,7:50 PM,,54790,M.C.G.,COL,27,0
2013,2013-16-01,Sat,13/07/2013,1:15 PM,1:45 PM,23748,Football Park,HAW,45,0
2013,2013-16-02,Sat,13/07/2013,2:10 PM,,23172,Kardinia Park,GEE,68,0
2013,2013-16-03,Sat,13/07/2013,4:40 PM,,11197,Cazaly's Stadium,RIC,9,0
2013,2013-16-04,Sat,13/07/2013,7:40 PM,,30949,Docklands,CAR,36,0
2013,2013-16-05,Sat,13/07/2013,7:40 PM,,18131,Gabba,BRI,12,0
2013,2013-16-06,Sun,14/07/2013,1:10 PM,,21757,S.C.G.,SYD,129,0
2013,2013-16-07,Sun,14/07/2013,3:20 PM,,32500,Docklands,ESS,31,0
2013,2013-16-08,Sun,14/07/2013,2:40 PM,4:40 PM,39839,Subiaco,FRE,28,0
2013,2013-17-00,Fri,19/07/2013,7:50 PM,,37443,Docklands,CAR,1,0
2013,2013-17-01,Sat,20/07/2013,1:45 PM,,14022,York Park,HAW,19,0
2013,2013-17-02,Sat,20/07/2013,2:10 PM,,10783,SYD Showground,ESS,39,0
2013,2013-17-03,Sat,20/07/2013,4:40 PM,,19721,Carrara,GCS,7,0
2013,2013-17-04,Sat,20/07/2013,7:10 PM,7:40 PM,7615,Marrara Oval,BRI,19,0
2013,2013-17-05,Sat,20/07/2013,7:40 PM,,14878,Docklands,POR,5,0
2013,2013-17-06,Sun,21/07/2013,1:10 PM,,40125,M.C.G.,RIC,27,0
2013,2013-17-07,Sun,21/07/2013,2:50 PM,3:20 PM,28603,Football Park,ADE,2,0
2013,2013-17-08,Sun,21/07/2013,2:40 PM,4:40 PM,35166,Subiaco,SYD,34,0
2013,2013-18-00,Fri,26/07/2013,7:50 PM,,49505,Docklands,HAW,56,0
2013,2013-18-01,Sat,27/07/2013,1:45 PM,,19460,Carrara,CAR,43,0
2013,2013-18-02,Sat,27/07/2013,2:10 PM,,16962,Docklands,NM,122,0
2013,2013-18-03,Sat,27/07/2013,4:40 PM,,32691,M.C.G.,COL,40,0
2013,2013-18-04,Sat,27/07/2013,5:40 PM,7:40 PM,28765,Subiaco,FRE,22,0
2013,2013-18-05,Sat,27/07/2013,7:40 PM,,26833,Kardinia Park,GEE,101,0
2013,2013-18-06,Sun,28/07/2013,12:40 PM,1:10 PM,22631,Football Park,POR,9,0
2013,2013-18-07,Sun,28/07/2013,3:20 PM,,17019,Docklands,WBD,22,0
2013,2013-18-08,Sun,28/07/2013,4:40 PM,,29738,S.C.G.,SYD,47,0
2013,2013-19-00,Fri,02/08/2013,7:50 PM,,33584,Docklands,NM,10,0
2013,2013-19-01,Sat,03/08/2013,1:45 PM,,8308,SYD Showground,GWS,37,0
2013,2013-19-02,Sat,03/08/2013,2:10 PM,,64324,M.C.G.,RIC,41,0
2013,2013-19-03,Sat,03/08/2013,2:40 PM,4:40 PM,32140,Subiaco,WCE,17,0
2013,2013-19-04,Sat,03/08/2013,7:40 PM,,30457,Docklands,FRE,36,0
2013,2013-19-05,Sat,03/08/2013,7:40 PM,,19856,Gabba,BRI,31,0
2013,2013-19-06,Sun,04/08/2013,1:10 PM,,22647,Docklands,SYD,35,0
2013,2013-19-07,Sun,04/08/2013,2:50 PM,3:20 PM,43368,Football Park,POR,4,0
2013,2013-19-08,Sun,04/08/2013,4:40 PM,,69821,M.C.G.,COL,79,0
2013,2013-20-00,Fri,09/08/2013,7:50 PM,,24765,Docklands,HAW,46,0
2013,2013-20-01,Sat,10/08/2013,1:45 PM,,46961,M.C.G.,RIC,23,0
2013,2013-20-02,Sat,10/08/2013,2:10 PM,,24784,Kardinia Park,GEE,25,0
2013,2013-20-03,Sat,10/08/2013,4:40 PM,,31126,Docklands,WBD,28,0
2013,2013-20-04,Sat,10/08/2013,7:40 PM,,42627,Stadium Australia,COL,29,0
2013,2013-20-05,Sat,10/08/2013,7:40 PM,,13840,Carrara,GCS,13,0
2013,2013-20-06,Sun,11/08/2013,1:10 PM,,32595,Docklands,WCE,53,0
2013,2013-20-07,Sun,11/08/2013,2:50 PM,3:20 PM,31801,Football Park,ADE,9,0
2013,2013-20-08,Sun,11/08/2013,2:40 PM,4:40 PM,31390,Subiaco,FRE,113,0
2013,2013-21-00,Fri,16/08/2013,7:50 PM,,71533,M.C.G.,HAW,35,0
2013,2013-21-01,Sat,17/08/2013,1:45 PM,,60825,M.C.G.,CAR,10,0
2013,2013-21-02,Sat,17/08/2013,1:40 PM,2:10 PM,18703,Football Park,POR,17,0
2013,2013-21-03,Sat,17/08/2013,4:40 PM,,34102,Docklands,NM,45,0
2013,2013-21-04,Sat,17/08/2013,5:40 PM,7:40 PM,34394,Subiaco,GEE,66,0
2013,2013-21-05,Sat,17/08/2013,7:40 PM,,13855,Gabba,BRI,60,0
2013,2013-21-06,Sun,18/08/2013,1:10 PM,,13768,M.C.G.,FRE,95,0
2013,2013-21-07,Sun,18/08/2013,3:20 PM,,26730,S.C.G.,SYD,59,0
2013,2013-21-08,Sun,18/08/2013,4:40 PM,,17159,Docklands,WBD,17,0
2013,2013-22-00,Fri,23/08/2013,7:50 PM,,41198,M.C.G.,COL,62,0
2013,2013-22-01,Sat,24/08/2013,1:15 PM,1:45 PM,34653,Football Park,ADE,68,0
2013,2013-22-02,Sat,24/08/2013,2:10 PM,,33039,Docklands,HAW,14,0
2013,2013-22-03,Sat,24/08/2013,4:40 PM,,28459,Kardinia Park,GEE,44,0
2013,2013-22-04,Sat,24/08/2013,5:40 PM,7:40 PM,35565,Subiaco,FRE,74,0
2013,2013-22-05,Sat,24/08/2013,7:40 PM,,53630,M.C.G.,ESS,6,0
2013,2013-22-06,Sun,25/08/2013,1:10 PM,,17622,Docklands,STK,46,0
2013,2013-22-07,Sun,25/08/2013,3:20 PM,,12314,SYD Showground,RIC,121,0
2013,2013-22-08,Sun,25/08/2013,4:40 PM,,20130,Gabba,BRI,7,0
2013,2013-23-00,Fri,30/08/2013,7:50 PM,,37980,Stadium Australia,HAW,12,0
2013,2013-23-01,Sat,31/08/2013,1:45 PM,,22476,Docklands,STK,71,0
2013,2013-23-02,Sat,31/08/2013,2:10 PM,,27467,Kardinia Park,GEE,1,0
2013,2013-23-03,Sat,31/08/2013,4:10 PM,4:40 PM,45127,Football Park,CAR,1,0
2013,2013-23-04,Sat,31/08/2013,7:40 PM,,60979,M.C.G.,RIC,39,0
2013,2013-23-05,Sat,31/08/2013,6:10 PM,8:10 PM,29416,Subiaco,ADE,86,0
2013,2013-23-06,Sun,01/09/2013,1:10 PM,,13080,Carrara,GCS,83,0
2013,2013-23-07,Sun,01/09/2013,3:20 PM,,50958,M.C.G.,NM,11,0
2013,2013-23-08,Sun,01/09/2013,4:40 PM,,22176,Docklands,WBD,20,0
2013,2013-24-QualifyingFinal,Fri,06/09/2013,7:50 PM,,59615,M.C.G.,HAW,54,0
2013,2013-25-QualifyingFinal,Sat,07/09/2013,2:20 PM,,32458,Kardinia Park,FRE,15,0
2013,2013-26-EliminationFinal,Sat,07/09/2013,7:45 PM,,51722,M.C.G.,POR,24,0
2013,2013-27-EliminationFinal,Sun,08/09/2013,3:20 PM,,94690,M.C.G.,CAR,20,0
2013,2013-28-SemiFinal,Fri,13/09/2013,7:50 PM,,52744,M.C.G.,GEE,16,0
2013,2013-29-SemiFinal,Sat,14/09/2013,7:45 PM,,37980,Stadium Australia,SYD,24,0
2013,2013-30-PreliminaryFinal,Fri,20/09/2013,7:50 PM,,85569,M.C.G.,HAW,5,0
2013,2013-31-PreliminaryFinal,Sat,21/09/2013,5:45 PM,7:45 PM,43249,Subiaco,FRE,25,0
2013,2013-32-GrandFinal,Sat,28/09/2013,2:30 PM,,100007,M.C.G.,HAW,15,0
