year,matchid,day,date,time,atime,attendance,venue,winner,won_by,extra_time
2015,2015-13-05,Sun,28/06/2015,3:20 PM,,30207,Docklands,CAR,34,0
2015,2015-14-00,Thu,02/07/2015,7:20 PM,,28316,S.C.G.,SYD,10,0
2015,2015-14-01,Fri,03/07/2015,7:50 PM,,75880,M.C.G.,HAW,10,0
2015,2015-14-02,Sat,04/07/2015,1:40 PM,,35968,M.C.G.,RIC,9,0
2015,2015-14-03,Sat,04/07/2015,4:40 PM,,14444,Carrara,GCS,55,0
2015,2015-14-04,Sat,04/07/2015,7:30 PM,,31445,Docklands,WBD,11,0
2015,2015-14-05,Sat,04/07/2015,7:10 PM,7:40 PM,11873,Marrara Oval,WCE,54,0
2015,2015-14-06,Sun,05/07/2015,1:10 PM,,38020,Docklands,STK,110,0
2015,2015-14-07,Sun,05/07/2015,2:40 PM,4:40 PM,32970,Subiaco,FRE,36,0
2015,2015-15-00,Thu,09/07/2015,7:20 PM,7:50 PM,44496,ADE Oval,POR,3,0
2015,2015-15-01,Fri,10/07/2015,7:50 PM,,52564,M.C.G.,RIC,30,0
2015,2015-15-02,Sat,11/07/2015,1:40 PM,,38861,M.C.G.,ESS,9,0
2015,2015-15-03,Sat,11/07/2015,4:35 PM,,9449,Cazaly's Stadium,WBD,22,0
2015,2015-15-04,Sat,11/07/2015,7:20 PM,,31270,Docklands,NM,41,0
2015,2015-15-05,Sat,11/07/2015,5:40 PM,7:40 PM,38133,Subiaco,WCE,56,0
2015,2015-15-06,Sun,12/07/2015,1:10 PM,,9178,SYD Showground,GWS,35,0
2015,2015-15-07,Sun,12/07/2015,3:20 PM,,16792,York Park,HAW,72,0
2015,2015-15-08,Sun,12/07/2015,4:40 PM,,16936,Gabba,SYD,21,0
2015,2015-16-00,Fri,17/07/2015,7:50 PM,,31025,Docklands,NM,25,0
2015,2015-16-01,Sat,18/07/2015,1:45 PM,,25041,Kardinia Park,GEE,8,0
2015,2015-16-02,Sat,18/07/2015,2:10 PM,,9589,Carrara,GWS,15,0
2015,2015-16-03,Sat,18/07/2015,4:35 PM,,36527,Docklands,WCE,31,0
2015,2015-16-04,Sat,18/07/2015,7:20 PM,,37369,Stadium Australia,HAW,89,0
2015,2015-16-05,Sat,18/07/2015,5:40 PM,7:40 PM,33581,Subiaco,FRE,42,0
2015,2015-16-06,Sun,19/07/2015,1:10 PM,,25149,M.C.G.,MEL,24,0
2015,2015-16-07,Sun,19/07/2015,2:50 PM,3:20 PM,53518,ADE Oval,ADE,3,0
2015,2015-16-08,Sun,19/07/2015,4:40 PM,,45722,Docklands,RIC,16,0
2015,2015-17-00,Fri,24/07/2015,7:50 PM,,26815,Docklands,HAW,138,0
2015,2015-17-01,Sat,25/07/2015,1:45 PM,,14667,Manuka Oval,GEE,27,0
2015,2015-17-02,Sat,25/07/2015,1:40 PM,2:10 PM,41715,ADE Oval,ADE,45,0
2015,2015-17-03,Sat,25/07/2015,4:35 PM,,39777,M.C.G.,FRE,4,0
2015,2015-17-04,Sat,25/07/2015,7:20 PM,,23705,Docklands,POR,13,0
2015,2015-17-05,Sat,25/07/2015,7:20 PM,,15563,Gabba,NM,72,0
2015,2015-17-06,Sun,26/07/2015,1:10 PM,,40581,Docklands,WBD,18,0
2015,2015-17-07,Sun,26/07/2015,3:20 PM,,22945,M.C.G.,STK,37,0
2015,2015-17-08,Sun,26/07/2015,2:40 PM,4:40 PM,38760,Subiaco,WCE,52,0
2015,2015-18-00,Fri,31/07/2015,7:50 PM,,66305,M.C.G.,RIC,18,0
2015,2015-18-01,Sat,01/08/2015,1:45 PM,,21913,Kardinia Park,GEE,56,0
2015,2015-18-02,Sat,01/08/2015,2:10 PM,,37894,M.C.G.,MEL,37,0
2015,2015-18-03,Sat,01/08/2015,4:35 PM,,38690,S.C.G.,SYD,52,0
2015,2015-18-04,Sat,01/08/2015,7:20 PM,,25251,Docklands,NM,64,0
2015,2015-18-05,Sat,01/08/2015,7:20 PM,,9341,Carrara,NA,0,0
2015,2015-18-06,Sun,02/08/2015,12:40 PM,1:10 PM,35977,ADE Oval,POR,63,0
2015,2015-18-07,Sun,02/08/2015,3:20 PM,,33466,Docklands,WBD,87,0
2015,2015-18-08,Sun,02/08/2015,2:40 PM,4:40 PM,34625,Subiaco,FRE,21,0
2015,2015-19-00,Fri,07/08/2015,7:20 PM,7:50 PM,49116,ADE Oval,ADE,36,0
2015,2015-19-01,Sat,08/08/2015,1:45 PM,,48133,M.C.G.,COL,18,0
2015,2015-19-02,Sat,08/08/2015,2:10 PM,,20590,Docklands,WBD,64,0
2015,2015-19-03,Sat,08/08/2015,4:35 PM,,19920,Gabba,GCS,14,0
2015,2015-19-04,Sat,08/08/2015,7:20 PM,,27910,Kardinia Park,GEE,32,0
2015,2015-19-05,Sat,08/08/2015,5:40 PM,7:40 PM,34843,Subiaco,HAW,14,0
2015,2015-19-06,Sun,09/08/2015,1:10 PM,,30695,M.C.G.,NM,35,0
2015,2015-19-07,Sun,09/08/2015,3:20 PM,,10093,SYD Showground,GWS,32,0
2015,2015-19-08,Sun,09/08/2015,4:40 PM,,16409,Docklands,FRE,37,0
2015,2015-20-00,Fri,14/08/2015,7:50 PM,,38408,S.C.G.,SYD,11,0
2015,2015-20-01,Sat,15/08/2015,1:45 PM,,25914,Docklands,ADE,112,0
2015,2015-20-02,Sat,15/08/2015,2:10 PM,,14346,Bellerive Oval,NM,37,0
2015,2015-20-03,Sat,15/08/2015,4:05 PM,4:35 PM,32436,ADE Oval,POR,21,0
2015,2015-20-04,Sat,15/08/2015,7:20 PM,,17744,Gabba,BRI,64,0
2015,2015-20-05,Sat,15/08/2015,7:20 PM,,55802,M.C.G.,HAW,36,0
2015,2015-20-06,Sun,16/08/2015,1:10 PM,,38508,M.C.G.,RIC,83,0
2015,2015-20-07,Sun,16/08/2015,3:20 PM,,27805,Docklands,WBD,98,0
2015,2015-20-08,Sun,16/08/2015,2:40 PM,4:40 PM,41959,Subiaco,WCE,24,0
2015,2015-21-00,Fri,21/08/2015,7:50 PM,,28657,Docklands,POR,22,0
2015,2015-21-01,Sat,22/08/2015,1:45 PM,,63178,M.C.G.,RIC,91,0
2015,2015-21-02,Sat,22/08/2015,2:10 PM,,19507,SYD Showground,SYD,89,0
2015,2015-21-03,Sat,22/08/2015,4:35 PM,,16253,Carrara,GCS,2,0
2015,2015-21-04,Sat,22/08/2015,7:20 PM,,25245,Docklands,NA,0,0
2015,2015-21-05,Sat,22/08/2015,7:10 PM,7:40 PM,46609,ADE Oval,ADE,87,0
2015,2015-21-06,Sun,23/08/2015,1:10 PM,,23857,Docklands,NM,11,0
2015,2015-21-07,Sun,23/08/2015,3:20 PM,,33962,M.C.G.,CAR,23,0
2015,2015-21-08,Sun,23/08/2015,2:40 PM,4:40 PM,37733,Subiaco,WCE,77,0
2015,2015-22-00,Fri,28/08/2015,7:50 PM,,40582,M.C.G.,COL,48,0
2015,2015-22-01,Sat,29/08/2015,1:45 PM,,9538,SYD Showground,GWS,81,0
2015,2015-22-02,Sat,29/08/2015,2:10 PM,,11731,York Park,HAW,72,0
2015,2015-22-03,Sat,29/08/2015,4:35 PM,,37299,Docklands,WBD,23,0
2015,2015-22-04,Sat,29/08/2015,7:20 PM,,37864,M.C.G.,RIC,27,0
2015,2015-22-05,Sat,29/08/2015,7:20 PM,,9343,Carrara,POR,37,0
2015,2015-22-06,Sun,30/08/2015,12:40 PM,1:10 PM,52460,ADE Oval,ADE,57,0
2015,2015-22-07,Sun,30/08/2015,3:20 PM,,27856,Docklands,SYD,97,0
2015,2015-22-08,Sun,30/08/2015,2:40 PM,4:40 PM,33529,Subiaco,FRE,54,0
2015,2015-23-00,Fri,04/09/2015,7:50 PM,,40461,Docklands,RIC,41,0
2015,2015-23-01,Sat,05/09/2015,1:05 PM,,26128,Kardinia Park,GEE,39,0
2015,2015-23-02,Sat,05/09/2015,1:45 PM,,15434,Gabba,BRI,8,0
2015,2015-23-03,Sat,05/09/2015,3:20 PM,3:50 PM,37922,ADE Oval,POR,69,0
2015,2015-23-04,Sat,05/09/2015,4:40 PM,,33182,M.C.G.,HAW,57,0
2015,2015-23-05,Sat,05/09/2015,7:25 PM,,25424,S.C.G.,SYD,63,0
2015,2015-23-06,Sat,05/09/2015,5:40 PM,7:40 PM,36165,Subiaco,WCE,95,0
2015,2015-23-07,Sun,06/09/2015,1:10 PM,,8974,Docklands,MEL,26,0
2015,2015-23-08,Sun,06/09/2015,3:20 PM,,40270,M.C.G.,ESS,3,0
2015,2015-24-QualifyingFinal,Fri,11/09/2015,6:20 PM,8:20 PM,42663,Subiaco,WCE,32,0
2015,2015-25-QualifyingFinal,Sat,12/09/2015,1:20 PM,3:20 PM,40071,Subiaco,FRE,9,0
2015,2015-26-EliminationFinal,Sat,12/09/2015,7:20 PM,,60782,M.C.G.,ADE,7,0
2015,2015-27-EliminationFinal,Sun,13/09/2015,3:20 PM,,90186,M.C.G.,NM,17,0
2015,2015-28-SemiFinal,Fri,18/09/2015,7:50 PM,,70879,M.C.G.,HAW,74,0
2015,2015-29-SemiFinal,Sat,19/09/2015,7:20 PM,,31162,Stadium Australia,NM,26,0
2015,2015-30-PreliminaryFinal,Fri,25/09/2015,6:20 PM,8:20 PM,41508,Subiaco,HAW,27,0
2015,2015-31-PreliminaryFinal,Sat,26/09/2015,5:45 PM,7:45 PM,43080,Subiaco,WCE,25,0
2015,2015-32-GrandFinal,Sat,03/09/2015,2:30 PM,,98633,M.C.G.,HAW,46,0
