Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Anthony, John	2	1	2	2	3	2		1	1	1	1	1	2	3	1	4	5	1	2	4	4	1	5	-	1	50
Barham, Jaxson				9	3	4	4										4	2								26
Beams, Dayne		6	-	2	4	1		2					6	2	2	5	2	1	1	1	4	-	2		1	42
Brown, Leigh		-	3	1	4	2	3	1	1	7	5	6	3	8	5	8	2	2	2	1	1		2	1	-	68
Brown, Nathan	4	1	-	2	3	3	2	3	1	1	-		2	1		3										26
Bryan, Chris	2																									2
Clarke, Martin	2	3	2	3	1	3	3	6	2	2	4	3														34
Cloke, Travis	2	3	1	3	-	1	1				-	3	3	4	-	2	5	7	2	6	4	2	3	1	2	55
Cook, Ryan								3	2																	5
Corrie, Anthony						4	2	1																		7
Cox, Shannon	3	3	2	2	5			2	2	6	2	1	2													30
Davis, Leon	4	6	4	4	7	6		2	2	4	2	5		3	2	4	-	5	5	4	8	3	4	4	8	96
Dawes, Chris													2				3		1	4						10
Dick, Brad		6	2						9	2	2	6	5	2	3	2			1	4	4	2		2	2	54
Didak, Alan	1	1	3	1						-	2	3	2	-	6	-	4	1	1	3	1	2	3	2	1	37
Fraser, Josh	1	3	5	4	1	1	1		2	3	4	4	1	2	-						2	-	-			34
Goldsack, Tyson	3			2	4				3				2	1	3			2	5			3		4	2	34
Johnson, Ben	1	3	1												3	2	-	3	1	-	1	-	-	4	3	22
Lockyer, Tarkyn	1	2	3	-	3	5	4	3	6	3	5	6	5	2	1	9	3	1	-	4	3	2	6	2	2	81
Lumumba, Heritier	5	2	2	2	1	2	1	-	3	-	2	3	2	1	2	1	2	2	-	3	1	1	2	3	2	45
Macaffer, Brent					3	4	6																	3	7	23
Maxwell, Nick	8	-	2			3	1	2	2	-	2	2	3	4	6	3	1	3	2	2	4	1	1	5	2	59
McCarthy, John																						1	1			2
Medhurst, Paul	3	4	3	1	1	1							1	2	1	1	-	1	2	2	1	-	-	4		28
OBree, Shane	8	5	11	7	9	6	1	2	8	5	4	5	4	4	6	8	-	2	2	5	4	5	2	4	3	120
Pendlebury, Scott	3	-	2	6	3	2	6	3	3	5	2	-		2	6	4	4	3	3	3	8		1			69
Prestigiacomo, Simon	4	4	-	1	1	3	1	1	1	1	1	1	-	3	2	5	3	2	1	3	-	3	1	5	1	48
Reid, Ben	1							3																		4
Rocca, Anthony				1	2		1																3			7
Shaw, Heath		-	1				4	-	2	1	2	-	2	2	4	4	3	3	-	1	2	-	6	3	3	43
Sidebottom, Steele							3	3	4	4	3	4					4	4					3	10	2	44
Stanley, Danny							1																			1
Swan, Dane	5	2	2	-	3	2	3	3	7	1	5	5	3	2	1	8	1	4	1	1	2	4	3	6	3	77
Thomas, Dale	4		2	3	5	2	4			3	1	2	2	2	5	3	1	5	1	6	5	1	1	2	4	64
Toovey, Alan	4	2		3	3	2	5	5	4	3	1	4	6	4	2	7	6	4	3	3	4	1	6	2	6	90
Wellingham, Sharrod						1	2	5	1	4	1	4	1	5	5	4				-	4	1		-	2	40
Wood, Cameron								4	-	-		2				5	2	3	3	3	1	2		2	2	29
Totals	71	57	53	59	69	60	59	55	66	56	51	70	59	59	66	92	55	61	39	63	68	35	55	69	59	1506
Opponent	AD	ME	GE	BL	ES	NM	SK	CA	WC	PA	ME	SY	FR	ES	WB	HW	CA	BL	AD	RI	SY	WB	SK	AD	GE	
