Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Anthony, John	7	10	5	7	8	5		9	8	7	7	5	8	4	-	7	5	9	7	9	11	8	3	4	4	157
Barham, Jaxson				17	10	9	2										6	12								56
Beams, Dayne		11	8	5	5	4		3					6	15	5	11	15	8	7	13	10	6	6		5	143
Brown, Leigh		2	8	4	8	1	9	3	4	11	6	9	10	3	4	5	5	5	2	3	5		4	3	10	124
Brown, Nathan	4	5	6	3	3	2	3	5	5	2	-		5	4		4										51
Bryan, Chris	4																									4
Clarke, Martin	13	12	11	17	12	9	14	10	8	14	12	5														137
Cloke, Travis	10	12	7	7	14	8	8				12	8	10	15	9	11	19	14	14	15	11	10	17	13	7	251
Cook, Ryan								6	8																	14
Corrie, Anthony						11	9	4																		24
Cox, Shannon	17	9	10	16	9			6	7	11	7	12	5													109
Davis, Leon	18	18	11	12	22	22		15	27	11	21	12		11	16	17	24	18	14	10	14	13	8	10	7	351
Dawes, Chris													5				4		6	5						20
Dick, Brad		6	7						8	11	11	7	9	10	7	2			10	5	7	3		9	5	117
Didak, Alan	15	20	14	9						11	26	29	31	24	27	12	15	19	24	17	15	18	7	11	14	358
Fraser, Josh	9	16	15	16	6	12	2		6	6	10	9	6	16	9						11	3	10			162
Goldsack, Tyson	5			8	5				4				7	7	4			7	7			6		8	3	71
Johnson, Ben	13	16	3												8	9	14	10	14	15	10	10	11	13	16	162
Lockyer, Tarkyn	12	13	16	21	12	18	6	10	14	6	9	15	10	9	10	12	14	11	10	14	7	15	5	10	6	285
Lumumba, Heritier	9	2	5	12	12	8	12	6	7	8	6	11	12	7	17	7	11	8	18	11	9	10	6	4	12	230
Macaffer, Brent					6	3	4																	12	6	31
Maxwell, Nick	5	4	5			11	11	12	18	10	4	14	8	12	9	6	10	2	11	7	5	14	8	11	8	205
McCarthy, John																						6	6			12
Medhurst, Paul	12	8	11	11	9	8							9	4	8	6	6	12	12	11	14	4	8	2		155
OBree, Shane	10	12	9	16	8	10	12	6	11	11	7	10	11	5	7	14	7	12	14	14	12	8	8	12	13	259
Pendlebury, Scott	14	13	12	18	17	19	14	11	22	15	21	-		9	9	14	13	20	11	11	7		1			271
Prestigiacomo, Simon	5	2	2	4	1	3	2	1	4	2	5	10	3	2	1	3	2	5	1	4	2	2	-	2	4	72
Reid, Ben	5							5																		10
Rocca, Anthony				7	3		7																4			21
Shaw, Heath		11	6				15	17	12	16	21	20	11	8	15	16	19	12	17	13	8	18	11	16	13	295
Sidebottom, Steele							12	6	10	4	8	7					5	6					7	14	3	82
Stanley, Danny							3																			3
Swan, Dane	16	18	20	14	21	19	12	15	21	22	21	19	24	18	17	17	23	19	18	20	17	10	15	17	11	444
Thomas, Dale	12		13	7	13	11	9			10	13	7	8	8	9	9	9	10	9	9	9	10	8	8	12	213
Toovey, Alan	9	4		11	2	12	6	7	10	10	5	10	7	6	9	4	9	4	3	5	3	8	8	8	4	164
Wellingham, Sharrod						13	12	7	6	14	10	4	11	7	6	7				9	4	5		11	4	130
Wood, Cameron								7	17	1		3				5	5	4	13	4	10	2		6	7	84
Totals	224	224	204	242	206	218	184	171	237	213	242	226	216	204	206	198	240	227	242	224	201	189	161	204	174	5277
Opponent	AD	ME	GE	BL	ES	NM	SK	CA	WC	PA	ME	SY	FR	ES	WB	HW	CA	BL	AD	RI	SY	WB	SK	AD	GE	
