Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Anthony, John	5	2	4	2	2	3		4	3	2	12	-	3	7	3	7	4	6	2	10	9	8	-	1	4	103
Barham, Jaxson				7	3	6	8										3	3								30
Beams, Dayne		7	5	4	5	-		4					7	4	7	9	3	3	5	5	10	5	7		4	94
Brown, Leigh		3	5	3	2	5	5	4	4	5	6	1	3	2	4	6	5	4	4	3	7		7	2	8	98
Brown, Nathan	3	5	2	2	4	1	1	4	6	7	1		2	4		3										45
Bryan, Chris	2																									2
Clarke, Martin	5	9	6	6	8	4	5	5	4	3	6	4														65
Cloke, Travis	4	6	4	1	5	1	2				9	5	7	7	8	4	10	5	3	8	5	7	8	6	4	119
Cook, Ryan								4	3																	7
Corrie, Anthony						8	7	1																		16
Cox, Shannon	2	7	4	6	9			4	5	3	6	6	7													59
Davis, Leon	9	6	3	6	13	5		8	7	5	4	9		4	7	4	8	6	2	13	8	9	8	3	5	152
Dawes, Chris													4				7		7	5						23
Dick, Brad		4	1						7	10	4	7	8	8	2	2			5	4	6	-		2	5	75
Didak, Alan	7	8	3	3						6	7	11	6	11	7	2	5	9	4	10	5	8	3	4	7	126
Fraser, Josh	6	13	6	7	8	6	2		8	8	11	6	3	10	4						6	3	5			112
Goldsack, Tyson	3			4	5				2				8	7	2			4	5			4		8	3	55
Johnson, Ben	4	2	2												2	7	4	7	5	6	5	4	1	2	2	53
Lockyer, Tarkyn	3	4	6	8	2	5	8	13	6	5	7	5	5	3	6	8	8	7	3	4	7	8	6	5	6	148
Lumumba, Heritier	8	4	5	3	7	3	7	7	5	3	5	6	5	4	5	4	9	1	6	1	3	3	3	3	2	112
Macaffer, Brent					4	5	4																	8	6	27
Maxwell, Nick	5	3	5			8	10	6	6	6	1	6	8	7	11	4	2	6	3	3	7	8	9	7	3	134
McCarthy, John																						2	4			6
Medhurst, Paul	1	5	5	2	4	3							7	5	4	1	5	4	6	4	5	3	3	3		70
OBree, Shane	10	10	5	7	12	11	12	11	9	5	13	8	13	6	9	5	5	7	8	8	9	10	8	9	13	223
Pendlebury, Scott	8	6	10	16	12	10	11	15	14	3	8	-		9	10	9	11	13	11	12	5		3			196
Prestigiacomo, Simon	1	5	6	6	2	3	3	3	3	2	5	6	4	-	3	5	1	1	2	3	1	3	1	3	2	74
Reid, Ben	5							1																		6
Rocca, Anthony				3	5		5																3			16
Shaw, Heath		4	2				5	5	5	1	7	5	5	3	6	12	10	5	4	7	5	8	6	7	6	118
Sidebottom, Steele							6	4	4	2	11	3					1	5					5	3	4	48
Stanley, Danny							7																			7
Swan, Dane	8	10	13	9	10	9	7	13	12	12	13	15	11	7	17	9	15	16	6	12	9	8	8	12	9	270
Thomas, Dale	6		3	3	5	7	3			5	1	7	7	4	7	4	10	7	1	6	5	3	6	5	4	109
Toovey, Alan	6	7		5	7	8	5	7	8	5	4	6	2	8	5	7	3	5	7	6	5	7	10	10	6	149
Wellingham, Sharrod						6	4	6	3	8	8	9	3	6	6	8				5	5	8		5	3	93
Wood, Cameron								3	6	4		1				7	5	4	11	5	3	3		1	6	59
Totals	111	130	105	113	134	117	127	132	130	110	149	126	128	126	135	127	134	128	110	140	130	122	114	109	112	3099
Opponent	AD	ME	GE	BL	ES	NM	SK	CA	WC	PA	ME	SY	FR	ES	WB	HW	CA	BL	AD	RI	SY	WB	SK	AD	GE	
