Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Anthony, John	9	13	12	10	9	5		12	9	10	16	7	9	8	9	17	11	15	16	15	15	18	3	4	7	259
Barham, Jaxson				28	14	17	15										14	19								107
Beams, Dayne		18	21	13	17	9		10					22	25	12	25	21	17	20	30	24	13	11		10	318
Brown, Leigh		7	12	9	12	7	10	5	10	18	12	12	17	4	10	9	14	13	7	12	12		13	7	15	247
Brown, Nathan	13	10	10	7	7	5	10	11	16	12	1		10	9		8										129
Bryan, Chris	6																									6
Clarke, Martin	20	22	19	26	21	13	20	16	16	19	18	7														217
Cloke, Travis	11	20	9	7	15	12	12				20	10	17	19	13	12	26	18	16	21	14	13	19	16	10	330
Cook, Ryan								14	20																	34
Corrie, Anthony						20	15	4																		39
Cox, Shannon	25	19	22	27	15			13	19	21	17	17	11													206
Davis, Leon	21	23	14	18	32	27		22	32	14	25	17		14	19	23	28	24	18	20	19	21	15	12	13	471
Dawes, Chris													11				11		15	16						53
Dick, Brad		8	9						16	25	16	12	16	17	8	5			18	10	10	5		9	7	191
Didak, Alan	22	29	18	13						19	33	34	39	36	33	17	24	29	31	29	19	28	13	19	25	510
Fraser, Josh	16	25	19	23	19	25	7		15	17	27	12	19	23	18						17	8	13			303
Goldsack, Tyson	8			11	11				7				16	14	9			12	14			11		15	8	136
Johnson, Ben	23	25	4												20	23	25	19	25	27	15	20	20	19	22	287
Lockyer, Tarkyn	21	23	20	29	17	25	13	17	25	13	22	20	18	15	23	17	24	20	21	24	13	25	9	20	14	488
Lumumba, Heritier	17	10	12	13	21	15	19	16	16	14	20	18	18	17	21	15	20	14	28	20	12	16	9	9	12	402
Macaffer, Brent					11	10	10																	18	10	59
Maxwell, Nick	12	10	12			22	21	22	29	19	9	21	17	17	24	15	18	13	22	15	15	27	17	22	12	411
McCarthy, John																						13	9			22
Medhurst, Paul	17	10	16	13	11	10							17	9	9	8	12	16	19	17	18	10	10	4		226
OBree, Shane	28	22	14	21	22	25	32	22	26	22	25	15	28	14	19	21	18	20	23	33	17	19	12	20	26	544
Pendlebury, Scott	29	26	25	35	30	31	28	31	38	24	39	-		20	23	24	28	36	27	31	13		4			542
Prestigiacomo, Simon	5	6	11	11	4	9	6	7	10	6	12	14	11	3	7	11	6	7	6	13	4	9	3	6	7	194
Reid, Ben	10							5																		15
Rocca, Anthony				9	5		10																5			29
Shaw, Heath		17	16				22	25	23	25	30	26	18	13	22	32	28	19	28	21	15	34	21	29	18	482
Sidebottom, Steele							22	15	14	12	18	14					11	14					12	25	10	167
Stanley, Danny							15																			15
Swan, Dane	28	33	30	19	37	33	24	30	36	48	32	29	41	30	34	35	38	36	30	34	22	21	24	28	17	769
Thomas, Dale	21		20	11	19	20	13			13	18	16	21	20	17	19	20	16	14	18	16	18	12	19	17	378
Toovey, Alan	15	12		18	13	18	12	17	22	17	9	13	8	15	13	11	13	10	11	14	12	16	20	16	9	334
Wellingham, Sharrod						23	20	20	16	24	19	14	19	20	17	16				19	12	14		17	7	277
Wood, Cameron								9	23	7		7				13	14	15	24	20	13	8		8	10	171
Totals	377	388	345	371	362	381	356	343	438	399	438	335	403	362	380	376	424	402	433	459	327	367	274	342	286	9368
Opponent	AD	ME	GE	BL	ES	NM	SK	CA	WC	PA	ME	SY	FR	ES	WB	HW	CA	BL	AD	RI	SY	WB	SK	AD	GE	
