Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Anthony, John	-	-	-	-	-	-		-	-	1	-	1	-	-	-	-	1	-	-	1	-	1	-	-	-	5
Barham, Jaxson				4	4	1	-										1	-								10
Beams, Dayne		-	1	-	-	1		-					2	1	1	1	1	-	2	-	1	-	1		2	14
Brown, Leigh		1	-	1	2	-	-	-	-	1	1	1	-	-	-	-	1	2	3	2	1		-	1	1	18
Brown, Nathan	1	-	2	-	1	1	1	2	-	-	-		1	2		2										13
Bryan, Chris	1																									1
Clarke, Martin	3	-	7	5	5	3	3	1	5	4	1	-														37
Cloke, Travis	-	-	-	-	-	-	-				-	-	-	-	-	-	1	1	-	1	-	1	1	-	1	6
Cook, Ryan								-	-																	
Corrie, Anthony						-	1	1																		2
Cox, Shannon	6	2	1	3	3			1	4	-	3	4	2													29
Davis, Leon	5	3	1	1	5	4		2	1	1	1	-		2	2	3	2	2	3	-	-	1	1	1	1	42
Dawes, Chris													-				-		-	-						
Dick, Brad		-	-						-	-	-	-	-	-	-	-			-	-	-	-		-	-	
Didak, Alan	1	-	1	-						1	2	1	3	6	3	-	1	3	4	-	1	-	-	-	1	28
Fraser, Josh	-	2	2	5	1	4	-		1	-	-	4	-	2	-						-	-	3			24
Goldsack, Tyson	2			1	3				-				2	-	1			2	2			4		7	2	26
Johnson, Ben	3	6	-												6	2	3	2	-	1	3	3	3	3	3	38
Lockyer, Tarkyn	2	2	2	4	2	1	-	-	1	-	-	1	1	2	1	-	1	-	1	1	-	-	1	1	-	24
Lumumba, Heritier	5	3	4	4	3	2	4	2	2	4	3	1	6	1	8	5	4	1	3	-	2	4	1	2	3	77
Macaffer, Brent					-	-	-																	1	2	3
Maxwell, Nick	1	2	1			3	4	4	6	6	1	1	5	5	6	-	8	-	-	3	3	8	6	6	2	81
McCarthy, John																						1	3			4
Medhurst, Paul	-	-	-	-	-	-							-	-	1	1	-	-	-	1	-	-	-	-		3
OBree, Shane	1	1	-	3	1	2	2	-	1	2	1	1	1	-	1	2	1	2	3	1	-	-	1	-	1	28
Pendlebury, Scott	3	1	2	3	5	3	4	2	1	5	4	-		-	3	1	5	1	1	3	-		-			47
Prestigiacomo, Simon	-	1	-	3	-	3	1	-	3	1	-	5	1	2	1	3	3	-	-	-	2	-	-	2	2	33
Reid, Ben	-							-																		
Rocca, Anthony				-	-		-																-			
Shaw, Heath		2	4				-	3	3	2	10	11	2	3	5	9	12	5	7	5	5	9	4	11	7	119
Sidebottom, Steele							1	-	1	-	-	1					-	2					2	1	-	8
Stanley, Danny							-																			
Swan, Dane	2	3	3	1	3	3	2	2	2	5	-	1	-	3	1	3	2	3	7	3	-	1	4	3	-	57
Thomas, Dale	1		1	1	-	2	1			1	1	1	1	2	2	-	1	-	5	-	1	4	-	2	-	27
Toovey, Alan	-	-		-	3	4	-	-	-	1	4	3	1	1	-	1	3	1	3	-	-	-	4	1	2	32
Wellingham, Sharrod						1	1	1	2	3	2	1	2	2	2	-				1	3	1		-	1	23
Wood, Cameron								3	1	-		2				2	-	3	2	1	-	1		-	1	16
Totals	37	29	32	39	41	38	25	24	34	38	34	40	30	34	44	35	51	30	46	24	22	39	35	42	32	875
Opponent	AD	ME	GE	BL	ES	NM	SK	CA	WC	PA	ME	SY	FR	ES	WB	HW	CA	BL	AD	RI	SY	WB	SK	AD	GE	
