year,matchid,day,date,time,atime,attendance,venue,winner,won_by,extra_time
2012,2012-15-02,Sat,07/07/2012,2:10 PM,,46773,M.C.G.,RIC,23,0
2012,2012-15-03,Sat,07/07/2012,4:40 PM,,19419,S.C.G.,SYD,47,0
2012,2012-15-04,Sat,07/07/2012,7:10 PM,7:40 PM,34829,Football Park,ADE,58,0
2012,2012-15-05,Sat,07/07/2012,7:40 PM,,45838,Docklands,STK,71,0
2012,2012-15-06,Sun,08/07/2012,1:10 PM,,26518,M.C.G.,HAW,162,0
2012,2012-15-07,Sun,08/07/2012,3:15 PM,,15824,Carrara,GEE,14,0
2012,2012-15-08,Sun,08/07/2012,2:40 PM,4:40 PM,30420,Subiaco,FRE,38,0
2012,2012-16-00,Fri,13/07/2012,7:50 PM,,46423,Docklands,NM,53,0
2012,2012-16-01,Sat,14/07/2012,1:45 PM,,13284,Docklands,FRE,34,0
2012,2012-16-02,Sat,14/07/2012,1:40 PM,2:10 PM,17344,Football Park,ESS,50,0
2012,2012-16-03,Sat,14/07/2012,4:40 PM,,10961,Cazaly's Stadium,GCS,2,0
2012,2012-16-04,Sat,14/07/2012,7:40 PM,,61717,M.C.G.,COL,31,0
2012,2012-16-05,Sat,14/07/2012,7:40 PM,,19228,Gabba,STK,13,0
2012,2012-16-06,Sun,15/07/2012,1:10 PM,,7669,SYD Showground,ADE,119,0
2012,2012-16-07,Sun,15/07/2012,3:15 PM,,24754,Docklands,HAW,72,0
2012,2012-16-08,Sun,15/07/2012,2:40 PM,4:40 PM,39152,Subiaco,SYD,52,0
2012,2012-17-00,Fri,20/07/2012,7:50 PM,,50066,Docklands,GEE,67,0
2012,2012-17-01,Sat,21/07/2012,1:45 PM,,83714,M.C.G.,HAW,47,0
2012,2012-17-02,Sat,21/07/2012,1:40 PM,2:10 PM,40724,Football Park,ADE,49,0
2012,2012-17-03,Sat,21/07/2012,4:40 PM,,16550,Carrara,BRI,11,0
2012,2012-17-04,Sat,21/07/2012,7:10 PM,7:40 PM,6714,Marrara Oval,POR,28,0
2012,2012-17-05,Sat,21/07/2012,7:40 PM,,24615,Docklands,CAR,18,0
2012,2012-17-06,Sun,22/07/2012,1:10 PM,,26834,S.C.G.,SYD,29,0
2012,2012-17-07,Sun,22/07/2012,3:15 PM,,47432,M.C.G.,NM,4,0
2012,2012-17-08,Sun,22/07/2012,2:40 PM,4:40 PM,28767,Subiaco,FRE,95,0
2012,2012-18-00,Fri,27/07/2012,7:50 PM,,44899,Docklands,HAW,94,0
2012,2012-18-01,Sat,28/07/2012,1:45 PM,,18377,Kardinia Park,GEE,27,0
2012,2012-18-02,Sat,28/07/2012,2:10 PM,,20816,Docklands,NM,54,0
2012,2012-18-03,Sat,28/07/2012,4:40 PM,,8102,SYD Showground,COL,120,0
2012,2012-18-04,Sat,28/07/2012,7:40 PM,,46013,M.C.G.,CAR,4,0
2012,2012-18-05,Sat,28/07/2012,7:40 PM,,11169,Carrara,SYD,72,0
2012,2012-18-06,Sun,29/07/2012,12:40 PM,1:10 PM,14583,Football Park,FRE,27,0
2012,2012-18-07,Sun,29/07/2012,3:15 PM,,23498,Docklands,STK,76,0
2012,2012-18-08,Sun,29/07/2012,2:40 PM,4:40 PM,35767,Subiaco,WCE,98,0
2012,2012-19-00,Fri,03/08/2012,7:50 PM,,65287,M.C.G.,GEE,2,0
2012,2012-19-01,Sat,04/08/2012,1:45 PM,,21599,Docklands,NM,54,0
2012,2012-19-02,Sat,04/08/2012,2:10 PM,,6811,SYD Showground,GWS,34,0
2012,2012-19-03,Sat,04/08/2012,2:40 PM,4:40 PM,39694,Subiaco,FRE,65,0
2012,2012-19-04,Sat,04/08/2012,7:40 PM,,57873,M.C.G.,COL,6,0
2012,2012-19-05,Sat,04/08/2012,7:40 PM,,22193,Gabba,RIC,48,0
2012,2012-19-06,Sun,05/08/2012,1:10 PM,,18097,M.C.G.,MEL,42,0
2012,2012-19-07,Sun,05/08/2012,3:15 PM,,36942,Docklands,SYD,22,0
2012,2012-19-08,Sun,05/08/2012,4:10 PM,4:40 PM,40030,Football Park,ADE,4,0
2012,2012-20-00,Fri,10/08/2012,6:40 PM,8:40 PM,37812,Subiaco,WCE,5,0
2012,2012-20-01,Sat,11/08/2012,1:45 PM,,23464,M.C.G.,STK,25,0
2012,2012-20-02,Sat,11/08/2012,1:40 PM,2:10 PM,35027,Football Park,ADE,28,0
2012,2012-20-03,Sat,11/08/2012,4:40 PM,,14657,Carrara,GCS,30,0
2012,2012-20-04,Sat,11/08/2012,7:40 PM,,25977,Docklands,CAR,36,0
2012,2012-20-05,Sat,11/08/2012,7:40 PM,,45827,Stadium Australia,COL,8,0
2012,2012-20-06,Sun,12/08/2012,1:10 PM,,14431,York Park,HAW,72,0
2012,2012-20-07,Sun,12/08/2012,3:15 PM,,28286,M.C.G.,RIC,70,0
2012,2012-20-08,Sun,12/08/2012,4:40 PM,,42674,Docklands,NM,24,0
2012,2012-21-00,Fri,17/08/2012,7:50 PM,,38169,Docklands,GEE,42,0
2012,2012-21-01,Sat,18/08/2012,1:45 PM,,59381,M.C.G.,CAR,96,0
2012,2012-21-02,Sat,18/08/2012,2:10 PM,,7561,Manuka Oval,MEL,25,0
2012,2012-21-03,Sat,18/08/2012,2:40 PM,4:40 PM,32721,Subiaco,FRE,22,0
2012,2012-21-04,Sat,18/08/2012,7:40 PM,,18979,Gabba,BRI,10,0
2012,2012-21-05,Sat,18/08/2012,7:40 PM,,44956,Docklands,NM,30,0
2012,2012-21-06,Sun,19/08/2012,12:40 PM,1:10 PM,13683,Football Park,WCE,48,0
2012,2012-21-07,Sun,19/08/2012,3:15 PM,,19396,Docklands,SYD,82,0
2012,2012-21-08,Sun,19/08/2012,4:40 PM,,23098,M.C.G.,HAW,64,0
2012,2012-22-00,Fri,24/08/2012,7:50 PM,,47590,M.C.G.,RIC,45,0
2012,2012-22-01,Sat,25/08/2012,1:45 PM,,17327,Docklands,STK,128,0
2012,2012-22-02,Sat,25/08/2012,1:40 PM,2:10 PM,13953,Football Park,BRI,11,0
2012,2012-22-03,Sat,25/08/2012,4:40 PM,,31167,S.C.G.,HAW,7,0
2012,2012-22-04,Sat,25/08/2012,5:40 PM,7:40 PM,40527,Subiaco,WCE,49,0
2012,2012-22-05,Sat,25/08/2012,7:40 PM,,15251,Carrara,GCS,12,0
2012,2012-22-06,Sun,26/08/2012,1:10 PM,,18047,Kardinia Park,GEE,34,0
2012,2012-22-07,Sun,26/08/2012,3:15 PM,,26482,Docklands,FRE,53,0
2012,2012-22-08,Sun,26/08/2012,4:40 PM,,18450,M.C.G.,ADE,69,0
2012,2012-23-00,Fri,31/08/2012,7:50 PM,,50023,M.C.G.,HAW,25,0
2012,2012-23-01,Sat,01/09/2012,1:45 PM,,20045,Kardinia Park,GEE,34,0
2012,2012-23-02,Sat,01/09/2012,1:40 PM,2:10 PM,35463,Football Park,ADE,91,0
2012,2012-23-03,Sat,01/09/2012,4:40 PM,,6696,SYD Showground,NM,28,0
2012,2012-23-04,Sat,01/09/2012,5:40 PM,7:40 PM,32687,Subiaco,FRE,61,0
2012,2012-23-05,Sat,01/09/2012,7:40 PM,,56491,M.C.G.,COL,32,0
2012,2012-23-06,Sun,02/09/2012,1:10 PM,,31393,Docklands,STK,15,0
2012,2012-23-07,Sun,02/09/2012,3:15 PM,,27893,M.C.G.,NA,0,0
2012,2012-23-08,Sun,02/09/2012,4:40 PM,,18289,Gabba,BRI,67,0
2012,2012-24-QualifyingFinal,Fri,07/09/2012,7:50 PM,,85639,M.C.G.,HAW,38,0
2012,2012-25-QualifyingFinal,Sat,08/09/2012,2:45 PM,3:15 PM,44849,Football Park,SYD,29,0
2012,2012-26-EliminationFinal,Sat,08/09/2012,7:45 PM,,44460,M.C.G.,FRE,16,0
2012,2012-27-EliminationFinal,Sun,09/09/2012,1:15 PM,3:15 PM,41790,Subiaco,WCE,96,0
2012,2012-28-SemiFinal,Fri,14/09/2012,8:15 PM,8:45 PM,31742,Football Park,ADE,10,0
2012,2012-29-SemiFinal,Sat,15/09/2012,7:45 PM,,65483,M.C.G.,COL,13,0
2012,2012-30-PreliminaryFinal,Fri,21/09/2012,7:50 PM,,57156,Stadium Australia,SYD,26,0
2012,2012-31-PreliminaryFinal,Sat,22/09/2012,5:15 PM,,69146,M.C.G.,HAW,5,0
2012,2012-32-GrandFinal,Sat,29/09/2012,2:30 PM,,99683,M.C.G.,SYD,10,0
