1994-01-00|Sat 26-Mar-1994 2:00 PM Att:25602 Venue: Victoria Park|Collingwood won by 11 pts
1994-01-01|Sat 26-Mar-1994 2:00 PM Att:18592 Venue: Western Oval|Footscray won by 2 pts
1994-01-02|Sat 26-Mar-1994 2:00 PM Att:29582 Venue: Waverley Park|Hawthorn won by 56 pts
1994-01-03|Sat 26-Mar-1994 2:08 PM Att:39492 Venue: M.C.G.|Essendon won by 3 pts
1994-01-04|Sun 27-Mar-1994 2:00 PM Att:39741 Venue: M.C.G.|Melbourne won by 65 pts
1994-01-05|Sun 27-Mar-1994 2:15 PM Att:7901 Venue: Gabba|Brisbane Bears won by 10 pts
1994-01-06|Sun 27-Mar-1994 5:45 PM (6:15 PM) Att:44953 Venue: Football Park|Adelaide won by 66 pts
1994-02-00|Sat 02-Apr-1994 2:00 PM Att:24872 Venue: Princes Park|Fitzroy won by 13 pts
1994-02-01|Sat 02-Apr-1994 2:00 PM Att:27195 Venue: M.C.G.|North Melbourne won by 69 pts
1994-02-02|Sat 02-Apr-1994 2:08 PM Att:29581 Venue: Waverley Park|Melbourne won by 54 pts
1994-02-03|Sun 03-Apr-1994 2:08 PM Att:15333 Venue: M.C.G.|Richmond won by 62 pts
1994-02-04|Sun 03-Apr-1994 2:15 PM (4:15 PM) Att:28228 Venue: Subiaco|West Coast won by 19 pts
1994-02-05|Mon 04-Apr-1994 2:00 PM Att:24019 Venue: Kardinia Park|Geelong won by 88 pts
1994-02-06|Mon 04-Apr-1994 2:08 PM Att:85063 Venue: M.C.G.|Collingwood won by 34 pts
1994-03-00|Fri 08-Apr-1994 8:08 PM Att:36726 Venue: M.C.G.|North Melbourne won by 127 pts
1994-03-01|Sat 09-Apr-1994 2:00 PM Att:8829 Venue: Western Oval|Fitzroy won by 33 pts
1994-03-02|Sat 09-Apr-1994 2:00 PM Att:30454 Venue: Waverley Park|St Kilda won by 14 pts
1994-03-03|Sat 09-Apr-1994 2:08 PM Att:19609 Venue: M.C.G.|West Coast won by 96 pts
1994-03-04|Sun 10-Apr-1994 2:00 PM Att:28496 Venue: Princes Park|Carlton won by 29 pts
1994-03-05|Sun 10-Apr-1994 2:00 PM Att:38307 Venue: M.C.G.|Collingwood won by 1 pt
1994-03-06|Sun 10-Apr-1994 2:15 PM Att:11068 Venue: S.C.G.|Adelaide won by 19 pts
1994-04-00|Fri 15-Apr-1994 7:38 PM Att:9727 Venue: S.C.G.|Sydney won by 14 pts
1994-04-01|Sat 16-Apr-1994 2:00 PM Att:30944 Venue: Waverley Park|Carlton won by 87 pts
1994-04-02|Sat 16-Apr-1994 2:00 PM Att:21630 Venue: Western Oval|North Melbourne won by 13 pts
1994-04-03|Sat 16-Apr-1994 2:08 PM Att:61193 Venue: M.C.G.|Melbourne won by 18 pts
1994-04-04|Sat 16-Apr-1994 8:38 PM (10:38 PM) Att:28980 Venue: W.A.C.A.|West Coast won by 76 pts
1994-04-05|Sun 17-Apr-1994 2:15 PM Att:11290 Venue: Gabba|Brisbane Bears won by 53 pts
1994-04-06|Sun 17-Apr-1994 5:45 PM (6:15 PM) Att:45638 Venue: Football Park|Adelaide won by 27 pts
1994-05-00|Fri 22-Apr-1994 7:38 PM Att:20946 Venue: M.C.G.|Melbourne won by 87 pts
1994-05-01|Sat 23-Apr-1994 2:00 PM Att:10514 Venue: Western Oval|Fitzroy won by 8 pts
1994-05-02|Sat 23-Apr-1994 2:00 PM Att:23490 Venue: Kardinia Park|Geelong won by 15 pts
1994-05-03|Sat 23-Apr-1994 2:08 PM Att:74330 Venue: M.C.G.|Essendon won by 4 pts
1994-05-04|Sun 24-Apr-1994 1:15 PM (1:45 PM) Att:44426 Venue: Football Park|Footscray won by 17 pts
1994-05-05|Sun 24-Apr-1994 4:15 PM (6:15 PM) Att:27357 Venue: Subiaco|Hawthorn won by 71 pts
1994-05-06|Mon 25-Apr-1994 2:08 PM Att:37870 Venue: Waverley Park|Richmond won by 42 pts
1994-06-00|Sat 30-Apr-1994 2:00 PM Att:22810 Venue: Princes Park|Carlton won by 60 pts
1994-06-01|Sat 30-Apr-1994 2:08 PM Att:9457 Venue: Gabba|Adelaide won by 11 pts
1994-06-02|Sat 30-Apr-1994 2:08 PM Att:47211 Venue: Waverley Park|Melbourne won by 5 pts
1994-06-03|Sat 30-Apr-1994 2:08 PM Att:27022 Venue: M.C.G.|West Coast won by 37 pts
1994-07-00|Sat 07-May-1994 2:00 PM Att:33927 Venue: Waverley Park|Hawthorn won by 13 pts
1994-07-01|Sat 07-May-1994 2:00 PM Att:14614 Venue: Princes Park|Richmond won by 41 pts
1994-07-02|Sat 07-May-1994 2:08 PM Att:34601 Venue: M.C.G.|North Melbourne won by 32 pts
1994-07-03|Sun 08-May-1994 1:15 PM Att:9295 Venue: S.C.G.|St Kilda won by 1 pt
1994-07-04|Sun 08-May-1994 2:00 PM Att:12181 Venue: Western Oval|Footscray won by 37 pts
1994-07-05|Sun 08-May-1994 2:00 PM Att:52342 Venue: M.C.G.|Geelong won by 28 pts
1994-07-06|Sun 08-May-1994 4:15 PM (6:15 PM) Att:26676 Venue: Subiaco|West Coast won by 66 pts
1994-08-00|Fri 13-May-1994 8:08 PM Att:50227 Venue: M.C.G.|Carlton won by 28 pts
1994-08-01|Sat 14-May-1994 2:00 PM Att:12233 Venue: Waverley Park|Hawthorn won by 99 pts
1994-08-02|Sat 14-May-1994 2:00 PM Att:11334 Venue: Western Oval|North Melbourne won by 29 pts
1994-08-03|Sat 14-May-1994 2:08 PM Att:35851 Venue: M.C.G.|Collingwood won by 49 pts
1994-08-04|Sun 15-May-1994 2:00 PM Att:28559 Venue: M.C.G.|Footscray won by 3 pts
1994-08-05|Sun 15-May-1994 2:08 PM Att:28626 Venue: Princes Park|Essendon won by 43 pts
1994-08-06|Sun 15-May-1994 2:15 PM Att:11142 Venue: S.C.G.|Geelong won by 94 pts
1994-09-00|Fri 20-May-1994 8:15 PM Att:72216 Venue: M.C.G.|North Melbourne won by 33 pts
1994-09-01|Sat 21-May-1994 2:00 PM Att:22777 Venue: Kardinia Park|Geelong won by 64 pts
1994-09-02|Sat 21-May-1994 2:00 PM Att:19333 Venue: M.C.G.|Sydney won by 9 pts
1994-09-03|Sat 21-May-1994 2:08 PM Att:40080 Venue: Waverley Park|Essendon won by 1 pt
