2003-01-00|Fri 28-Mar-2003 7:40 PM (6:40 PM) Att:61058 Venue: M.C.G.|Collingwood won by 28 pts
2003-01-01|Sat 29-Mar-2003 2:10 PM (1:10 PM) Att:28361 Venue: M.C.G.|Kangaroos won by 26 pts
2003-01-02|Sat 29-Mar-2003 1:10 PM (3:10 PM) Att:35083 Venue: Subiaco|West Coast won by 48 pts
2003-01-03|Sat 29-Mar-2003 7:40 PM (6:40 PM) Att:30803 Venue: Stadium Australia|Sydney won by 74 pts
2003-01-04|Sat 29-Mar-2003 7:10 PM Att:36197 Venue: Gabba|Brisbane Lions won by 43 pts
2003-01-05|Sun 30-Mar-2003 2:10 PM Att:27931 Venue: Docklands|Western Bulldogs won by 39 pts
2003-01-06|Sun 30-Mar-2003 2:10 PM Att:41888 Venue: M.C.G.|Melbourne won by 6 pts
2003-01-07|Sun 30-Mar-2003 2:40 PM (3:10 PM) Att:45436 Venue: Football Park|Adelaide won by 56 pts
2003-02-00|Fri 04-Apr-2003 7:40 PM Att:51894 Venue: M.C.G.|Collingwood won by 16 pts
2003-02-01|Sat 05-Apr-2003 2:10 PM Att:19131 Venue: Docklands|St Kilda won by 8 pts
2003-02-02|Sat 05-Apr-2003 2:10 PM Att:43448 Venue: M.C.G.|Essendon won by 37 pts
2003-02-03|Sat 05-Apr-2003 5:40 PM (7:40 PM) Att:24887 Venue: Subiaco|Fremantle won by 26 pts
2003-02-04|Sat 05-Apr-2003 7:10 PM (7:40 PM) Att:27876 Venue: Football Park|Brisbane Lions won by 10 pts
2003-02-05|Sun 06-Apr-2003 1:10 PM Att:16217 Venue: York Park|Hawthorn won by 2 pts
2003-02-06|Sun 06-Apr-2003 2:10 PM Att:28847 Venue: Docklands|Richmond won by 22 pts
2003-02-07|Sun 06-Apr-2003 2:10 PM Att:22588 Venue: Kardinia Park|Kangaroos won by 23 pts
2003-03-00|Fri 11-Apr-2003 7:40 PM Att:44268 Venue: M.C.G.|Carlton won by 11 pts
2003-03-01|Sat 12-Apr-2003 2:10 PM Att:43979 Venue: M.C.G.|Collingwood won by 47 pts
2003-03-02|Sat 12-Apr-2003 1:40 PM (3:40 PM) Att:32009 Venue: Subiaco|West Coast won by 70 pts
2003-03-03|Sat 12-Apr-2003 7:10 PM Att:24359 Venue: Docklands|Match drawn
2003-03-04|Sat 12-Apr-2003 7:10 PM (7:40 PM) Att:24902 Venue: Football Park|Port Adelaide won by 57 pts
2003-03-05|Sun 13-Apr-2003 1:10 PM Att:23651 Venue: S.C.G.|Adelaide won by 27 pts
