1991-01-00|Fri 22-Mar-1991 7:40 PM (8:10 PM) Att:44902 Venue: Football Park|Adelaide won by 86 pts
1991-01-01|Sat 23-Mar-1991 2:10 PM Att:33192 Venue: Waverley Park|St Kilda won by 25 pts
1991-01-02|Sun 24-Mar-1991 2:10 PM Att:38861 Venue: Waverley Park|Collingwood won by 70 pts
1991-01-03|Sun 24-Mar-1991 2:10 PM (4:10 PM) Att:26105 Venue: Subiaco|West Coast won by 79 pts
1991-02-00|Sat 30-Mar-1991 2:10 PM Att:39266 Venue: Waverley Park|West Coast won by 27 pts
1991-02-01|Sat 30-Mar-1991 2:10 PM Att:11278 Venue: Princes Park|Melbourne won by 131 pts
1991-02-02|Sat 30-Mar-1991 7:40 PM Att:5724 Venue: Carrara|North Melbourne won by 46 pts
1991-02-03|Sun 31-Mar-1991 2:10 PM (2:40 PM) Att:43850 Venue: Football Park|Carlton won by 23 pts
1991-02-04|Mon 01-Apr-1991 2:10 PM Att:31793 Venue: M.C.G.|Essendon won by 4 pts
1991-02-05|Mon 01-Apr-1991 2:10 PM Att:26303 Venue: Kardinia Park|Geelong won by 26 pts
1991-02-06|Mon 01-Apr-1991 2:10 PM Att:13815 Venue: Princes Park|Hawthorn won by 91 pts
1991-03-00|Sat 06-Apr-1991 2:10 PM Att:16651 Venue: Princes Park|Carlton won by 57 pts
1991-03-01|Sat 06-Apr-1991 2:10 PM Att:24691 Venue: Victoria Park|Collingwood won by 59 pts
1991-03-02|Sat 06-Apr-1991 2:10 PM Att:24961 Venue: M.C.G.|Essendon won by 73 pts
1991-03-03|Sat 06-Apr-1991 2:10 PM Att:25960 Venue: Waverley Park|Hawthorn won by 57 pts
1991-03-04|Sun 07-Apr-1991 2:10 PM Att:10649 Venue: S.C.G.|Adelaide won by 24 pts
1991-03-05|Sun 07-Apr-1991 2:10 PM Att:20875 Venue: Western Oval|Geelong won by 49 pts
1991-03-06|Sun 07-Apr-1991 2:10 PM Att:27266 Venue: M.C.G.|St Kilda won by 9 pts
1991-04-00|Fri 12-Apr-1991 7:40 PM (9:40 PM) Att:28362 Venue: W.A.C.A.|West Coast won by 72 pts
1991-04-01|Sat 13-Apr-1991 2:10 PM Att:20197 Venue: Windy Hill|Essendon won by 45 pts
1991-04-02|Sat 13-Apr-1991 2:10 PM Att:32573 Venue: Waverley Park|Melbourne won by 45 pts
1991-04-03|Sat 13-Apr-1991 2:10 PM Att:31213 Venue: Moorabbin Oval|Match drawn
1991-04-04|Sat 13-Apr-1991 2:10 PM Att:10351 Venue: Princes Park|Footscray won by 16 pts
1991-04-05|Sat 13-Apr-1991 2:10 PM Att:17294 Venue: M.C.G.|Sydney won by 37 pts
1991-04-06|Sun 14-Apr-1991 2:10 PM Att:12654 Venue: Gabba|Geelong won by 102 pts
1991-05-00|Fri 19-Apr-1991 7:40 PM Att:13140 Venue: S.C.G.|Essendon won by 31 pts
1991-05-01|Sat 20-Apr-1991 2:10 PM Att:20403 Venue: Victoria Park|Collingwood won by 22 pts
1991-05-02|Sat 20-Apr-1991 2:10 PM Att:12124 Venue: Princes Park|Richmond won by 24 pts
1991-05-03|Sat 20-Apr-1991 2:10 PM Att:21448 Venue: Waverley Park|Footscray won by 11 pts
1991-05-04|Sat 20-Apr-1991 2:10 PM Att:22928 Venue: M.C.G.|Melbourne won by 70 pts
1991-05-05|Sun 21-Apr-1991 2:10 PM Att:27365 Venue: Kardinia Park|Geelong won by 37 pts
1991-05-06|Sun 21-Apr-1991 2:10 PM (4:10 PM) Att:34704 Venue: Subiaco|West Coast won by 65 pts
1991-06-00|Thu 25-Apr-1991 2:10 PM Att:55735 Venue: Waverley Park|Melbourne won by 36 pts
