2008-01-00|Thu 20-Mar-2008 6:10 PM (5:10 PM) Att:72552 Venue: M.C.G.|Richmond won by 30 pts
2008-01-01|Thu 20-Mar-2008 8:15 PM (7:45 PM) Att:28206 Venue: Football Park|Geelong won by 9 pts
2008-01-02|Sat 22-Mar-2008 2:10 PM (1:10 PM) Att:45383 Venue: M.C.G.|Collingwood won by 26 pts
2008-01-03|Sat 22-Mar-2008 7:10 PM (6:10 PM) Att:36614 Venue: Docklands|St Kilda won by 2 pts
2008-01-04|Sat 22-Mar-2008 5:40 PM (6:40 PM) Att:39591 Venue: Subiaco|West Coast won by 16 pts
2008-01-05|Sun 23-Mar-2008 1:10 PM (12:10 PM) Att:24835 Venue: Docklands|Western Bulldogs won by 3 pts
2008-01-06|Sun 23-Mar-2008 4:40 PM (3:40 PM) Att:40141 Venue: M.C.G.|Hawthorn won by 104 pts
2008-01-07|Mon 24-Mar-2008 2:10 PM (1:10 PM) Att:48100 Venue: Docklands|Essendon won by 55 pts
2008-02-00|Fri 28-Mar-2008 7:40 PM Att:33867 Venue: Gabba|Brisbane Lions won by 2 pts
2008-02-01|Sat 29-Mar-2008 2:10 PM (1:10 PM) Att:27821 Venue: M.C.G.|Western Bulldogs won by 95 pts
2008-02-02|Sat 29-Mar-2008 2:40 PM (2:10 PM) Att:38162 Venue: Football Park|Adelaide won by 76 pts
2008-02-03|Sat 29-Mar-2008 7:10 PM (6:10 PM) Att:43396 Venue: Docklands|St Kilda won by 40 pts
2008-02-04|Sat 29-Mar-2008 5:40 PM (6:40 PM) Att:38022 Venue: Subiaco|Hawthorn won by 15 pts
2008-02-05|Sun 30-Mar-2008 1:10 PM (12:10 PM) Att:24761 Venue: S.C.G.|Sydney won by 68 pts
2008-02-06|Sun 30-Mar-2008 2:10 PM (1:10 PM) Att:50636 Venue: Docklands|Geelong won by 99 pts
2008-02-07|Sun 30-Mar-2008 4:40 PM (3:40 PM) Att:39292 Venue: M.C.G.|North Melbourne won by 41 pts
2008-03-00|Fri 04-Apr-2008 7:40 PM (6:40 PM) Att:38667 Venue: Docklands|Western Bulldogs won by 38 pts
2008-03-01|Sat 05-Apr-2008 2:10 PM (1:10 PM) Att:39816 Venue: Docklands|Hawthorn won by 16 pts
2008-03-02|Sat 05-Apr-2008 2:10 PM (4:10 PM) Att:39027 Venue: Subiaco|Fremantle won by 14 pts
2008-03-03|Sat 05-Apr-2008 6:10 PM Att:29061 Venue: Gabba|Sydney won by 17 pts
2008-03-04|Sat 05-Apr-2008 7:10 PM (6:10 PM) Att:64388 Venue: M.C.G.|Essendon won by 16 pts
2008-03-05|Sun 06-Apr-2008 1:10 PM Att:23570 Venue: Kardinia Park|Geelong won by 30 pts
2008-03-06|Sun 06-Apr-2008 2:10 PM Att:70832 Venue: M.C.G.|Collingwood won by 44 pts
2008-03-07|Sun 06-Apr-2008 4:10 PM (4:40 PM) Att:45524 Venue: Football Park|Adelaide won by 6 pts
2008-04-00|Fri 11-Apr-2008 7:40 PM Att:47641 Venue: Docklands|Western Bulldogs won by 30 pts
2008-04-01|Sat 12-Apr-2008 2:10 PM Att:44368 Venue: Docklands|Geelong won by 42 pts
2008-04-02|Sat 12-Apr-2008 2:10 PM Att:23427 Venue: M.C.G.|North Melbourne won by 48 pts
2008-04-03|Sat 12-Apr-2008 7:10 PM Att:44235 Venue: Stadium Australia|Sydney won by 62 pts
2008-04-04|Sat 12-Apr-2008 7:10 PM (7:40 PM) Att:25205 Venue: Football Park|Brisbane Lions won by 20 pts
2008-04-05|Sun 13-Apr-2008 1:10 PM Att:15124 Venue: York Park|Hawthorn won by 44 pts
2008-04-06|Sun 13-Apr-2008 2:10 PM Att:77873 Venue: M.C.G.|Carlton won by 23 pts
2008-04-07|Sun 13-Apr-2008 2:40 PM (4:40 PM) Att:37541 Venue: Subiaco|Richmond won by 64 pts
2008-05-00|Fri 18-Apr-2008 7:40 PM Att:46792 Venue: Docklands|St Kilda won by 36 pts
2008-05-01|Sat 19-Apr-2008 2:10 PM Att:24368 Venue: Kardinia Park|Geelong won by 42 pts
2008-05-02|Sat 19-Apr-2008 2:40 PM (3:10 PM) Att:39554 Venue: Football Park|Adelaide won by 17 pts
2008-05-03|Sat 19-Apr-2008 7:10 PM Att:51990 Venue: M.C.G.|North Melbourne won by 7 pts
2008-05-04|Sat 19-Apr-2008 7:10 PM Att:30019 Venue: Gabba|Hawthorn won by 12 pts
2008-05-05|Sun 20-Apr-2008 1:10 PM Att:44759 Venue: M.C.G.|Carlton won by 33 pts
2008-05-06|Sun 20-Apr-2008 2:10 PM Att:37767 Venue: Docklands|Match drawn
2008-05-07|Sun 20-Apr-2008 2:40 PM (4:40 PM) Att:38302 Venue: Subiaco|Port Adelaide won by 24 pts
2008-06-00|Fri 25-Apr-2008 2:40 PM Att:88999 Venue: M.C.G.|Collingwood won by 73 pts
2008-06-01|Fri 25-Apr-2008 6:40 PM (8:40 PM) Att:38022 Venue: Subiaco|Geelong won by 1 pt
2008-06-02|Sat 26-Apr-2008 2:10 PM Att:41033 Venue: M.C.G.|Adelaide won by 30 pts
2008-06-03|Sat 26-Apr-2008 7:10 PM Att:29927 Venue: Docklands|Western Bulldogs won by 60 pts
2008-06-04|Sat 26-Apr-2008 7:10 PM (7:40 PM) Att:20517 Venue: Football Park|Port Adelaide won by 21 pts
2008-06-05|Sun 27-Apr-2008 1:10 PM Att:22878 Venue: Gabba|Brisbane Lions won by 52 pts
2008-06-06|Sun 27-Apr-2008 2:10 PM Att:28392 Venue: Docklands|Match drawn
2008-06-07|Sun 27-Apr-2008 4:40 PM Att:46076 Venue: M.C.G.|Hawthorn won by 12 pts
2008-07-00|Fri 02-May-2008 6:40 PM (8:40 PM) Att:41254 Venue: Subiaco|Carlton won by 37 pts
2008-07-01|Sat 03-May-2008 2:10 PM Att:76048 Venue: M.C.G.|Hawthorn won by 65 pts
2008-07-02|Sat 03-May-2008 2:10 PM Att:23388 Venue: Kardinia Park|Geelong won by 27 pts
2008-07-03|Sat 03-May-2008 7:10 PM Att:40585 Venue: Docklands|St Kilda won by 3 pts
2008-07-04|Sat 03-May-2008 7:10 PM (7:40 PM) Att:41898 Venue: Football Park|Adelaide won by 33 pts
2008-07-05|Sun 04-May-2008 1:10 PM Att:29018 Venue: S.C.G.|Western Bulldogs won by 18 pts
2008-07-06|Sun 04-May-2008 2:10 PM Att:19423 Venue: M.C.G.|Melbourne won by 6 pts
2008-07-07|Sun 04-May-2008 4:40 PM Att:28409 Venue: Docklands|Port Adelaide won by 64 pts
2008-08-00|Fri 16-May-2008 7:40 PM Att:48417 Venue: Docklands|Collingwood won by 9 pts
2008-08-01|Sat 17-May-2008 2:10 PM Att:37275 Venue: M.C.G.|Geelong won by 30 pts
2008-08-02|Sat 17-May-2008 2:10 PM Att:15682 Venue: York Park|Hawthorn won by 15 pts
2008-08-03|Sat 17-May-2008 7:10 PM Att:38675 Venue: Docklands|Brisbane Lions won by 33 pts
2008-08-04|Sat 17-May-2008 7:10 PM Att:6354 Venue: Carrara|North Melbourne won by 6 pts
2008-08-05|Sun 18-May-2008 12:40 PM (1:10 PM) Att:35649 Venue: Football Park|Adelaide won by 76 pts
2008-08-06|Sun 18-May-2008 2:10 PM Att:34904 Venue: Stadium Australia|Sydney won by 91 pts
2008-08-07|Sun 18-May-2008 2:40 PM (4:40 PM) Att:35624 Venue: Subiaco|Western Bulldogs won by 3 pts
2008-09-00|Fri 23-May-2008 7:40 PM Att:78206 Venue: M.C.G.|Collingwood won by 86 pts
2008-09-01|Sat 24-May-2008 2:10 PM Att:28955 Venue: Docklands|Carlton won by 9 pts
2008-09-02|Sat 24-May-2008 2:40 PM (3:10 PM) Att:25013 Venue: Football Park|Sydney won by 11 pts
2008-09-03|Sat 24-May-2008 7:10 PM Att:60333 Venue: M.C.G.|Richmond won by 38 pts
2008-09-04|Sat 24-May-2008 5:40 PM (7:40 PM) Att:35348 Venue: Subiaco|West Coast won by 50 pts
2008-09-05|Sun 25-May-2008 1:10 PM Att:27566 Venue: Gabba|Brisbane Lions won by 46 pts
2008-09-06|Sun 25-May-2008 2:10 PM Att:41341 Venue: M.C.G.|Hawthorn won by 19 pts
2008-09-07|Sun 25-May-2008 4:40 PM Att:34971 Venue: Docklands|North Melbourne won by 3 pts
2008-10-00|Fri 30-May-2008 7:40 PM (8:10 PM) Att:41897 Venue: Football Park|Adelaide won by 5 pts
2008-10-01|Sat 31-May-2008 2:10 PM Att:52968 Venue: M.C.G.|Collingwood won by 100 pts
2008-10-02|Sat 31-May-2008 2:10 PM Att:19378 Venue: York Park|Western Bulldogs won by 32 pts
2008-10-03|Sat 31-May-2008 7:10 PM Att:46231 Venue: Docklands|Geelong won by 56 pts
2008-10-04|Sat 31-May-2008 7:10 PM Att:22118 Venue: Gabba|Brisbane Lions won by 31 pts
2008-10-05|Sun 01-Jun-2008 1:10 PM Att:26852 Venue: S.C.G.|Sydney won by 82 pts
2008-10-06|Sun 01-Jun-2008 2:10 PM Att:27854 Venue: Docklands|St Kilda won by 79 pts
2008-10-07|Sun 01-Jun-2008 2:40 PM (4:40 PM) Att:34236 Venue: Subiaco|Port Adelaide won by 28 pts
2008-11-00|Fri 06-Jun-2008 7:40 PM Att:38373 Venue: Docklands|Geelong won by 13 pts
2008-11-01|Sat 07-Jun-2008 2:10 PM Att:32767 Venue: M.C.G.|Adelaide won by 50 pts
2008-11-02|Sat 07-Jun-2008 7:10 PM Att:46377 Venue: Docklands|Hawthorn won by 51 pts
2008-11-03|Sat 07-Jun-2008 5:40 PM (7:40 PM) Att:38802 Venue: Subiaco|Sydney won by 5 pts
2008-11-04|Sun 08-Jun-2008 1:10 PM Att:24506 Venue: Gabba|Brisbane Lions won by 22 pts
2008-11-05|Sun 08-Jun-2008 2:10 PM Att:38914 Venue: Docklands|Western Bulldogs won by 27 pts
2008-11-06|Sun 08-Jun-2008 4:10 PM (4:40 PM) Att:29240 Venue: Football Park|Carlton won by 12 pts
2008-11-07|Mon 09-Jun-2008 2:10 PM Att:59548 Venue: M.C.G.|Collingwood won by 21 pts
2008-12-00|Fri 13-Jun-2008 7:40 PM Att:33386 Venue: Docklands|Essendon won by 22 pts
2008-12-01|Sat 14-Jun-2008 2:10 PM Att:39320 Venue: M.C.G.|Western Bulldogs won by 63 pts
2008-12-02|Sat 14-Jun-2008 2:10 PM (4:10 PM) Att:34105 Venue: Subiaco|Fremantle won by 53 pts
2008-12-03|Sat 14-Jun-2008 7:10 PM Att:25996 Venue: S.C.G.|Sydney won by 35 pts
2008-12-04|Sat 14-Jun-2008 7:10 PM (7:40 PM) Att:44559 Venue: Football Park|Hawthorn won by 4 pts
2008-12-05|Sun 15-Jun-2008 1:10 PM Att:21642 Venue: Kardinia Park|Geelong won by 59 pts
2008-12-06|Sun 15-Jun-2008 2:10 PM Att:80310 Venue: M.C.G.|Carlton won by 30 pts
2008-12-07|Sun 15-Jun-2008 4:40 PM Att:27348 Venue: Docklands|Richmond won by 22 pts
2008-13-00|Fri 20-Jun-2008 7:40 PM Att:22440 Venue: Docklands|St Kilda won by 8 pts
2008-13-01|Sat 21-Jun-2008 2:10 PM Att:42508 Venue: M.C.G.|North Melbourne won by 27 pts
2008-13-02|Sat 21-Jun-2008 2:40 PM (3:10 PM) Att:20923 Venue: Football Park|Richmond won by 4 pts
2008-13-03|Sat 21-Jun-2008 7:10 PM Att:29964 Venue: Gabba|Brisbane Lions won by 13 pts
2008-13-04|Sat 21-Jun-2008 5:40 PM (7:40 PM) Att:38414 Venue: Subiaco|Geelong won by 135 pts
2008-13-05|Sun 22-Jun-2008 1:10 PM Att:11437 Venue: Manuka Oval|Sydney won by 40 pts
2008-13-06|Sun 22-Jun-2008 2:10 PM Att:59177 Venue: M.C.G.|Essendon won by 35 pts
2008-13-07|Sun 22-Jun-2008 4:40 PM Att:44885 Venue: Docklands|Western Bulldogs won by 10 pts
2008-14-00|Fri 27-Jun-2008 7:40 PM Att:29138 Venue: M.C.G.|Hawthorn won by 57 pts
2008-14-01|Sat 28-Jun-2008 2:10 PM Att:73503 Venue: M.C.G.|Carlton won by 30 pts
2008-14-02|Sat 28-Jun-2008 7:10 PM Att:9128 Venue: Carrara|St Kilda won by 15 pts
2008-14-03|Sat 28-Jun-2008 7:10 PM (7:40 PM) Att:11373 Venue: Marrara Oval|Western Bulldogs won by 54 pts
2008-14-04|Sun 29-Jun-2008 1:10 PM Att:23278 Venue: M.C.G.|Melbourne won by 1 pt
2008-14-05|Sun 29-Jun-2008 2:40 PM (4:40 PM) Att:34239 Venue: Subiaco|Essendon won by 4 pts
2008-14-06|Fri 04-Jul-2008 7:40 PM (8:10 PM) Att:44377 Venue: Football Park|Geelong won by 68 pts
2008-14-07|Sat 05-Jul-2008 7:10 PM Att:59266 Venue: Stadium Australia|Collingwood won by 29 pts
2008-15-00|Fri 11-Jul-2008 7:40 PM Att:55658 Venue: M.C.G.|St Kilda won by 32 pts
2008-15-01|Sat 12-Jul-2008 2:10 PM Att:52592 Venue: M.C.G.|Collingwood won by 32 pts
2008-15-02|Sat 12-Jul-2008 2:10 PM Att:21293 Venue: Kardinia Park|Geelong won by 74 pts
2008-15-03|Sat 12-Jul-2008 7:10 PM Att:40053 Venue: Docklands|Essendon won by 37 pts
2008-15-04|Sat 12-Jul-2008 7:10 PM (7:40 PM) Att:19851 Venue: Football Park|North Melbourne won by 2 pts
2008-15-05|Sun 13-Jul-2008 1:10 PM Att:49529 Venue: M.C.G.|Hawthorn won by 31 pts
2008-15-06|Sun 13-Jul-2008 2:10 PM Att:27446 Venue: Docklands|Western Bulldogs won by 31 pts
2008-15-07|Sun 13-Jul-2008 2:40 PM (4:40 PM) Att:37085 Venue: Subiaco|Richmond won by 77 pts
2008-16-00|Fri 18-Jul-2008 7:40 PM Att:46610 Venue: Docklands|North Melbourne won by 18 pts
2008-16-01|Sat 19-Jul-2008 2:10 PM Att:56746 Venue: M.C.G.|Richmond won by 4 pts
2008-16-02|Sat 19-Jul-2008 2:10 PM Att:24805 Venue: Kardinia Park|Geelong won by 61 pts
2008-16-03|Sat 19-Jul-2008 7:10 PM Att:41886 Venue: Docklands|St Kilda won by 30 pts
2008-16-04|Sat 19-Jul-2008 7:10 PM Att:27784 Venue: Gabba|Brisbane Lions won by 46 pts
2008-16-05|Sun 20-Jul-2008 1:10 PM Att:38401 Venue: Docklands|Sydney won by 2 pts
2008-16-06|Sun 20-Jul-2008 2:40 PM (3:10 PM) Att:31662 Venue: Football Park|Port Adelaide won by 12 pts
2008-16-07|Sun 20-Jul-2008 2:40 PM (4:40 PM) Att:31638 Venue: Subiaco|Fremantle won by 46 pts
2008-17-00|Fri 25-Jul-2008 7:40 PM Att:86179 Venue: M.C.G.|Geelong won by 11 pts
2008-17-01|Sat 26-Jul-2008 2:10 PM Att:64785 Venue: M.C.G.|Essendon won by 48 pts
2008-17-02|Sat 26-Jul-2008 2:10 PM (4:10 PM) Att:34037 Venue: Subiaco|West Coast won by 17 pts
2008-17-03|Sat 26-Jul-2008 7:10 PM Att:26260 Venue: S.C.G.|Adelaide won by 24 pts
2008-17-04|Sat 26-Jul-2008 7:10 PM Att:31275 Venue: Docklands|Richmond won by 3 pts
2008-17-05|Sun 27-Jul-2008 12:40 PM (1:10 PM) Att:19072 Venue: Football Park|Fremantle won by 28 pts
2008-17-06|Sun 27-Jul-2008 2:10 PM Att:21330 Venue: M.C.G.|North Melbourne won by 28 pts
2008-17-07|Sun 27-Jul-2008 4:40 PM Att:37879 Venue: Docklands|Carlton won by 28 pts
