2004-01-00|Fri 26-Mar-2004 7:45 PM (6:45 PM) Att:55622 Venue: M.C.G.|Richmond won by 40 pts
2004-01-01|Sat 27-Mar-2004 2:10 PM (1:10 PM) Att:38351 Venue: M.C.G.|Hawthorn won by 49 pts
2004-01-02|Sat 27-Mar-2004 2:15 PM (4:15 PM) Att:34177 Venue: Subiaco|Fremantle won by 47 pts
2004-01-03|Sat 27-Mar-2004 7:10 PM (6:10 PM) Att:35042 Venue: Docklands|St Kilda won by 61 pts
2004-01-04|Sat 27-Mar-2004 8:10 PM Att:34028 Venue: Gabba|Brisbane Lions won by 2 pts
2004-01-05|Sun 28-Mar-2004 12:40 PM (1:10 PM) Att:28413 Venue: Football Park|Port Adelaide won by 96 pts
2004-01-06|Sun 28-Mar-2004 2:10 PM Att:19231 Venue: M.C.G.|Kangaroos won by 75 pts
2004-01-07|Sun 28-Mar-2004 2:10 PM Att:18841 Venue: Docklands|West Coast won by 7 pts
2004-02-00|Fri 02-Apr-2004 7:45 PM Att:33406 Venue: M.C.G.|Melbourne won by 59 pts
2004-02-01|Sat 03-Apr-2004 2:10 PM Att:40044 Venue: M.C.G.|Collingwood won by 9 pts
2004-02-02|Sat 03-Apr-2004 2:10 PM (2:40 PM) Att:41095 Venue: Football Park|Brisbane Lions won by 21 pts
2004-02-03|Sat 03-Apr-2004 7:10 PM Att:44876 Venue: Docklands|St Kilda won by 34 pts
2004-02-04|Sat 03-Apr-2004 5:40 PM (7:40 PM) Att:39760 Venue: Subiaco|Port Adelaide won by 3 pts
2004-02-05|Sun 04-Apr-2004 1:10 PM Att:21366 Venue: S.C.G.|Sydney won by 31 pts
2004-02-06|Sun 04-Apr-2004 2:10 PM Att:25037 Venue: Princes Park|Carlton won by 54 pts
2004-02-07|Sun 04-Apr-2004 2:10 PM Att:35305 Venue: M.C.G.|Kangaroos won by 29 pts
2004-03-00|Thu 08-Apr-2004 7:40 PM Att:36467 Venue: Gabba|Brisbane Lions won by 60 pts
2004-03-01|Sat 10-Apr-2004 2:10 PM Att:36273 Venue: M.C.G.|Kangaroos won by 5 pts
2004-03-02|Sat 10-Apr-2004 7:10 PM Att:33195 Venue: Docklands|Essendon won by 6 pts
2004-03-03|Sat 10-Apr-2004 7:10 PM Att:25451 Venue: S.C.G.|Sydney won by 6 pts
2004-03-04|Sun 11-Apr-2004 12:40 PM (1:10 PM) Att:27421 Venue: Football Park|Port Adelaide won by 81 pts
2004-03-05|Sun 11-Apr-2004 2:10 PM Att:27767 Venue: M.C.G.|Melbourne won by 10 pts
2004-03-06|Sun 11-Apr-2004 2:10 PM (4:10 PM) Att:32575 Venue: Subiaco|Fremantle won by 9 pts
2004-03-07|Mon 12-Apr-2004 2:10 PM Att:43468 Venue: Docklands|St Kilda won by 45 pts
2004-04-00|Fri 16-Apr-2004 7:40 PM Att:60864 Venue: M.C.G.|Essendon won by 37 pts
2004-04-01|Sat 17-Apr-2004 2:10 PM Att:20093 Venue: M.C.G.|Melbourne won by 53 pts
2004-04-02|Sat 17-Apr-2004 2:10 PM (4:10 PM) Att:39666 Venue: Subiaco|West Coast won by 3 pts
2004-04-03|Sat 17-Apr-2004 7:10 PM Att:31375 Venue: Docklands|Geelong won by 49 pts
2004-04-04|Sat 17-Apr-2004 7:10 PM (7:40 PM) Att:42219 Venue: Football Park|St Kilda won by 15 pts
2004-04-05|Sun 18-Apr-2004 1:10 PM Att:14891 Venue: Manuka Oval|Sydney won by 51 pts
2004-04-06|Sun 18-Apr-2004 2:10 PM Att:34416 Venue: Docklands|Fremantle won by 34 pts
2004-04-07|Sun 18-Apr-2004 2:10 PM Att:24959 Venue: M.C.G.|Western Bulldogs won by 12 pts
2004-05-00|Fri 23-Apr-2004 7:40 PM Att:25267 Venue: Docklands|Adelaide won by 75 pts
2004-05-01|Sat 24-Apr-2004 2:10 PM Att:18018 Venue: Princes Park|Carlton won by 49 pts
2004-05-02|Sat 24-Apr-2004 2:10 PM Att:38896 Venue: Docklands|St Kilda won by 65 pts
2004-05-03|Sat 24-Apr-2004 7:10 PM Att:34526 Venue: Gabba|Brisbane Lions won by 48 pts
