1996-01-00|Melbourne|2.2   5.4   6.6   8.8|56  
1996-01-00|Geelong|4.6  11.9 17.18 27.21|183  
1996-01-01|Richmond|4.4   7.7 12.10 15.14|104  
1996-01-01|Essendon|7.1  13.4  15.7  19.8|122  
1996-01-02|Fitzroy|6.2   9.3   9.5  11.5|71  
1996-01-02|Hawthorn|2.3   5.4   8.8 13.14|92  
1996-01-03|St Kilda|3.4   5.8 11.10 12.13|85  
1996-01-03|North Melbourne|5.4  6.12 10.15 15.19|109  
1996-01-04|Brisbane Bears|4.4   9.7 15.11 21.15|141  
1996-01-04|Footscray|1.3   3.8  4.11  7.12|54  
1996-01-05|Carlton|5.3   9.6 14.11 16.13|109  
1996-01-05|Collingwood|2.2   6.7  9.13 12.15|87  
1996-01-06|Fremantle|0.3   2.5   3.8   6.9|45  
1996-01-06|West Coast|3.5   5.6   8.9  9.13|67  
1996-01-07|Adelaide|5.6  12.6  15.8 20.10|130  
1996-01-07|Sydney|0.0   1.0   3.4   6.4|40  
1996-02-00|Fitzroy|1.3   3.3   9.8 15.11|101  
1996-02-00|Adelaide|0.1   7.2  15.4  21.7|133  
1996-02-01|North Melbourne|7.5  15.7  20.9 26.12|168  
1996-02-01|Footscray|1.0   1.5   4.6   5.7|37  
1996-02-02|Geelong|6.1  16.4  21.6  26.8|164  
1996-02-02|St Kilda|5.5  8.10 14.12 20.14|134  
1996-02-03|Hawthorn|1.4   3.9  5.11  6.15|51  
1996-02-03|Richmond|4.3   8.5 11.11 14.14|98  
1996-02-04|West Coast|1.3   5.5   9.7 11.11|77  
1996-02-04|Brisbane Bears|4.2   9.3  11.5  16.7|103  
1996-02-05|Essendon|2.4   4.7   6.9 10.12|72  
1996-02-05|Carlton|2.4   7.5  12.9 15.11|101  
1996-02-06|Sydney|3.7  5.10  7.15  9.17|71  
1996-02-06|Fremantle|1.2   6.9  8.14 13.22|100  
1996-02-07|Collingwood|5.3  13.8 17.11 27.11|173  
1996-02-07|Melbourne|2.2   5.4  6.13 11.13|79  
1996-03-00|Adelaide|5.2  11.6 14.13 21.16|142  
1996-03-00|Geelong|4.2   5.3   8.4  12.6|78  
1996-03-01|Footscray|6.8 10.10 12.16 17.19|121  
1996-03-01|Fitzroy|2.0   8.3   8.4 10.10|70  
1996-03-02|Hawthorn|2.2   4.5   7.6  12.8|80  
1996-03-02|North Melbourne|6.3  13.8 18.16 22.21|153  
1996-03-03|Brisbane Bears|3.4   3.8   8.9 13.12|90  
1996-03-03|Richmond|3.4   8.8 11.15 15.18|108  
1996-03-04|Sydney|4.4   9.4 14.11 15.17|107  
1996-03-04|Collingwood|5.1   6.5  8.12 10.13|73  
1996-03-05|Essendon|6.4  13.8 13.10 16.13|109  
1996-03-05|West Coast|2.3   2.3  3.10  6.14|50  
1996-03-06|Melbourne|3.4   5.7 11.10 14.14|98  
1996-03-06|St Kilda|3.4   6.8   9.8 13.10|88  
1996-03-07|Fremantle|3.3   8.3   9.7 15.12|102  
1996-03-07|Carlton|2.4   2.9  4.10  6.13|49  
1996-04-00|Brisbane Bears|3.3   8.6 14.12 18.17|125  
1996-04-00|North Melbourne|5.1   9.4  14.7 14.11|95  
1996-04-01|Carlton|6.3  15.5  17.6  21.7|133  
1996-04-01|Melbourne|3.2   6.3  10.8 12.14|86  
1996-04-02|Collingwood|3.5  12.6 13.12 14.14|98  
1996-04-02|Fremantle|3.3   4.4  7.10  8.13|61  
1996-04-03|St Kilda|6.2  14.5 21.14 24.16|160  
1996-04-03|Fitzroy|3.2   6.4   8.7  11.9|75  
1996-04-04|Footscray|3.3   3.4   6.6   8.9|57  
1996-04-04|Hawthorn|1.2   3.3   4.5   8.9|57  
1996-04-05|Adelaide|6.4  10.9 18.16 23.23|161  
1996-04-05|Essendon|1.3   2.6   5.7  9.11|65  
1996-04-06|Richmond|4.4   6.7  8.13  9.16|70  
1996-04-06|Sydney|2.5   3.8  5.10 10.11|71  
1996-04-07|West Coast|2.7  3.11  9.14 12.16|88  
1996-04-07|Geelong|8.2  10.4  12.9 16.10|106  
1996-05-00|Essendon|7.1  10.5  14.8  16.9|105  
1996-05-00|Collingwood|2.4  6.10 11.13 17.15|117  
1996-05-01|Fremantle|2.3   5.9  7.12 13.18|96  
1996-05-01|Melbourne|4.2   6.5   7.9  8.11|59  
1996-05-02|North Melbourne|6.3   9.6 15.10 23.14|152  
1996-05-02|Adelaide|7.1  11.5  15.8 17.11|113  
1996-05-03|Carlton|2.4   4.6  7.12 12.14|86  
1996-05-03|West Coast|2.2   5.4  7.10 12.13|85  
1996-05-04|Geelong|3.2   7.8  9.11 13.13|91  
1996-05-04|Richmond|4.6   6.9  8.13 12.16|88  
1996-05-05|Sydney|2.6   5.8   8.9 13.10|88  
1996-05-05|Hawthorn|3.2   6.5   7.8 11.10|76  
1996-05-06|Brisbane Bears|4.2  12.7  17.9 24.14|158  
1996-05-06|Fitzroy|2.5   4.9  6.12  6.13|49  
1996-05-07|St Kilda|3.6   6.9 12.16 16.20|116  
1996-05-07|Footscray|4.4   8.7  9.10 13.12|90  
1996-06-00|Sydney|3.0   7.0   8.3  14.6|90  
1996-06-00|Essendon|1.4   6.7 10.13 12.18|90  
1996-06-01|Geelong|5.1   8.8 11.11 13.15|93  
1996-06-01|North Melbourne|5.3   8.8 12.12 15.14|104  
1996-06-02|Collingwood|7.3  13.7 16.11 23.14|152  
1996-06-02|Adelaide|4.2   5.3  11.4  12.8|80  
1996-06-03|Fitzroy|1.2   6.5   7.5   9.8|62  
1996-06-03|Richmond|5.4   9.7 14.13 23.16|154  
1996-06-04|Melbourne|3.1   4.4   6.6   7.8|50  
1996-06-04|West Coast|5.6   9.9 14.10 24.12|156  
1996-06-05|Hawthorn|2.3   4.8  7.10  9.11|65  
1996-06-05|St Kilda|3.2   8.3  11.4  13.8|86  
1996-06-06|Footscray|3.3   5.4   6.7  9.10|64  
1996-06-06|Carlton|3.3   7.5   8.6  12.8|80  
1996-06-07|Fremantle|3.3   9.5  10.8 12.13|85  
1996-06-07|Brisbane Bears|4.1   8.1  14.3  17.8|110  
1996-07-00|Essendon|4.2  11.5  15.6 22.11|143  
1996-07-00|Geelong|4.2   9.6  16.9 17.12|114  
1996-07-01|Collingwood|6.3   9.6 12.10 14.11|95  
1996-07-01|St Kilda|3.2   7.6  11.8 18.10|118  
1996-07-02|Carlton|3.6  8.11 12.13 18.17|125  
1996-07-02|Fitzroy|1.3   2.4   5.9  8.14|62  
1996-07-03|Melbourne|1.0   3.3   3.3   5.8|38  
1996-07-03|Sydney|3.2   5.4  10.8 12.10|82  
1996-07-04|Brisbane Bears|3.2  10.6  13.9 15.14|104  
1996-07-04|Hawthorn|1.3   4.4  4.10  5.11|41  
1996-07-05|Richmond|2.3   4.6  12.8 17.11|113  
1996-07-05|Footscray|4.2   6.3   7.5   9.8|62  
1996-07-06|West Coast|4.1   9.8 15.10 19.11|125  
1996-07-06|North Melbourne|0.6   2.7  5.12  7.16|58  
1996-07-07|Adelaide|4.4  10.6  17.9 20.12|132  
1996-07-07|Fremantle|0.2   1.3   3.3   5.6|36  
1996-08-00|Carlton|3.6   7.9  9.12 12.14|86  
1996-08-00|Geelong|6.2  10.7  12.7  15.8|98  
1996-08-01|Brisbane Bears|3.5   6.8 12.15 15.18|108  
1996-08-01|Collingwood|5.4   5.8 10.10 14.14|98  
1996-08-02|Fitzroy|5.3   8.3  13.7 16.11|107  
1996-08-02|Fremantle|2.1   3.5  4.10 10.16|76  
1996-08-03|Hawthorn|6.2  11.4  14.7  19.8|122  
1996-08-03|Melbourne|2.2   3.4   6.7 10.11|71  
1996-08-04|North Melbourne|4.4  8.10 14.19 20.24|144  
1996-08-04|Richmond|5.0   6.2   9.3  14.5|89  
1996-08-05|West Coast|2.5   5.9  9.11 14.16|100  
1996-08-05|Sydney|3.2   6.4   9.7  9.10|64  
1996-08-06|Footscray|1.1   4.3   8.5  13.6|84  
1996-08-06|Essendon|8.4  12.7 19.11 23.13|151  
1996-08-07|Adelaide|0.6  9.11 11.13 13.19|97  
1996-08-07|St Kilda|3.4   5.4   9.6  11.7|73  
1996-09-00|North Melbourne|8.4  12.9 19.16 25.20|170  
1996-09-00|Fitzroy|3.5   4.8  7.10  9.11|65  
1996-09-01|Footscray|5.3   9.5  12.9 18.11|119  
1996-09-01|Adelaide|2.3   4.7  6.10 11.13|79  
1996-09-02|Essendon|2.8  4.12  8.18 11.23|89  
1996-09-02|Melbourne|3.1   5.2  10.3  12.5|77  
1996-09-03|Hawthorn|1.1   2.3   6.5   8.8|56  
1996-09-03|West Coast|2.2   7.4  11.5  14.6|90  
1996-09-04|Sydney|4.2   7.3  15.5  21.6|132  
1996-09-04|Brisbane Bears|3.1   6.5   8.8 10.14|74  
1996-09-05|St Kilda|3.6   5.8  6.12  9.15|69  
1996-09-05|Carlton|3.3   6.7  11.9 13.13|91  
1996-09-06|Fremantle|4.5  7.12 14.14 17.18|120  
1996-09-06|Richmond|4.1   8.2   9.4  10.6|66  
1996-09-07|Collingwood|2.4   5.6   7.7 11.10|76  
1996-09-07|Geelong|4.2   7.6  14.9 21.13|139  
1996-10-00|Footscray|1.1   5.3   7.5  10.9|69  
1996-10-00|North Melbourne|0.3  5.11  8.17 12.17|89  
1996-10-01|Geelong|3.2   6.6  7.11 14.14|98  
1996-10-01|Brisbane Bears|5.1   7.3  12.5  15.8|98  
1996-10-02|Carlton|3.4   7.6  11.9 15.11|101  
1996-10-02|Richmond|2.3   6.4  11.8 13.12|90  
1996-10-03|Fitzroy|2.0   6.3   7.4  10.7|67  
1996-10-03|Sydney|5.2   8.5  14.9 21.11|137  
1996-10-04|St Kilda|2.3   5.6   6.7  9.13|67  
1996-10-04|Essendon|4.2   7.5   9.9 13.11|89  
1996-10-05|Fremantle|4.4   5.8  7.11  7.11|53  
1996-10-05|Hawthorn|4.2   7.2  10.3  17.8|110  
1996-10-06|Adelaide|1.1   8.3   9.5 11.10|76  
1996-10-06|West Coast|5.5   9.8 18.11 19.16|130  
1996-10-07|Melbourne|4.5   8.9 14.11 17.12|114  
1996-10-07|Collingwood|3.5   3.6  5.12 10.16|76  
1996-11-00|Hawthorn|3.3   7.6  13.8 16.12|108  
1996-11-00|Adelaide|6.6  10.8  13.9 14.15|99  
1996-11-01|Geelong|3.3   8.4  13.8  20.9|129  
1996-11-01|Footscray|4.3   6.8 10.11 12.13|85  
1996-11-02|North Melbourne|4.5   5.6  8.10 10.13|73  
1996-11-02|Sydney|2.1   8.4  18.6  24.8|152  
1996-11-03|Brisbane Bears|2.1   4.2   4.5   5.8|38  
1996-11-03|Carlton|2.1   6.3   8.6   9.8|62  
1996-11-04|Richmond|5.2  11.6 15.11 21.13|139  
1996-11-04|St Kilda|3.5   8.9 10.13 15.15|105  
1996-11-05|Essendon|4.4   7.5   9.7 13.12|90  
1996-11-05|Fremantle|1.2   6.5  9.13 12.17|89  
1996-11-06|Fitzroy|3.1   5.4   6.5   8.8|56  
1996-11-06|Melbourne|3.1   8.4  13.9 18.11|119  
1996-11-07|West Coast|3.4   5.8 12.16 16.19|115  
1996-11-07|Collingwood|4.2   5.4   7.6   9.8|62  
1996-12-00|Richmond|5.6  13.8 16.11 19.14|128  
1996-12-00|Adelaide|2.0   4.1   8.2  13.4|82  
1996-12-01|Collingwood|4.5  10.7  12.9 14.11|95  
1996-12-01|Carlton|3.2   6.5 11.10 17.14|116  
1996-12-02|Hawthorn|6.2  11.7 16.10 17.12|114  
1996-12-02|Fitzroy|2.4   5.6   9.8 12.11|83  
1996-12-03|Geelong|5.2  10.4  14.8 17.10|112  
1996-12-03|Fremantle|0.4   3.7   6.9 13.15|93  
