2011-01-00|Carlton|2.8  9.10  9.13 14.20|104  
2011-01-00|Richmond|3.0   7.0  13.3  13.6|84  
2011-01-01|Geelong|0.4   1.7  4.10  6.12|48  
2011-01-01|St Kilda|2.5   2.9  4.11  6.11|47  
2011-01-02|Collingwood|6.1  13.3  18.6 24.11|155  
2011-01-02|Port Adelaide|3.1   5.6  11.6  12.8|80  
2011-01-03|Adelaide|1.3   4.5  11.7  16.9|105  
2011-01-03|Hawthorn|3.2   7.6 10.10 12.13|85  
2011-01-04|Brisbane Lions|4.5   8.6  10.7  14.8|92  
2011-01-04|Fremantle|3.5   6.8  8.14 13.16|94  
2011-01-05|Essendon|3.4  9.12 13.15 16.17|113  
2011-01-05|Western Bulldogs|4.1   5.2   7.5  8.10|58  
2011-01-06|Melbourne|3.2   5.8  8.12 11.18|84  
2011-01-06|Sydney|5.3   7.5 10.14 11.18|84  
2011-01-07|West Coast|3.7  6.10  9.12 13.14|92  
2011-01-07|North Melbourne|4.3   6.5  10.8 13.10|88  
2011-02-00|St Kilda|4.6  7.10  9.12 13.17|95  
2011-02-00|Richmond|2.4   9.5  10.9 14.11|95  
2011-02-01|North Melbourne|1.4   2.9  4.12  7.14|56  
2011-02-01|Collingwood|5.5   9.8 15.12 21.17|143  
2011-02-02|Port Adelaide|2.3   7.3  12.4  15.8|98  
2011-02-02|West Coast|3.7  9.10 12.16 16.20|116  
2011-02-03|Gold Coast|1.1   3.5   6.8  7.10|52  
2011-02-03|Carlton|9.5  15.7 21.10 26.15|171  
2011-02-04|Fremantle|4.4   7.9  8.12 10.18|78  
2011-02-04|Geelong|5.3   8.6  10.9 13.11|89  
2011-02-05|Western Bulldogs|5.4  10.4  14.7  19.9|123  
2011-02-05|Brisbane Lions|0.2   3.5   4.7   6.9|45  
2011-02-06|Sydney|1.5   6.8 10.11 14.14|98  
2011-02-06|Essendon|4.4   8.7  12.9 13.15|93  
2011-02-07|Hawthorn|2.8  3.13 11.24 16.26|122  
2011-02-07|Melbourne|3.1   8.2   9.3  12.5|77  
2011-03-00|Collingwood|4.2   9.7  12.8 15.12|102  
2011-03-00|Carlton|4.3   5.4   8.5  11.8|74  
2011-03-01|Western Bulldogs|5.5  11.7  15.9 18.14|122  
2011-03-01|Gold Coast|1.2   4.4   6.6   7.9|51  
2011-03-02|Adelaide|0.3   2.5   4.9  7.12|54  
2011-03-02|Fremantle|5.3   7.7  8.11 11.13|79  
2011-03-03|Richmond|1.3   2.7  4.11  6.16|52  
2011-03-03|Hawthorn|7.1  11.6 13.12 17.13|115  
2011-03-04|West Coast|3.3   6.8 10.10 13.10|88  
2011-03-04|Sydney|3.3   7.5  9.10 15.11|101  
2011-03-05|Melbourne|1.1   6.3  11.7 12.10|82  
2011-03-05|Brisbane Lions|5.2   7.3   9.3  11.5|71  
2011-03-06|Geelong|2.6  6.11 11.14 17.20|122  
2011-03-06|Port Adelaide|1.5   2.5   5.7   6.7|43  
2011-03-07|St Kilda|5.3   7.5   8.9 12.12|84  
2011-03-07|Essendon|8.2  13.4  19.5 21.10|136  
2011-04-00|Richmond|2.2   5.7 11.10 13.12|90  
2011-04-00|Collingwood|8.6  13.9 15.12 24.17|161  
2011-04-01|Carlton|0.2   4.9  6.13 11.13|79  
2011-04-01|Essendon|3.2   6.3   7.8 11.13|79  
2011-04-02|Hawthorn|2.0   5.4   6.8 10.12|72  
2011-04-02|West Coast|3.4   4.9  6.10  9.11|65  
2011-04-03|Sydney|4.3   4.5   6.9  7.12|54  
2011-04-03|Geelong|3.2   6.6  8.10 11.15|81  
2011-04-04|Port Adelaide|0.3   6.6  11.7 14.14|98  
2011-04-04|Adelaide|4.6   7.9  7.11  9.12|66  
2011-04-05|Gold Coast|3.2   4.5  8.11  9.15|69  
2011-04-05|Melbourne|6.2  11.9 15.14 23.21|159  
2011-04-06|Fremantle|5.6   9.9 14.12 18.19|127  
2011-04-06|North Melbourne|4.3   8.6  9.10 14.14|98  
2011-05-00|Brisbane Lions|4.4   5.6   9.9 11.10|76  
2011-05-00|St Kilda|5.2   6.4   9.4 13.11|89  
2011-05-01|Port Adelaide|5.3   9.5  14.7 15.11|101  
2011-05-01|Gold Coast|2.2   5.6   9.9 15.14|104  
2011-05-02|Carlton|5.5  6.12  8.17 11.19|85  
2011-05-02|Adelaide|1.2   6.2   9.4  12.7|79  
2011-05-03|North Melbourne|5.1   8.6 12.11 14.19|103  
2011-05-03|Richmond|1.3   6.8 10.10 17.10|112  
2011-05-04|Essendon|0.3   3.8  7.10 11.11|77  
2011-05-04|Collingwood|4.2   7.3  10.6 16.11|107  
2011-05-05|Fremantle|2.4   6.7   7.9 12.13|85  
2011-05-05|Western Bulldogs|2.3   6.7   7.8 11.12|78  
2011-05-06|Hawthorn|5.3   8.3  12.6  15.8|98  
2011-05-06|Geelong|5.2   6.7 13.10 17.15|117  
2011-06-00|West Coast|5.3   7.8 10.12 15.16|106  
2011-06-00|Melbourne|0.2   3.6   4.8  6.16|52  
2011-06-01|Sydney|5.2   5.8   8.8 10.11|71  
2011-06-01|Carlton|3.1   3.6   8.9 12.15|87  
2011-06-02|North Melbourne|4.5  7.12 13.20 18.25|133  
2011-06-02|Port Adelaide|2.4   4.6   8.9 10.13|73  
2011-06-03|Richmond|4.3   9.6  14.8 18.16|124  
2011-06-03|Brisbane Lions|5.3   5.7 12.12 14.14|98  
2011-06-04|Adelaide|4.3   6.9  8.10 13.12|90  
2011-06-04|St Kilda|0.6   1.9  6.12  9.17|71  
2011-06-05|Essendon|15.4  18.4  25.8 31.11|197  
2011-06-05|Gold Coast|0.1   5.3   7.5  8.10|58  
2011-06-06|Collingwood|1.2   4.9  7.12 15.15|105  
2011-06-06|Western Bulldogs|3.0   3.0   7.4   8.9|57  
2011-07-00|Port Adelaide|5.1   7.7  9.11 10.12|72  
2011-07-00|Hawthorn|3.5   7.7 10.11 15.14|104  
2011-07-01|Western Bulldogs|4.1   5.1   6.3  10.5|65  
2011-07-01|Sydney|3.3   5.6  9.11 10.13|73  
2011-07-02|Geelong|4.4  10.5 16.11 19.13|127  
2011-07-02|North Melbourne|3.3   5.5   8.5   9.7|61  
2011-07-03|Richmond|3.2   9.7  17.7 23.10|148  
2011-07-03|Fremantle|2.8   9.9 13.11 14.15|99  
2011-07-04|Gold Coast|6.3  10.8 13.13 18.16|124  
2011-07-04|Brisbane Lions|3.2   6.5  11.7 17.14|116  
2011-07-05|Essendon|2.1   8.3  14.6 16.10|106  
2011-07-05|West Coast|4.4   9.9  9.12 12.18|90  
2011-07-06|Melbourne|2.7  6.11 14.16 22.17|149  
2011-07-06|Adelaide|2.0   5.3   6.4   8.5|53  
2011-07-07|St Kilda|3.4   5.8   8.9  12.9|81  
2011-07-07|Carlton|2.6  8.10  9.15 11.18|84  
2011-08-00|Geelong|2.9  2.10  5.12  8.17|65  
2011-08-00|Collingwood|1.1   5.3   7.5   9.8|62  
2011-08-01|North Melbourne|3.2   7.5  14.7 19.10|124  
2011-08-01|Melbourne|7.2   8.6 10.10 12.11|83  
2011-08-02|Adelaide|2.2   9.7 14.10 20.10|130  
2011-08-02|Gold Coast|4.4   4.6  6.13  9.19|73  
2011-08-03|Brisbane Lions|3.5   6.7  6.10  9.12|66  
2011-08-03|Essendon|3.2   6.6 10.10 15.12|102  
2011-08-04|Sydney|3.5   5.6 12.11 18.13|121  
2011-08-04|Port Adelaide|3.2   4.3   8.5   9.5|59  
2011-08-05|Hawthorn|0.1   5.8  8.13 14.15|99  
2011-08-05|St Kilda|5.3   5.4   7.8  10.9|69  
2011-08-06|Western Bulldogs|7.2  12.4 18.11 23.15|153  
2011-08-06|Richmond|1.4   6.8  11.8 18.10|118  
2011-08-07|West Coast|4.1   9.5  10.9 14.12|96  
2011-08-07|Fremantle|2.1   3.4   6.5   9.9|63  
2011-09-00|Carlton|4.3   8.6 11.10 14.16|100  
2011-09-00|Geelong|2.3   8.6 12.11 15.12|102  
2011-09-01|St Kilda|5.4   9.5  12.6 16.10|106  
2011-09-01|Melbourne|5.1   7.5  10.7  13.8|86  
2011-09-02|Port Adelaide|2.2   5.3  11.4  14.6|90  
2011-09-02|Fremantle|7.3  13.8 19.11 21.16|142  
2011-09-03|Richmond|2.3   6.5  13.8  16.9|105  
2011-09-03|Essendon|2.2   6.6  9.10 13.11|89  
2011-09-04|Brisbane Lions|2.3   4.6  7.10 10.13|73  
2011-09-04|North Melbourne|2.1   6.7   8.9  8.11|59  
2011-09-05|Collingwood|2.6  2.10  9.12 20.15|135  
2011-09-05|Adelaide|4.1   8.4  12.6  14.8|92  
2011-09-06|Sydney|4.1   4.4   6.8  8.12|60  
2011-09-06|Hawthorn|3.2   4.8 11.14 15.16|106  
2011-09-07|West Coast|6.5  9.10 16.15 26.19|175  
2011-09-07|Western Bulldogs|2.1   5.3   8.4   8.4|52  
2011-10-00|Melbourne|1.2   3.4   4.7  6.10|46  
2011-10-00|Carlton|3.4   5.8  8.12 13.15|93  
2011-10-01|North Melbourne|3.4  5.10  7.13  9.17|71  
2011-10-01|Sydney|1.4   5.8  8.11 10.12|72  
2011-10-02|Fremantle|0.3   1.5  4.10  7.14|56  
2011-10-02|St Kilda|4.4   8.8  12.9 15.12|102  
2011-10-03|Gold Coast|6.4   9.8 10.11 10.13|73  
2011-10-03|Geelong|3.2   8.3  16.9 21.13|139  
2011-10-04|Richmond|1.2   4.9  7.10 10.14|74  
2011-10-04|Port Adelaide|1.4   3.6   9.9 13.11|89  
2011-10-05|Adelaide|3.2   5.7   6.7  8.13|61  
2011-10-05|Brisbane Lions|1.3   6.7 11.11 15.11|101  
2011-10-06|Collingwood|4.4   7.5  11.8  16.9|105  
2011-10-06|West Coast|1.3   2.8  4.10  7.11|53  
2011-10-07|Western Bulldogs|2.3   3.5   6.6   9.8|62  
2011-10-07|Hawthorn|5.3   8.7 10.11 13.13|91  
2011-11-00|Essendon|3.2   6.5   6.6  10.8|68  
2011-11-00|Melbourne|3.0   5.4  11.6 15.11|101  
2011-11-01|Geelong|5.6  13.8  17.9 23.10|148  
2011-11-01|Western Bulldogs|3.1   5.6   6.6  13.9|87  
2011-11-02|West Coast|7.3  10.6  11.7  13.7|85  
2011-11-02|Gold Coast|3.3   5.4   9.6  10.7|67  
2011-11-03|Collingwood|2.4   6.5  11.9 16.12|108  
2011-11-03|St Kilda|2.1   5.3   6.7   7.9|51  
2011-11-04|Brisbane Lions|1.0   2.2   5.8   7.9|51  
2011-11-04|Sydney|6.7  13.8  15.9 17.14|116  
2011-11-05|Hawthorn|3.4   6.5   9.8  17.9|111  
2011-11-05|Fremantle|3.1   8.4  12.8 13.11|89  
2011-11-06|North Melbourne|6.1   8.3  13.5  18.7|115  
2011-11-06|Adelaide|2.1   4.4   6.7  10.8|68  
2011-11-07|Port Adelaide|4.2   6.4   7.7   7.7|49  
2011-11-07|Carlton|3.3   5.7  9.11 16.15|111  
2011-12-00|St Kilda|3.5   6.6   9.7  12.9|81  
2011-12-00|Western Bulldogs|3.0   6.2   6.6   8.9|57  
