1992-01-00|Sat 21-Mar-1992 2:10 PM Att:34677 Venue: Waverley Park|Hawthorn won by 20 pts
1992-01-01|Sat 21-Mar-1992 7:40 PM Att:9066 Venue: Carrara|Carlton won by 24 pts
1992-01-02|Sun 22-Mar-1992 2:10 PM Att:44520 Venue: Waverley Park|St Kilda won by 17 pts
1992-01-03|Sun 22-Mar-1992 2:10 PM (2:40 PM) Att:40381 Venue: Football Park|Footscray won by 27 pts
1992-02-00|Sat 28-Mar-1992 2:10 PM Att:26166 Venue: Victoria Park|Collingwood won by 66 pts
1992-02-01|Sat 28-Mar-1992 2:10 PM Att:25689 Venue: Princes Park|Carlton won by 26 pts
1992-02-02|Sat 28-Mar-1992 2:10 PM Att:38646 Venue: M.C.G.|Melbourne won by 8 pts
1992-02-03|Sat 28-Mar-1992 2:10 PM Att:21969 Venue: Waverley Park|North Melbourne won by 66 pts
1992-02-04|Sun 29-Mar-1992 2:10 PM Att:29206 Venue: M.C.G.|Fitzroy won by 52 pts
1992-02-05|Sun 29-Mar-1992 2:10 PM Att:25072 Venue: Western Oval|Footscray won by 32 pts
1992-02-06|Sun 29-Mar-1992 2:10 PM Att:9325 Venue: S.C.G.|Sydney won by 3 pts
1992-03-00|Sat 04-Apr-1992 2:10 PM Att:9278 Venue: Princes Park|Adelaide won by 9 pts
1992-03-01|Sat 04-Apr-1992 2:10 PM Att:25432 Venue: Victoria Park|Collingwood won by 19 pts
1992-03-02|Sat 04-Apr-1992 2:10 PM Att:25323 Venue: M.C.G.|Hawthorn won by 26 pts
1992-03-03|Sun 05-Apr-1992 2:10 PM Att:3876 Venue: Carrara|Brisbane Bears won by 24 pts
1992-03-04|Sun 05-Apr-1992 2:10 PM Att:21569 Venue: Western Oval|Essendon won by 22 pts
1992-03-05|Sun 05-Apr-1992 2:10 PM Att:22122 Venue: Kardinia Park|Geelong won by 126 pts
1992-03-06|Sun 05-Apr-1992 2:10 PM (4:10 PM) Att:30428 Venue: Subiaco|West Coast won by 33 pts
1992-04-00|Fri 10-Apr-1992 7:40 PM Att:43231 Venue: M.C.G.|Carlton won by 15 pts
1992-04-01|Sat 11-Apr-1992 2:10 PM Att:8243 Venue: Princes Park|Fitzroy won by 33 pts
1992-04-02|Sat 11-Apr-1992 2:10 PM Att:54984 Venue: Waverley Park|Collingwood won by 9 pts
1992-04-03|Sat 11-Apr-1992 2:10 PM Att:27350 Venue: Moorabbin Oval|St Kilda won by 10 pts
1992-04-04|Sat 11-Apr-1992 2:10 PM Att:27572 Venue: M.C.G.|Richmond won by 50 pts
1992-04-05|Sun 12-Apr-1992 2:10 PM Att:8309 Venue: S.C.G.|Footscray won by 46 pts
1992-04-06|Sun 12-Apr-1992 2:10 PM (4:10 PM) Att:32101 Venue: Subiaco|Geelong won by 24 pts
1992-05-00|Sat 18-Apr-1992 2:10 PM Att:21182 Venue: Princes Park|Sydney won by 21 pts
1992-05-01|Sat 18-Apr-1992 2:10 PM Att:32509 Venue: Waverley Park|Essendon won by 27 pts
