2009-01-00|Thu 26-Mar-2009 7:40 PM (6:40 PM) Att:87043 Venue: M.C.G.|Carlton won by 83 pts
2009-01-01|Fri 27-Mar-2009 7:40 PM (6:40 PM) Att:69564 Venue: M.C.G.|Geelong won by 8 pts
2009-01-02|Sat 28-Mar-2009 2:10 PM (1:10 PM) Att:41588 Venue: M.C.G.|Adelaide won by 4 pts
2009-01-03|Sat 28-Mar-2009 6:10 PM Att:26800 Venue: Gabba|Brisbane Lions won by 9 pts
2009-01-04|Sat 28-Mar-2009 7:10 PM (6:10 PM) Att:32442 Venue: Docklands|St Kilda won by 15 pts
2009-01-05|Sun 29-Mar-2009 1:10 PM (12:10 PM) Att:28707 Venue: M.C.G.|North Melbourne won by 34 pts
2009-01-06|Sun 29-Mar-2009 2:40 PM (2:10 PM) Att:28315 Venue: Football Park|Port Adelaide won by 41 pts
2009-01-07|Sun 29-Mar-2009 4:10 PM (6:10 PM) Att:34634 Venue: Subiaco|Western Bulldogs won by 63 pts
2009-02-00|Fri 03-Apr-2009 7:40 PM (7:10 PM) Att:41189 Venue: Football Park|St Kilda won by 32 pts
2009-02-01|Sat 04-Apr-2009 2:10 PM (1:10 PM) Att:43169 Venue: M.C.G.|Collingwood won by 53 pts
2009-02-02|Sat 04-Apr-2009 2:10 PM (1:10 PM) Att:22128 Venue: Kardinia Park|Geelong won by 20 pts
2009-02-03|Sat 04-Apr-2009 7:10 PM (6:10 PM) Att:42496 Venue: Docklands|Carlton won by 19 pts
2009-02-04|Sat 04-Apr-2009 7:10 PM (6:10 PM) Att:33116 Venue: Stadium Australia|Sydney won by 38 pts
2009-02-05|Sun 05-Apr-2009 1:10 PM Att:27461 Venue: Docklands|Essendon won by 38 pts
2009-02-06|Sun 05-Apr-2009 2:15 PM Att:34459 Venue: M.C.G.|Western Bulldogs won by 15 pts
2009-02-07|Sun 05-Apr-2009 2:40 PM (4:40 PM) Att:37826 Venue: Subiaco|West Coast won by 50 pts
2009-03-00|Thu 09-Apr-2009 7:40 PM Att:58521 Venue: M.C.G.|Geelong won by 27 pts
2009-03-01|Sat 11-Apr-2009 2:10 PM Att:29066 Venue: Docklands|St Kilda won by 97 pts
2009-03-02|Sat 11-Apr-2009 7:10 PM Att:70370 Venue: M.C.G.|Essendon won by 4 pts
2009-03-03|Sat 11-Apr-2009 7:10 PM Att:24984 Venue: Gabba|Brisbane Lions won by 33 pts
2009-03-04|Sun 12-Apr-2009 12:40 PM (1:10 PM) Att:21030 Venue: Football Park|Port Adelaide won by 57 pts
2009-03-05|Sun 12-Apr-2009 2:10 PM Att:34893 Venue: Docklands|Hawthorn won by 54 pts
2009-03-06|Sun 12-Apr-2009 2:40 PM (4:40 PM) Att:30035 Venue: Subiaco|Adelaide won by 24 pts
2009-03-07|Mon 13-Apr-2009 2:10 PM Att:46261 Venue: Docklands|Western Bulldogs won by 47 pts
2009-04-00|Fri 17-Apr-2009 7:40 PM Att:34912 Venue: Gabba|Collingwood won by 17 pts
2009-04-01|Sat 18-Apr-2009 2:10 PM Att:30824 Venue: S.C.G.|Sydney won by 17 pts
2009-04-02|Sat 18-Apr-2009 2:10 PM Att:33274 Venue: M.C.G.|Port Adelaide won by 30 pts
2009-04-03|Sat 18-Apr-2009 7:10 PM Att:26326 Venue: Docklands|St Kilda won by 83 pts
2009-04-04|Sat 18-Apr-2009 7:10 PM (7:40 PM) Att:40418 Venue: Football Park|Geelong won by 48 pts
2009-04-05|Sun 19-Apr-2009 1:10 PM Att:33842 Venue: Docklands|North Melbourne won by 12 pts
2009-04-06|Sun 19-Apr-2009 2:10 PM Att:40765 Venue: M.C.G.|Melbourne won by 8 pts
2009-04-07|Sun 19-Apr-2009 2:40 PM (4:40 PM) Att:37758 Venue: Subiaco|West Coast won by 33 pts
2009-05-00|Fri 24-Apr-2009 7:45 PM (8:15 PM) Att:25426 Venue: Football Park|St Kilda won by 66 pts
2009-05-01|Sat 25-Apr-2009 2:20 PM Att:84829 Venue: M.C.G.|Essendon won by 5 pts
2009-05-02|Sat 25-Apr-2009 5:20 PM Att:17880 Venue: York Park|Hawthorn won by 18 pts
2009-05-03|Sat 25-Apr-2009 7:20 PM Att:29224 Venue: Docklands|Richmond won by 36 pts
2009-05-04|Sat 25-Apr-2009 6:45 PM (8:45 PM) Att:32884 Venue: Subiaco|Fremantle won by 21 pts
2009-05-05|Sun 26-Apr-2009 1:10 PM Att:15580 Venue: Kardinia Park|Geelong won by 93 pts
2009-05-06|Sun 26-Apr-2009 2:10 PM Att:44268 Venue: Docklands|Carlton won by 43 pts
2009-05-07|Sun 26-Apr-2009 4:40 PM Att:14129 Venue: M.C.G.|Adelaide won by 17 pts
2009-06-00|Fri 01-May-2009 7:40 PM Att:40087 Venue: Docklands|Collingwood won by 52 pts
2009-06-01|Sat 02-May-2009 2:10 PM Att:69814 Venue: M.C.G.|Hawthorn won by 4 pts
2009-06-02|Sat 02-May-2009 2:10 PM (4:10 PM) Att:41654 Venue: Subiaco|Fremantle won by 13 pts
2009-06-03|Sat 02-May-2009 7:10 PM Att:29252 Venue: Gabba|Brisbane Lions won by 43 pts
2009-06-04|Sat 02-May-2009 7:10 PM (7:40 PM) Att:41558 Venue: Football Park|Port Adelaide won by 26 pts
2009-06-05|Sun 03-May-2009 1:10 PM Att:25410 Venue: S.C.G.|Sydney won by 19 pts
2009-06-06|Sun 03-May-2009 2:10 PM Att:36932 Venue: M.C.G.|Geelong won by 43 pts
2009-06-07|Sun 03-May-2009 4:40 PM Att:36302 Venue: Docklands|St Kilda won by 28 pts
2009-07-00|Fri 08-May-2009 7:40 PM Att:50475 Venue: Docklands|Essendon won by 44 pts
2009-07-01|Sat 09-May-2009 2:10 PM Att:22050 Venue: Kardinia Park|Geelong won by 51 pts
2009-07-02|Sat 09-May-2009 2:10 PM Att:34646 Venue: M.C.G.|Brisbane Lions won by 26 pts
2009-07-03|Sat 09-May-2009 7:10 PM Att:10294 Venue: Carrara|Fremantle won by 7 pts
2009-07-04|Sat 09-May-2009 7:10 PM Att:14342 Venue: Docklands|North Melbourne won by 5 pts
2009-07-05|Sun 10-May-2009 12:40 PM (1:10 PM) Att:31742 Venue: Football Park|Western Bulldogs won by 32 pts
2009-07-06|Sun 10-May-2009 2:40 PM (4:40 PM) Att:35209 Venue: Subiaco|West Coast won by 8 pts
