2007-01-00|Fri 30-Mar-2007 7:40 PM Att:49490 Venue: M.C.G.|St Kilda won by 31 pts
2007-01-01|Sat 31-Mar-2007 2:10 PM Att:42402 Venue: M.C.G.|Collingwood won by 3 pts
2007-01-02|Sat 31-Mar-2007 2:10 PM (4:10 PM) Att:37425 Venue: Subiaco|Port Adelaide won by 16 pts
2007-01-03|Sat 31-Mar-2007 7:15 PM Att:27104 Venue: Gabba|Brisbane Lions won by 25 pts
2007-01-04|Sat 31-Mar-2007 7:15 PM Att:62586 Venue: Stadium Australia|West Coast won by 1 pt
2007-01-05|Sun 01-Apr-2007 12:40 PM (1:10 PM) Att:43064 Venue: Football Park|Essendon won by 31 pts
2007-01-06|Sun 01-Apr-2007 2:10 PM Att:42626 Venue: Docklands|Western Bulldogs won by 20 pts
2007-01-07|Sun 01-Apr-2007 5:10 PM Att:59847 Venue: M.C.G.|Carlton won by 17 pts
2007-02-00|Thu 05-Apr-2007 7:40 PM Att:28266 Venue: Gabba|Brisbane Lions won by 52 pts
2007-02-01|Sat 07-Apr-2007 2:10 PM Att:37985 Venue: M.C.G.|Sydney won by 16 pts
2007-02-02|Sat 07-Apr-2007 7:10 PM Att:41113 Venue: Docklands|Geelong won by 78 pts
2007-02-03|Sat 07-Apr-2007 5:40 PM (7:40 PM) Att:40413 Venue: Subiaco|West Coast won by 12 pts
2007-02-04|Sun 08-Apr-2007 12:40 PM (1:10 PM) Att:25054 Venue: Football Park|Port Adelaide won by 18 pts
2007-02-05|Sun 08-Apr-2007 2:10 PM Att:32623 Venue: Docklands|Essendon won by 10 pts
2007-02-06|Sun 08-Apr-2007 5:10 PM Att:27199 Venue: M.C.G.|Adelaide won by 38 pts
2007-02-07|Mon 09-Apr-2007 2:10 PM Att:43197 Venue: M.C.G.|Hawthorn won by 22 pts
2007-03-00|Fri 13-Apr-2007 7:40 PM Att:70569 Venue: M.C.G.|Collingwood won by 25 pts
2007-03-01|Sat 14-Apr-2007 2:10 PM Att:64710 Venue: M.C.G.|Carlton won by 3 pts
2007-03-02|Sat 14-Apr-2007 2:40 PM (3:10 PM) Att:36959 Venue: Football Park|Adelaide won by 24 pts
2007-03-03|Sat 14-Apr-2007 7:10 PM Att:38474 Venue: Docklands|St Kilda won by 50 pts
