2001-01-00|Kangaroos|3.1   4.3   6.6   9.7|61  
2001-01-00|Essendon|7.2   9.5  15.6  23.8|146  
2001-01-01|Hawthorn|3.1   8.3  12.5  13.7|85  
2001-01-01|Collingwood|4.3   6.8  8.15 11.15|81  
2001-01-02|Western Bulldogs|2.4  10.6  14.9 16.11|107  
2001-01-02|St Kilda|5.5   9.6 15.11 16.16|112  
2001-01-03|Fremantle|3.3  10.7  13.8 18.10|118  
2001-01-03|Carlton|3.3   5.5  12.6 18.11|119  
2001-01-04|Port Adelaide|0.3   3.7 13.12 14.15|99  
2001-01-04|Brisbane Lions|3.3   7.5  11.5  14.9|93  
2001-01-05|Sydney|4.3   9.4  16.9 19.12|126  
2001-01-05|Adelaide|4.1   6.4   7.6 10.14|74  
2001-01-06|Geelong|3.4   7.7  12.9 17.13|115  
2001-01-06|West Coast|3.0   3.2   4.2   7.7|49  
2001-01-07|Melbourne|3.3   6.6 10.12 15.13|103  
2001-01-07|Richmond|7.1  12.8 15.10 20.14|134  
2001-02-00|Essendon|7.4  11.6  18.7  23.7|145  
2001-02-00|Port Adelaide|3.1   6.4   9.6 16.11|107  
2001-02-01|Carlton|4.5   4.9  6.12 11.15|81  
2001-02-01|Hawthorn|5.2   8.5  15.7 16.11|107  
2001-02-02|Richmond|2.4   4.7   5.9  9.15|69  
2001-02-02|Western Bulldogs|4.0   7.2  11.6  17.9|111  
2001-02-03|Collingwood|3.3   7.7 12.11 15.15|105  
2001-02-03|Fremantle|3.3   5.5   8.9 13.10|88  
2001-02-04|Adelaide|2.3   3.7  7.11 11.14|80  
2001-02-04|Melbourne|3.3   9.6 11.10 12.11|83  
2001-02-05|St Kilda|6.1   8.4   9.8  13.8|86  
2001-02-05|Geelong|2.4   4.6 12.10 17.13|115  
2001-02-06|Brisbane Lions|3.8  7.13 13.14 17.16|118  
2001-02-06|Kangaroos|2.3   6.6   7.8  8.10|58  
2001-02-07|West Coast|3.1   5.3  10.8 13.11|89  
2001-02-07|Sydney|4.2  12.8  14.9 15.14|104  
2001-03-00|Carlton|3.2   5.6   8.9  14.9|93  
2001-03-00|Essendon|3.3   6.6  10.8 11.10|76  
2001-03-01|Richmond|3.4   5.8 13.11 17.14|116  
2001-03-01|Brisbane Lions|3.3   6.5   8.7 14.10|94  
2001-03-02|Western Bulldogs|6.4   8.5   9.6  12.9|81  
2001-03-02|Collingwood|5.2   9.9 19.11 23.15|153  
2001-03-03|Kangaroos|4.2   6.2  10.2  11.5|71  
2001-03-03|Sydney|3.4  7.10 13.12 23.13|151  
2001-03-04|Adelaide|3.2   6.6  10.8 13.10|88  
2001-03-04|Port Adelaide|6.4   9.6  17.9 23.15|153  
2001-03-05|St Kilda|5.3   8.5 11.10 16.11|107  
2001-03-05|West Coast|6.2  10.5  15.8 19.11|125  
2001-03-06|Fremantle|1.3   3.6   8.7  8.11|59  
2001-03-06|Hawthorn|1.7   6.9  9.10 11.16|82  
2001-03-07|Melbourne|4.3   9.8 13.13 18.16|124  
2001-03-07|Geelong|6.3   8.7 11.10 15.14|104  
2001-04-00|Collingwood|3.3   4.7   5.9 10.11|71  
2001-04-00|Richmond|3.2   8.3  11.6  13.8|86  
2001-04-01|Sydney|1.5   2.6  4.13  6.19|55  
2001-04-01|Essendon|3.3   8.6  14.8 15.12|102  
2001-04-02|Carlton|1.1   4.1   5.3   8.5|53  
2001-04-02|Adelaide|4.3   6.4   7.6   9.8|62  
2001-04-03|Western Bulldogs|4.3  10.7  15.9 21.14|140  
2001-04-03|Brisbane Lions|2.3   6.6 10.11 12.15|87  
2001-04-04|Port Adelaide|6.6  10.8 14.10 17.12|114  
2001-04-04|St Kilda|0.2   5.5   6.5   7.8|50  
2001-04-05|Fremantle|1.3   5.6  10.8 13.10|88  
2001-04-05|West Coast|3.4   7.9  9.14 16.16|112  
2001-04-06|Geelong|1.0   3.5   4.6   4.9|33  
2001-04-06|Kangaroos|5.4   6.6  6.10  7.11|53  
2001-04-07|Hawthorn|4.6   4.9  6.14 11.17|83  
2001-04-07|Melbourne|1.2   4.5   4.7  5.14|44  
2001-05-00|Essendon|5.4   9.6  13.8 15.13|103  
2001-05-00|Collingwood|3.5  10.5  13.7 14.11|95  
2001-05-01|West Coast|1.2   4.4  10.4  11.4|70  
2001-05-01|Richmond|6.0  10.4  12.5  17.7|109  
2001-05-02|Carlton|4.4  7.11 10.14 17.23|125  
2001-05-02|St Kilda|4.3   6.5  10.8  14.8|92  
2001-05-03|Western Bulldogs|4.2  10.3  15.9 19.12|126  
2001-05-03|Hawthorn|6.5  14.7  17.9 24.11|155  
2001-05-04|Adelaide|5.4   6.7  9.15 12.18|90  
2001-05-04|Kangaroos|1.4   6.7  8.10 10.15|75  
2001-05-05|Brisbane Lions|3.4   9.9 12.15 25.21|171  
2001-05-05|Fremantle|6.2   8.4  15.6  19.8|122  
2001-05-06|Geelong|3.5   6.7   8.8 15.12|102  
2001-05-06|Port Adelaide|3.4  11.5 19.10 23.10|148  
2001-05-07|Melbourne|4.3  10.7  13.9 18.11|119  
2001-05-07|Sydney|5.4   6.9 10.12 15.14|104  
2001-06-00|Kangaroos|5.2   8.4  12.6  12.6|78  
2001-06-00|Richmond|5.1   9.6 12.11 19.15|129  
2001-06-01|St Kilda|4.1   9.7 13.10 18.12|120  
2001-06-01|Sydney|4.4   8.5  12.6 14.10|94  
2001-06-02|Fremantle|4.7  7.12  9.17  9.20|74  
