2013-01-00|Adelaide|3.4   4.9  8.14 11.16|82  
2013-01-00|Essendon|1.3   7.5  13.7  18.9|117  
2013-01-01|Fremantle|2.0   5.4 11.10 16.12|108  
2013-01-01|West Coast|3.5   6.7  7.10 11.14|80  
2013-01-02|Carlton|3.3   4.6  9.12 14.17|101  
2013-01-02|Richmond|2.9  9.14 14.18 14.22|106  
2013-01-03|Western Bulldogs|6.1  10.5  16.9 19.13|127  
2013-01-03|Brisbane Lions|0.6  3.10  5.14  7.17|59  
2013-01-04|Greater Western|0.4   5.4   7.8 11.10|76  
2013-01-04|Sydney|4.5   9.7  12.9 16.10|106  
2013-01-05|Gold Coast|3.6   3.8  6.11 13.12|90  
2013-01-05|St Kilda|1.7   6.9  7.14 10.17|77  
2013-01-06|Melbourne|3.1   7.2   7.3   8.6|54  
2013-01-06|Port Adelaide|5.3  11.7 16.13 19.19|133  
2013-01-07|North Melbourne|5.2   8.4   9.7  13.9|87  
2013-01-07|Collingwood|3.5   8.6 12.10 15.13|103  
2013-01-08|Hawthorn|4.3   8.9 10.10 12.14|86  
2013-01-08|Geelong|1.5   5.7 10.12 13.15|93  
2013-02-00|St Kilda|3.1   6.6  11.7 12.10|82  
2013-02-00|Richmond|4.5  8.10 12.12 14.15|99  
2013-02-01|Sydney|2.1   6.4 11.10 17.12|114  
2013-02-01|Gold Coast|2.2   3.4   8.6  11.7|73  
2013-02-02|Western Bulldogs|1.1   5.5   7.7 11.12|78  
2013-02-02|Fremantle|6.2   9.6  13.9 16.10|106  
2013-02-03|Brisbane Lions|2.3   6.5 10.13 10.17|77  
2013-02-03|Adelaide|2.3   7.6  9.11 14.12|96  
2013-02-04|Port Adelaide|2.5   8.9 12.17 19.20|134  
2013-02-04|Greater Western|4.4   6.5   8.9 11.12|78  
2013-02-05|Essendon|6.2  13.6 21.11 28.16|184  
2013-02-05|Melbourne|2.1   4.5   5.5   5.6|36  
2013-02-06|Geelong|4.0   6.4  13.8 16.16|112  
2013-02-06|North Melbourne|7.1  12.3  15.5  17.6|108  
2013-02-07|Collingwood|3.3   5.5 10.10 17.15|117  
2013-02-07|Carlton|3.0   7.3  12.8 15.10|100  
2013-02-08|West Coast|1.3   6.6  12.6  15.8|98  
2013-02-08|Hawthorn|6.1  11.2  15.7 23.10|148  
2013-03-00|Fremantle|5.3   7.5   7.7  9.14|68  
2013-03-00|Essendon|0.3   1.5  6.10 10.12|72  
2013-03-01|North Melbourne|4.2   7.8  8.11 13.14|92  
2013-03-01|Sydney|3.4   5.6 16.10 20.11|131  
2013-03-02|Melbourne|4.1   9.2  10.3  13.5|83  
2013-03-02|West Coast|5.3  10.6  21.9 27.15|177  
2013-03-03|Greater Western|0.0   5.1   8.3  10.8|68  
2013-03-03|St Kilda|5.4  10.8 15.12 21.14|140  
2013-03-04|Geelong|5.5  12.6  17.7 18.11|119  
2013-03-04|Carlton|4.3   9.5 11.10 15.13|103  
2013-03-05|Gold Coast|3.5   4.7  8.11 13.14|92  
2013-03-05|Brisbane Lions|4.5  6.13 10.14 13.16|94  
2013-03-06|Richmond|4.9  7.11 13.14 20.15|135  
2013-03-06|Western Bulldogs|2.1   3.3   6.5  10.8|68  
2013-03-07|Collingwood|3.6   7.6  11.9 13.12|90  
2013-03-07|Hawthorn|2.1   7.5  15.9 22.13|145  
2013-03-08|Port Adelaide|5.2   6.9 12.13 17.16|118  
2013-03-08|Adelaide|4.4   9.6  13.7 16.13|109  
2013-04-00|Sydney|8.1  10.3  11.6  16.7|103  
2013-04-00|Geelong|7.2   9.4  16.7 19.10|124  
2013-04-01|Hawthorn|5.2  10.4  13.6 18.10|118  
2013-04-01|Fremantle|0.2   5.4   8.8 11.10|76  
2013-04-02|Richmond|3.3   6.5   8.6 11.13|79  
2013-04-02|Collingwood|1.4   5.8 13.12 16.17|113  
2013-04-03|St Kilda|3.2   5.6   9.9 13.13|91  
2013-04-03|Essendon|6.2  10.7  15.8 19.14|128  
2013-04-04|West Coast|2.8  3.14  7.18  7.23|65  
2013-04-04|Carlton|2.5  7.10 10.15 12.17|89  
2013-04-05|Gold Coast|4.3   5.4   6.8  9.12|66  
2013-04-05|Port Adelaide|3.2  12.5  15.8  16.8|104  
2013-04-06|Melbourne|4.5   7.7 10.10 22.12|144  
2013-04-06|Greater Western|3.3   8.8 13.11 15.13|103  
2013-04-07|Adelaide|2.3   4.5   9.7  12.8|80  
2013-04-07|Western Bulldogs|2.2   2.2   2.3   4.4|28  
2013-04-08|North Melbourne|5.10  8.13 15.16 18.17|125  
2013-04-08|Brisbane Lions|1.2   4.5   6.5   9.8|62  
2013-05-00|Essendon|2.3   6.4  12.8 18.13|121  
2013-05-00|Collingwood|1.5  4.12  7.14 10.15|75  
2013-05-01|St Kilda|3.1   5.3   6.6   9.9|63  
2013-05-01|Sydney|3.3   6.7  9.13 11.13|79  
2013-05-02|Fremantle|2.0   7.5  10.8  12.9|81  
2013-05-02|Richmond|5.2   7.3   9.5  12.8|80  
