matchid,team,score_progression,score
1996-19-06,Brisbane Bears,2.2   5.5   7.7 11.11,77  
1996-19-07,Sydney,5.2  10.4  12.7 20.10,130  
1996-19-07,Richmond,1.2   6.4   9.8 12.10,82  
1996-20-00,Melbourne,4.5   6.7  11.9 13.14,92  
1996-20-00,Fremantle,1.3   5.3   9.8 10.11,71  
1996-20-01,Fitzroy,4.3   8.5 10.11 14.16,100  
1996-20-01,Brisbane Bears,5.4  13.8 23.10 29.13,187  
1996-20-02,Richmond,4.4   8.7 12.12 19.18,132  
1996-20-02,Geelong,2.2   4.7  6.12  9.13,67  
1996-20-03,Hawthorn,3.3   5.4   5.6   7.7,49  
1996-20-03,Sydney,4.6  6.10  7.13  9.18,72  
1996-20-04,Adelaide,5.1   6.5  10.7 10.10,70  
1996-20-04,North Melbourne,4.2   8.5   9.9 10.16,76  
1996-20-05,Collingwood,4.0   5.3   8.6  9.10,64  
1996-20-05,Essendon,2.2   6.8  9.10 11.11,77  
1996-20-06,Footscray,1.4   7.5  10.8 14.11,95  
1996-20-06,St Kilda,2.5   4.7   7.8   8.9,57  
1996-20-07,West Coast,5.0  11.2  15.6 19.13,127  
1996-20-07,Carlton,4.3   7.4  10.7  10.8,68  
1996-21-00,North Melbourne,2.5   6.8 10.10 14.12,96  
1996-21-00,Geelong,3.2   8.3  13.8 16.13,109  
1996-21-01,Carlton,2.6  6.10  9.15 13.18,96  
1996-21-01,Footscray,3.2   4.6   8.9  9.12,66  
1996-21-02,Essendon,3.6   8.7 12.12 14.16,100  
1996-21-02,Sydney,5.4   9.5  11.8 12.10,82  
1996-21-03,St Kilda,2.6   3.8   5.9   9.9,63  
1996-21-03,Hawthorn,1.4   5.4   9.7  12.8,80  
1996-21-04,Brisbane Bears,1.4   4.5  6.11 10.11,71  
1996-21-04,Fremantle,2.5   4.7   8.8 10.10,70  
1996-21-05,Richmond,4.9 10.10 17.12 28.19,187  
1996-21-05,Fitzroy,1.2   3.3   4.5   5.6,36  
1996-21-06,West Coast,7.1  10.4  17.6  24.7,151  
1996-21-06,Melbourne,1.2   7.6  7.11 11.12,78  
1996-21-07,Adelaide,2.4   7.7  10.9 14.12,96  
1996-21-07,Collingwood,6.1  11.5  18.6  24.9,153  
1996-22-00,Essendon,2.2   6.8  8.10 11.13,79  
1996-22-00,Footscray,2.2   4.3   7.6 11.10,76  
1996-22-01,St Kilda,3.3  9.12 13.18 20.24,144  
1996-22-01,Adelaide,3.3   5.5   8.8  11.9,75  
1996-22-02,Collingwood,1.3   6.5   8.8 15.10,100  
1996-22-02,Brisbane Bears,1.5   4.7  5.14  6.15,51  
1996-22-03,Geelong,1.2   3.5   5.8  9.11,65  
1996-22-03,Carlton,4.3   9.5  13.8 16.11,107  
1996-22-04,Melbourne,5.4   7.5  12.8 15.11,101  
1996-22-04,Hawthorn,3.5  10.6 12.10 15.12,102  
1996-22-05,Sydney,5.5   5.7  9.11 12.13,85  
1996-22-05,West Coast,1.2   4.9  6.10  6.14,50  
1996-22-06,Richmond,3.2   7.9 12.11 16.13,109  
1996-22-06,North Melbourne,6.5  8.10 12.13 21.15,141  
1996-22-07,Fremantle,4.6  11.7  20.8 24.13,157  
1996-22-07,Fitzroy,1.6   3.9  5.10 10.11,71  
1996-23-QualifyingFinal,Brisbane Bears,4.6   6.8  11.9 15.11,101  
1996-23-QualifyingFinal,Essendon,2.1   8.2  10.5 15.10,100  
1996-24-QualifyingFinal,West Coast,6.2  11.7  12.9 18.17,125  
1996-24-QualifyingFinal,Carlton,1.4   5.6   8.8 10.10,70   
1996-25-QualifyingFinal,Sydney,3.4   4.8  8.11 13.12,90   
1996-25-QualifyingFinal,Hawthorn,2.3   6.5   9.8 12.12,84   
1996-26-QualifyingFinal,North Melbourne,6.5  8.10 14.14 19.17,131  
1996-26-QualifyingFinal,Geelong,2.2   5.6   6.9  9.17,71   
1996-27-SemiFinal,Essendon,5.4   9.6 15.10 22.12,144  
1996-27-SemiFinal,West Coast,0.3  4.11  6.13  8.19,67   
1996-28-SemiFinal,Brisbane Bears,6.2  14.5 17.13 26.14,170  
1996-28-SemiFinal,Carlton,3.1   8.4   9.7 10.13,73   
1996-29-PreliminaryFinal,North Melbourne,8.3  11.7  16.9 17.12,114  
1996-29-PreliminaryFinal,Brisbane Bears,3.1   3.5   7.8 11.10,76   
1996-30-PreliminaryFinal,Sydney,1.3   6.6   8.7 10.10,70   
1996-30-PreliminaryFinal,Essendon,4.4   4.6   8.6  10.9,69   
1996-31-GrandFinal,North Melbourne,3.2   8.7 12.14 19.17,131  
1996-31-GrandFinal,Sydney,6.2   8.5   9.7 13.10,88   
1997-01-00,North Melbourne,2.1   3.4   4.7  7.13,55  
1997-01-00,Melbourne,2.2   4.5   8.9 10.10,70  
1997-01-01,Collingwood,7.0  12.1  21.3 26.10,166  
1997-01-01,Port Adelaide,3.2   5.4   9.5  13.9,87  
1997-01-02,Western Bulldogs,0.1   5.6  10.6 11.10,76  
1997-01-02,Fremantle,3.4   5.8  6.13 10.20,80  
1997-01-03,St Kilda,2.4   4.8   9.9 10.11,71  
1997-01-03,Hawthorn,5.3   8.5  10.8 11.11,77  
1997-01-04,West Coast,2.1   5.2   9.5  12.6,78  
1997-01-04,Sydney,1.1   3.2   5.5   5.7,37  
1997-01-05,Adelaide,6.1  12.3  17.6 20.12,132  
1997-01-05,Brisbane Lions,5.2   7.7  10.9 14.12,96  
1997-01-06,Richmond,7.3   9.8 14.11 15.14,104  
1997-01-06,Geelong,4.3   7.5  11.9 13.17,95  
1997-01-07,Essendon,5.2   7.6  13.8 16.10,106  
1997-01-07,Carlton,2.2   7.6  10.8  15.9,99  
1997-02-00,Melbourne,3.5   4.7  6.11  7.14,56  
1997-02-00,Collingwood,6.1  12.6 15.12 24.19,163  
1997-02-01,Richmond,7.5  10.6  15.9 19.14,128  
1997-02-01,Adelaide,3.0   8.3  12.6 15.10,100  
1997-02-02,Western Bulldogs,1.3   9.5  12.9 13.12,90  
1997-02-02,Sydney,4.4   8.5  12.7 12.11,83  
1997-02-03,Geelong,0.6   4.8   7.9 11.12,78  
1997-02-03,West Coast,3.1   6.4   8.4  11.6,72  
1997-02-04,Brisbane Lions,7.3  14.7 19.10 23.16,154  
1997-02-04,St Kilda,1.2   4.4   5.8  7.15,57  
1997-02-05,Port Adelaide,3.8   3.9  4.11  8.12,60  
1997-02-05,Essendon,1.4   5.6  10.7  14.9,93  
1997-02-06,Fremantle,6.1   9.5   9.8  13.9,87  
1997-02-06,Hawthorn,3.1   5.6  9.13 10.13,73  
1997-02-07,North Melbourne,2.2   7.8 11.12 12.14,86  
1997-02-07,Carlton,1.6   2.9  4.11  8.12,60  
1997-03-00,Sydney,6.3  11.4  13.6  15.9,99  
1997-03-00,Melbourne,2.4   7.4  13.5  14.7,91  
1997-03-01,St Kilda,6.4  12.7  13.9 19.11,125  
1997-03-01,Collingwood,6.3   8.8 13.12 17.16,118  
1997-03-02,Western Bulldogs,4.0   6.3   9.8  16.9,105  
1997-03-02,Richmond,5.3   7.6 10.12 12.14,86  
1997-03-03,Port Adelaide,3.5  8.11 13.17 18.21,129  
1997-03-03,Geelong,0.2   3.2   7.4  14.6,90  
1997-03-04,Carlton,3.2   6.5  11.8 15.18,108  
1997-03-04,Adelaide,3.0   9.4   9.6  12.8,80  
1997-03-05,Essendon,3.6   9.8 11.13 18.14,122  
1997-03-05,North Melbourne,2.3   5.5   6.8  12.8,80  
1997-03-06,Hawthorn,2.1   8.7 11.10 12.15,87  
1997-03-06,Brisbane Lions,4.5   6.5   9.9  11.9,75  
1997-03-07,West Coast,5.2  10.8 12.10 16.15,111  
1997-03-07,Fremantle,2.2   4.7  6.12  9.17,71  
1997-04-00,Melbourne,3.3   8.6  10.8  13.9,87  
1997-04-00,Western Bulldogs,2.2   5.6   9.8 13.11,89  
1997-04-01,Collingwood,6.1   9.3 11.10 12.12,84  
1997-04-01,Carlton,4.3   6.8  12.9 15.11,101  
1997-04-02,Richmond,2.4   6.6   6.8 10.12,72  
1997-04-02,Fremantle,2.3   4.5  10.7  10.7,67  
1997-04-03,St Kilda,3.4   6.7   9.9  12.9,81  
1997-04-03,Sydney,4.4  10.8 16.13 18.19,127  
1997-04-04,West Coast,6.3   7.6  14.8 17.10,112  
1997-04-04,Hawthorn,3.1   6.7   7.9 13.10,88  
1997-04-05,Geelong,2.4  2.11  8.17 11.19,85  
1997-04-05,Essendon,4.4   5.8 10.10 11.12,78  
1997-04-06,Brisbane Lions,2.6  8.11 10.14 15.19,109  
1997-04-06,North Melbourne,1.3   3.5  10.7 12.11,83  
1997-04-07,Adelaide,1.1   3.4   5.5  11.6,72  
1997-04-07,Port Adelaide,1.6  5.10  9.14 11.17,83  
1997-05-00,Essendon,1.2   2.5   6.7 10.10,70  
1997-05-00,Collingwood,3.9  6.12  8.14 14.15,99  
1997-05-01,Fremantle,2.4  10.5 13.10 16.11,107  
1997-05-01,St Kilda,2.5   8.7  12.9 15.11,101  
1997-05-02,Western Bulldogs,2.3  3.11  4.13  9.17,71  
1997-05-02,Adelaide,5.3   7.3  13.5  19.7,121  
1997-05-03,Melbourne,5.1   6.2   7.4  12.6,78  
1997-05-03,West Coast,4.1  10.4  18.7 19.12,126  
1997-05-04,Hawthorn,2.0   6.5  10.6  15.9,99  
1997-05-04,Sydney,3.3   5.4   8.6  11.8,74  
1997-05-05,Carlton,4.4  6.10 10.12 12.14,86  
1997-05-05,Geelong,3.4   7.8 11.12 13.16,94  
1997-05-06,North Melbourne,5.6  11.8 17.10 21.15,141  
1997-05-06,Richmond,2.0   4.0   4.3   7.4,46  
1997-05-07,Port Adelaide,4.5   6.8  8.10 10.13,73  
1997-05-07,Brisbane Lions,2.0   6.3   9.6 10.11,71  
1997-06-00,West Coast,3.4   7.7  8.11 14.15,99  
1997-06-00,Western Bulldogs,4.1   8.4 14.11 17.11,113  
1997-06-01,Collingwood,4.0   7.4  10.5  13.6,84  
1997-06-01,Adelaide,3.4   6.6  7.11 11.17,83  
1997-06-02,Essendon,1.5   5.8  11.9 15.12,102  
1997-06-02,Brisbane Lions,2.5  4.11  6.14  9.17,71  
1997-06-03,Geelong,5.6   7.6 12.10 14.13,97  
1997-06-03,Fremantle,2.1   5.3   6.6   6.7,43  
1997-06-04,Hawthorn,2.4   6.5  12.8  14.9,93  
1997-06-04,North Melbourne,2.3   7.3  12.3  16.7,103  
1997-06-05,St Kilda,6.5   9.8 14.12 17.19,121  
1997-06-05,Melbourne,0.3   2.7   4.9  4.11,35  
1997-06-06,Sydney,6.8 12.10 18.14 21.16,142  
1997-06-06,Carlton,1.3   3.3   6.8 11.17,83  
1997-06-07,Port Adelaide,4.0   9.4  16.6  19.8,122  
1997-06-07,Richmond,1.3   3.6   6.7  8.10,58  
1997-07-00,North Melbourne,2.5   3.7  7.10  9.14,68  
1997-07-00,Collingwood,2.3   5.5  12.7  17.9,111  
1997-07-01,Richmond,4.2   5.6  6.10 10.16,76  
1997-07-01,Carlton,2.4   5.8 10.12 14.14,98  
1997-07-02,Western Bulldogs,2.3  8.10 11.13 19.19,133  
1997-07-02,Hawthorn,6.4   8.4  12.7 13.10,88  
1997-07-03,Geelong,4.2   5.5   9.7 11.10,76  
1997-07-03,Sydney,0.2   2.6   3.7   6.8,44  
1997-07-04,St Kilda,4.2   9.3  13.4  20.6,126  
1997-07-04,Port Adelaide,2.2   4.4  7.12  8.13,61  
1997-07-05,Fremantle,4.8   7.9 14.16 17.22,124  
1997-07-05,Melbourne,1.4   5.6   7.8  10.9,69  
1997-07-06,Brisbane Lions,2.5   4.8  7.12  8.12,60  
1997-07-06,West Coast,3.3   6.6  13.7 21.13,139  
1997-07-07,Adelaide,4.8  8.12  9.13 18.18,126  
1997-07-07,Essendon,3.2   6.4  10.6  11.7,73  
1997-08-00,Collingwood,4.4  10.6 13.11 19.15,129  
1997-08-00,Western Bulldogs,4.3  6.11  7.14 11.17,83  
1997-08-01,Melbourne,2.2   5.3   7.6   7.7,49  
1997-08-01,Geelong,5.2   7.5  11.8 19.14,128  
1997-08-02,North Melbourne,7.0  10.5 15.11 19.14,128  
1997-08-02,Port Adelaide,3.1   4.5   9.7 15.10,100  
1997-08-03,Adelaide,8.3  12.8 17.11 22.12,144  
1997-08-03,Sydney,2.0   5.2   6.4   8.7,55  
1997-08-04,Carlton,5.4  10.9 12.15 15.16,106  
1997-08-04,Hawthorn,0.3   4.4   6.7  12.9,81  
1997-08-05,Essendon,2.4  9.11 12.14 14.16,100  
1997-08-05,St Kilda,6.8   7.9 11.13 18.16,124  
1997-08-06,Fremantle,5.4   8.7 12.11 14.14,98  
1997-08-06,Brisbane Lions,5.1   8.2  12.2  15.3,93  
1997-08-07,Richmond,4.2  12.4 15.10 18.11,119  
1997-08-07,West Coast,1.4   1.8  5.11  9.13,67  
1997-09-00,Port Adelaide,4.1   5.6  7.13 10.18,78  
1997-09-00,Melbourne,0.4   0.6   1.8   3.9,27  
1997-09-01,Hawthorn,2.2   3.6   8.7 13.10,88  
1997-09-01,Adelaide,6.3   7.9 11.13 14.18,102  
1997-09-02,Carlton,4.3  10.5  13.6  16.9,105  
1997-09-02,Fremantle,4.2   6.3  10.4  14.4,88  
1997-09-03,Sydney,1.1   5.8  12.9 16.15,111  
1997-09-03,Collingwood,5.3   5.5   9.6  11.8,74  
1997-09-04,Western Bulldogs,3.1  10.2  14.4  16.7,103  
1997-09-04,North Melbourne,4.1   7.3   7.5 10.11,71  
1997-09-05,St Kilda,5.3   7.6  13.7  22.9,141  
1997-09-05,Richmond,4.4  10.7  12.9 14.10,94  
1997-09-06,Brisbane Lions,4.4  12.9  15.9 19.12,126  
1997-09-06,Geelong,4.3   5.3  12.6  15.8,98  
1997-09-07,West Coast,2.4   7.9 11.12 16.14,110  
1997-09-07,Essendon,3.0   5.1   8.4  13.7,85  
1997-10-00,Port Adelaide,3.1   8.3  10.7  14.9,93  
1997-10-00,Carlton,3.4  4.10  7.12  7.13,55  
1997-10-01,Hawthorn,7.6  10.6 14.10 16.12,108  
1997-10-01,Collingwood,0.1   4.4   6.5   8.7,55  
1997-10-02,Geelong,3.5   6.7  12.9 16.11,107  
1997-10-02,St Kilda,3.1   6.4   9.9 11.13,79  
1997-10-03,North Melbourne,4.5   7.6   8.8 15.13,103  
1997-10-03,West Coast,2.0   6.1   7.2   9.4,58  
1997-10-04,Richmond,3.5  7.11  9.11  9.13,67  
1997-10-04,Melbourne,4.2   6.2  11.6  14.8,92  
1997-10-05,Essendon,3.3   7.7  12.9 17.12,114  
1997-10-05,Western Bulldogs,8.4  13.8 15.11 20.16,136  
1997-10-06,Brisbane Lions,1.3   5.9  9.11 13.14,92  
1997-10-06,Sydney,3.2   6.4  8.10 13.11,89  
1997-10-07,Fremantle,1.2   3.5   7.8 10.12,72  
1997-10-07,Adelaide,4.2   8.4  14.7  16.9,105  
1997-11-00,Collingwood,1.4   5.6   6.8 10.11,71  
1997-11-00,Richmond,3.7   6.8  8.10 11.11,77  
1997-11-01,Essendon,3.0   7.4  8.10 13.13,91  
1997-11-01,Hawthorn,3.7  5.14 12.16 17.22,124  
1997-11-02,Western Bulldogs,2.5   7.7  8.10 14.12,96  
1997-11-02,Geelong,3.1   5.2   8.6  11.9,75  
1997-11-03,Port Adelaide,1.3   3.4  3.11  4.17,41  
1997-11-03,Sydney,2.3  7.13  8.13 10.16,76  
1997-11-04,Melbourne,1.1   2.8   4.9  5.15,45  
1997-11-04,Adelaide,6.4   8.6 11.11 14.13,97  
1997-11-05,West Coast,3.0   3.5   9.6  11.7,73  
1997-11-05,St Kilda,7.2   8.4  10.7 13.11,89  
1997-11-06,Carlton,6.5  8.10 11.11 12.12,84  
1997-11-06,Brisbane Lions,2.3   5.6   7.9   9.9,63  
1997-11-07,North Melbourne,2.5   6.7 10.12 15.15,105  
1997-11-07,Fremantle,3.3   6.5  10.5  12.7,79  
1997-12-00,Sydney,7.0  15.3  20.3  26.8,164  
1997-12-00,Richmond,3.3   7.8 12.11 16.14,110  
1997-12-01,Collingwood,4.1   4.8  6.12  7.13,55  
1997-12-01,West Coast,2.1   7.1   8.3  11.5,71  
1997-12-02,Western Bulldogs,8.2   8.5 10.10 12.10,82  
1997-12-02,Port Adelaide,1.4   5.7  8.10 14.10,94  
1997-12-03,Geelong,3.1   7.3  11.5 12.10,82  
1997-12-03,Hawthorn,4.4   8.8  11.9 13.10,88  
1997-12-04,St Kilda,5.1   8.8 13.15 16.20,116  
1997-12-04,Carlton,1.5   2.7  4.12 12.13,85  
1997-12-05,Melbourne,1.2   4.4   6.5   7.8,50  
1997-12-05,Brisbane Lions,5.1  10.4  17.8  21.9,135  
1997-12-06,Adelaide,2.1   5.7  9.10 12.11,83  
1997-12-06,North Melbourne,4.4   7.6  11.7  16.9,105  
1997-12-07,Fremantle,5.6  11.8 18.10 24.13,157  
1997-12-07,Essendon,2.1   2.5   4.5   9.6,60  
1997-13-00,West Coast,1.5   6.7  10.8 11.13,79  
1997-13-00,Carlton,6.2   8.3  11.9 12.14,86  
1997-13-01,Geelong,6.3   8.4  11.6  17.8,110  
1997-13-01,Adelaide,0.3   3.6   6.9  7.12,54  
1997-13-02,Richmond,0.0   1.1   2.5  4.10,34  
1997-13-02,Essendon,3.5   7.8 14.12 19.13,127  
1997-13-03,St Kilda,0.6   4.8  8.12 11.18,84  
1997-13-03,Western Bulldogs,4.4   7.7  12.9 15.11,101  
1997-13-04,Brisbane Lions,5.8  6.10  9.14 11.22,88  
1997-13-04,Collingwood,0.0   3.3   5.4  11.7,73  
1997-13-05,Port Adelaide,5.1   7.3   7.5  10.9,69  
1997-13-05,Fremantle,4.2   5.4   6.9  7.12,54  
1997-13-06,Hawthorn,3.1   7.6 12.11 17.16,118  
1997-13-06,Melbourne,3.5   4.9  6.11  7.13,55  
1997-13-07,Sydney,1.4  4.11  4.16  8.17,65  
1997-13-07,North Melbourne,2.7   2.8   6.9  7.13,55  
1997-14-00,Adelaide,4.2  10.5  14.8 16.10,106  
1997-14-00,West Coast,0.1   1.3   3.7   4.7,31  
1997-14-01,Carlton,3.1   5.2   8.4  11.8,74  
1997-14-01,Western Bulldogs,2.2   5.8 12.11 16.14,110  
1997-14-02,Geelong,3.6   4.9  6.18  9.26,80  
1997-14-02,Collingwood,3.3   5.6  6.11 10.12,72  
1997-14-03,St Kilda,5.3  10.7 14.11 20.13,133  
1997-14-03,North Melbourne,0.2   3.2   8.7 11.13,79  
1997-14-04,Fremantle,4.6   5.7  5.11  6.12,48  
1997-14-04,Sydney,0.3   0.8  2.11  3.15,33  
1997-14-05,Essendon,4.5   8.7 13.11 18.12,120  
1997-14-05,Melbourne,2.3   5.5   7.5   8.9,57  
1997-14-06,Hawthorn,5.3  12.8 15.12 18.16,124  
1997-14-06,Port Adelaide,2.2   2.7  7.10 13.14,92  
1997-14-07,Brisbane Lions,1.6  2.12  4.21  7.26,68  
1997-14-07,Richmond,2.4   4.5   5.7   7.8,50  
1997-15-00,North Melbourne,5.2   9.5  12.6  14.8,92  
1997-15-00,Geelong,2.3   6.5  12.8 15.12,102  
1997-15-01,Melbourne,4.3  10.7  16.8 18.11,119  
1997-15-01,Carlton,5.0  10.3  13.5 15.10,100  
1997-15-02,Collingwood,3.2   9.4  15.9 25.10,160  
1997-15-02,Fremantle,1.2   5.4   9.4   9.6,60  
1997-15-03,Western Bulldogs,4.1   5.4   8.7  11.7,73  
1997-15-03,Brisbane Lions,4.4  11.6  15.8 21.11,137  
1997-15-04,Adelaide,1.2   4.7  7.15 10.16,76  
1997-15-04,St Kilda,2.4   6.7   7.9  9.12,66  
1997-15-05,Richmond,6.4   9.7  12.8 22.13,145  
1997-15-05,Hawthorn,4.3   7.5   9.7  10.9,69  
1997-15-06,Sydney,2.4   5.7  6.12 11.13,79  
1997-15-06,Essendon,2.3   5.4   9.8 11.12,78  
1997-15-07,West Coast,5.3   5.7  9.10 12.13,85  
1997-15-07,Port Adelaide,2.6   5.9  7.11  9.13,67  
1997-16-00,Brisbane Lions,3.5  8.11 12.14 17.16,118  
1997-16-00,Adelaide,2.2   6.5   9.6  13.9,87  
1997-16-01,Carlton,7.3  11.9 17.14 25.15,165  
1997-16-01,Essendon,5.2   8.4   9.6  13.9,87  
1997-16-02,Geelong,3.2   7.6  11.8 16.14,110  
1997-16-02,Richmond,7.1   9.2  10.5  12.6,78  
1997-16-03,Hawthorn,2.2   6.6   6.8   9.8,62  
1997-16-03,St Kilda,5.5  9.12 18.15 20.21,141  
1997-16-04,Sydney,3.7  5.10 11.18 15.22,112  
1997-16-04,West Coast,3.4   7.5   9.7  11.9,75  
1997-16-05,Port Adelaide,6.0  10.3  12.7  17.9,111  
1997-16-05,Collingwood,3.3   4.5   5.9  8.10,58  
1997-16-06,Melbourne,1.5   2.9  4.15  7.16,58  
1997-16-06,North Melbourne,3.5   8.7 12.10 17.12,114  
1997-16-07,Fremantle,5.2   9.4  12.7  15.7,97  
1997-16-07,Western Bulldogs,3.1   7.5  10.8 13.13,91  
1997-17-00,Essendon,2.4   4.7  6.11 10.12,72  
1997-17-00,Port Adelaide,5.3   8.6  14.9 18.14,122  
1997-17-01,Carlton,2.4   4.8  7.12  7.16,58  
1997-17-01,North Melbourne,1.2   4.4   8.8 14.12,96  
1997-17-02,Hawthorn,6.3   9.4   9.7   9.8,62  
1997-17-02,Fremantle,2.2   4.5   6.9 10.11,71  
1997-17-03,Sydney,6.2 10.10 16.14 22.17,149  
1997-17-03,Western Bulldogs,1.2   2.4   6.6  7.10,52  
1997-17-04,Adelaide,8.3  16.4  23.7 29.11,185  
1997-17-04,Richmond,0.2   2.4   5.6   7.6,48  
1997-17-05,Collingwood,3.3   4.6 13.10 20.14,134  
1997-17-05,Melbourne,5.3   9.6  10.8 12.10,82  
1997-17-06,St Kilda,2.6  7.12  9.16 12.20,92  
1997-17-06,Brisbane Lions,1.3   3.6  5.12  5.14,44  
1997-17-07,West Coast,2.4   7.7  15.7  20.9,129  
1997-17-07,Geelong,4.1   7.6  12.8 12.10,82  
1997-18-00,North Melbourne,5.7  8.10 10.12 11.17,83  
1997-18-00,Essendon,4.2   5.5  7.10  8.16,64  
1997-18-01,Richmond,4.3   8.6  13.8 17.13,115  
1997-18-01,Western Bulldogs,5.4   8.7  10.9 15.10,100  
1997-18-02,Geelong,5.2  11.4  15.9  25.9,159  
1997-18-02,Port Adelaide,2.1   4.4   7.5  11.8,74  
1997-18-03,Melbourne,1.2   4.5   6.7  7.11,53  
1997-18-03,Sydney,10.5 14.11 21.16 25.19,169  
1997-18-04,Brisbane Lions,5.2  9.10 16.12 21.15,141  
1997-18-04,Hawthorn,3.0   8.2  10.3  11.5,71  
1997-18-05,Collingwood,4.2   6.5 10.13 12.17,89  
1997-18-05,St Kilda,4.2  8.11 10.14 15.21,111  
1997-18-06,Adelaide,4.5  7.12 12.16 18.19,127  
1997-18-06,Carlton,4.3   5.5  10.5  13.8,86  
1997-18-07,Fremantle,2.1   5.2   6.5   7.7,49  
1997-18-07,West Coast,2.0   5.2  10.2  13.4,82  
1997-19-00,North Melbourne,5.6   9.8 13.11 17.14,116  
1997-19-00,Brisbane Lions,2.1   5.3   6.4   9.5,59  
1997-19-01,Carlton,3.5   6.9 12.19 14.23,107  
1997-19-01,Collingwood,3.2   7.6  10.9 13.13,91  
1997-19-02,Western Bulldogs,4.5  6.10  9.15 14.18,102  
1997-19-02,Melbourne,1.3   3.5   8.6  9.10,64  
1997-19-03,Hawthorn,2.4   4.4   7.5  10.6,66  
1997-19-03,West Coast,2.3   8.7   8.9  13.9,87  
1997-19-04,Fremantle,4.3   6.9   8.9 12.13,85  
1997-19-04,Richmond,0.4   2.8  3.11  5.12,42  
1997-19-05,Essendon,0.1   5.2   9.4  11.7,73  
1997-19-05,Geelong,3.4   4.9  7.12  9.14,68  
1997-19-06,Sydney,7.2  12.5 16.10 17.17,119  
1997-19-06,St Kilda,4.6   9.8 13.12 18.20,128  
1997-19-07,Port Adelaide,5.1   7.1   9.4   9.4,58  
1997-19-07,Adelaide,0.1   4.3   5.5  9.11,65  
1997-20-00,West Coast,6.1   9.3  12.4  15.7,97  
1997-20-00,Melbourne,0.3   1.8  3.14  7.17,59  
1997-20-01,Geelong,5.4   8.7 12.15 13.17,95  
1997-20-01,Carlton,1.2   3.8  6.10  9.13,67  
1997-20-02,Collingwood,2.2   9.6 13.10 13.13,91  
1997-20-02,Essendon,1.4   4.4   7.6  12.9,81  
1997-20-03,St Kilda,2.1   6.3   7.3  12.5,77  
1997-20-03,Fremantle,3.2   4.3   5.8  9.10,64  
1997-20-04,Brisbane Lions,3.6   3.8 11.11 13.15,93  
1997-20-04,Port Adelaide,4.1   8.7 11.12 13.15,93  
1997-20-05,Richmond,4.2   8.5  12.9 14.13,97  
1997-20-05,North Melbourne,4.5   7.6  11.9 14.12,96  
1997-20-06,Sydney,2.3   7.6 12.11 20.15,135  
1997-20-06,Hawthorn,5.7   7.9 10.10 11.11,77  
1997-20-07,Adelaide,1.4   2.9  4.12  7.18,60  
1997-20-07,Western Bulldogs,6.0  10.2  13.6  16.7,103  
1997-21-00,Melbourne,1.2   3.5   6.8  8.14,62  
1997-21-00,St Kilda,7.1   9.6  13.8 17.12,114  
1997-21-01,Carlton,3.2   4.4   5.8 11.10,76  
1997-21-01,Sydney,0.0   0.6   4.8  5.11,41  
1997-21-02,Western Bulldogs,4.3   6.8  8.12 12.14,86  
1997-21-02,West Coast,1.1   2.5   5.6  10.8,68  
1997-21-03,North Melbourne,1.7  5.10  7.17 10.21,81  
1997-21-03,Hawthorn,2.2   4.4   5.6   6.7,43  
1997-21-04,Brisbane Lions,2.4   8.7 11.11 15.12,102  
1997-21-04,Essendon,2.3   7.5   8.6 16.10,106  
1997-21-05,Richmond,5.3  10.6 19.10 22.14,146  
1997-21-05,Port Adelaide,3.7   5.9  7.11  8.13,61  
1997-21-06,Fremantle,2.3   3.6  6.12  9.14,68  
1997-21-06,Geelong,3.4   7.7  11.9 14.16,100  
1997-21-07,Adelaide,1.2   2.7  3.10  6.12,48  
1997-21-07,Collingwood,3.2   3.3   3.8   5.9,39  
1997-22-00,West Coast,2.2   6.6 12.10 18.12,120  
1997-22-00,Brisbane Lions,2.6  6.11  7.13 11.15,81  
1997-22-01,Carlton,7.1  10.5  13.6 13.11,89  
1997-22-01,Richmond,2.3   6.7 10.10 13.13,91  
1997-22-02,Hawthorn,4.2   6.5   8.7  13.9,87  
1997-22-02,Western Bulldogs,3.4   8.8 12.12 15.15,105  
1997-22-03,Melbourne,1.4   5.8  12.9 18.11,119  
1997-22-03,Fremantle,3.4   4.5   6.9 11.13,79  
1997-22-04,Sydney,2.5   5.7   9.9 13.12,90  
1997-22-04,Geelong,4.3   6.5  10.8 15.10,100  
1997-22-05,Essendon,4.0   4.2  11.4  16.6,102  
1997-22-05,Adelaide,6.4   8.9 10.11 14.14,98  
1997-22-06,Collingwood,6.2  11.4  14.7 18.14,122  
1997-22-06,North Melbourne,6.2   9.8 13.14 15.21,111  
1997-22-07,Port Adelaide,3.3   7.8  9.11 12.12,84  
1997-22-07,St Kilda,2.1   8.1  11.5 17.15,117  
1997-23-QualifyingFinal,Western Bulldogs,9.2  12.5  14.7 18.11,119  
1997-23-QualifyingFinal,Sydney,0.5   4.7  6.10 12.12,84   
1997-24-QualifyingFinal,St Kilda,4.5  5.10 13.12 20.15,135  
1997-24-QualifyingFinal,Brisbane Lions,3.1   6.9   9.9 13.11,89   
1997-25-QualifyingFinal,Adelaide,4.4  6.10 10.10 14.15,99   
1997-25-QualifyingFinal,West Coast,3.1   4.6   7.9  9.12,66   
1997-26-QualifyingFinal,North Melbourne,3.4   6.9  8.10 11.13,79   
