2010-01-00|Thu 25-Mar-2010 7:10 PM (6:10 PM) Att:72010 Venue: M.C.G.|Carlton won by 56 pts
2010-01-01|Fri 26-Mar-2010 7:40 PM (6:40 PM) Att:57772 Venue: M.C.G.|Geelong won by 31 pts
2010-01-02|Sat 27-Mar-2010 2:10 PM (1:10 PM) Att:45615 Venue: M.C.G.|Hawthorn won by 56 pts
2010-01-03|Sat 27-Mar-2010 7:10 PM (6:10 PM) Att:31330 Venue: Stadium Australia|St Kilda won by 8 pts
2010-01-04|Sat 27-Mar-2010 7:10 PM Att:29201 Venue: Gabba|Brisbane Lions won by 32 pts
2010-01-05|Sun 28-Mar-2010 12:40 PM (12:10 PM) Att:21205 Venue: Football Park|Port Adelaide won by 14 pts
2010-01-06|Sun 28-Mar-2010 2:10 PM (1:10 PM) Att:49000 Venue: Docklands|Collingwood won by 36 pts
2010-01-07|Sun 28-Mar-2010 5:10 PM (7:10 PM) Att:30976 Venue: Subiaco|Fremantle won by 56 pts
2010-02-00|Thu 01-Apr-2010 7:40 PM Att:36780 Venue: Gabba|Brisbane Lions won by 19 pts
2010-02-01|Sat 03-Apr-2010 2:10 PM (1:10 PM) Att:50421 Venue: M.C.G.|Collingwood won by 1 pt
2010-02-02|Sat 03-Apr-2010 7:10 PM (6:10 PM) Att:32006 Venue: Docklands|St Kilda won by 104 pts
2010-02-03|Sat 03-Apr-2010 5:40 PM (7:40 PM) Att:37010 Venue: Subiaco|Port Adelaide won by 3 pts
2010-02-04|Sun 04-Apr-2010 12:40 PM (1:10 PM) Att:36041 Venue: Football Park|Sydney won by 43 pts
2010-02-05|Sun 04-Apr-2010 2:10 PM Att:29651 Venue: Docklands|Fremantle won by 44 pts
2010-02-06|Sun 04-Apr-2010 4:40 PM Att:27358 Venue: M.C.G.|Western Bulldogs won by 72 pts
2010-02-07|Mon 05-Apr-2010 2:10 PM Att:68628 Venue: M.C.G.|Geelong won by 9 pts
2010-03-00|Fri 09-Apr-2010 7:40 PM Att:49669 Venue: Docklands|St Kilda won by 28 pts
2010-03-01|Sat 10-Apr-2010 2:10 PM Att:18394 Venue: Docklands|North Melbourne won by 25 pts
2010-03-02|Sat 10-Apr-2010 2:40 PM (3:10 PM) Att:23306 Venue: Football Park|Brisbane Lions won by 27 pts
2010-03-03|Sat 10-Apr-2010 7:10 PM Att:71006 Venue: M.C.G.|Essendon won by 20 pts
