1995-01-00|North Melbourne|1.4   4.6  6.10 11.13|79  
1995-01-00|Adelaide|2.3  4.10  7.14 10.16|76  
1995-01-01|Hawthorn|4.0  10.2  14.4  20.7|127  
1995-01-01|Brisbane Bears|3.0   4.3   7.4  11.4|70  
1995-01-02|Fitzroy|0.0   0.0   1.0   6.2|38  
1995-01-02|Essendon|5.7  7.12 14.13 16.16|112  
1995-01-03|Richmond|3.6  6.13 10.15 12.18|90  
1995-01-03|Fremantle|4.4   5.7   7.9 12.13|85  
1995-01-04|Geelong|3.1   7.6   9.9 12.15|87  
1995-01-04|Melbourne|3.0   5.3   9.5  11.7|73  
1995-01-05|Carlton|4.2   7.6  11.8 14.11|95  
1995-01-05|Collingwood|3.1   5.6   8.9  9.12|66  
1995-01-06|Footscray|1.1   7.3  10.8 15.12|102  
1995-01-06|Sydney|3.4   5.5  9.10 12.13|85  
1995-01-07|West Coast|6.2  6.10 12.13 18.13|121  
1995-01-07|St Kilda|5.1   7.4   8.6  11.9|75  
1995-02-00|Fremantle|3.8  6.12  7.16 11.16|82  
1995-02-00|Essendon|3.4   8.8 10.12 12.19|91  
1995-02-01|Carlton|2.5 10.11 14.12 18.17|125  
1995-02-01|Fitzroy|4.1   4.2   6.8   8.8|56  
1995-02-02|Hawthorn|4.5   6.6  8.10 10.11|71  
1995-02-02|Footscray|3.3   7.7   9.8 14.11|95  
1995-02-03|Melbourne|6.5  8.10 10.14 12.15|87  
1995-02-03|North Melbourne|3.3   6.3   9.5 16.10|106  
1995-02-04|Brisbane Bears|7.4  10.8 15.14 18.18|126  
1995-02-04|Adelaide|4.0   7.7  11.9 14.15|99  
1995-02-05|Collingwood|4.2   8.7  10.8 11.10|76  
1995-02-05|West Coast|2.4   4.8  6.12 11.14|80  
1995-02-06|St Kilda|2.2   4.3   7.5  9.15|69  
1995-02-06|Richmond|6.2   9.4  14.7 14.11|95  
1995-02-07|Sydney|3.2   4.7  6.14 10.15|75  
1995-02-07|Geelong|3.5   4.8  7.12 11.14|80  
1995-03-00|Footscray|0.1   5.5   7.9  8.12|60  
1995-03-00|Carlton|5.6 10.12 15.17 23.20|158  
1995-03-01|Geelong|4.5   8.9 13.12 18.14|122  
1995-03-01|Collingwood|3.1   6.4   9.5 14.11|95  
1995-03-02|Fitzroy|0.1   5.6   6.8 11.12|78  
1995-03-02|Fremantle|6.5  10.7 14.12 18.13|121  
1995-03-03|West Coast|3.3   6.6 12.12 12.19|91  
1995-03-03|North Melbourne|2.1   3.5   3.8  5.13|43  
1995-03-04|Hawthorn|3.0   4.0   5.1   5.4|34  
1995-03-04|Richmond|1.5  1.11  3.11  4.16|40  
1995-03-05|Brisbane Bears|5.8  7.10 11.13 15.14|104  
1995-03-05|Sydney|3.1   7.5  10.8 14.15|99  
1995-03-06|Adelaide|3.5  6.10  9.11 13.14|92  
1995-03-06|St Kilda|1.2   2.3   2.7   3.8|26  
1995-03-07|Essendon|3.5   5.7  10.8 14.14|98  
1995-03-07|Melbourne|4.2   9.6  11.9 12.10|82  
1995-04-00|Fremantle|1.6  3.14  8.19 12.22|94  
1995-04-00|Geelong|1.3   4.7  5.10 10.15|75  
1995-04-01|St Kilda|0.3   3.4   4.8 10.10|70  
1995-04-01|Hawthorn|3.2   7.6  12.8 16.10|106  
1995-04-02|Sydney|4.7   9.9 14.10 17.14|116  
