2005-01-00|Thu 24-Mar-2005 7:40 PM Att:33369 Venue: Gabba|Brisbane Lions won by 23 pts
2005-01-01|Sat 26-Mar-2005 2:15 PM (1:15 PM) Att:40345 Venue: Docklands|Kangaroos won by 20 pts
2005-01-02|Sat 26-Mar-2005 7:20 PM (6:20 PM) Att:47849 Venue: M.C.G.|Melbourne won by 46 pts
2005-01-03|Sat 26-Mar-2005 7:40 PM (9:40 PM) Att:33704 Venue: Subiaco|Fremantle won by 35 pts
2005-01-04|Sun 27-Mar-2005 1:15 PM Att:27274 Venue: S.C.G.|Sydney won by 63 pts
2005-01-05|Sun 27-Mar-2005 2:15 PM Att:48251 Venue: M.C.G.|Geelong won by 62 pts
2005-01-06|Sun 27-Mar-2005 2:45 PM (3:15 PM) Att:39055 Venue: Football Park|West Coast won by 11 pts
2005-01-07|Mon 28-Mar-2005 2:15 PM Att:53259 Venue: M.C.G.|Western Bulldogs won by 32 pts
2005-02-00|Fri 01-Apr-2005 7:40 PM Att:56446 Venue: M.C.G.|Carlton won by 4 pts
2005-02-01|Sat 02-Apr-2005 2:10 PM Att:26307 Venue: Docklands|Melbourne won by 26 pts
2005-02-02|Sat 02-Apr-2005 2:10 PM Att:13481 Venue: Manuka Oval|Kangaroos won by 23 pts
2005-02-03|Sat 02-Apr-2005 5:40 PM (7:40 PM) Att:39578 Venue: Subiaco|West Coast won by 22 pts
2005-02-04|Sat 02-Apr-2005 7:10 PM (7:40 PM) Att:34892 Venue: Football Park|Port Adelaide won by 2 pts
2005-02-05|Sun 03-Apr-2005 1:10 PM Att:12465 Venue: York Park|St Kilda won by 1 pt
2005-02-06|Sun 03-Apr-2005 2:10 PM Att:31464 Venue: Docklands|Adelaide won by 6 pts
2005-02-07|Sun 03-Apr-2005 2:10 PM Att:33409 Venue: M.C.G.|Richmond won by 14 pts
2005-03-00|Fri 08-Apr-2005 7:40 PM Att:51793 Venue: M.C.G.|Melbourne won by 48 pts
2005-03-01|Sat 09-Apr-2005 2:10 PM Att:61608 Venue: M.C.G.|Collingwood won by 20 pts
2005-03-02|Sat 09-Apr-2005 2:10 PM Att:36140 Venue: Docklands|Kangaroos won by 7 pts
2005-03-03|Sat 09-Apr-2005 7:10 PM Att:33960 Venue: Gabba|Sydney won by 6 pts
