1999-01-00|Thu 25-Mar-1999 7:40 PM (6:40 PM) Att:71501 Venue: M.C.G.|Essendon won by 39 pts
1999-01-01|Fri 26-Mar-1999 7:40 PM (6:40 PM) Att:33674 Venue: M.C.G.|Geelong won by 6 pts
1999-01-02|Sat 27-Mar-1999 2:10 PM (1:10 PM) Att:47620 Venue: M.C.G.|Melbourne won by 17 pts
1999-01-03|Sat 27-Mar-1999 7:40 PM (7:10 PM) Att:39135 Venue: Football Park|Western Bulldogs won by 13 pts
1999-01-04|Sat 27-Mar-1999 7:40 PM Att:20172 Venue: Gabba|Brisbane Lions won by 89 pts
1999-01-05|Sun 28-Mar-1999 2:10 PM Att:48620 Venue: M.C.G.|Hawthorn won by 15 pts
1999-01-06|Sun 28-Mar-1999 2:10 PM Att:28264 Venue: S.C.G.|Port Adelaide won by 29 pts
1999-01-07|Sun 28-Mar-1999 4:10 PM (6:10 PM) Att:32680 Venue: Subiaco|West Coast won by 4 pts
1999-02-00|Thu 01-Apr-1999 7:40 PM Att:48383 Venue: M.C.G.|Essendon won by 35 pts
1999-02-01|Sat 03-Apr-1999 2:10 PM Att:22162 Venue: Princes Park|Geelong won by 21 pts
1999-02-02|Sat 03-Apr-1999 2:10 PM Att:40462 Venue: M.C.G.|Richmond won by 12 pts
1999-02-03|Sat 03-Apr-1999 7:40 PM Att:29135 Venue: Waverley Park|Adelaide won by 4 pts
1999-02-04|Sat 03-Apr-1999 9:00 PM (11:00 PM) Att:29932 Venue: Subiaco|West Coast won by 10 pts
1999-02-05|Sun 04-Apr-1999 2:10 PM Att:37232 Venue: Waverley Park|St Kilda won by 46 pts
1999-02-06|Sun 04-Apr-1999 2:10 PM (2:40 PM) Att:28384 Venue: Football Park|Port Adelaide won by 13 pts
1999-02-07|Mon 05-Apr-1999 2:10 PM Att:70506 Venue: M.C.G.|Carlton won by 29 pts
1999-03-00|Fri 09-Apr-1999 7:40 PM Att:46173 Venue: M.C.G.|Kangaroos won by 10 pts
1999-03-01|Sat 10-Apr-1999 2:10 PM Att:50324 Venue: M.C.G.|Essendon won by 81 pts
1999-03-02|Sat 10-Apr-1999 2:10 PM Att:27417 Venue: Kardinia Park|Geelong won by 6 pts
1999-03-03|Sat 10-Apr-1999 7:40 PM Att:21092 Venue: Gabba|Port Adelaide won by 23 pts
1999-03-04|Sat 10-Apr-1999 8:40 PM (10:40 PM) Att:22552 Venue: Subiaco|Hawthorn won by 34 pts
1999-03-05|Sun 11-Apr-1999 2:10 PM Att:27649 Venue: Princes Park|Carlton won by 2 pts
1999-03-06|Sun 11-Apr-1999 2:10 PM Att:19441 Venue: Victoria Park|West Coast won by 36 pts
