Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	Tot
Alessio, Steven	23	16	21	14	14	11	12	13	9	9								16	7		10	9	12	14	210
Bewick, Darren	28	20	20		29	12	12	23	30	16	1														191
Calthorpe, David					12			23	9	15	14	11	14	15	12	15	17	11	15	20	14	12		13	242
Cockatoo-Collins, Che				22	17	19	5				7	21	19	18	19	27	20	14	15	5					228
Cransberg, Peter		12		8	1						15	3										11			50
Cummings, Scott	10	6	4					16	18	12	12	17	8	14	1		9	6		11		8			152
Daniher, Chris	18	8	13	4		12		12	8	6	7	13	9	14	15	20	10	8	15	19	6	11	12		240
Darcy, Tim	7	10	8	9		12						11		14	9	11	14	2	11	16	4				138
Denham, Sean	17	21	21	24	30	25	10	9	26	27	24	21	23	31	25	18	31	23	14	29	11	14	10	24	508
Doolan, Ben													11	10	5	14			18	7		25	20	15	125
Fletcher, Dustin	11	15		11	10	13	14	12	14	10	17	16	15	14		13	9	9	18	20	21	14	12	12	300
Flood, David					16	10									11	9									46
Fraser, Mark			4	13	8					18	10														53
Grenvold, David	8	6	5	8	20	5	15	11	10	11	7	5	12	12	12	14	13	2		14	11	3	11	13	228
Hardwick, Damien		9				16	17	7	8	5	17				14	16	14	19	18	12	20	12	16		220
Harvey, Mark	22	19	11	5														17	20	14	22	15	7	17	169
Hills, Paul							16	5			11														32
Hird, James	28	22	15	14	11	20	24	15	24	11	10	24	16	21	23	23	14	12	16	25	21	20	24	22	455
Lewfatt, Shawn	14								4								13								31
Lloyd, Matthew														12	1							14	12	9	48
Long, Michael	25	13	22	18	27	40	26	22	27	23	16	24	18	24	16	34	24	20	24	25	20		27		515
Mercuri, Mark	31	18	17	18	38	28	18	20	29	10	20	18	29	20		27	28	8	21	24	14		25	24	485
Misiti, Joe	23	32	30	29	17	23	24	19	29	24	17	26	25	24	19	23	12	22	16	24	18			15	491
Moorcroft, Gary					5																				5
Morgan, Danny													3	24	22	19	8	14	1		10				101
OConnor, Ryan			11	10	24	13	7		10	13	18	11	15	18	14	17	5		11	2			16	3	218
ODonnell, Gary	23	14	25	28	12	22	18	25	29	26	18	24	30	23	20	20	13	24	17	23	26	17	31	13	521
Olarenshaw, Ricky	25	21	17	29		22	19	10	1													8	18	14	184
Prior, Michael																				11		16	12	6	45
Salmon, Paul	22						10					12	10	13	14	14	6	14			6	8	1	9	139
Somerville, Peter	11	13	9	14	13	13	10	19	10	18	13	9	11	13	15	17	21	20	15	14	7	10	11	11	317
Symons, Michael	28	20	6	20	19	18	20	19	16	12	15	11	18	21	22	4			10		19			20	318
Thompson, Mark			6			20	6	21	14	15		7									19	21	19	16	164
Wallis, Dean								1					6												7
Wanganeen, Gavin	19	13	6	15	23		25	17	16	17	21	22	16	20	8	10	21	14	26	19	15	18	14	16	391
Young, Barry	7	11	10	8	8	14	5			12		6	6				17	11	8	14	18	11	21	3	190
Totals	400	319	281	321	354	368	313	319	341	310	290	312	314	375	297	365	319	286	316	348	312	277	331	289	7757
Opponent	FI	FR	ME	CW	SK	BB	CA	WC	FO	NM	GE	HW	SY	AD	RI	FI	FR	ME	CW	SK	BB	CA	WC	RI	
