Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	Tot
Alessio, Steven	12	5	7	5	6	2	3	5	3	6								2	6		2	2	3	4	73
Bewick, Darren	4	5	7		6	5	3	7	11	5	-														53
Calthorpe, David					4			7	2	8	5	3	5	5	2	4	7	3	5	4	3	3		4	74
Cockatoo-Collins, Che				5	4	5	1				2	9	5	8	4	11	9	5	5	2					75
Cransberg, Peter		4		2	-						4	-										4			14
Cummings, Scott	4	1	1					4	6	5	2	4	1	4	-		3	3		1		2			41
Daniher, Chris	10	5	6	1		2		7	-	1	2	3	3	10	6	10	4	4	6	8	4	5	6		103
Darcy, Tim	6	3	1	5		8						8		7	4	3	3	-	4	8	1				61
Denham, Sean	10	12	10	13	13	14	5	3	7	12	14	5	14	12	9	13	16	8	7	12	2	8	2	11	232
Doolan, Ben													5	4	-	9			6	3		8	13	6	54
Fletcher, Dustin	5	5		4	3	5	4	5	4	4	7	7	6	5		6	3	1	8	2	5	5	3	4	101
Flood, David					7	5									5	5									22
Fraser, Mark			4	5	2					6	7														24
Grenvold, David	1	2	-	-	7	3	5	6	4	3	4	2	5	5	5	11	6	1		3	3	1	1	7	85
Hardwick, Damien		3				6	9	4	7	-	7				6	7	7	12	7	8	8	1	5		97
Harvey, Mark	7	3	3	-														3	3	4	5	1	-	4	33
Hills, Paul							8	3			3														14
Hird, James	16	6	6	5	3	10	11	6	14	7	3	12	7	11	6	10	4	6	4	15	7	12	12	8	201
Lewfatt, Shawn	5								-								6								11
Lloyd, Matthew														5	1							5	4	2	17
Long, Michael	11	4	7	9	12	20	8	9	11	12	9	12	8	14	9	20	10	4	8	8	5		11		221
Mercuri, Mark	19	4	5	5	16	15	11	8	14	8	11	9	15	7		10	14	3	9	9	8		10	7	217
Misiti, Joe	14	8	16	6	5	12	9	7	18	9	7	15	13	10	4	8	8	11	5	12	3			7	207
Moorcroft, Gary					2																				2
Morgan, Danny													2	14	7	8	3	9	-		7				50
OConnor, Ryan			6	3	14	6	3		5	11	8	5	9	9	7	10	2		7	1			7	2	115
ODonnell, Gary	8	3	8	11	2	6	7	10	10	10	6	11	13	5	8	8	3	9	9	7	9	8	7	4	182
Olarenshaw, Ricky	8	6	7	12		10	7	5	1													1	9	6	72
Prior, Michael																				4		6	2	-	12
Salmon, Paul	10						3					5	2	1	5	6	-	3			1	3	-	2	41
Somerville, Peter	5	6	4	5	6	5	6	11	2	7	4	5	5	8	11	5	8	8	7	7	2	3	4	6	140
Symons, Michael	9	5	3	7	8	7	8	9	11	7	6	5	11	5	8	-			3		8			8	128
Thompson, Mark			2			7	3	9	6	7		3									7	8	8	5	65
Wallis, Dean								-					3												3
Wanganeen, Gavin	7	6	3	6	5		8	5	8	4	2	7	2	4	2	6	9	4	10	2	4	9	8	3	124
Young, Barry	2	4	5	1	1	7	3			7		4	3				7	6	3	3	10	4	9	-	79
Totals	173	100	111	110	126	160	125	130	144	139	113	134	137	153	109	170	132	105	122	123	104	99	124	100	3043
Opponent	FI	FR	ME	CW	SK	BB	CA	WC	FO	NM	GE	HW	SY	AD	RI	FI	FR	ME	CW	SK	BB	CA	WC	RI	
