Player	R1	R2	R3	R4	R5	R7	R8	R9	R10	R11	R12	R13	R14	R16	R17	R18	R19	R20	R21	R22	R23	R24	QF	SF	Tot
Allen, Scott	3	8	15	5																				-	31
Atkins, Simon	10	11								14	16	21	19	5	13	10	1				16	8	18	11	173
Beveridge, Luke	13	5											10	3	18	12		12	9	6	20	4	5		117
Cameron, Leon	9	20	18	13	10	17	16	13	13	16	19	8	21	17	14	10	13	21	11	12	7	10	13	7	328
Corcoran, Shannon																		4		2					6
Croft, Matthew	14	6								10	11		11	9	9	11	11	13	9	9	3	14	10	3	153
Darcy, Anthony			8																					4	12
Darcy, Luke																			-						
Del-Re, Danny			4	3									4												11
Ellis, Craig				2	7	2		-	10	7	5	5													38
Grant, Chris	11	5	14	12	10	16	11	7	13	10	14	16	18	15	8	8	8	12	9	11	14	10	7	5	264
Grgic, Ilija	7	-	8	7	9	14	6	2	12	10	8	8	6	7	8	10	8	10	5	4	8	13	-		170
Hargraves, Daniel									10		2	4													16
Hawkins, Doug	4	10	8	6		7	3	10	9	6	6	2	7	2	16	6	5	12	10	5	9	-			143
Hunter, Mark	9	22	17	21	11	18	30	16	25	21	7			23	13	15	16	11	24	12	19	12	12	11	365
Johnson, Brad																11	10	6	10	14	10	8	11	10	90
Kellett, Nigel										8													4	10	22
Kolyniuk, Steven			16	16	12	12	10	9	5		12	8	7	12	11	6	9								145
Koster, Kym		11	5	6	13	10	7	7	4	7	5	8	3	4	6	7	6	9	5	6	5	7	7	8	156
Kretiuk, Steven	19	10	10	11	14	12	7	7	10	5	8	11	14	10	10	11	6	7	12	9	3	12	3	2	223
Liberatore, Tony	10	7	11	15	18	17	10	7	14	13	14	15	13	11	7	11	14	9	10	8	15	12	12	7	280
MacPherson, Stephen															11	4	2	12	7	3	5	5	1		50
Nicholson, Brad				10	5	6	6	10		12											1			4	54
Osborne, Richard					9	5	5	7	2			15	9	8	10	7	5	14	12	10	11	12	11	12	164
Quill, Peter	9			16	13	8	7	6	12	6	12	12	19	17		4	9	13	12						175
Reynolds, Keenan	4	13	7				11	2	1			8	8	4		6	9	8	8	13	4	12	11	6	135
Sexton, Ben	10	6	14	7	12	6	8	6	6	1															76
Smith, Rohan				5	-					8	10	12	5	5	-					3			8	7	63
Southern, Daniel	1	3	7	2	9	3	6	7	3	-	5	14	10	5	6	9	8	8	12	10	5	6	5	10	154
Standfield, Barry	10	11	6	8	10	10	15	13	7	10	11	6			9	8	12	4	9	10	7	7	15	18	216
Thorpe, Alan	5	7	5		6	13	7	4	6																53
Wallis, Stephen	11	10	13	16	7	7	8	17	9		5	14	7	6	10	9	9	14	11	11	16	12	15	8	245
Watts, Jason	6	3	6	6	3	7	8	7	12	9	4	12	10	12	7		9	1	3	6		2	3		136
West, Robert			4		3	4	2														8	6		4	31
West, Scott	10	6		11	16	5	8	16	11	15	16	19	24	16	14	20	20	21	20	15	14	14	10	17	338
Wynd, Scott	1	2	3							1	4	5	3	4	8										31
Totals	176	176	199	198	197	199	191	173	194	189	194	223	228	195	208	195	190	221	208	179	200	186	181	164	4664
Opponent	RI	GE	CW	NM	AD	BB	ME	WC	CA	HW	ES	SY	FI	RI	GE	CW	NM	AD	SK	BB	ME	WC	GE	ME	
