Player	R1	R2	R3	R4	R5	R7	R8	R9	R10	R11	R12	R13	R14	R16	R17	R18	R19	R20	R21	R22	R23	R24	QF	SF	Tot
Allen, Scott	5	13	17	9																				-	44
Atkins, Simon	16	18								21	23	28	32	11	17	17	7				22	11	26	14	263
Beveridge, Luke	21	5											12	4	23	12		15	14	9	25	6	5		151
Cameron, Leon	15	30	28	17	15	27	25	16	20	24	30	9	25	23	24	18	16	25	17	13	7	12	20	8	464
Corcoran, Shannon																		5		2					7
Croft, Matthew	20	10								12	16		16	17	12	14	20	18	13	11	5	18	13	4	219
Darcy, Anthony			10																					5	15
Darcy, Luke																			2						2
Del-Re, Danny			5	4									6												15
Ellis, Craig				2	10	2		-	10	11	8	6													49
Grant, Chris	14	7	17	15	12	22	15	12	18	13	19	18	22	18	10	10	10	15	16	15	16	11	10	6	341
Grgic, Ilija	15	1	12	15	17	21	8	3	21	17	13	8	8	9	10	13	18	21	10	10	12	15	-		277
Hargraves, Daniel									12		5	8													25
Hawkins, Doug	7	15	12	10		12	5	17	10	7	12	7	14	3	23	14	5	18	20	7	11	2			231
Hunter, Mark	15	26	22	25	14	27	35	20	26	22	10			28	18	15	18	15	26	13	22	13	17	13	440
Johnson, Brad																14	13	7	14	16	15	10	12	13	114
Kellett, Nigel										13													7	14	34
Kolyniuk, Steven			18	16	14	19	12	12	9		18	16	15	13	13	10	15								200
Koster, Kym		18	9	11	22	16	13	12	7	12	8	10	6	11	9	12	11	18	8	9	11	7	14	12	266
Kretiuk, Steven	26	14	15	18	22	20	12	7	13	8	15	18	25	16	12	13	9	9	20	11	6	17	5	2	333
Liberatore, Tony	23	17	26	27	33	23	17	20	19	21	19	27	27	25	10	20	18	13	15	16	21	18	22	14	491
MacPherson, Stephen															18	5	6	18	12	6	8	8	1		82
Nicholson, Brad				16	6	12	7	14		18											3			5	81
Osborne, Richard					10	8	6	8	2			16	11	12	12	9	5	17	13	13	14	13	11	13	193
Quill, Peter	15			22	18	9	11	11	16	10	13	15	23	23		4	10	22	16						238
Reynolds, Keenan	4	14	8				16	3	1			11	10	6		7	12	12	10	14	5	16	14	8	171
Sexton, Ben	13	8	18	14	15	11	14	9	7	1															110
Smith, Rohan				6	-					11	14	17	12	11	2					7			13	13	106
Southern, Daniel	9	8	16	6	22	9	11	12	10	1	13	23	21	12	15	16	12	12	18	11	9	8	9	13	296
Standfield, Barry	15	13	9	10	14	18	20	18	10	13	13	8			13	9	17	6	14	11	7	7	19	20	284
Thorpe, Alan	6	11	6		11	17	12	4	9																76
Wallis, Stephen	17	14	16	23	13	14	12	23	15		7	22	10	8	21	13	16	24	23	14	17	15	21	12	370
Watts, Jason	16	9	9	10	8	13	11	11	16	14	5	22	21	17	12		9	4	6	7		4	4		228
West, Robert			5		5	8	3														12	8		8	49
West, Scott	23	9		19	22	10	15	17	15	24	19	31	27	31	20	27	28	30	32	21	18	18	14	23	493
Wynd, Scott	4	8	4							6	12	8	5	13	11										71
Totals	299	268	282	295	303	318	280	249	266	279	292	328	348	311	305	272	275	324	319	236	266	237	257	220	6829
Opponent	RI	GE	CW	NM	AD	BB	ME	WC	CA	HW	ES	SY	FI	RI	GE	CW	NM	AD	SK	BB	ME	WC	GE	ME	
