matchid,team,score_progression,score
1995-04-06,NM,3.0   7.0   8.5  13.7,85  
1995-04-07,COL,6.1   7.3  14.7  17.9,111  
1995-04-07,ESS,6.4   9.7 11.11 16.15,111  
1995-05-00,RIC,3.5   7.8 13.12 17.14,116  
1995-05-00,BRB,4.4   7.6  11.7 14.12,96  
1995-05-01,GEE,6.1  14.4  20.9 28.13,181  
1995-05-01,FIT,4.4   8.5  9.10 13.14,92  
1995-05-02,WBD,4.5   7.8 10.12 14.14,98  
1995-05-02,FRE,4.3   9.6 12.10 14.12,96  
1995-05-03,WCE,4.2   8.6   9.9 13.12,90  
1995-05-03,MEL,4.1   7.3   8.6  11.8,74  
1995-05-04,NM,2.1   3.4   3.8   7.8,50  
1995-05-04,CAR,1.7  4.11  9.12 12.12,84  
1995-05-05,HAW,2.5   3.7   9.8 14.12,96  
1995-05-05,COL,2.2   3.7   3.8  4.13,37  
1995-05-06,ESS,7.5  14.8  21.8 24.10,154  
1995-05-06,STK,1.1   3.1   5.2   5.8,38  
1995-05-07,SYD,1.4  5.13  9.15 20.24,144  
1995-05-07,ADE,5.7  7.10 12.14 12.15,87  
1995-06-00,ADE,3.2   5.4   8.8 11.11,77  
1995-06-00,MEL,2.1   3.5   7.7  10.9,69  
1995-06-01,CAR,5.2   7.5  12.8 13.12,90  
1995-06-01,WCE,0.2   6.4   7.6  10.7,67  
1995-06-02,COL,1.2   5.3   8.4 12.10,82  
1995-06-02,RIC,5.4   8.8 11.13 13.16,94  
1995-06-03,STK,3.3   6.6  9.11 10.13,73  
1995-06-03,FIT,1.4   7.6   8.8 12.12,84  
1995-06-04,WBD,2.1   4.2   5.8  8.14,62  
1995-06-04,GEE,6.4  12.8 17.12 22.18,150  
1995-06-05,ESS,5.1  12.5  16.9 19.14,128  
1995-06-05,BRB,4.3   8.4 11.12 14.16,100  
1995-06-06,NM,6.4  14.6 20.10 22.12,144  
1995-06-06,HAW,2.3   5.8  8.11 14.13,97  
1995-06-07,FRE,6.0   8.4  16.9 25.13,163  
1995-06-07,SYD,6.3  11.5  13.8  16.9,105  
1995-07-00,RIC,3.5   5.6   7.7 10.12,72  
1995-07-00,ADE,3.1   5.2   7.3   9.4,58  
1995-07-01,CAR,3.5   4.7  5.10 10.15,75  
1995-07-01,ESS,2.5   4.7  6.11  9.13,67  
1995-07-02,COL,2.7  4.14  7.15 13.19,97  
1995-07-02,SYD,3.2   7.6   9.9 11.10,76  
1995-07-03,FIT,1.5   4.5  12.6 13.10,88  
1995-07-03,NM,5.1   9.5 12.11 17.16,118  
1995-07-04,STK,2.5   4.9  9.11 15.15,105  
1995-07-04,WBD,5.0   8.9 10.14 12.15,87  
1995-07-05,GEE,2.3   4.8  5.16  9.19,73  
1995-07-05,HAW,3.7   6.9  8.11 11.12,78  
1995-07-06,MEL,2.4   6.5   8.8 12.10,82  
1995-07-06,BRB,3.5   4.8  8.15 10.15,75  
1995-07-07,WCE,4.3  10.7 17.12 23.13,151  
1995-07-07,FRE,1.1   3.5   5.7  9.12,66  
1995-08-00,SYD,4.1  13.1  18.3  21.6,132  
1995-08-00,CAR,2.3   3.4  4.10  8.12,60  
1995-08-01,COL,9.2  14.6  16.8 20.11,131  
1995-08-01,FRE,2.2   3.6  10.8  14.9,93  
1995-08-02,WBD,1.0   4.1   8.2  13.6,84  
1995-08-02,NM,6.5   8.6  8.12 15.15,105  
1995-08-03,RIC,5.1   7.4  11.5  14.7,91  
1995-08-03,GEE,6.6  9.10 17.15 24.19,163  
1995-08-04,HAW,1.2   4.2   5.3   7.8,50  
1995-08-04,MEL,4.2  10.6  14.9 17.10,112  
1995-08-05,ADE,1.2   3.5  7.10  9.12,66  
1995-08-05,FIT,2.5   4.7   6.8  15.9,99  
1995-08-06,BRB,9.2  11.9 14.12 17.13,115  
1995-08-06,STK,3.0   8.2  12.7 14.10,94  
1995-08-07,WCE,7.3   9.5  12.9 13.12,90  
1995-08-07,ESS,6.2   9.3  12.7 16.12,108  
1995-09-00,NM,4.4   8.5   9.5  12.7,79  
1995-09-00,GEE,3.4  7.10 14.15 20.20,140  
1995-09-01,STK,4.3   6.8  9.11 11.14,80  
1995-09-01,CAR,0.3   0.5   1.5   3.6,24  
1995-09-02,ESS,3.2   8.8  9.10 15.11,101  
1995-09-02,WBD,3.2   6.4   7.8  9.13,67  
1995-09-03,FIT,1.0   3.1   6.2   8.6,54  
1995-09-03,WCE,1.3   7.7   9.8 12.10,82  
1995-09-04,ADE,0.1   1.1   6.6   9.6,60  
1995-09-04,HAW,3.3  5.11  5.15  7.16,58  
1995-09-05,SYD,4.3   8.5  11.5  14.6,90  
1995-09-05,RIC,4.2   7.5  10.8 17.14,116  
1995-09-06,MEL,1.1   4.6   8.8 12.13,85  
1995-09-06,COL,2.2   3.8  7.12  7.16,58  
1995-09-07,FRE,3.4   9.9 13.15 17.18,120  
1995-09-07,BRB,4.2   5.2   5.5   8.6,54  
1995-10-00,NM,3.2   8.6 13.11 19.12,126  
1995-10-00,ESS,3.0   5.5   9.7  15.9,99  
1995-10-01,GEE,3.6  6.11 12.14 16.20,116  
1995-10-01,ADE,3.2   6.4  12.7  14.7,91  
1995-10-02,COL,1.3   4.7  6.12 13.15,93  
1995-10-02,FIT,4.2   6.9  9.14 10.19,79  
1995-10-03,STK,1.0   7.1   9.3   9.6,60  
1995-10-03,FRE,3.2   7.4  12.8 20.11,131  
1995-10-04,MEL,4.2   6.7  11.9 15.12,102  
1995-10-04,SYD,1.3   4.4   6.6 11.11,77  
1995-10-05,CAR,9.3  16.6 20.13 26.16,172  
1995-10-05,HAW,2.1   5.4   9.6 10.10,70  
1995-10-06,WBD,2.4   5.5   8.9  9.10,64  
1995-10-06,RIC,3.4  6.10  8.13 13.18,96  
1995-10-07,WCE,4.3   7.4  11.5 17.10,112  
1995-10-07,BRB,2.1   3.3   8.4  10.7,67  
1995-11-00,COL,6.3  14.5  19.9 25.11,161  
1995-11-00,STK,4.0   6.3   9.5  13.9,87  
1995-11-01,ESS,5.4  11.6  14.9 17.10,112  
1995-11-01,GEE,3.1   9.3  13.8  19.9,123  
1995-11-02,RIC,5.6   7.9 11.14 18.15,123  
1995-11-02,WCE,1.1   4.3   7.5   9.9,63  
1995-11-03,ADE,4.6  6.10  8.15 12.18,90  
1995-11-03,WBD,1.1   2.7   3.8  6.10,46  
1995-11-04,BRB,3.12  8.21 13.26 17.30,132  
1995-11-04,FIT,2.5  4.11  5.13 10.14,74  
1995-11-05,FRE,3.1   4.1   7.3  11.6,72  
1995-11-05,NM,6.3  11.5  15.8 22.11,143  
1995-11-06,MEL,5.1   8.4  10.7  12.8,80  
1995-11-06,CAR,4.1   8.4  11.8 16.16,112  
1995-11-07,HAW,4.4   8.7 14.10 17.11,113  
1995-11-07,SYD,2.5  3.10  5.14  9.17,71  
1995-12-00,ESS,3.7  7.11  8.12 10.18,78  
1995-12-00,HAW,0.1   2.4  5.11  8.12,60  
1995-12-01,CAR,5.4   9.9 12.14 16.16,112  
1995-12-01,GEE,5.3  10.7 10.12 15.19,109  
1995-12-02,WBD,2.5   3.8  8.10 10.11,71  
1995-12-02,COL,0.2   2.4   5.6 10.11,71  
1995-12-03,RIC,5.5   8.9 11.13 15.19,109  
1995-12-03,FIT,3.3   9.7 15.11 15.13,103  
1995-12-04,ADE,4.2  11.4  13.5  16.9,105  
1995-12-04,FRE,3.6   7.7  9.11 12.12,84  
1995-12-05,BRB,3.3   4.5  7.10 13.11,89  
1995-12-05,NM,8.2  11.6 16.11 20.13,133  
1995-12-06,STK,1.0   2.0   4.4  11.7,73  
1995-12-06,MEL,2.0   6.7  9.10 13.12,90  
1995-12-07,WCE,2.4   5.5  10.6  11.7,73  
1995-12-07,SYD,2.4   3.6  6.10 10.12,72  
1995-13-00,COL,8.1  14.5  19.6  24.8,152  
1995-13-00,ADE,1.2   1.5  4.10  7.14,56  
1995-13-01,WBD,3.0   5.4   8.8  9.15,69  
1995-13-01,BRB,4.1   7.2   8.4   8.5,53  
1995-13-02,GEE,0.4   6.4 14.10 17.14,116  
1995-13-02,WCE,3.2   5.6   5.6  9.10,64  
1995-13-03,MEL,5.5   8.6  11.8 14.11,95  
1995-13-03,RIC,3.2   7.6  9.11 12.12,84  
1995-13-04,STK,4.3   6.3  9.10 12.12,84  
1995-13-04,NM,0.3   6.8  9.10 18.13,121  
1995-13-05,SYD,7.2  15.7  19.8 21.12,138  
1995-13-05,ESS,4.3   8.6 11.14 17.17,119  
1995-13-06,FIT,0.2   1.5   2.7  7.10,52  
1995-13-06,HAW,4.3  7.13 14.18 21.25,151  
1995-13-07,FRE,2.0   4.2   6.5   7.7,49  
1995-13-07,CAR,3.3   8.7 10.13 15.16,106  
1995-14-00,NM,3.4   7.7 13.10 18.17,125  
1995-14-00,COL,0.3   4.8  8.11 10.13,73  
1995-14-01,ESS,7.5 16.11 21.16 27.20,182  
1995-14-01,ADE,2.3   3.3   6.7  8.12,60  
1995-14-02,GEE,4.4  7.12 12.16 15.21,111  
1995-14-02,BRB,4.1   8.4  12.6  15.8,98  
1995-14-03,HAW,1.3   4.4   6.7   8.8,56  
1995-14-03,WCE,2.4   8.6 11.10 14.13,97  
1995-14-04,SYD,5.2   8.4  11.6 14.10,94  
1995-14-04,STK,2.4   8.9 13.12 17.17,119  
1995-14-05,CAR,5.2   7.8 12.11 17.13,115  
1995-14-05,RIC,3.4   8.7  12.9 12.13,85  
1995-14-06,FIT,2.0   6.2   9.4  12.7,79  
1995-14-06,WBD,9.2  12.2  17.6  23.8,146  
1995-14-07,FRE,3.4   4.6   5.7   7.8,50  
1995-14-07,MEL,3.2   6.5  11.9 15.12,102  
1995-15-00,RIC,4.2   8.5  13.6 15.11,101  
1995-15-00,ESS,5.1  10.5  13.8 15.11,101  
1995-15-01,CAR,4.2   8.7 16.11 20.13,133  
1995-15-01,ADE,4.2  11.4  13.7 15.10,100  
1995-15-02,FIT,1.3   3.5   6.7   7.8,50  
1995-15-02,MEL,3.2   9.6  12.7 20.11,131  
1995-15-03,HAW,5.2  10.4  13.5 18.10,118  
1995-15-03,FRE,4.1   7.3   8.6  11.8,74  
1995-15-04,NM,3.1   4.4   8.9 12.12,84  
1995-15-04,SYD,4.4   9.7 11.11 16.17,113  
1995-15-05,BRB,3.3   5.8  8.11 11.14,80  
1995-15-05,COL,3.4 10.10 17.13 19.15,129  
1995-15-06,GEE,3.3   6.3  10.4  13.7,85  
1995-15-06,STK,2.6  9.10 12.13 13.15,93  
1995-15-07,WCE,1.2   4.9  5.13  8.13,61  
1995-15-07,WBD,2.7   5.9  8.12 12.15,87  
1995-16-00,ADE,2.5   4.6  8.10  9.11,65  
1995-16-00,NM,1.2   4.6   5.6  7.12,54  
1995-16-01,ESS,9.3  12.6 15.12 22.18,150  
1995-16-01,FIT,2.2   5.4   7.7  12.7,79  
1995-16-02,MEL,2.4   4.6   7.9 12.10,82  
1995-16-02,GEE,4.6 10.11 10.16 15.21,111  
1995-16-03,STK,1.2   3.8   5.8  9.10,64  
1995-16-03,WCE,6.1  10.4  17.7  19.8,122  
1995-16-04,SYD,4.2   7.2  10.3  12.7,79  
1995-16-04,WBD,3.2   7.6  17.7  21.8,134  
1995-16-05,BRB,0.6  2.12  5.13 14.20,104  
1995-16-05,HAW,6.5   8.7 13.10 14.13,97  
1995-16-06,COL,2.2   5.4   9.7  10.8,68  
1995-16-06,CAR,6.6   8.9 12.13 12.18,90  
1995-16-07,FRE,2.6   6.7  7.10  9.13,67  
1995-16-07,RIC,1.3   3.9  6.12 10.14,74  
1995-17-00,NM,1.4   5.7   8.8  12.8,80  
1995-17-00,MEL,2.6   6.8 10.10 15.12,102  
1995-17-01,ESS,6.1  10.2  16.3  21.9,135  
1995-17-01,FRE,3.3   7.4   9.8  13.9,87  
1995-17-02,WBD,4.6   7.7   8.8   8.9,57  
1995-17-02,HAW,3.4   5.4   5.8  7.10,52  
1995-17-03,GEE,6.0  10.6  17.9 23.13,151  
1995-17-03,SYD,3.3   5.6   8.7  11.8,74  
1995-17-04,RIC,0.2   4.5   5.6   9.8,62  
1995-17-04,STK,4.6   8.7 13.12 15.17,107  
1995-17-05,FIT,0.3   4.6   4.9  9.10,64  
1995-17-05,CAR,6.4  10.9 16.14 24.17,161  
1995-17-06,WCE,5.7  9.14 14.17 18.21,129  
1995-17-06,COL,2.1   3.5  4.11 11.13,79  
1995-17-07,ADE,0.4   3.4   5.8  6.10,46  
1995-17-07,BRB,1.2   7.2  10.5 11.10,76  
1995-18-00,RIC,4.4  6.13  9.17 13.21,99  
1995-18-00,HAW,3.1   4.1   6.4   8.7,55  
1995-18-01,STK,5.4   8.5   9.8  10.8,68  
1995-18-01,ADE,3.2   6.5  8.10 14.14,98  
1995-18-02,MEL,3.2   5.5   6.6  11.7,73  
1995-18-02,ESS,6.4  10.8 12.13 15.16,106  
1995-18-03,NM,3.3   7.6  9.10 15.16,106  
1995-18-03,WCE,2.1   4.1   7.2   7.2,44  
1995-18-04,SYD,4.2   9.3  12.7  17.9,111  
1995-18-04,BRB,5.4  13.5 17.10 19.12,126  
1995-18-05,CAR,4.2   8.6  12.9 15.16,106  
1995-18-05,WBD,3.2   5.7  9.13 11.15,81  
1995-18-06,COL,5.0  10.3  10.6  15.9,99  
1995-18-06,GEE,2.3   6.5  10.9 14.11,95  
1995-18-07,FRE,1.5   7.6 14.12 17.14,116  
1995-18-07,FIT,3.3   6.4   7.6  9.10,64  
1995-19-00,NM,2.4   4.9 10.13 16.14,110  
1995-19-00,RIC,2.4   9.6  13.7 15.10,100  
1995-19-01,ESS,4.5   7.9 12.13 16.14,110  
1995-19-01,COL,3.5   5.7 10.11 15.12,102  
1995-19-02,WBD,3.3   6.4   8.7 11.12,78  
1995-19-02,MEL,1.4   3.8  6.15  7.16,58  
1995-19-03,GEE,4.4   8.7  11.9 16.10,106  
1995-19-03,FRE,1.4   2.6  5.11 12.11,83  
1995-19-04,HAW,2.2   8.7 12.10 14.13,97  
1995-19-04,STK,7.5  10.7  13.9  16.9,105  
1995-19-05,CAR,5.4   7.7 10.13 11.19,85  
1995-19-05,BRB,2.2   8.6   9.6 10.11,71  
1995-19-06,FIT,2.2   2.3   4.7   6.8,44  
1995-19-06,SYD,8.2  17.4  22.6  27.8,170  
1995-19-07,WCE,7.6 12.13 18.15 26.21,177  
1995-19-07,ADE,0.3   2.6  4.10  5.12,42  
1995-20-00,COL,4.5  10.8 14.11 15.14,104  
1995-20-00,HAW,2.2   6.4  11.9 15.11,101  
1995-20-01,CAR,6.5  10.9 15.12 18.14,122  
1995-20-01,NM,1.2   5.5  9.10 15.13,103  
1995-20-02,STK,3.4   6.6  8.10 10.15,75  
1995-20-02,ESS,2.4   5.8  15.9 23.13,151  
1995-20-03,FIT,3.2   6.6   6.9  8.17,65  
1995-20-03,GEE,2.6   6.7 11.12 15.16,106  
1995-20-04,MEL,1.3   4.6  6.10 10.15,75  
1995-20-04,WCE,7.2   8.5  11.7  16.8,104  
1995-20-05,ADE,3.5   7.8  8.13 13.15,93  
1995-20-05,SYD,1.1   9.3  14.5  22.7,139  
1995-20-06,BRB,6.3  13.8 18.11 24.16,160  
1995-20-06,RIC,4.0   8.2  13.3  13.5,83  
1995-20-07,FRE,3.3   6.7  13.9 17.14,116  
1995-20-07,WBD,2.2   4.5  7.10 12.13,85  
1995-21-00,MEL,7.1  11.1  14.4  18.7,115  
1995-21-00,ADE,4.1  15.4  22.5  23.8,146  
1995-21-01,RIC,4.11  5.14 10.17 14.25,109  
1995-21-01,COL,0.3   3.8  4.11  7.13,55  
1995-21-02,FIT,1.1   2.2   8.9 13.12,90  
1995-21-02,STK,4.7  9.11 12.13 16.21,117  
1995-21-03,GEE,5.4  9.11 12.15 15.20,110  
1995-21-03,WBD,1.4   7.4  12.9 19.11,125  
1995-21-04,HAW,1.4   4.8  6.11  9.14,68  
1995-21-04,NM,4.3  10.5  13.9 17.11,113  
1995-21-05,BRB,8.3  11.5 14.10 17.14,116  
1995-21-05,ESS,2.3  5.10  9.11 12.12,84  
1995-21-06,SYD,5.2   8.5 12.12 19.13,127  
1995-21-06,FRE,4.9  9.15 12.21 20.24,144  
1995-21-07,WCE,6.1  11.1  12.6  16.8,104  
1995-21-07,CAR,4.3   9.7 11.11 15.15,105  
1995-22-00,BRB,5.3   8.4  12.6 16.14,110  
1995-22-00,MEL,4.4   7.8 11.10 13.11,89  
1995-22-01,ESS,3.6   5.9  6.10  9.13,67  
1995-22-01,CAR,4.5   9.6  12.8 16.12,108  
1995-22-02,NM,7.11 16.13 25.21 30.24,204  
1995-22-02,FIT,6.1   8.2  12.6 15.11,101  
1995-22-03,WBD,0.6   1.8  4.10 11.12,78  
1995-22-03,STK,7.2  12.6 15.10 20.12,132  
1995-22-04,HAW,2.3   5.8   8.9 15.12,102  
1995-22-04,GEE,7.3  13.4  20.9 23.10,148  
1995-22-05,ADE,2.4   7.8 11.11 12.14,86  
1995-22-05,RIC,7.2  10.3  14.8  19.9,123  
1995-22-06,SYD,3.2   6.8 11.12 19.13,127  
1995-22-06,COL,5.3  10.9 13.12 15.14,104  
1995-22-07,FRE,1.1   2.6   6.9  8.10,58  
1995-22-07,WCE,2.3   5.7 14.10 16.15,111  
1995-23-QualifyingFinal,NM,3.2   8.4  11.7 17.12,114  
1995-23-QualifyingFinal,RIC,3.4   7.9  9.10 12.12,84   
1995-24-QualifyingFinal,ESS,2.4   5.6  11.8  11.8,74   
1995-24-QualifyingFinal,WCE,4.2   6.5   7.7   8.7,55   
1995-25-QualifyingFinal,GEE,10.2  14.8 20.10 24.11,155  
1995-25-QualifyingFinal,WBD,1.4   3.6   5.9 10.13,73   
1995-26-QualifyingFinal,CAR,5.5   6.8  9.10 13.12,90   
1995-26-QualifyingFinal,BRB,2.1   6.3   9.4  12.5,77   
1995-27-SemiFinal,RIC,3.2   4.4   9.7 12.14,86   
1995-27-SemiFinal,ESS,3.3   9.4   9.6  11.7,73   
1995-28-SemiFinal,NM,5.7  9.10 14.14 18.21,129  
1995-28-SemiFinal,WCE,4.1   6.3   8.7 10.11,71   
1995-29-PreliminaryFinal,GEE,5.1  13.4  16.6  20.9,129  
1995-29-PreliminaryFinal,RIC,1.1   3.2   5.3   6.4,40   
1995-30-PreliminaryFinal,CAR,4.3  11.5  11.7 18.10,118  
1995-30-PreliminaryFinal,NM,2.1   5.4   8.6   8.8,56   
1995-31-GrandFinal,CAR,4.5  10.8 16.11 21.15,141  
1995-31-GrandFinal,GEE,2.4  3.10  6.12 11.14,80   
1996-01-00,MEL,2.2   5.4   6.6   8.8,56  
1996-01-00,GEE,4.6  11.9 17.18 27.21,183  
1996-01-01,RIC,4.4   7.7 12.10 15.14,104  
1996-01-01,ESS,7.1  13.4  15.7  19.8,122  
1996-01-02,FIT,6.2   9.3   9.5  11.5,71  
1996-01-02,HAW,2.3   5.4   8.8 13.14,92  
1996-01-03,STK,3.4   5.8 11.10 12.13,85  
1996-01-03,NM,5.4  6.12 10.15 15.19,109  
1996-01-04,BRB,4.4   9.7 15.11 21.15,141  
1996-01-04,WBD,1.3   3.8  4.11  7.12,54  
1996-01-05,CAR,5.3   9.6 14.11 16.13,109  
1996-01-05,COL,2.2   6.7  9.13 12.15,87  
1996-01-06,FRE,0.3   2.5   3.8   6.9,45  
1996-01-06,WCE,3.5   5.6   8.9  9.13,67  
1996-01-07,ADE,5.6  12.6  15.8 20.10,130  
1996-01-07,SYD,0.0   1.0   3.4   6.4,40  
1996-02-00,FIT,1.3   3.3   9.8 15.11,101  
1996-02-00,ADE,0.1   7.2  15.4  21.7,133  
1996-02-01,NM,7.5  15.7  20.9 26.12,168  
1996-02-01,WBD,1.0   1.5   4.6   5.7,37  
1996-02-02,GEE,6.1  16.4  21.6  26.8,164  
1996-02-02,STK,5.5  8.10 14.12 20.14,134  
1996-02-03,HAW,1.4   3.9  5.11  6.15,51  
1996-02-03,RIC,4.3   8.5 11.11 14.14,98  
1996-02-04,WCE,1.3   5.5   9.7 11.11,77  
1996-02-04,BRB,4.2   9.3  11.5  16.7,103  
1996-02-05,ESS,2.4   4.7   6.9 10.12,72  
1996-02-05,CAR,2.4   7.5  12.9 15.11,101  
1996-02-06,SYD,3.7  5.10  7.15  9.17,71  
1996-02-06,FRE,1.2   6.9  8.14 13.22,100  
1996-02-07,COL,5.3  13.8 17.11 27.11,173  
1996-02-07,MEL,2.2   5.4  6.13 11.13,79  
1996-03-00,ADE,5.2  11.6 14.13 21.16,142  
1996-03-00,GEE,4.2   5.3   8.4  12.6,78  
1996-03-01,WBD,6.8 10.10 12.16 17.19,121  
1996-03-01,FIT,2.0   8.3   8.4 10.10,70  
1996-03-02,HAW,2.2   4.5   7.6  12.8,80  
1996-03-02,NM,6.3  13.8 18.16 22.21,153  
1996-03-03,BRB,3.4   3.8   8.9 13.12,90  
1996-03-03,RIC,3.4   8.8 11.15 15.18,108  
1996-03-04,SYD,4.4   9.4 14.11 15.17,107  
1996-03-04,COL,5.1   6.5  8.12 10.13,73  
1996-03-05,ESS,6.4  13.8 13.10 16.13,109  
1996-03-05,WCE,2.3   2.3  3.10  6.14,50  
1996-03-06,MEL,3.4   5.7 11.10 14.14,98  
1996-03-06,STK,3.4   6.8   9.8 13.10,88  
1996-03-07,FRE,3.3   8.3   9.7 15.12,102  
1996-03-07,CAR,2.4   2.9  4.10  6.13,49  
1996-04-00,BRB,3.3   8.6 14.12 18.17,125  
1996-04-00,NM,5.1   9.4  14.7 14.11,95  
1996-04-01,CAR,6.3  15.5  17.6  21.7,133  
1996-04-01,MEL,3.2   6.3  10.8 12.14,86  
1996-04-02,COL,3.5  12.6 13.12 14.14,98  
1996-04-02,FRE,3.3   4.4  7.10  8.13,61  
1996-04-03,STK,6.2  14.5 21.14 24.16,160  
1996-04-03,FIT,3.2   6.4   8.7  11.9,75  
1996-04-04,WBD,3.3   3.4   6.6   8.9,57  
1996-04-04,HAW,1.2   3.3   4.5   8.9,57  
1996-04-05,ADE,6.4  10.9 18.16 23.23,161  
1996-04-05,ESS,1.3   2.6   5.7  9.11,65  
1996-04-06,RIC,4.4   6.7  8.13  9.16,70  
1996-04-06,SYD,2.5   3.8  5.10 10.11,71  
1996-04-07,WCE,2.7  3.11  9.14 12.16,88  
1996-04-07,GEE,8.2  10.4  12.9 16.10,106  
1996-05-00,ESS,7.1  10.5  14.8  16.9,105  
1996-05-00,COL,2.4  6.10 11.13 17.15,117  
1996-05-01,FRE,2.3   5.9  7.12 13.18,96  
1996-05-01,MEL,4.2   6.5   7.9  8.11,59  
1996-05-02,NM,6.3   9.6 15.10 23.14,152  
1996-05-02,ADE,7.1  11.5  15.8 17.11,113  
1996-05-03,CAR,2.4   4.6  7.12 12.14,86  
1996-05-03,WCE,2.2   5.4  7.10 12.13,85  
1996-05-04,GEE,3.2   7.8  9.11 13.13,91  
1996-05-04,RIC,4.6   6.9  8.13 12.16,88  
1996-05-05,SYD,2.6   5.8   8.9 13.10,88  
1996-05-05,HAW,3.2   6.5   7.8 11.10,76  
1996-05-06,BRB,4.2  12.7  17.9 24.14,158  
1996-05-06,FIT,2.5   4.9  6.12  6.13,49  
1996-05-07,STK,3.6   6.9 12.16 16.20,116  
1996-05-07,WBD,4.4   8.7  9.10 13.12,90  
1996-06-00,SYD,3.0   7.0   8.3  14.6,90  
1996-06-00,ESS,1.4   6.7 10.13 12.18,90  
1996-06-01,GEE,5.1   8.8 11.11 13.15,93  
1996-06-01,NM,5.3   8.8 12.12 15.14,104  
1996-06-02,COL,7.3  13.7 16.11 23.14,152  
1996-06-02,ADE,4.2   5.3  11.4  12.8,80  
1996-06-03,FIT,1.2   6.5   7.5   9.8,62  
1996-06-03,RIC,5.4   9.7 14.13 23.16,154  
1996-06-04,MEL,3.1   4.4   6.6   7.8,50  
1996-06-04,WCE,5.6   9.9 14.10 24.12,156  
1996-06-05,HAW,2.3   4.8  7.10  9.11,65  
1996-06-05,STK,3.2   8.3  11.4  13.8,86  
1996-06-06,WBD,3.3   5.4   6.7  9.10,64  
1996-06-06,CAR,3.3   7.5   8.6  12.8,80  
1996-06-07,FRE,3.3   9.5  10.8 12.13,85  
1996-06-07,BRB,4.1   8.1  14.3  17.8,110  
1996-07-00,ESS,4.2  11.5  15.6 22.11,143  
1996-07-00,GEE,4.2   9.6  16.9 17.12,114  
1996-07-01,COL,6.3   9.6 12.10 14.11,95  
1996-07-01,STK,3.2   7.6  11.8 18.10,118  
1996-07-02,CAR,3.6  8.11 12.13 18.17,125  
1996-07-02,FIT,1.3   2.4   5.9  8.14,62  
1996-07-03,MEL,1.0   3.3   3.3   5.8,38  
1996-07-03,SYD,3.2   5.4  10.8 12.10,82  
1996-07-04,BRB,3.2  10.6  13.9 15.14,104  
1996-07-04,HAW,1.3   4.4  4.10  5.11,41  
1996-07-05,RIC,2.3   4.6  12.8 17.11,113  
1996-07-05,WBD,4.2   6.3   7.5   9.8,62  
1996-07-06,WCE,4.1   9.8 15.10 19.11,125  
1996-07-06,NM,0.6   2.7  5.12  7.16,58  
1996-07-07,ADE,4.4  10.6  17.9 20.12,132  
1996-07-07,FRE,0.2   1.3   3.3   5.6,36  
1996-08-00,CAR,3.6   7.9  9.12 12.14,86  
1996-08-00,GEE,6.2  10.7  12.7  15.8,98  
1996-08-01,BRB,3.5   6.8 12.15 15.18,108  
1996-08-01,COL,5.4   5.8 10.10 14.14,98  
1996-08-02,FIT,5.3   8.3  13.7 16.11,107  
1996-08-02,FRE,2.1   3.5  4.10 10.16,76  
1996-08-03,HAW,6.2  11.4  14.7  19.8,122  
1996-08-03,MEL,2.2   3.4   6.7 10.11,71  
1996-08-04,NM,4.4  8.10 14.19 20.24,144  
1996-08-04,RIC,5.0   6.2   9.3  14.5,89  
1996-08-05,WCE,2.5   5.9  9.11 14.16,100  
1996-08-05,SYD,3.2   6.4   9.7  9.10,64  
1996-08-06,WBD,1.1   4.3   8.5  13.6,84  
1996-08-06,ESS,8.4  12.7 19.11 23.13,151  
1996-08-07,ADE,0.6  9.11 11.13 13.19,97  
1996-08-07,STK,3.4   5.4   9.6  11.7,73  
1996-09-00,NM,8.4  12.9 19.16 25.20,170  
1996-09-00,FIT,3.5   4.8  7.10  9.11,65  
1996-09-01,WBD,5.3   9.5  12.9 18.11,119  
1996-09-01,ADE,2.3   4.7  6.10 11.13,79  
1996-09-02,ESS,2.8  4.12  8.18 11.23,89  
1996-09-02,MEL,3.1   5.2  10.3  12.5,77  
1996-09-03,HAW,1.1   2.3   6.5   8.8,56  
1996-09-03,WCE,2.2   7.4  11.5  14.6,90  
1996-09-04,SYD,4.2   7.3  15.5  21.6,132  
1996-09-04,BRB,3.1   6.5   8.8 10.14,74  
1996-09-05,STK,3.6   5.8  6.12  9.15,69  
1996-09-05,CAR,3.3   6.7  11.9 13.13,91  
1996-09-06,FRE,4.5  7.12 14.14 17.18,120  
1996-09-06,RIC,4.1   8.2   9.4  10.6,66  
1996-09-07,COL,2.4   5.6   7.7 11.10,76  
1996-09-07,GEE,4.2   7.6  14.9 21.13,139  
1996-10-00,WBD,1.1   5.3   7.5  10.9,69  
1996-10-00,NM,0.3  5.11  8.17 12.17,89  
1996-10-01,GEE,3.2   6.6  7.11 14.14,98  
1996-10-01,BRB,5.1   7.3  12.5  15.8,98  
1996-10-02,CAR,3.4   7.6  11.9 15.11,101  
1996-10-02,RIC,2.3   6.4  11.8 13.12,90  
1996-10-03,FIT,2.0   6.3   7.4  10.7,67  
1996-10-03,SYD,5.2   8.5  14.9 21.11,137  
1996-10-04,STK,2.3   5.6   6.7  9.13,67  
1996-10-04,ESS,4.2   7.5   9.9 13.11,89  
1996-10-05,FRE,4.4   5.8  7.11  7.11,53  
1996-10-05,HAW,4.2   7.2  10.3  17.8,110  
