matchid,team,score_progression,score
1990-05-06,SYD,2.2   4.3   9.6  10.7,67  
1990-06-00,RIC,3.4   4.9  7.10  9.14,68  
1990-06-00,WCE,6.5   8.5  10.9 15.13,103  
1990-06-01,GEE,7.2  11.4 15.11 23.13,151  
1990-06-01,BRB,3.1   6.3   9.3  12.8,80  
1990-06-02,CAR,3.1   6.7  14.8 20.13,133  
1990-06-02,NM,4.6  8.11 11.15 14.19,103  
1990-06-03,COL,3.2   5.6  8.11 10.15,75  
1990-06-03,ESS,2.3   5.6  10.8 15.11,101  
1990-06-04,WBD,7.1   8.1  10.5 12.10,82  
1990-06-04,FIT,1.1   3.8  5.13  5.20,50  
1990-06-05,STK,4.2   9.6  13.8 15.14,104  
1990-06-05,HAW,5.3   8.9 12.14 14.17,101  
1990-06-06,SYD,1.2   6.8  9.10 14.14,98  
1990-06-06,MEL,4.7  5.11  8.18 12.21,93  
1990-07-00,MEL,5.3   9.5  11.5  18.8,116  
1990-07-00,WCE,2.2   3.3   6.6   9.7,61  
1990-07-01,ESS,4.4   4.6 12.11 13.13,91  
1990-07-01,CAR,1.0   9.3  10.5  17.9,111  
1990-07-02,COL,3.3   4.6 11.12 13.14,92  
1990-07-02,HAW,4.4  8.12  9.14 13.16,94  
1990-07-03,FIT,3.6   9.8 14.12 18.13,121  
1990-07-03,STK,3.2   7.6   9.9 15.13,103  
1990-07-04,NM,1.3   5.8 10.11 12.13,85  
1990-07-04,WBD,7.5   9.8 12.10 12.15,87  
1990-07-05,BRB,3.2   9.4 12.10 14.12,96  
1990-07-05,SYD,3.3   6.5   9.5 13.10,88  
1990-07-06,GEE,4.6  5.15  5.20  9.28,82  
1990-07-06,RIC,3.5   6.8 11.14 13.18,96  
1990-08-00,SYD,3.6   6.9  8.15 15.17,107  
1990-08-00,GEE,2.2  5.10 11.12 13.20,98  
1990-08-01,CAR,5.3   8.5 10.10 18.18,126  
1990-08-01,HAW,1.2   3.2   7.2   9.5,59  
1990-08-02,FIT,1.10  3.14  9.19  9.21,75  
1990-08-02,COL,2.5  4.12  7.14 17.18,120  
1990-08-03,MEL,6.4  11.6  13.7 20.13,133  
1990-08-03,RIC,3.5   5.7 10.11 11.14,80  
1990-08-04,STK,6.7  8.13 10.18 12.22,94  
1990-08-04,NM,4.0   6.5  8.10 11.12,78  
1990-08-05,WBD,1.2   4.8  6.10 11.12,78  
1990-08-05,ESS,3.7   8.8 13.11 14.13,97  
1990-08-06,WCE,4.9  8.13 14.19 16.26,122  
1990-08-06,BRB,2.1   5.4   6.7   9.9,63  
1990-09-00,CAR,4.1   7.4 13.10 18.15,123  
1990-09-00,FIT,3.5 10.10 11.14 11.16,82  
1990-09-01,COL,6.6 11.11 15.15 26.20,176  
1990-09-01,NM,3.2   7.8 11.10 14.12,96  
1990-09-02,ESS,5.3   9.9 14.12 18.16,124  
1990-09-02,STK,6.3   9.8 13.10 17.11,113  
1990-09-03,HAW,2.1   5.2   9.5  14.8,92  
1990-09-03,MEL,4.3   6.4   7.5   7.6,48  
1990-09-04,BRB,3.2   3.4   4.7   8.8,56  
1990-09-04,WBD,0.1   7.5 13.10 19.11,125  
1990-09-05,RIC,3.8  8.12 12.14 20.19,139  
1990-09-05,SYD,1.1   2.4   5.5   9.6,60  
1990-09-06,WCE,4.4  5.10  9.12 16.16,112  
1990-09-06,GEE,3.4   5.8 10.14 13.15,93  
1990-10-00,NM,2.4   8.7 14.11 17.16,118  
1990-10-00,WCE,4.4   7.6   9.9 13.12,90  
1990-10-01,STK,6.6 14.11 19.19 21.22,148  
1990-10-01,BRB,2.3   3.4   6.8 10.11,71  
1990-10-02,RIC,3.5  6.12 11.14 15.18,108  
1990-10-02,CAR,3.1   8.4  10.4  13.7,85  
1990-10-03,COL,3.1   8.4  12.7 16.14,110  
1990-10-03,MEL,2.2   2.2   7.3   9.4,58  
1990-10-04,FIT,1.3   6.7 12.10 15.13,103  
1990-10-04,HAW,3.4   6.6  11.8 13.11,89  
1990-10-05,SYD,3.2   4.3   6.6  11.8,74  
1990-10-05,ESS,6.4  14.6 20.10 25.14,164  
1990-10-06,GEE,7.3   8.4  12.7 14.12,96  
1990-10-06,WBD,2.3   8.8  11.9 13.16,94  
1990-11-00,ESS,4.2   5.4  10.6  15.9,99  
1990-11-00,WCE,2.1   2.4   6.9  8.12,60  
1990-11-01,STK,4.5   6.9  10.9 15.14,104  
1990-11-01,GEE,5.4   9.4 14.10 16.16,112  
1990-11-02,HAW,7.7 11.10 14.14 19.18,132  
1990-11-02,SYD,4.2   5.5  8.11 11.17,83  
1990-11-03,BRB,2.3   4.3   8.8 10.13,73  
1990-11-03,COL,4.5  9.10 11.12 15.17,107  
1990-11-04,MEL,4.3  10.5  14.6  15.9,99  
1990-11-04,CAR,3.2   5.4  10.9 13.15,93  
1990-11-05,FIT,2.3   3.3   6.9 11.12,78  
1990-11-05,NM,2.4  10.6  15.7 15.10,100  
1990-11-06,WBD,4.2   6.3  10.6  15.6,96  
1990-11-06,RIC,2.3   5.6   6.6 12.10,82  
1990-12-00,WCE,7.2   8.4  11.6  16.9,105  
1990-12-00,HAW,2.1   2.6  10.7 12.10,82  
1990-12-01,CAR,6.2  10.6  17.7 24.14,158  
1990-12-01,BRB,1.7  6.11  9.17 11.23,89  
1990-12-02,GEE,4.9  8.10 11.12 12.16,88  
1990-12-02,COL,2.1   7.5  11.8 14.15,99  
1990-12-03,ESS,4.1  11.8 13.11 18.16,124  
1990-12-03,NM,2.5   6.8 10.13 13.16,94  
1990-12-04,RIC,5.4  11.9 13.15 18.20,128  
1990-12-04,STK,8.6   9.8 14.11 16.12,108  
1990-12-05,SYD,2.6   3.7  7.11 10.11,71  
1990-12-05,FIT,3.2   7.9 10.13 17.14,116  
1990-12-06,WBD,1.1   2.3   5.5  10.8,68  
1990-12-06,MEL,4.1   6.5 13.11 15.11,101  
1990-13-00,CAR,2.3   4.6 13.12 18.15,123  
1990-13-00,GEE,3.7  9.17 10.23 13.26,104  
1990-13-01,MEL,4.2   7.7 10.11 14.15,99  
1990-13-01,STK,3.5   9.9 14.11 20.12,132  
1990-13-02,BRB,2.2   2.8  5.10  7.13,55  
1990-13-02,ESS,4.3   9.7 10.10 15.19,109  
1990-13-03,COL,2.2   6.6 11.12 14.17,101  
1990-13-03,RIC,2.4   2.6   4.9  5.12,42  
1990-13-04,HAW,4.2   5.2   7.8 10.13,73  
1990-13-04,WBD,1.0   5.4  12.5  14.7,91  
1990-13-05,NM,5.7  8.12 14.17 18.23,131  
1990-13-05,SYD,1.2   2.3   3.7  5.11,41  
1990-13-06,WCE,5.2   8.2  15.7  20.8,128  
1990-13-06,FIT,2.3   6.6  8.10 13.13,91  
1990-14-00,RIC,8.6 11.11 15.16 22.21,153  
1990-14-00,BRB,2.0   4.1   9.4 10.11,71  
1990-14-01,COL,2.5   8.7 11.11 15.12,102  
1990-14-01,WCE,4.3   5.5   8.8 11.10,76  
1990-14-02,FIT,1.1   5.3   6.5   9.7,61  
1990-14-02,ESS,2.6   4.9 13.18 20.24,144  
1990-14-03,STK,3.3   6.8  8.12 11.12,78  
1990-14-03,WBD,3.5   6.5   9.9 12.13,85  
1990-14-04,HAW,7.4  10.5 15.10 18.10,118  
1990-14-04,GEE,0.2   3.6   4.6   7.8,50  
1990-14-05,MEL,1.5   3.9  8.12 10.13,73  
1990-14-05,NM,5.4  14.6  22.9 31.14,200  
1990-14-06,SYD,6.2   9.8  10.8 13.12,90  
1990-14-06,CAR,6.2   9.4  19.7 25.12,162  
1990-15-00,WCE,2.1   6.6  8.10 16.12,108  
1990-15-00,STK,9.3  11.4  12.5  14.6,90  
1990-15-01,COL,4.3   9.6  14.8 17.11,113  
1990-15-01,CAR,0.2   1.6   3.8  8.11,59  
1990-15-02,HAW,2.1   5.3   6.5  10.7,67  
1990-15-02,ESS,2.4   7.8 16.14 21.16,142  
1990-15-03,WBD,2.4   7.6  11.6 17.10,112  
1990-15-03,SYD,6.5   7.8 11.14 13.18,96  
1990-15-04,GEE,4.1   7.3  15.5 17.11,113  
1990-15-04,MEL,3.5   9.7 12.11 15.13,103  
1990-15-05,NM,3.3  11.6  19.7 22.12,144  
1990-15-05,RIC,3.2   6.4   9.8 15.10,100  
1990-15-06,BRB,5.1   7.4  12.5  17.9,111  
1990-15-06,FIT,2.2   7.3   8.7   9.8,62  
1990-16-00,WCE,5.3   7.6  11.9 16.13,109  
1990-16-00,WBD,0.4   3.7  5.11  9.12,66  
1990-16-01,CAR,3.2   9.3  15.5  19.9,123  
1990-16-01,STK,3.6  5.11 12.15 15.18,108  
1990-16-02,ESS,5.6   9.8 13.12 15.16,106  
1990-16-02,MEL,3.2   7.5   9.9 17.12,114  
1990-16-03,FIT,2.1   7.1  12.5  17.6,108  
1990-16-03,GEE,0.1   7.6  10.6  12.9,81  
1990-16-04,RIC,2.2   6.5   8.6  10.8,68  
1990-16-04,HAW,6.2  12.5  19.6  25.9,159  
1990-16-05,NM,1.3   9.5 10.10 13.12,90  
1990-16-05,BRB,5.3   5.6   6.9  7.12,54  
1990-16-06,SYD,3.3   7.6  11.8  19.9,123  
1990-16-06,COL,5.6  9.10 14.18 21.21,147  
1990-17-00,CAR,5.2   7.4  11.6 15.11,101  
1990-17-00,WCE,5.5  12.7  16.8 20.12,132  
1990-17-01,ESS,6.5  11.7 17.10 18.17,125  
1990-17-01,RIC,1.3   3.5   4.8  6.10,46  
1990-17-02,MEL,4.8 11.13 13.17 15.19,109  
1990-17-02,FIT,2.3   5.7  8.13 12.18,90  
1990-17-03,GEE,7.3  11.5  15.8  17.8,110  
1990-17-03,NM,5.4  13.5  17.8 20.11,131  
1990-17-04,STK,5.3 10.10 18.13 22.16,148  
1990-17-04,SYD,2.7  5.11  8.11 10.13,73  
1990-17-05,BRB,5.2  10.3  13.6 14.11,95  
1990-17-05,HAW,1.7  7.10 13.12 16.14,110  
1990-17-06,WBD,4.2   8.7  13.8 14.12,96  
1990-17-06,COL,0.5  3.10  7.16 12.21,93  
1990-18-00,NM,3.4   7.7 10.10 14.14,98  
1990-18-00,HAW,5.3  10.9 13.13 15.18,108  
1990-18-01,MEL,2.4   9.8  9.12 10.13,73  
1990-18-01,BRB,3.1   4.1   8.3   9.6,60  
1990-18-02,COL,3.9 10.13 13.19 16.21,117  
1990-18-02,STK,2.1   2.3   4.5   7.7,49  
1990-18-03,GEE,5.4   5.5  12.8  14.8,92  
1990-18-03,ESS,2.2   5.6  7.11 13.16,94  
1990-18-04,FIT,4.4   9.8 15.14 16.17,113  
1990-18-04,RIC,2.4  3.10  8.12 10.15,75  
1990-18-05,WBD,4.2   5.4   8.8  9.13,67  
1990-18-05,CAR,0.0   6.2  14.6  15.6,96  
1990-18-06,SYD,1.3   4.4   8.7  10.8,68  
1990-18-06,WCE,4.5   5.6   8.8 12.11,83  
1990-19-00,FIT,2.7   3.8  7.14 12.16,88  
1990-19-00,WBD,5.9  7.12 12.18 17.21,123  
1990-19-01,HAW,3.5  12.8 14.12 17.17,119  
1990-19-01,STK,4.0   6.2  11.4  13.5,83  
1990-19-02,MEL,9.2  15.6  19.8 27.11,173  
1990-19-02,SYD,4.3   7.5 10.13 15.16,106  
1990-19-03,BRB,5.3  13.6  20.9 25.13,163  
1990-19-03,GEE,4.4   5.7   9.9 14.13,97  
1990-19-04,NM,6.3   9.5  11.8 13.11,89  
1990-19-04,CAR,0.1  3.10  7.12  7.13,55  
1990-19-05,ESS,4.4   7.4  12.6  13.6,84  
1990-19-05,COL,0.2   4.6   7.8 11.12,78  
1990-19-06,WCE,3.3  10.9 15.12 22.21,153  
1990-19-06,RIC,7.3   8.5  13.7  16.9,105  
1990-20-00,SYD,1.6  3.11  4.15 11.20,86  
1990-20-00,BRB,3.4   4.7  7.11  7.13,55  
1990-20-01,CAR,3.4   5.6  10.9 16.11,107  
1990-20-01,ESS,1.0   4.7  8.13 12.15,87  
1990-20-02,HAW,5.2  10.5  19.6  26.7,163  
1990-20-02,COL,2.2   6.3   9.5  12.8,80  
1990-20-03,STK,4.5   7.7 11.12 17.15,117  
1990-20-03,FIT,4.0  10.3  15.5  18.8,116  
1990-20-04,WBD,2.5   8.9  9.13 12.16,88  
1990-20-04,NM,3.4   5.5 12.10 17.13,115  
1990-20-05,RIC,3.1   9.4  10.5 14.10,94  
1990-20-05,GEE,7.5  12.6 18.10 24.14,158  
1990-20-06,WCE,1.3   5.5  10.8 15.13,103  
1990-20-06,MEL,4.5   8.8 15.10 21.13,139  
1990-21-00,NM,8.3  14.8 20.14 27.17,179  
1990-21-00,STK,2.4   5.9  8.11 12.15,87  
1990-21-01,HAW,4.3   8.6  15.9 17.14,116  
1990-21-01,CAR,4.6   4.8   7.9 12.13,85  
1990-21-02,COL,5.4   9.7 14.10 17.16,118  
1990-21-02,FIT,0.0   1.2   3.4   4.8,32  
1990-21-03,ESS,1.4   7.9 11.12 15.14,104  
1990-21-03,WBD,5.4   7.5   9.7 11.14,80  
1990-21-04,GEE,1.4   5.6  8.15 12.18,90  
1990-21-04,SYD,3.2   6.3   8.5  14.8,92  
1990-21-05,RIC,2.1   5.1   7.4   7.8,50  
1990-21-05,MEL,2.2  7.11  9.14 12.14,86  
1990-21-06,BRB,1.2   5.5   7.8  8.11,59  
1990-21-06,WCE,4.4   9.7 11.10 14.16,100  
1990-22-00,WBD,5.8 10.13 13.16 16.21,117  
1990-22-00,BRB,1.0   4.2   9.2  15.6,96  
1990-22-01,FIT,7.6  9.10 16.13 18.17,125  
1990-22-01,CAR,2.3  8.10 11.14 16.17,113  
1990-22-02,NM,4.3  5.10  6.15  8.19,67  
1990-22-02,COL,6.4   9.8 16.14 23.18,156  
1990-22-03,STK,4.1   7.6 10.11 13.15,93  
1990-22-03,ESS,3.6   6.7 12.12 19.14,128  
1990-22-04,GEE,3.5   7.6 11.10 12.11,83  
1990-22-04,WCE,3.1   5.3   9.4  14.6,90  
1990-22-05,MEL,4.5  8.11 15.13 17.14,116  
1990-22-05,HAW,2.5   4.9  9.10 15.14,104  
1990-22-06,SYD,2.7   4.9  9.15 15.19,109  
1990-22-06,RIC,8.4 13.10 18.16 20.19,139  
1990-23-QualifyingFinal,COL,3.6  7.11 10.12 13.12,90   
1990-23-QualifyingFinal,WCE,3.1   6.5 10.10 13.12,90   
1990-24-EliminationFinal,MEL,1.2   3.6  9.10 10.13,73   
1990-24-EliminationFinal,HAW,2.6   4.7  5.10  8.16,64   
1990-25-QualifyingFinal,COL,8.1  12.6  14.9 19.12,126  
1990-25-QualifyingFinal,WCE,2.1   4.5   9.9  9.13,67   
1990-26-SemiFinal,WCE,4.2  10.5 16.10 19.16,130  
1990-26-SemiFinal,MEL,2.1   2.8   8.9 15.10,100  
1990-27-SemiFinal,COL,4.5   7.7  12.8 17.15,117  
1990-27-SemiFinal,ESS,2.3   5.7  7.10  7.12,54   
1990-28-PreliminaryFinal,ESS,4.1  11.3 13.10 18.13,121  
1990-28-PreliminaryFinal,WCE,1.2   5.3   6.8  8.10,58   
1990-29-GrandFinal,COL,2.5   8.9 11.10 13.11,89   
1990-29-GrandFinal,ESS,2.2   3.5   5.6  5.11,41   
1991-01-00,ADE,6.2  11.6 17.10 24.11,155  
1991-01-00,HAW,2.0   3.3   6.8  9.15,69  
1991-01-01,STK,2.4   7.5  10.8 16.11,107  
1991-01-01,RIC,2.2   6.3   9.8 12.10,82  
1991-01-02,WBD,7.3   9.6  11.8 11.10,76  
1991-01-02,COL,2.3  4.11 11.15 21.20,146  
1991-01-03,WCE,3.2   3.4  10.6 14.15,99  
1991-01-03,MEL,0.0   0.1   1.5   2.8,20  
1991-02-00,COL,1.4   3.6   5.8  8.10,58  
1991-02-00,WCE,0.1   5.2  11.4  13.7,85  
1991-02-01,FIT,1.4   3.7  4.11  6.13,49  
1991-02-01,MEL,6.5 15.10 21.17 27.18,180  
1991-02-02,BRB,2.2   4.4   6.7  8.10,58  
1991-02-02,NM,5.4   7.7 12.11 15.14,104  
1991-02-03,ADE,3.2   5.3   9.6  12.9,81  
1991-02-03,CAR,3.4   5.9 11.10 15.14,104  
1991-02-04,RIC,6.2   9.4  15.6  17.7,109  
1991-02-04,ESS,1.5   6.7 10.13 16.17,113  
1991-02-05,GEE,3.5  7.10 13.18 18.22,130  
1991-02-05,STK,7.0  11.4  14.5  16.8,104  
1991-02-06,HAW,10.3  13.7 17.10 25.16,166  
1991-02-06,SYD,2.2   7.6   9.8 10.15,75  
1991-03-00,CAR,3.6  6.12 11.14 18.19,127  
1991-03-00,BRB,2.3   5.9  8.13  9.16,70  
1991-03-01,COL,7.2  11.3 13.12 16.21,117  
1991-03-01,FIT,2.2   4.7   6.9  8.10,58  
1991-03-02,NM,6.5   8.6 10.10 13.16,94  
1991-03-02,ESS,5.4 12.11 18.17 25.17,167  
1991-03-03,HAW,6.7 10.10 16.14 20.16,136  
1991-03-03,RIC,4.1   7.5   8.7 11.13,79  
1991-03-04,SYD,2.5   8.8 11.14 15.18,108  
1991-03-04,ADE,3.3   6.7 13.10 19.18,132  
1991-03-05,WBD,2.2   6.7   9.7  10.8,68  
1991-03-05,GEE,9.3  10.9 12.19 15.27,117  
1991-03-06,MEL,7.6  9.10 16.15 21.19,145  
1991-03-06,STK,6.2  15.6  21.8 24.10,154  
1991-04-00,WCE,3.5   6.9 14.15 18.19,127  
1991-04-00,NM,2.1   4.3   6.4   8.7,55  
1991-04-01,ESS,5.4   8.9  9.15 12.20,92  
1991-04-01,ADE,2.1   4.7   6.9  6.11,47  
1991-04-02,MEL,1.2   9.7 12.10 23.17,155  
1991-04-02,CAR,6.6  10.6  15.6  17.8,110  
1991-04-03,STK,3.6  5.12 10.14 13.16,94  
1991-04-03,COL,2.4   5.7  11.9 13.16,94  
1991-04-04,FIT,4.4  9.10 10.14 12.18,90  
1991-04-04,WBD,4.4   7.9  9.13 15.16,106  
1991-04-05,RIC,5.8  9.10 14.12 19.13,127  
1991-04-05,SYD,9.4  13.8 16.14 24.20,164  
1991-04-06,BRB,2.1   8.8 10.11 12.16,88  
1991-04-06,GEE,4.9 11.16 21.21 27.28,190  
1991-05-00,SYD,6.4  8.11 17.12 19.16,130  
1991-05-00,ESS,4.6  10.9 13.15 24.17,161  
1991-05-01,COL,2.6  6.11 11.17 16.19,115  
1991-05-01,BRB,5.2  10.5  13.9  14.9,93  
1991-05-02,FIT,4.9  5.11 10.14 12.17,89  
1991-05-02,RIC,3.3   9.9 11.13 16.17,113  
1991-05-03,WBD,6.2  11.4  13.8 17.16,118  
1991-05-03,HAW,2.2   8.2  13.8 16.11,107  
1991-05-04,MEL,9.1  15.7 20.12 28.14,182  
1991-05-04,NM,9.1  12.6  13.7 17.10,112  
1991-05-05,GEE,5.3   6.8  7.12 13.17,95  
1991-05-05,CAR,2.2   3.7   8.9  8.10,58  
1991-05-06,WCE,5.4   9.7 15.10 19.16,130  
1991-05-06,ADE,0.3   2.8   5.9  9.11,65  
1991-06-00,COL,2.7  7.11  8.15 10.17,77  
1991-06-00,MEL,1.2   8.3  13.6 17.11,113  
1991-06-01,NM,5.7 13.12 19.18 27.26,188  
1991-06-01,SYD,9.3  19.6  21.8  21.8,134  
1991-06-02,CAR,3.2   8.5  11.9 13.16,94  
1991-06-02,STK,3.5  3.10  4.15  7.18,60  
1991-06-03,GEE,3.4   5.4 10.10 13.11,89  
1991-06-03,WCE,3.4 10.10 12.13 19.20,134  
1991-06-04,BRB,5.1  10.3  11.7 12.11,83  
1991-06-04,ESS,2.9  8.11 12.15 16.18,114  
1991-06-05,FIT,2.2   3.6   7.7  11.8,74  
1991-06-05,HAW,7.4  17.4 25.11 36.15,231  
1991-06-06,ADE,3.1   8.7  13.9 19.14,128  
1991-06-06,WBD,4.4   7.6 11.10 14.13,97  
1991-07-00,NM,5.4  11.8 16.11 21.15,141  
1991-07-00,FIT,4.3   7.4  11.6 14.13,97  
1991-07-01,STK,7.3  14.7 18.14 24.18,162  
1991-07-01,ADE,0.1   1.7   2.7   4.7,31  
1991-07-02,MEL,2.7   8.8 12.13 18.18,126  
1991-07-02,BRB,2.4  10.7  14.9 17.11,113  
1991-07-03,ESS,2.2   9.5  14.7 17.13,115  
1991-07-03,CAR,1.2   4.4  8.12 13.16,94  
1991-07-04,HAW,3.3   5.6   7.9  8.14,62  
1991-07-04,WCE,3.7  10.9 16.14 21.18,144  
1991-07-05,WBD,6.7   7.8 15.11 20.13,133  
1991-07-05,RIC,2.4   6.8  9.11 14.17,101  
1991-07-06,SYD,7.7 11.13 13.18 20.24,144  
1991-07-06,GEE,2.2   6.6 10.13 14.14,98  
1991-08-00,HAW,2.3   7.9 10.10 18.14,122  
1991-08-00,CAR,0.4   3.5  8.10 11.12,78  
1991-08-01,ESS,0.3   6.6  10.7  13.9,87  
1991-08-01,WCE,5.1   8.4  11.7 14.10,94  
1991-08-02,FIT,1.3   3.4   6.9 10.10,70  
1991-08-02,SYD,6.4 15.11 18.14 21.21,147  
1991-08-03,MEL,5.5   7.7 12.14 17.19,121  
1991-08-03,WBD,2.3   6.6   8.9 12.10,82  
1991-08-04,GEE,5.4 12.10 17.14 17.17,119  
1991-08-04,NM,4.5  9.11 14.13 22.18,150  
1991-08-05,BRB,3.3   5.4  10.4  12.7,79  
1991-08-05,STK,4.5 12.11 15.17 21.22,148  
1991-08-06,RIC,4.3  12.8 18.13 24.15,159  
1991-08-06,COL,7.1  11.6  14.8 15.12,102  
1991-09-00,NM,4.3   8.4  12.7 18.12,120  
1991-09-00,ADE,6.2  10.5  15.9 18.10,118  
1991-09-01,WBD,4.2   9.3  12.9 15.11,101  
1991-09-01,BRB,4.4   6.9 10.10 14.12,96  
1991-09-02,CAR,4.5   7.9  9.11 13.15,93  
1991-09-02,RIC,0.1   4.4   8.9  12.9,81  
1991-09-03,COL,6.3   9.5  12.8 13.12,90  
1991-09-03,GEE,3.5  5.13 11.18 18.24,132  
1991-09-04,HAW,5.1  10.4  11.7 15.13,103  
1991-09-04,ESS,4.2   7.4  12.8  13.9,87  
1991-09-05,SYD,2.5   9.9 14.15 16.17,113  
1991-09-05,STK,6.1  10.3  13.7 18.11,119  
1991-09-06,WCE,3.6  7.14 11.17 17.23,125  
1991-09-06,FIT,1.1   1.4   2.5   3.8,26  
1991-10-00,ADE,3.6   7.7 11.12 15.16,106  
1991-10-00,MEL,1.2   5.8   7.9 10.12,72  
1991-10-01,COL,1.3   5.7  9.12 16.12,108  
1991-10-01,HAW,8.2  14.7 17.10 23.13,151  
1991-10-02,STK,1.0   6.6  8.10 11.15,81  
1991-10-02,ESS,8.2  10.5 12.10 16.13,109  
1991-10-03,FIT,3.2  10.7 13.10 19.13,127  
1991-10-03,GEE,1.7  3.11 10.17 14.22,106  
1991-10-04,NM,5.4  13.6 19.10 21.15,141  
1991-10-04,WBD,3.6  8.14 13.17 18.19,127  
1991-10-05,BRB,6.4   8.7  8.11 10.15,75  
1991-10-05,RIC,2.3   6.8  11.9 12.10,82  
1991-10-06,WCE,2.5   6.9  9.12 15.16,106  
1991-10-06,SYD,1.3   3.5  9.10 10.12,72  
1991-11-00,GEE,7.5  13.7 23.12 27.15,177  
1991-11-00,ADE,3.1   7.5   9.6  14.9,93  
1991-11-01,NM,5.6  9.11 13.17 18.22,130  
1991-11-01,COL,4.3   8.5  13.7 17.12,114  
1991-11-02,ESS,2.1   3.6  9.11 12.14,86  
1991-11-02,MEL,2.2   6.4   8.6  12.8,80  
1991-11-03,HAW,3.5  6.10  8.13 10.17,77  
1991-11-03,STK,4.1   6.5 11.10 15.13,103  
1991-11-04,RIC,1.3   5.5   6.6  12.8,80  
1991-11-04,WCE,4.5   9.6 13.14 17.15,117  
