"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2008","brisbanel","Adcock, Jed","1","-","-","3","-","-","-","-","-","-","19"
"2008","brisbanel","Adcock, Jed","2","15","6","6","1","1","4","1","-","-","76"
"2008","brisbanel","Adcock, Jed","3","15","7","6","1","2","3","-","-","-","80"
"2008","brisbanel","Adcock, Jed","4","8","2","10","2","1","6","1","-","-","80"
"2008","brisbanel","Adcock, Jed","5","8","3","7","-","3","4","1","-","-","74"
"2008","brisbanel","Adcock, Jed","6","6","4","10","1","3","2","1","-","-","85"
"2008","brisbanel","Adcock, Jed","7","10","4","10","1","1","10","-","1","-","68"
"2008","brisbanel","Adcock, Jed","8","6","2","9","1","2","4","1","-","-","70"
"2008","brisbanel","Adcock, Jed","9","13","3","17","-","2","4","-","-","-","72"
"2008","brisbanel","Adcock, Jed","10","9","3","9","-","2","3","-","-","1","74"
"2008","brisbanel","Adcock, Jed","11","13","8","8","2","1","6","-","-","1","75"
"2008","brisbanel","Adcock, Jed","12","12","5","10","1","-","6","1","-","1","75"
"2008","brisbanel","Adcock, Jed","13","3","4","12","1","2","5","-","-","-","71"
"2008","brisbanel","Adcock, Jed","14","4","2","6","1","-","4","-","-","-","73"
"2008","brisbanel","Adcock, Jed","15","7","2","10","2","4","8","-","-","-","72"
"2008","brisbanel","Adcock, Jed","16","","","","","","","","","",""
"2008","brisbanel","Adcock, Jed","17","8","4","9","-","1","1","-","-","1","98"
"2008","brisbanel","Adcock, Jed","18","1","1","6","2","-","1","-","-","-","63"
"2008","brisbanel","Adcock, Jed","19","16","7","5","-","2","10","-","1","-","94"
"2008","brisbanel","Adcock, Jed","20","6","2","8","1","2","9","-","-","-","88"
"2008","brisbanel","Adcock, Jed","21","7","2","5","2","4","3","-","-","-","77"
"2008","brisbanel","Adcock, Jed","22","8","4","4","1","-","2","-","-","-","86"
"2008","brisbanel","Begley, Colm","1","11","2","10","-","1","-","-","-","-","90"
"2008","brisbanel","Begley, Colm","2","11","6","3","2","2","-","-","-","-","92"
"2008","brisbanel","Begley, Colm","3","1","1","6","1","-","6","-","-","-","87"
"2008","brisbanel","Begley, Colm","4","8","2","5","2","1","-","-","-","1","94"
"2008","brisbanel","Begley, Colm","5","8","4","2","-","-","1","1","-","-","88"
"2008","brisbanel","Begley, Colm","6","","","","","","","","","",""
"2008","brisbanel","Begley, Colm","7","","","","","","","","","",""
"2008","brisbanel","Begley, Colm","8","","","","","","","","","",""
"2008","brisbanel","Begley, Colm","9","","","","","","","","","",""
"2008","brisbanel","Begley, Colm","10","","","","","","","","","",""
"2008","brisbanel","Begley, Colm","11","","","","","","","","","",""
"2008","brisbanel","Begley, Colm","12","","","","","","","","","",""
"2008","brisbanel","Begley, Colm","13","","","","","","","","","",""
"2008","brisbanel","Begley, Colm","14","","","","","","","","","",""
"2008","brisbanel","Begley, Colm","15","","","","","","","","","",""
"2008","brisbanel","Begley, Colm","16","","","","","","","","","",""
"2008","brisbanel","Begley, Colm","17","","","","","","","","","",""
"2008","brisbanel","Begley, Colm","18","5","4","5","-","1","2","-","-","-","91"
"2008","brisbanel","Begley, Colm","19","4","6","10","2","1","3","-","-","-","84"
"2008","brisbanel","Begley, Colm","20","3","1","5","-","-","-","-","-","-","61"
"2008","brisbanel","Begley, Colm","21","","","","","","","","","",""
"2008","brisbanel","Begley, Colm","22","","","","","","","","","",""
"2008","brisbanel","Black, Simon","1","17","3","13","1","1","3","-","-","-","88"
"2008","brisbanel","Black, Simon","2","12","3","12","3","5","7","1","-","-","86"
"2008","brisbanel","Black, Simon","3","8","3","8","1","1","9","-","-","-","83"
"2008","brisbanel","Black, Simon","4","14","4","18","2","2","4","1","-","-","83"
"2008","brisbanel","Black, Simon","5","11","6","18","-","-","3","-","-","-","78"
"2008","brisbanel","Black, Simon","6","17","4","19","2","-","3","-","-","2","82"
"2008","brisbanel","Black, Simon","7","","","","","","","","","",""
"2008","brisbanel","Black, Simon","8","13","4","15","2","-","1","2","-","2","70"
"2008","brisbanel","Black, Simon","9","15","3","13","1","3","5","1","-","-","70"
"2008","brisbanel","Black, Simon","10","10","1","20","1","2","7","-","-","-","85"
"2008","brisbanel","Black, Simon","11","18","8","10","-","-","1","1","1","1","88"
