"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2014","fremantle","Apeness, Michael","1","","","","","","","","","",""
"2014","fremantle","Apeness, Michael","2","","","","","","","","","",""
"2014","fremantle","Apeness, Michael","3","","","","","","","","","",""
"2014","fremantle","Apeness, Michael","4","","","","","","","","","",""
"2014","fremantle","Apeness, Michael","5","","","","","","","","","",""
"2014","fremantle","Apeness, Michael","6","","","","","","","","","",""
"2014","fremantle","Apeness, Michael","7","","","","","","","","","",""
"2014","fremantle","Apeness, Michael","8","","","","","","","","","",""
"2014","fremantle","Apeness, Michael","9","","","","","","","","","",""
"2014","fremantle","Apeness, Michael","11","","","","","","","","","",""
"2014","fremantle","Apeness, Michael","12","","","","","","","","","",""
"2014","fremantle","Apeness, Michael","13","","","","","","","","","",""
"2014","fremantle","Apeness, Michael","14","","","","","","","","","",""
"2014","fremantle","Apeness, Michael","15","","","","","","","","","",""
"2014","fremantle","Apeness, Michael","16","2","2","3","1","-","3","-","-","1","52"
"2014","fremantle","Apeness, Michael","17","2","3","7","2","1","4","-","-","-","88"
"2014","fremantle","Apeness, Michael","18","","","","","","","","","",""
"2014","fremantle","Apeness, Michael","19","","","","","","","","","",""
"2014","fremantle","Apeness, Michael","20","","","","","","","","","",""
"2014","fremantle","Apeness, Michael","21","","","","","","","","","",""
"2014","fremantle","Apeness, Michael","22","","","","","","","","","",""
"2014","fremantle","Apeness, Michael","23","","","","","","","","","",""
"2014","fremantle","Apeness, Michael","QF","","","","","","","","","",""
"2014","fremantle","Apeness, Michael","SF","","","","","","","","","",""
"2014","fremantle","Ballantyne, Hayden","1","8","4","2","1","-","-","3","-","1","82"
"2014","fremantle","Ballantyne, Hayden","2","8","3","5","3","1","3","-","-","1","80"
"2014","fremantle","Ballantyne, Hayden","3","11","4","1","1","-","1","1","-","-","85"
"2014","fremantle","Ballantyne, Hayden","4","14","3","7","-","1","-","1","-","1","87"
"2014","fremantle","Ballantyne, Hayden","5","9","3","2","-","-","4","2","-","-","72"
"2014","fremantle","Ballantyne, Hayden","6","","","","","","","","","",""
"2014","fremantle","Ballantyne, Hayden","7","16","9","1","2","-","2","2","-","2","87"
"2014","fremantle","Ballantyne, Hayden","8","7","1","2","-","1","5","-","-","1","85"
"2014","fremantle","Ballantyne, Hayden","9","10","2","2","-","1","4","3","-","2","77"
"2014","fremantle","Ballantyne, Hayden","11","10","4","2","1","-","1","3","-","1","90"
"2014","fremantle","Ballantyne, Hayden","12","7","4","3","-","-","2","1","-","1","80"
"2014","fremantle","Ballantyne, Hayden","13","11","6","-","3","-","3","6","-","1","82"
"2014","fremantle","Ballantyne, Hayden","14","9","5","5","-","1","3","5","-","2","83"
"2014","fremantle","Ballantyne, Hayden","15","10","4","2","-","-","3","3","-","-","86"
"2014","fremantle","Ballantyne, Hayden","16","8","3","3","-","1","4","3","-","1","83"
"2014","fremantle","Ballantyne, Hayden","17","12","7","1","3","1","1","5","-","3","82"
"2014","fremantle","Ballantyne, Hayden","18","","","","","","","","","",""
"2014","fremantle","Ballantyne, Hayden","19","7","4","1","-","-","3","3","-","1","91"
"2014","fremantle","Ballantyne, Hayden","20","7","3","3","3","-","-","1","-","2","80"
"2014","fremantle","Ballantyne, Hayden","21","","","","","","","","","",""
"2014","fremantle","Ballantyne, Hayden","22","15","10","4","1","-","3","3","-","4","85"
"2014","fremantle","Ballantyne, Hayden","23","8","4","3","-","1","6","4","-","1","81"
"2014","fremantle","Ballantyne, Hayden","QF","7","3","-","2","1","6","-","-","1","79"
"2014","fremantle","Ballantyne, Hayden","SF","","","","","","","","","",""
"2014","fremantle","Barlow, Michael","1","12","7","17","-","1","9","1","-","-","85"
