"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2012","collingwood","Ball, Luke","1","13","4","8","-","3","10","-","-","-","76"
"2012","collingwood","Ball, Luke","2","11","5","9","2","1","6","-","-","1","88"
"2012","collingwood","Ball, Luke","3","4","1","5","1","-","1","-","-","-","30"
"2012","collingwood","Ball, Luke","4","","","","","","","","","",""
"2012","collingwood","Ball, Luke","5","","","","","","","","","",""
"2012","collingwood","Ball, Luke","6","","","","","","","","","",""
"2012","collingwood","Ball, Luke","7","","","","","","","","","",""
"2012","collingwood","Ball, Luke","8","","","","","","","","","",""
"2012","collingwood","Ball, Luke","9","","","","","","","","","",""
"2012","collingwood","Ball, Luke","10","","","","","","","","","",""
"2012","collingwood","Ball, Luke","11","","","","","","","","","",""
"2012","collingwood","Ball, Luke","13","","","","","","","","","",""
"2012","collingwood","Ball, Luke","14","","","","","","","","","",""
"2012","collingwood","Ball, Luke","15","","","","","","","","","",""
"2012","collingwood","Ball, Luke","16","","","","","","","","","",""
"2012","collingwood","Ball, Luke","17","","","","","","","","","",""
"2012","collingwood","Ball, Luke","18","","","","","","","","","",""
"2012","collingwood","Ball, Luke","19","","","","","","","","","",""
"2012","collingwood","Ball, Luke","20","","","","","","","","","",""
"2012","collingwood","Ball, Luke","21","","","","","","","","","",""
"2012","collingwood","Ball, Luke","22","","","","","","","","","",""
"2012","collingwood","Ball, Luke","23","","","","","","","","","",""
"2012","collingwood","Ball, Luke","QF","","","","","","","","","",""
"2012","collingwood","Ball, Luke","SF","","","","","","","","","",""
"2012","collingwood","Ball, Luke","PF","","","","","","","","","",""
"2012","collingwood","Beams, Dayne","1","","","","","","","","","",""
"2012","collingwood","Beams, Dayne","2","11","5","11","-","-","1","-","-","-","80"
"2012","collingwood","Beams, Dayne","3","15","6","7","-","1","2","1","-","1","89"
"2012","collingwood","Beams, Dayne","4","13","1","14","-","1","2","1","-","-","84"
"2012","collingwood","Beams, Dayne","5","18","7","14","-","-","3","1","-","-","79"
"2012","collingwood","Beams, Dayne","6","14","4","19","-","-","11","-","-","1","87"
"2012","collingwood","Beams, Dayne","7","15","8","15","-","2","5","-","-","1","87"
"2012","collingwood","Beams, Dayne","8","18","3","10","-","-","4","-","-","1","87"
"2012","collingwood","Beams, Dayne","9","16","5","20","1","-","5","2","-","-","87"
"2012","collingwood","Beams, Dayne","10","12","3","20","2","1","3","1","-","-","88"
"2012","collingwood","Beams, Dayne","11","20","9","17","-","1","6","1","-","3","83"
"2012","collingwood","Beams, Dayne","13","18","1","16","1","1","3","3","-","-","83"
"2012","collingwood","Beams, Dayne","14","19","3","13","1","1","4","1","-","1","84"
"2012","collingwood","Beams, Dayne","15","13","1","11","-","2","3","-","-","-","90"
"2012","collingwood","Beams, Dayne","16","20","8","16","1","-","3","2","-","-","84"
"2012","collingwood","Beams, Dayne","17","18","3","16","-","3","6","4","-","1","86"
"2012","collingwood","Beams, Dayne","18","16","6","14","1","-","2","2","-","2","88"
"2012","collingwood","Beams, Dayne","19","16","4","16","-","5","4","1","-","-","87"
"2012","collingwood","Beams, Dayne","20","21","1","13","-","1","5","3","-","-","89"
"2012","collingwood","Beams, Dayne","21","16","4","22","-","1","3","2","-","-","86"
"2012","collingwood","Beams, Dayne","22","17","9","13","2","1","6","1","-","-","88"
"2012","collingwood","Beams, Dayne","23","11","6","22","-","1","2","1","-","3","86"
"2012","collingwood","Beams, Dayne","QF","15","4","13","-","-","7","-","-","-","85"
"2012","collingwood","Beams, Dayne","SF","16","4","14","-","1","7","-","-","-","93"
"2012","collingwood","Beams, Dayne","PF","12","3","15","-","-","4","1","-","2","87"
"2012","collingwood","Blair, Jarryd","1","10","2","10","-","-","5","3","-","2","80"
"2012","collingwood","Blair, Jarryd","2","8","6","10","1","-","4","2","-","-","86"
"2012","collingwood","Blair, Jarryd","3","9","1","8","2","2","4","-","-","2","84"
"2012","collingwood","Blair, Jarryd","4","7","4","9","2","1","5","-","-","-","85"
"2012","collingwood","Blair, Jarryd","5","6","1","9","1","2","1","2","-","-","77"
"2012","collingwood","Blair, Jarryd","6","","","","","","","","","",""
"2012","collingwood","Blair, Jarryd","7","6","2","15","-","1","6","-","-","-","83"
"2012","collingwood","Blair, Jarryd","8","3","-","12","-","-","5","1","-","-","86"
"2012","collingwood","Blair, Jarryd","9","9","2","14","1","1","2","-","-","2","76"
"2012","collingwood","Blair, Jarryd","10","9","-","15","2","-","5","-","-","-","84"
"2012","collingwood","Blair, Jarryd","11","11","4","16","1","3","6","2","-","1","87"
"2012","collingwood","Blair, Jarryd","13","8","3","12","-","1","5","2","-","-","87"
"2012","collingwood","Blair, Jarryd","14","19","5","13","-","1","8","-","-","2","88"
"2012","collingwood","Blair, Jarryd","15","9","1","14","-","2","4","-","-","2","90"
