"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2014","padelaide","Boak, Travis","1","9","2","14","2","-","6","-","-","-","83"
"2014","padelaide","Boak, Travis","2","9","1","10","-","3","2","1","-","-","75"
"2014","padelaide","Boak, Travis","3","13","3","16","-","1","-","1","-","1","83"
"2014","padelaide","Boak, Travis","4","13","7","28","1","-","4","1","-","1","79"
"2014","padelaide","Boak, Travis","5","9","1","8","1","2","7","-","-","-","79"
"2014","padelaide","Boak, Travis","6","13","5","19","-","-","4","2","-","-","78"
"2014","padelaide","Boak, Travis","7","8","3","11","1","1","4","-","-","1","78"
"2014","padelaide","Boak, Travis","8","11","4","17","-","-","3","-","-","-","70"
"2014","padelaide","Boak, Travis","10","16","4","18","1","1","7","1","-","-","76"
"2014","padelaide","Boak, Travis","11","14","5","14","-","-","1","1","-","1","74"
"2014","padelaide","Boak, Travis","12","","","","","","","","","",""
"2014","padelaide","Boak, Travis","13","8","4","18","-","-","4","-","1","-","73"
"2014","padelaide","Boak, Travis","14","14","4","16","-","2","4","2","-","1","80"
"2014","padelaide","Boak, Travis","15","14","5","19","-","1","2","1","-","-","76"
"2014","padelaide","Boak, Travis","16","9","6","13","-","-","-","1","-","-","76"
"2014","padelaide","Boak, Travis","17","13","4","26","1","2","6","1","-","-","80"
"2014","padelaide","Boak, Travis","18","7","2","12","1","3","5","1","-","-","81"
"2014","padelaide","Boak, Travis","19","6","1","17","1","-","4","1","-","-","83"
"2014","padelaide","Boak, Travis","20","15","7","16","1","1","9","2","-","-","82"
"2014","padelaide","Boak, Travis","21","9","3","10","3","1","4","-","-","-","82"
"2014","padelaide","Boak, Travis","22","15","6","12","2","1","2","1","-","-","85"
"2014","padelaide","Boak, Travis","23","5","2","17","-","2","4","-","-","-","80"
"2014","padelaide","Boak, Travis","EF","14","4","20","-","2","-","1","-","-","84"
"2014","padelaide","Boak, Travis","SF","6","3","10","2","-","3","-","-","1","86"
"2014","padelaide","Boak, Travis","PF","16","2","17","2","3","7","1","-","-","80"
"2014","padelaide","Broadbent, Matthew","1","8","4","1","-","-","-","-","-","1","23"
"2014","padelaide","Broadbent, Matthew","2","15","4","3","1","-","2","-","-","-","75"
"2014","padelaide","Broadbent, Matthew","3","20","5","6","-","-","1","1","-","-","88"
"2014","padelaide","Broadbent, Matthew","4","18","8","10","-","2","1","-","-","-","94"
"2014","padelaide","Broadbent, Matthew","5","13","2","6","-","-","2","-","-","-","90"
"2014","padelaide","Broadbent, Matthew","6","16","4","2","-","-","2","-","-","1","88"
"2014","padelaide","Broadbent, Matthew","7","9","2","5","1","1","3","-","-","-","89"
"2014","padelaide","Broadbent, Matthew","8","11","4","5","-","-","1","-","-","-","95"
"2014","padelaide","Broadbent, Matthew","10","16","5","5","-","-","1","-","-","-","91"
"2014","padelaide","Broadbent, Matthew","11","20","10","4","-","-","2","-","-","-","91"
"2014","padelaide","Broadbent, Matthew","12","15","8","5","-","-","2","-","-","-","80"
"2014","padelaide","Broadbent, Matthew","13","16","5","8","-","-","4","-","-","1","87"
"2014","padelaide","Broadbent, Matthew","14","13","6","7","-","-","5","-","-","-","91"
"2014","padelaide","Broadbent, Matthew","15","13","6","6","-","-","3","-","-","-","89"
"2014","padelaide","Broadbent, Matthew","16","6","5","-","-","-","3","-","-","-","92"
"2014","padelaide","Broadbent, Matthew","17","10","2","5","-","1","3","2","-","-","88"
"2014","padelaide","Broadbent, Matthew","18","9","5","3","-","-","-","-","-","-","84"
"2014","padelaide","Broadbent, Matthew","19","18","7","9","1","1","5","-","-","-","90"
"2014","padelaide","Broadbent, Matthew","20","14","6","9","-","1","2","-","-","-","84"
"2014","padelaide","Broadbent, Matthew","21","18","3","2","-","1","3","-","-","1","85"
"2014","padelaide","Broadbent, Matthew","22","12","2","3","-","-","2","-","-","-","89"
"2014","padelaide","Broadbent, Matthew","23","9","2","3","-","-","2","-","-","-","83"
"2014","padelaide","Broadbent, Matthew","EF","11","6","4","-","-","-","-","-","1","92"
"2014","padelaide","Broadbent, Matthew","SF","15","4","5","-","1","-","-","-","2","93"
"2014","padelaide","Broadbent, Matthew","PF","5","2","13","-","-","1","-","-","-","87"
"2014","padelaide","Butcher, John","1","8","4","4","-","2","4","1","-","2","80"
"2014","padelaide","Butcher, John","2","6","3","5","1","2","-","1","-","-","71"
"2014","padelaide","Butcher, John","3","7","6","3","1","-","1","-","-","1","79"
"2014","padelaide","Butcher, John","4","","","","","","","","","",""
"2014","padelaide","Butcher, John","5","","","","","","","","","",""
"2014","padelaide","Butcher, John","6","","","","","","","","","",""
"2014","padelaide","Butcher, John","7","","","","","","","","","",""
"2014","padelaide","Butcher, John","8","","","","","","","","","",""
"2014","padelaide","Butcher, John","10","","","","","","","","","",""
"2014","padelaide","Butcher, John","11","","","","","","","","","",""
"2014","padelaide","Butcher, John","12","","","","","","","","","",""
"2014","padelaide","Butcher, John","13","","","","","","","","","",""
"2014","padelaide","Butcher, John","14","","","","","","","","","",""
"2014","padelaide","Butcher, John","15","","","","","","","","","",""
"2014","padelaide","Butcher, John","16","","","","","","","","","",""
"2014","padelaide","Butcher, John","17","","","","","","","","","",""
"2014","padelaide","Butcher, John","18","","","","","","","","","",""
"2014","padelaide","Butcher, John","19","","","","","","","","","",""
"2014","padelaide","Butcher, John","20","","","","","","","","","",""
"2014","padelaide","Butcher, John","21","","","","","","","","","",""
"2014","padelaide","Butcher, John","22","","","","","","","","","",""
"2014","padelaide","Butcher, John","23","","","","","","","","","",""
"2014","padelaide","Butcher, John","EF","","","","","","","","","",""
"2014","padelaide","Butcher, John","SF","","","","","","","","","",""
"2014","padelaide","Butcher, John","PF","","","","","","","","","",""
"2014","padelaide","Carlile, Alipate","1","","","","","","","","","",""
"2014","padelaide","Carlile, Alipate","2","2","1","1","-","-","4","-","-","-","62"
"2014","padelaide","Carlile, Alipate","3","5","2","5","-","-","1","-","-","-","94"
"2014","padelaide","Carlile, Alipate","4","5","4","3","-","-","2","-","-","-","96"
"2014","padelaide","Carlile, Alipate","5","10","5","7","-","1","3","-","-","-","97"
"2014","padelaide","Carlile, Alipate","6","4","2","6","1","1","-","-","-","-","95"
"2014","padelaide","Carlile, Alipate","7","","","","","","","","","",""
"2014","padelaide","Carlile, Alipate","8","7","1","4","-","1","3","-","-","-","92"
"2014","padelaide","Carlile, Alipate","10","7","6","5","1","-","2","-","-","-","90"
"2014","padelaide","Carlile, Alipate","11","10","6","3","-","-","-","-","-","-","92"
"2014","padelaide","Carlile, Alipate","12","13","7","6","-","-","1","-","-","-","88"
