"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2012","geelong","Bartel, Jimmy","1","15","5","6","1","3","4","3","3","1","92"
"2012","geelong","Bartel, Jimmy","2","11","7","9","2","2","8","2","2","-","90"
"2012","geelong","Bartel, Jimmy","3","9","6","13","2","1","6","-","-","1","94"
"2012","geelong","Bartel, Jimmy","4","10","6","12","-","3","8","-","1","-","87"
"2012","geelong","Bartel, Jimmy","5","8","2","7","1","-","9","-","-","-","86"
"2012","geelong","Bartel, Jimmy","6","8","1","8","1","2","5","2","1","-","62"
"2012","geelong","Bartel, Jimmy","7","","","","","","","","","",""
"2012","geelong","Bartel, Jimmy","8","14","3","7","-","1","6","-","1","1","90"
"2012","geelong","Bartel, Jimmy","9","10","4","10","-","-","8","1","-","-","89"
"2012","geelong","Bartel, Jimmy","10","19","7","13","2","7","1","-","4","2","92"
"2012","geelong","Bartel, Jimmy","11","10","1","10","1","1","4","1","1","-","94"
"2012","geelong","Bartel, Jimmy","13","19","9","8","1","1","3","-","1","-","93"
"2012","geelong","Bartel, Jimmy","14","11","4","10","1","1","6","-","-","1","96"
"2012","geelong","Bartel, Jimmy","15","18","8","7","2","-","4","-","-","-","91"
"2012","geelong","Bartel, Jimmy","16","","","","","","","","","",""
"2012","geelong","Bartel, Jimmy","17","","","","","","","","","",""
"2012","geelong","Bartel, Jimmy","18","7","1","11","1","2","4","1","1","1","95"
"2012","geelong","Bartel, Jimmy","19","11","7","4","-","-","9","-","-","-","89"
"2012","geelong","Bartel, Jimmy","20","9","6","9","2","2","9","1","6","1","95"
"2012","geelong","Bartel, Jimmy","21","4","1","15","1","1","6","-","1","-","92"
"2012","geelong","Bartel, Jimmy","22","10","9","11","1","2","9","-","-","1","95"
"2012","geelong","Bartel, Jimmy","23","14","9","7","2","1","4","1","1","1","96"
"2012","geelong","Bartel, Jimmy","EF","13","5","13","1","2","8","-","-","-","92"
"2012","geelong","Brown, Mitch","1","","","","","","","","","",""
"2012","geelong","Brown, Mitch","2","1","1","-","-","-","-","-","-","-","13"
"2012","geelong","Brown, Mitch","3","","","","","","","","","",""
"2012","geelong","Brown, Mitch","4","","","","","","","","","",""
"2012","geelong","Brown, Mitch","5","","","","","","","","","",""
"2012","geelong","Brown, Mitch","6","6","3","3","-","-","3","-","-","2","85"
"2012","geelong","Brown, Mitch","7","","","","","","","","","",""
"2012","geelong","Brown, Mitch","8","","","","","","","","","",""
"2012","geelong","Brown, Mitch","9","","","","","","","","","",""
"2012","geelong","Brown, Mitch","10","","","","","","","","","",""
"2012","geelong","Brown, Mitch","11","","","","","","","","","",""
"2012","geelong","Brown, Mitch","13","","","","","","","","","",""
"2012","geelong","Brown, Mitch","14","","","","","","","","","",""
"2012","geelong","Brown, Mitch","15","9","7","4","1","-","1","2","-","-","87"
"2012","geelong","Brown, Mitch","16","","","","","","","","","",""
"2012","geelong","Brown, Mitch","17","","","","","","","","","",""
"2012","geelong","Brown, Mitch","18","","","","","","","","","",""
"2012","geelong","Brown, Mitch","19","","","","","","","","","",""
"2012","geelong","Brown, Mitch","20","","","","","","","","","",""
"2012","geelong","Brown, Mitch","21","","","","","","","","","",""
"2012","geelong","Brown, Mitch","22","","","","","","","","","",""
"2012","geelong","Brown, Mitch","23","","","","","","","","","",""
"2012","geelong","Brown, Mitch","EF","","","","","","","","","",""
"2012","geelong","Byrnes, Shannon","1","","","","","","","","","",""
"2012","geelong","Byrnes, Shannon","2","6","1","3","2","1","3","-","-","-","69"
"2012","geelong","Byrnes, Shannon","3","4","1","5","-","1","2","1","-","-","77"
"2012","geelong","Byrnes, Shannon","4","","","","","","","","","",""
"2012","geelong","Byrnes, Shannon","5","","","","","","","","","",""
"2012","geelong","Byrnes, Shannon","6","5","4","11","-","-","6","-","-","1","78"
"2012","geelong","Byrnes, Shannon","7","3","4","3","1","1","1","-","-","1","28"
"2012","geelong","Byrnes, Shannon","8","","","","","","","","","",""
