"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2010","westcoast","Brown, Mitch","1","3","2","15","-","-","2","-","-","1","88"
"2010","westcoast","Brown, Mitch","2","10","2","7","1","3","2","2","-","2","90"
"2010","westcoast","Brown, Mitch","3","7","6","5","1","-","2","1","-","-","88"
"2010","westcoast","Brown, Mitch","4","9","5","3","-","-","1","1","-","1","91"
"2010","westcoast","Brown, Mitch","5","3","2","1","-","-","1","-","-","-","86"
"2010","westcoast","Brown, Mitch","6","","","","","","","","","",""
"2010","westcoast","Brown, Mitch","7","","","","","","","","","",""
"2010","westcoast","Brown, Mitch","8","","","","","","","","","",""
"2010","westcoast","Brown, Mitch","9","","","","","","","","","",""
"2010","westcoast","Brown, Mitch","10","","","","","","","","","",""
"2010","westcoast","Brown, Mitch","11","7","3","6","1","2","3","-","-","1","69"
"2010","westcoast","Brown, Mitch","12","7","4","6","-","-","3","-","-","-","79"
"2010","westcoast","Brown, Mitch","13","5","3","11","1","-","2","-","-","-","84"
"2010","westcoast","Brown, Mitch","14","","","","","","","","","",""
"2010","westcoast","Brown, Mitch","15","5","3","9","-","1","5","-","-","-","92"
"2010","westcoast","Brown, Mitch","16","5","2","8","2","1","-","-","-","-","88"
"2010","westcoast","Brown, Mitch","17","7","4","9","2","-","-","-","-","-","81"
"2010","westcoast","Brown, Mitch","18","4","4","11","2","1","2","-","-","-","82"
"2010","westcoast","Brown, Mitch","19","5","3","10","-","1","1","-","-","-","84"
"2010","westcoast","Brown, Mitch","20","","","","","","","","","",""
"2010","westcoast","Brown, Mitch","21","","","","","","","","","",""
"2010","westcoast","Brown, Mitch","22","","","","","","","","","",""
"2010","westcoast","Butler, Sam","1","12","7","14","-","-","7","-","-","-","85"
"2010","westcoast","Butler, Sam","2","6","4","7","-","-","3","-","-","-","82"
"2010","westcoast","Butler, Sam","3","","","","","","","","","",""
"2010","westcoast","Butler, Sam","4","","","","","","","","","",""
"2010","westcoast","Butler, Sam","5","","","","","","","","","",""
"2010","westcoast","Butler, Sam","6","","","","","","","","","",""
"2010","westcoast","Butler, Sam","7","","","","","","","","","",""
"2010","westcoast","Butler, Sam","8","","","","","","","","","",""
"2010","westcoast","Butler, Sam","9","10","4","11","1","-","3","-","-","-","84"
"2010","westcoast","Butler, Sam","10","11","5","8","-","1","3","-","-","-","84"
"2010","westcoast","Butler, Sam","11","6","6","7","2","-","1","-","-","-","66"
"2010","westcoast","Butler, Sam","12","","","","","","","","","",""
"2010","westcoast","Butler, Sam","13","","","","","","","","","",""
"2010","westcoast","Butler, Sam","14","","","","","","","","","",""
"2010","westcoast","Butler, Sam","15","","","","","","","","","",""
"2010","westcoast","Butler, Sam","16","","","","","","","","","",""
"2010","westcoast","Butler, Sam","17","","","","","","","","","",""
"2010","westcoast","Butler, Sam","18","","","","","","","","","",""
"2010","westcoast","Butler, Sam","19","","","","","","","","","",""
"2010","westcoast","Butler, Sam","20","","","","","","","","","",""
"2010","westcoast","Butler, Sam","21","","","","","","","","","",""
"2010","westcoast","Butler, Sam","22","","","","","","","","","",""
"2010","westcoast","Cox, Dean","1","3","2","4","1","-","2","1","18","-","63"
"2010","westcoast","Cox, Dean","2","2","1","5","2","2","2","-","22","-","64"
"2010","westcoast","Cox, Dean","3","6","1","10","1","2","-","1","27","-","68"
"2010","westcoast","Cox, Dean","4","9","2","10","1","4","2","1","30","1","76"
"2010","westcoast","Cox, Dean","5","12","6","3","2","3","3","1","27","-","67"
"2010","westcoast","Cox, Dean","6","7","4","10","-","-","1","1","30","-","87"
"2010","westcoast","Cox, Dean","7","7","5","9","-","1","3","1","35","-","71"
"2010","westcoast","Cox, Dean","8","12","5","13","2","4","-","1","14","1","75"
