"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2014","geelong","Bartel, Jimmy","1","15","5","6","2","-","2","4","-","1","99"
"2014","geelong","Bartel, Jimmy","2","6","2","5","-","-","6","2","-","1","93"
"2014","geelong","Bartel, Jimmy","3","17","5","10","-","2","1","-","-","1","93"
"2014","geelong","Bartel, Jimmy","4","18","9","8","1","2","2","2","-","1","95"
"2014","geelong","Bartel, Jimmy","5","15","9","10","1","1","6","-","-","-","96"
"2014","geelong","Bartel, Jimmy","6","16","8","8","1","-","2","1","-","-","95"
"2014","geelong","Bartel, Jimmy","7","16","4","8","1","-","9","1","-","3","93"
"2014","geelong","Bartel, Jimmy","9","13","5","6","1","2","4","1","-","2","96"
"2014","geelong","Bartel, Jimmy","10","23","9","9","1","2","7","2","-","2","90"
"2014","geelong","Bartel, Jimmy","11","15","2","12","-","-","3","-","-","-","97"
"2014","geelong","Bartel, Jimmy","12","12","4","6","1","2","3","1","1","2","91"
"2014","geelong","Bartel, Jimmy","13","23","13","9","2","1","5","1","-","1","95"
"2014","geelong","Bartel, Jimmy","14","8","3","11","1","-","2","-","-","-","90"
"2014","geelong","Bartel, Jimmy","15","20","6","8","1","-","3","-","-","-","98"
"2014","geelong","Bartel, Jimmy","16","10","3","9","2","1","15","1","-","-","94"
"2014","geelong","Bartel, Jimmy","17","10","2","5","1","1","6","1","-","-","90"
"2014","geelong","Bartel, Jimmy","18","9","5","7","-","1","5","1","1","-","95"
"2014","geelong","Bartel, Jimmy","19","12","5","9","-","-","2","1","-","1","90"
"2014","geelong","Bartel, Jimmy","20","14","6","3","-","3","2","3","-","2","97"
"2014","geelong","Bartel, Jimmy","21","","","","","","","","","",""
"2014","geelong","Bartel, Jimmy","22","10","4","11","1","2","2","1","2","-","97"
"2014","geelong","Bartel, Jimmy","23","16","6","12","-","2","4","1","-","-","89"
"2014","geelong","Bartel, Jimmy","QF","13","6","7","-","-","6","2","1","-","95"
"2014","geelong","Bartel, Jimmy","SF","10","4","4","2","1","3","1","-","1","94"
"2014","geelong","Bews, Jed","1","","","","","","","","","",""
"2014","geelong","Bews, Jed","2","","","","","","","","","",""
"2014","geelong","Bews, Jed","3","","","","","","","","","",""
"2014","geelong","Bews, Jed","4","","","","","","","","","",""
"2014","geelong","Bews, Jed","5","","","","","","","","","",""
"2014","geelong","Bews, Jed","6","","","","","","","","","",""
"2014","geelong","Bews, Jed","7","","","","","","","","","",""
"2014","geelong","Bews, Jed","9","10","8","5","-","-","5","-","-","-","73"
"2014","geelong","Bews, Jed","10","3","1","5","-","-","4","-","-","-","85"
"2014","geelong","Bews, Jed","11","3","2","6","-","-","4","-","-","-","88"
"2014","geelong","Bews, Jed","12","1","-","6","-","-","1","-","-","-","57"
"2014","geelong","Bews, Jed","13","","","","","","","","","",""
"2014","geelong","Bews, Jed","14","","","","","","","","","",""
"2014","geelong","Bews, Jed","15","2","1","3","1","1","2","-","-","-","87"
"2014","geelong","Bews, Jed","16","6","2","4","-","-","4","-","-","-","76"
"2014","geelong","Bews, Jed","17","","","","","","","","","",""
"2014","geelong","Bews, Jed","18","","","","","","","","","",""
"2014","geelong","Bews, Jed","19","","","","","","","","","",""
"2014","geelong","Bews, Jed","20","","","","","","","","","",""
"2014","geelong","Bews, Jed","21","5","3","1","1","-","5","-","-","-","82"
"2014","geelong","Bews, Jed","22","","","","","","","","","",""
"2014","geelong","Bews, Jed","23","","","","","","","","","",""
"2014","geelong","Bews, Jed","QF","","","","","","","","","",""
"2014","geelong","Bews, Jed","SF","","","","","","","","","",""
"2014","geelong","Blicavs, Mark","1","4","2","2","-","1","2","-","3","-","38"
"2014","geelong","Blicavs, Mark","2","5","1","6","-","-","4","-","1","-","86"
"2014","geelong","Blicavs, Mark","3","5","4","1","-","-","-","-","2","2","38"
"2014","geelong","Blicavs, Mark","4","11","6","1","-","1","4","-","5","-","81"
"2014","geelong","Blicavs, Mark","5","4","3","4","-","-","-","-","4","-","76"
"2014","geelong","Blicavs, Mark","6","5","4","8","3","-","1","1","10","-","84"
"2014","geelong","Blicavs, Mark","7","3","2","1","-","1","5","-","12","-","34"
"2014","geelong","Blicavs, Mark","9","7","6","4","-","-","3","-","2","-","79"
"2014","geelong","Blicavs, Mark","10","6","1","3","-","-","2","1","-","-","70"
"2014","geelong","Blicavs, Mark","11","10","7","10","-","-","1","-","1","-","97"
"2014","geelong","Blicavs, Mark","12","4","5","8","1","1","5","-","11","-","78"
"2014","geelong","Blicavs, Mark","13","9","6","9","-","2","1","-","11","-","85"
"2014","geelong","Blicavs, Mark","14","3","1","6","-","1","1","-","5","-","95"
"2014","geelong","Blicavs, Mark","15","10","8","7","1","-","1","-","9","-","87"
"2014","geelong","Blicavs, Mark","16","5","3","6","4","-","5","-","19","-","86"
"2014","geelong","Blicavs, Mark","17","5","4","7","2","1","8","-","14","1","73"
"2014","geelong","Blicavs, Mark","18","","","","","","","","","",""
"2014","geelong","Blicavs, Mark","19","8","6","1","-","-","6","-","6","-","83"
"2014","geelong","Blicavs, Mark","20","8","6","4","-","-","8","-","9","-","82"
"2014","geelong","Blicavs, Mark","21","10","6","9","-","1","3","1","13","1","91"
"2014","geelong","Blicavs, Mark","22","5","4","13","-","-","3","-","10","-","86"
"2014","geelong","Blicavs, Mark","23","3","1","8","-","1","6","-","14","-","78"
"2014","geelong","Blicavs, Mark","QF","8","3","12","-","-","1","1","14","-","96"
"2014","geelong","Blicavs, Mark","SF","4","3","5","2","2","6","1","22","-","87"
"2014","geelong","Brown, Mitch","1","9","3","5","1","1","3","3","-","-","85"
"2014","geelong","Brown, Mitch","2","3","1","4","-","-","-","-","-","-","82"
"2014","geelong","Brown, Mitch","3","6","3","4","-","-","1","-","-","2","56"
"2014","geelong","Brown, Mitch","4","","","","","","","","","",""
"2014","geelong","Brown, Mitch","5","","","","","","","","","",""
"2014","geelong","Brown, Mitch","6","","","","","","","","","",""
