"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2015","hawthorn","Anderson, Jed","1","5","1","3","-","1","5","1","-","2","42"
"2015","hawthorn","Anderson, Jed","2","6","1","9","1","-","6","-","1","-","75"
"2015","hawthorn","Anderson, Jed","3","-","-","3","-","-","2","-","-","-","17"
"2015","hawthorn","Anderson, Jed","4","","","","","","","","","",""
"2015","hawthorn","Anderson, Jed","5","","","","","","","","","",""
"2015","hawthorn","Anderson, Jed","6","7","2","7","1","-","7","-","2","1","83"
"2015","hawthorn","Anderson, Jed","7","","","","","","","","","",""
"2015","hawthorn","Anderson, Jed","8","","","","","","","","","",""
"2015","hawthorn","Anderson, Jed","9","","","","","","","","","",""
"2015","hawthorn","Anderson, Jed","10","","","","","","","","","",""
"2015","hawthorn","Anderson, Jed","12","","","","","","","","","",""
"2015","hawthorn","Anderson, Jed","13","","","","","","","","","",""
"2015","hawthorn","Anderson, Jed","14","","","","","","","","","",""
"2015","hawthorn","Anderson, Jed","15","","","","","","","","","",""
"2015","hawthorn","Anderson, Jed","16","","","","","","","","","",""
"2015","hawthorn","Anderson, Jed","17","","","","","","","","","",""
"2015","hawthorn","Anderson, Jed","18","","","","","","","","","",""
"2015","hawthorn","Anderson, Jed","19","","","","","","","","","",""
"2015","hawthorn","Anderson, Jed","20","","","","","","","","","",""
"2015","hawthorn","Anderson, Jed","21","","","","","","","","","",""
"2015","hawthorn","Anderson, Jed","22","","","","","","","","","",""
"2015","hawthorn","Anderson, Jed","23","","","","","","","","","",""
"2015","hawthorn","Anderson, Jed","QF","","","","","","","","","",""
"2015","hawthorn","Anderson, Jed","SF","","","","","","","","","",""
"2015","hawthorn","Anderson, Jed","PF","","","","","","","","","",""
"2015","hawthorn","Anderson, Jed","GF","","","","","","","","","",""
"2015","hawthorn","Birchall, Grant","1","","","","","","","","","",""
"2015","hawthorn","Birchall, Grant","2","19","2","6","-","1","3","-","-","-","77"
"2015","hawthorn","Birchall, Grant","3","20","5","10","-","1","1","1","-","-","81"
"2015","hawthorn","Birchall, Grant","4","10","3","8","-","-","-","-","-","-","87"
"2015","hawthorn","Birchall, Grant","5","15","9","8","2","-","2","-","-","-","78"
"2015","hawthorn","Birchall, Grant","6","16","9","13","1","1","2","-","-","1","82"
"2015","hawthorn","Birchall, Grant","7","7","2","13","1","-","2","-","-","-","81"
"2015","hawthorn","Birchall, Grant","8","13","1","4","-","3","2","-","-","-","75"
"2015","hawthorn","Birchall, Grant","9","","","","","","","","","",""
"2015","hawthorn","Birchall, Grant","10","","","","","","","","","",""
"2015","hawthorn","Birchall, Grant","12","","","","","","","","","",""
"2015","hawthorn","Birchall, Grant","13","17","7","6","-","-","-","-","-","-","74"
"2015","hawthorn","Birchall, Grant","14","11","2","6","1","-","-","-","-","-","82"
"2015","hawthorn","Birchall, Grant","15","18","7","13","-","2","3","-","-","1","86"
"2015","hawthorn","Birchall, Grant","16","19","9","8","1","-","1","-","-","-","80"
"2015","hawthorn","Birchall, Grant","17","11","5","10","2","-","-","-","-","-","83"
"2015","hawthorn","Birchall, Grant","18","12","5","12","-","-","1","-","-","-","84"
"2015","hawthorn","Birchall, Grant","19","17","4","5","-","-","-","1","-","-","78"
"2015","hawthorn","Birchall, Grant","20","19","9","6","-","1","1","-","-","-","86"
"2015","hawthorn","Birchall, Grant","21","15","5","6","-","-","2","-","-","1","75"
"2015","hawthorn","Birchall, Grant","22","13","4","8","2","-","5","-","-","-","83"
"2015","hawthorn","Birchall, Grant","23","14","8","6","1","-","-","1","-","-","82"
"2015","hawthorn","Birchall, Grant","QF","11","1","8","-","-","3","-","-","-","77"
"2015","hawthorn","Birchall, Grant","SF","12","9","13","2","-","4","-","-","-","83"
"2015","hawthorn","Birchall, Grant","PF","13","9","9","2","-","2","-","-","-","85"
"2015","hawthorn","Birchall, Grant","GF","17","7","5","-","-","2","1","-","-","77"
"2015","hawthorn","Breust, Luke","1","12","7","2","2","-","-","5","-","2","85"
"2015","hawthorn","Breust, Luke","2","9","3","4","1","1","4","2","-","2","90"
"2015","hawthorn","Breust, Luke","3","4","3","8","1","-","4","2","-","-","86"
"2015","hawthorn","Breust, Luke","4","10","4","5","1","-","2","1","1","1","90"
"2015","hawthorn","Breust, Luke","5","9","6","7","2","2","2","4","-","2","77"
"2015","hawthorn","Breust, Luke","6","7","3","8","3","1","6","1","-","2","84"
"2015","hawthorn","Breust, Luke","7","11","4","3","1","-","5","3","1","2","81"
"2015","hawthorn","Breust, Luke","8","7","3","4","3","2","5","1","-","1","82"
"2015","hawthorn","Breust, Luke","9","8","4","6","1","1","3","3","1","1","84"
"2015","hawthorn","Breust, Luke","10","9","2","5","1","3","7","1","-","1","80"
"2015","hawthorn","Breust, Luke","12","8","3","7","-","-","1","3","-","-","85"
"2015","hawthorn","Breust, Luke","13","6","3","8","1","-","4","1","-","-","82"
"2015","hawthorn","Breust, Luke","14","6","4","3","1","-","3","3","-","-","84"
"2015","hawthorn","Breust, Luke","15","8","4","11","-","2","7","4","1","-","79"
"2015","hawthorn","Breust, Luke","16","6","3","13","1","1","1","2","1","-","82"
"2015","hawthorn","Breust, Luke","17","12","5","7","1","4","2","3","-","2","80"
