"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2011","hawthorn","Bailey, Max","1","","","","","","","","","",""
"2011","hawthorn","Bailey, Max","2","","","","","","","","","",""
"2011","hawthorn","Bailey, Max","3","","","","","","","","","",""
"2011","hawthorn","Bailey, Max","4","","","","","","","","","",""
"2011","hawthorn","Bailey, Max","5","","","","","","","","","",""
"2011","hawthorn","Bailey, Max","7","","","","","","","","","",""
"2011","hawthorn","Bailey, Max","8","","","","","","","","","",""
"2011","hawthorn","Bailey, Max","9","2","1","3","-","3","2","-","19","-","47"
"2011","hawthorn","Bailey, Max","10","4","1","5","4","1","6","-","19","-","67"
"2011","hawthorn","Bailey, Max","11","7","2","6","2","3","2","-","25","-","74"
"2011","hawthorn","Bailey, Max","12","","","","","","","","","",""
"2011","hawthorn","Bailey, Max","13","3","7","13","1","-","3","-","19","-","76"
"2011","hawthorn","Bailey, Max","14","5","1","6","1","1","7","-","22","-","77"
"2011","hawthorn","Bailey, Max","15","7","3","3","1","-","4","-","26","-","73"
"2011","hawthorn","Bailey, Max","16","7","4","4","3","1","6","-","16","-","76"
"2011","hawthorn","Bailey, Max","18","11","3","6","6","2","2","-","18","1","80"
"2011","hawthorn","Bailey, Max","19","8","1","4","1","1","3","-","23","1","73"
"2011","hawthorn","Bailey, Max","20","5","2","4","3","2","3","-","26","-","71"
"2011","hawthorn","Bailey, Max","21","6","1","1","2","2","6","1","33","-","68"
"2011","hawthorn","Bailey, Max","22","4","2","5","1","-","2","-","14","-","76"
"2011","hawthorn","Bailey, Max","23","8","3","12","-","2","1","1","18","-","72"
"2011","hawthorn","Bailey, Max","24","","","","","","","","","",""
"2011","hawthorn","Bailey, Max","QF","2","1","2","1","-","4","-","10","-","58"
"2011","hawthorn","Bailey, Max","SF","6","1","3","1","1","4","1","25","-","73"
"2011","hawthorn","Bailey, Max","PF","3","2","5","1","2","3","-","15","1","72"
"2011","hawthorn","Bateman, Chance","1","8","7","9","2","-","1","1","-","-","83"
"2011","hawthorn","Bateman, Chance","2","13","4","5","2","-","1","1","-","1","88"
"2011","hawthorn","Bateman, Chance","3","8","2","6","1","2","8","-","-","-","86"
"2011","hawthorn","Bateman, Chance","4","7","3","12","1","2","3","-","-","-","88"
"2011","hawthorn","Bateman, Chance","5","6","3","13","-","1","5","3","1","1","74"
"2011","hawthorn","Bateman, Chance","7","14","10","6","-","2","1","1","-","-","84"
"2011","hawthorn","Bateman, Chance","8","17","7","5","-","-","3","-","1","1","84"
"2011","hawthorn","Bateman, Chance","9","12","5","6","-","2","4","1","1","2","80"
"2011","hawthorn","Bateman, Chance","10","3","1","1","-","-","-","-","-","-","15"
"2011","hawthorn","Bateman, Chance","11","","","","","","","","","",""
"2011","hawthorn","Bateman, Chance","12","","","","","","","","","",""
"2011","hawthorn","Bateman, Chance","13","","","","","","","","","",""
