"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2013","westcoast","Brennan, Jacob","1","","","","","","","","","",""
"2013","westcoast","Brennan, Jacob","2","","","","","","","","","",""
"2013","westcoast","Brennan, Jacob","3","5","3","3","1","-","4","-","-","-","88"
"2013","westcoast","Brennan, Jacob","4","10","6","5","-","-","3","-","-","-","93"
"2013","westcoast","Brennan, Jacob","5","3","3","2","2","-","2","-","-","1","82"
"2013","westcoast","Brennan, Jacob","6","13","4","3","-","-","6","-","-","-","93"
"2013","westcoast","Brennan, Jacob","7","6","-","1","2","1","3","-","-","-","82"
"2013","westcoast","Brennan, Jacob","8","10","8","1","-","1","-","-","-","-","83"
"2013","westcoast","Brennan, Jacob","9","8","4","5","-","1","2","-","-","-","82"
"2013","westcoast","Brennan, Jacob","10","","","","","","","","","",""
"2013","westcoast","Brennan, Jacob","11","5","4","6","-","-","3","-","-","-","93"
"2013","westcoast","Brennan, Jacob","13","","","","","","","","","",""
"2013","westcoast","Brennan, Jacob","14","","","","","","","","","",""
"2013","westcoast","Brennan, Jacob","15","2","1","2","4","-","-","-","-","-","46"
"2013","westcoast","Brennan, Jacob","16","11","4","3","-","2","3","-","-","1","86"
"2013","westcoast","Brennan, Jacob","17","","","","","","","","","",""
"2013","westcoast","Brennan, Jacob","18","","","","","","","","","",""
"2013","westcoast","Brennan, Jacob","19","","","","","","","","","",""
"2013","westcoast","Brennan, Jacob","20","","","","","","","","","",""
"2013","westcoast","Brennan, Jacob","21","","","","","","","","","",""
"2013","westcoast","Brennan, Jacob","22","","","","","","","","","",""
"2013","westcoast","Brennan, Jacob","23","","","","","","","","","",""
"2013","westcoast","Brown, Mitch","1","","","","","","","","","",""
"2013","westcoast","Brown, Mitch","2","2","2","4","4","-","1","-","-","-","86"
"2013","westcoast","Brown, Mitch","3","4","3","5","1","1","2","-","-","-","99"
"2013","westcoast","Brown, Mitch","4","","","","","","","","","",""
"2013","westcoast","Brown, Mitch","5","6","3","3","1","-","2","-","-","-","91"
"2013","westcoast","Brown, Mitch","6","5","3","5","-","-","7","-","-","-","89"
"2013","westcoast","Brown, Mitch","7","4","2","6","1","-","1","-","-","-","70"
"2013","westcoast","Brown, Mitch","8","","","","","","","","","",""
"2013","westcoast","Brown, Mitch","9","7","6","1","-","1","4","-","-","2","93"
"2013","westcoast","Brown, Mitch","10","4","2","3","-","-","3","-","-","-","53"
"2013","westcoast","Brown, Mitch","11","5","3","8","-","-","1","-","-","-","89"
"2013","westcoast","Brown, Mitch","13","-","2","16","1","-","2","-","-","-","91"
"2013","westcoast","Brown, Mitch","14","5","3","6","-","1","3","-","-","-","91"
"2013","westcoast","Brown, Mitch","15","7","3","3","2","1","3","-","-","-","94"
"2013","westcoast","Brown, Mitch","16","2","3","4","3","1","5","-","-","-","90"
"2013","westcoast","Brown, Mitch","17","5","4","9","-","-","-","-","-","-","100"
"2013","westcoast","Brown, Mitch","18","7","3","5","1","-","1","-","-","-","97"
"2013","westcoast","Brown, Mitch","19","4","4","7","1","-","2","-","-","-","96"
"2013","westcoast","Brown, Mitch","20","7","4","7","-","-","2","-","-","-","91"
"2013","westcoast","Brown, Mitch","21","3","3","5","3","-","1","-","-","-","94"
"2013","westcoast","Brown, Mitch","22","3","1","6","2","1","2","-","-","-","96"
"2013","westcoast","Brown, Mitch","23","3","1","2","1","-","2","-","-","-","48"
"2013","westcoast","Butler, Sam","1","","","","","","","","","",""
"2013","westcoast","Butler, Sam","2","7","3","12","-","1","2","-","-","-","86"
"2013","westcoast","Butler, Sam","3","8","4","7","-","-","4","-","-","-","85"
"2013","westcoast","Butler, Sam","4","8","3","5","-","-","4","-","-","-","88"
"2013","westcoast","Butler, Sam","5","16","8","7","2","-","4","-","-","-","82"
"2013","westcoast","Butler, Sam","6","","","","","","","","","",""
"2013","westcoast","Butler, Sam","7","","","","","","","","","",""
"2013","westcoast","Butler, Sam","8","","","","","","","","","",""
"2013","westcoast","Butler, Sam","9","12","5","6","1","-","3","1","-","1","79"
"2013","westcoast","Butler, Sam","10","9","4","7","-","1","3","-","-","-","82"
"2013","westcoast","Butler, Sam","11","8","6","4","-","-","5","-","-","-","87"
"2013","westcoast","Butler, Sam","13","8","3","5","1","-","2","-","-","-","87"
"2013","westcoast","Butler, Sam","14","15","7","7","1","1","6","-","-","-","80"
"2013","westcoast","Butler, Sam","15","","","","","","","","","",""
"2013","westcoast","Butler, Sam","16","","","","","","","","","",""
"2013","westcoast","Butler, Sam","17","","","","","","","","","",""
"2013","westcoast","Butler, Sam","18","16","10","6","2","1","2","-","-","-","83"
"2013","westcoast","Butler, Sam","19","14","6","3","-","-","4","-","-","-","80"
"2013","westcoast","Butler, Sam","20","10","6","8","-","2","6","-","-","-","81"
"2013","westcoast","Butler, Sam","21","11","3","7","1","-","7","-","-","1","88"
"2013","westcoast","Butler, Sam","22","12","3","11","-","-","6","-","-","-","86"
"2013","westcoast","Butler, Sam","23","13","7","6","1","-","-","-","-","-","81"
"2013","westcoast","Carter, Adam","1","","","","","","","","","",""
