"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2015","swans","Bird, Craig","1","11","3","9","2","2","3","2","-","-","89"
"2015","swans","Bird, Craig","2","11","3","9","2","-","6","-","-","-","87"
"2015","swans","Bird, Craig","3","11","4","11","-","2","5","1","-","-","90"
"2015","swans","Bird, Craig","4","9","3","12","-","1","2","-","-","1","76"
"2015","swans","Bird, Craig","5","6","2","8","-","-","3","-","-","-","82"
"2015","swans","Bird, Craig","6","","","","","","","","","",""
"2015","swans","Bird, Craig","7","","","","","","","","","",""
"2015","swans","Bird, Craig","8","","","","","","","","","",""
"2015","swans","Bird, Craig","9","","","","","","","","","",""
"2015","swans","Bird, Craig","10","","","","","","","","","",""
"2015","swans","Bird, Craig","11","","","","","","","","","",""
"2015","swans","Bird, Craig","13","","","","","","","","","",""
"2015","swans","Bird, Craig","14","","","","","","","","","",""
"2015","swans","Bird, Craig","15","","","","","","","","","",""
"2015","swans","Bird, Craig","16","2","2","-","-","-","2","-","-","-","17"
"2015","swans","Bird, Craig","17","","","","","","","","","",""
"2015","swans","Bird, Craig","18","","","","","","","","","",""
"2015","swans","Bird, Craig","19","","","","","","","","","",""
"2015","swans","Bird, Craig","20","","","","","","","","","",""
"2015","swans","Bird, Craig","21","","","","","","","","","",""
"2015","swans","Bird, Craig","22","","","","","","","","","",""
"2015","swans","Bird, Craig","23","","","","","","","","","",""
"2015","swans","Bird, Craig","QF","","","","","","","","","",""
"2015","swans","Bird, Craig","SF","","","","","","","","","",""
"2015","swans","Cunningham, Harry","1","5","3","12","-","-","3","-","-","-","85"
"2015","swans","Cunningham, Harry","2","","","","","","","","","",""
"2015","swans","Cunningham, Harry","3","10","10","11","-","-","4","-","-","-","81"
"2015","swans","Cunningham, Harry","4","9","6","2","1","1","-","-","-","-","85"
"2015","swans","Cunningham, Harry","5","1","-","3","-","-","5","1","-","-","33"
"2015","swans","Cunningham, Harry","6","","","","","","","","","",""
"2015","swans","Cunningham, Harry","7","","","","","","","","","",""
"2015","swans","Cunningham, Harry","8","2","1","2","-","-","-","-","-","-","19"
"2015","swans","Cunningham, Harry","9","11","3","9","-","-","2","-","-","1","87"
"2015","swans","Cunningham, Harry","10","8","3","4","-","1","1","2","-","-","78"
"2015","swans","Cunningham, Harry","11","15","11","6","1","-","2","1","-","-","89"
"2015","swans","Cunningham, Harry","13","5","3","8","1","1","4","-","-","2","82"
"2015","swans","Cunningham, Harry","14","3","1","3","-","-","2","1","-","-","58"
"2015","swans","Cunningham, Harry","15","3","2","3","-","1","4","-","-","-","24"
"2015","swans","Cunningham, Harry","16","7","3","8","-","1","5","-","-","1","89"
"2015","swans","Cunningham, Harry","17","11","7","7","-","1","4","-","-","-","82"
"2015","swans","Cunningham, Harry","18","12","5","13","1","1","3","-","-","-","81"
"2015","swans","Cunningham, Harry","19","8","6","9","-","-","4","-","-","-","87"
"2015","swans","Cunningham, Harry","20","11","8","11","1","-","1","-","-","1","86"
"2015","swans","Cunningham, Harry","21","10","4","8","1","2","6","3","-","1","90"
"2015","swans","Cunningham, Harry","22","8","3","9","-","2","5","1","-","1","82"
"2015","swans","Cunningham, Harry","23","11","2","7","1","2","4","3","-","-","85"
"2015","swans","Cunningham, Harry","QF","8","3","10","1","1","4","-","-","-","87"
"2015","swans","Cunningham, Harry","SF","5","1","8","-","-","4","-","-","-","89"
"2015","swans","Derickx, Tom","1","","","","","","","","","",""
"2015","swans","Derickx, Tom","2","","","","","","","","","",""
"2015","swans","Derickx, Tom","3","","","","","","","","","",""
"2015","swans","Derickx, Tom","4","","","","","","","","","",""
"2015","swans","Derickx, Tom","5","","","","","","","","","",""
"2015","swans","Derickx, Tom","6","","","","","","","","","",""
"2015","swans","Derickx, Tom","7","","","","","","","","","",""
"2015","swans","Derickx, Tom","8","","","","","","","","","",""
"2015","swans","Derickx, Tom","9","","","","","","","","","",""
"2015","swans","Derickx, Tom","10","","","","","","","","","",""
"2015","swans","Derickx, Tom","11","","","","","","","","","",""
"2015","swans","Derickx, Tom","13","7","3","1","4","2","2","1","7","-","91"
"2015","swans","Derickx, Tom","14","","","","","","","","","",""
"2015","swans","Derickx, Tom","15","","","","","","","","","",""
"2015","swans","Derickx, Tom","16","","","","","","","","","",""
"2015","swans","Derickx, Tom","17","","","","","","","","","",""
"2015","swans","Derickx, Tom","18","","","","","","","","","",""
"2015","swans","Derickx, Tom","19","","","","","","","","","",""
"2015","swans","Derickx, Tom","20","","","","","","","","","",""
"2015","swans","Derickx, Tom","21","","","","","","","","","",""
"2015","swans","Derickx, Tom","22","","","","","","","","","",""
"2015","swans","Derickx, Tom","23","","","","","","","","","",""
"2015","swans","Derickx, Tom","QF","","","","","","","","","",""
"2015","swans","Derickx, Tom","SF","","","","","","","","","",""
"2015","swans","Franklin, Lance","1","9","1","3","5","3","4","3","-","1","93"
"2015","swans","Franklin, Lance","2","14","8","3","1","1","8","3","-","1","88"
"2015","swans","Franklin, Lance","3","14","7","4","1","2","3","5","-","5","94"
"2015","swans","Franklin, Lance","4","14","7","1","3","4","2","2","-","2","96"
"2015","swans","Franklin, Lance","5","11","4","4","1","2","2","3","-","2","97"
"2015","swans","Franklin, Lance","6","17","6","5","1","-","2","-","-","2","84"
"2015","swans","Franklin, Lance","7","14","4","8","-","1","2","4","-","5","88"
"2015","swans","Franklin, Lance","8","6","3","1","-","1","4","-","-","-","96"
"2015","swans","Franklin, Lance","9","18","7","4","1","3","4","7","-","-","88"
