"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2013","richmond","Arnot, Matt","1","","","","","","","","","",""
"2013","richmond","Arnot, Matt","2","","","","","","","","","",""
"2013","richmond","Arnot, Matt","3","","","","","","","","","",""
"2013","richmond","Arnot, Matt","4","","","","","","","","","",""
"2013","richmond","Arnot, Matt","5","","","","","","","","","",""
"2013","richmond","Arnot, Matt","6","","","","","","","","","",""
"2013","richmond","Arnot, Matt","7","","","","","","","","","",""
"2013","richmond","Arnot, Matt","8","","","","","","","","","",""
"2013","richmond","Arnot, Matt","9","","","","","","","","","",""
"2013","richmond","Arnot, Matt","10","","","","","","","","","",""
"2013","richmond","Arnot, Matt","12","","","","","","","","","",""
"2013","richmond","Arnot, Matt","13","","","","","","","","","",""
"2013","richmond","Arnot, Matt","14","5","1","6","1","1","7","-","-","-","81"
"2013","richmond","Arnot, Matt","15","","","","","","","","","",""
"2013","richmond","Arnot, Matt","16","6","1","9","-","-","2","1","-","1","78"
"2013","richmond","Arnot, Matt","17","6","2","3","-","2","2","-","-","1","64"
"2013","richmond","Arnot, Matt","18","2","2","7","-","-","-","-","-","-","25"
"2013","richmond","Arnot, Matt","19","","","","","","","","","",""
"2013","richmond","Arnot, Matt","20","","","","","","","","","",""
"2013","richmond","Arnot, Matt","21","","","","","","","","","",""
"2013","richmond","Arnot, Matt","22","","","","","","","","","",""
"2013","richmond","Arnot, Matt","23","","","","","","","","","",""
"2013","richmond","Arnot, Matt","EF","","","","","","","","","",""
"2013","richmond","Astbury, David","1","","","","","","","","","",""
"2013","richmond","Astbury, David","2","","","","","","","","","",""
"2013","richmond","Astbury, David","3","","","","","","","","","",""
"2013","richmond","Astbury, David","4","","","","","","","","","",""
"2013","richmond","Astbury, David","5","","","","","","","","","",""
"2013","richmond","Astbury, David","6","","","","","","","","","",""
"2013","richmond","Astbury, David","7","","","","","","","","","",""
"2013","richmond","Astbury, David","8","","","","","","","","","",""
"2013","richmond","Astbury, David","9","","","","","","","","","",""
"2013","richmond","Astbury, David","10","","","","","","","","","",""
"2013","richmond","Astbury, David","12","3","3","3","1","-","-","-","-","-","52"
"2013","richmond","Astbury, David","13","4","2","-","-","1","-","-","-","-","59"
"2013","richmond","Astbury, David","14","","","","","","","","","",""
"2013","richmond","Astbury, David","15","","","","","","","","","",""
"2013","richmond","Astbury, David","16","","","","","","","","","",""
"2013","richmond","Astbury, David","17","","","","","","","","","",""
"2013","richmond","Astbury, David","18","","","","","","","","","",""
"2013","richmond","Astbury, David","19","7","4","3","-","-","-","-","-","-","85"
"2013","richmond","Astbury, David","20","8","7","7","-","-","1","-","-","-","84"
"2013","richmond","Astbury, David","21","8","2","9","-","1","1","-","-","-","91"
"2013","richmond","Astbury, David","22","","","","","","","","","",""
"2013","richmond","Astbury, David","23","","","","","","","","","",""
"2013","richmond","Astbury, David","EF","","","","","","","","","",""
"2013","richmond","Batchelor, Jake","1","10","5","2","-","-","3","-","-","-","83"
"2013","richmond","Batchelor, Jake","2","7","4","2","1","1","2","-","-","-","84"
"2013","richmond","Batchelor, Jake","3","","","","","","","","","",""
"2013","richmond","Batchelor, Jake","4","","","","","","","","","",""
"2013","richmond","Batchelor, Jake","5","4","3","4","1","-","1","-","-","-","93"
"2013","richmond","Batchelor, Jake","6","","","","","","","","","",""
"2013","richmond","Batchelor, Jake","7","11","5","1","-","-","-","-","-","-","84"
"2013","richmond","Batchelor, Jake","8","9","5","5","1","1","3","-","-","-","83"
"2013","richmond","Batchelor, Jake","9","10","3","4","1","-","2","-","-","-","85"
"2013","richmond","Batchelor, Jake","10","5","3","4","2","-","4","-","-","-","91"
"2013","richmond","Batchelor, Jake","12","","","","","","","","","",""
"2013","richmond","Batchelor, Jake","13","","","","","","","","","",""
"2013","richmond","Batchelor, Jake","14","10","6","4","-","1","1","-","-","1","90"
"2013","richmond","Batchelor, Jake","15","9","6","3","1","-","1","-","-","-","79"
"2013","richmond","Batchelor, Jake","16","","","","","","","","","",""
"2013","richmond","Batchelor, Jake","17","","","","","","","","","",""
"2013","richmond","Batchelor, Jake","18","","","","","","","","","",""
"2013","richmond","Batchelor, Jake","19","","","","","","","","","",""
"2013","richmond","Batchelor, Jake","20","","","","","","","","","",""
"2013","richmond","Batchelor, Jake","21","","","","","","","","","",""
"2013","richmond","Batchelor, Jake","22","","","","","","","","","",""
"2013","richmond","Batchelor, Jake","23","","","","","","","","","",""
"2013","richmond","Batchelor, Jake","EF","","","","","","","","","",""
"2013","richmond","Chaplin, Troy","1","4","2","6","-","-","1","-","-","-","70"
"2013","richmond","Chaplin, Troy","2","13","10","9","-","1","1","-","-","1","94"
"2013","richmond","Chaplin, Troy","3","8","9","3","-","-","3","-","-","-","90"
"2013","richmond","Chaplin, Troy","4","5","5","2","2","-","-","-","-","-","56"
"2013","richmond","Chaplin, Troy","5","","","","","","","","","",""
"2013","richmond","Chaplin, Troy","6","8","3","5","1","1","2","-","-","-","95"
"2013","richmond","Chaplin, Troy","7","5","3","3","-","1","1","-","-","-","89"
"2013","richmond","Chaplin, Troy","8","12","7","3","-","1","1","1","-","-","89"
"2013","richmond","Chaplin, Troy","9","12","13","10","-","1","3","-","-","-","100"
"2013","richmond","Chaplin, Troy","10","9","4","1","-","-","1","-","-","-","100"
"2013","richmond","Chaplin, Troy","12","10","6","7","2","1","-","-","-","-","100"
"2013","richmond","Chaplin, Troy","13","7","4","5","-","-","1","-","-","-","91"
"2013","richmond","Chaplin, Troy","14","4","4","4","1","1","1","-","-","-","91"
"2013","richmond","Chaplin, Troy","15","7","5","2","-","2","2","-","-","-","97"
"2013","richmond","Chaplin, Troy","16","12","5","7","-","-","1","-","-","-","100"
"2013","richmond","Chaplin, Troy","17","9","6","6","-","1","2","-","-","-","97"
"2013","richmond","Chaplin, Troy","18","10","7","9","-","-","2","-","-","-","100"
"2013","richmond","Chaplin, Troy","19","5","4","8","-","1","3","-","-","-","100"
"2013","richmond","Chaplin, Troy","20","9","10","12","-","-","2","-","-","-","98"
"2013","richmond","Chaplin, Troy","21","5","3","5","2","1","2","-","-","-","100"
"2013","richmond","Chaplin, Troy","22","13","8","10","-","2","1","-","-","-","98"
"2013","richmond","Chaplin, Troy","23","7","9","7","-","-","3","-","-","-","100"
"2013","richmond","Chaplin, Troy","EF","5","3","5","-","-","2","-","-","-","100"
"2013","richmond","Conca, Reece","1","12","1","7","1","1","2","1","-","-","80"
"2013","richmond","Conca, Reece","2","16","4","9","2","1","3","1","-","3","79"
"2013","richmond","Conca, Reece","3","12","7","7","2","2","5","-","-","1","86"
"2013","richmond","Conca, Reece","4","13","6","6","-","1","5","-","-","-","82"
"2013","richmond","Conca, Reece","5","","","","","","","","","",""
"2013","richmond","Conca, Reece","6","","","","","","","","","",""
"2013","richmond","Conca, Reece","7","","","","","","","","","",""
"2013","richmond","Conca, Reece","8","","","","","","","","","",""
"2013","richmond","Conca, Reece","9","","","","","","","","","",""
"2013","richmond","Conca, Reece","10","","","","","","","","","",""
"2013","richmond","Conca, Reece","12","13","2","4","-","1","3","-","-","2","76"
"2013","richmond","Conca, Reece","13","17","6","4","1","-","1","2","-","1","85"
"2013","richmond","Conca, Reece","14","19","1","3","1","4","4","1","-","-","79"
"2013","richmond","Conca, Reece","15","11","4","4","-","-","3","-","-","1","77"
"2013","richmond","Conca, Reece","16","6","3","5","1","-","4","-","-","-","83"
"2013","richmond","Conca, Reece","17","7","6","9","1","-","2","-","-","-","77"
"2013","richmond","Conca, Reece","18","14","1","7","2","3","8","1","-","-","82"
"2013","richmond","Conca, Reece","19","9","3","9","1","-","6","-","-","1","81"
"2013","richmond","Conca, Reece","20","14","5","7","2","3","6","3","-","-","80"
