"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2009","geelong","Ablett, Gary","1","15","4","20","1","1","5","1","-","2","91"
"2009","geelong","Ablett, Gary","2","11","3","18","3","2","1","1","-","-","96"
"2009","geelong","Ablett, Gary","3","11","7","26","-","1","5","1","-","1","92"
"2009","geelong","Ablett, Gary","4","13","7","33","1","1","3","3","-","1","89"
"2009","geelong","Ablett, Gary","5","19","3","23","3","1","6","2","-","-","88"
"2009","geelong","Ablett, Gary","6","8","3","17","-","-","4","1","-","1","78"
"2009","geelong","Ablett, Gary","7","","","","","","","","","",""
"2009","geelong","Ablett, Gary","8","","","","","","","","","",""
"2009","geelong","Ablett, Gary","9","12","4","26","2","3","4","-","-","3","90"
"2009","geelong","Ablett, Gary","10","9","3","21","1","-","9","2","-","2","83"
"2009","geelong","Ablett, Gary","11","15","10","28","-","-","3","2","-","-","89"
"2009","geelong","Ablett, Gary","12","5","1","24","-","1","2","-","-","1","92"
"2009","geelong","Ablett, Gary","13","21","7","15","1","2","5","2","-","3","95"
"2009","geelong","Ablett, Gary","14","8","3","19","-","-","8","2","-","-","98"
"2009","geelong","Ablett, Gary","15","","","","","","","","","",""
"2009","geelong","Ablett, Gary","16","17","3","23","3","1","2","2","-","3","90"
"2009","geelong","Ablett, Gary","17","16","6","17","1","-","7","1","-","-","92"
"2009","geelong","Ablett, Gary","18","10","2","11","-","1","5","2","-","1","88"
"2009","geelong","Ablett, Gary","19","11","3","13","2","1","2","-","-","-","90"
"2009","geelong","Ablett, Gary","20","18","4","26","1","2","4","1","-","2","89"
"2009","geelong","Ablett, Gary","21","17","5","23","-","1","3","-","-","-","93"
"2009","geelong","Ablett, Gary","22","16","3","19","2","3","5","1","-","-","87"
"2009","geelong","Ablett, Gary","QF","16","6","15","-","2","1","-","-","1","88"
"2009","geelong","Ablett, Gary","PF","16","4","18","2","1","2","2","-","3","92"
"2009","geelong","Ablett, Gary","GF","15","2","10","1","3","6","1","-","2","90"
"2009","geelong","Bartel, Jimmy","1","16","8","12","3","1","5","-","-","-","90"
"2009","geelong","Bartel, Jimmy","2","19","13","6","3","1","6","-","-","1","85"
"2009","geelong","Bartel, Jimmy","3","18","9","10","4","1","4","-","-","-","89"
"2009","geelong","Bartel, Jimmy","4","18","6","12","1","5","3","-","-","1","81"
"2009","geelong","Bartel, Jimmy","5","16","4","10","1","-","13","1","1","1","90"
"2009","geelong","Bartel, Jimmy","6","25","9","16","-","1","2","-","-","1","88"
"2009","geelong","Bartel, Jimmy","7","13","5","6","1","1","9","1","-","2","86"
"2009","geelong","Bartel, Jimmy","8","16","5","18","1","5","5","3","-","-","94"
"2009","geelong","Bartel, Jimmy","9","10","5","6","-","1","1","1","-","1","81"
"2009","geelong","Bartel, Jimmy","10","12","5","16","1","1","8","-","3","1","85"
"2009","geelong","Bartel, Jimmy","11","13","7","15","1","-","6","-","-","-","91"
"2009","geelong","Bartel, Jimmy","12","14","4","12","-","2","8","-","1","-","87"
"2009","geelong","Bartel, Jimmy","13","10","6","10","2","1","3","2","-","-","88"
"2009","geelong","Bartel, Jimmy","14","17","6","20","-","3","6","-","-","1","95"
