"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2011","stkilda","Archer, Daniel","1","","","","","","","","","",""
"2011","stkilda","Archer, Daniel","2","5","4","3","-","-","2","-","1","1","68"
"2011","stkilda","Archer, Daniel","3","","","","","","","","","",""
"2011","stkilda","Archer, Daniel","5","","","","","","","","","",""
"2011","stkilda","Archer, Daniel","6","","","","","","","","","",""
"2011","stkilda","Archer, Daniel","7","","","","","","","","","",""
"2011","stkilda","Archer, Daniel","8","","","","","","","","","",""
"2011","stkilda","Archer, Daniel","9","","","","","","","","","",""
"2011","stkilda","Archer, Daniel","10","","","","","","","","","",""
"2011","stkilda","Archer, Daniel","11","","","","","","","","","",""
"2011","stkilda","Archer, Daniel","12","","","","","","","","","",""
"2011","stkilda","Archer, Daniel","13","","","","","","","","","",""
"2011","stkilda","Archer, Daniel","15","","","","","","","","","",""
"2011","stkilda","Archer, Daniel","16","","","","","","","","","",""
"2011","stkilda","Archer, Daniel","17","","","","","","","","","",""
"2011","stkilda","Archer, Daniel","18","","","","","","","","","",""
"2011","stkilda","Archer, Daniel","19","","","","","","","","","",""
"2011","stkilda","Archer, Daniel","20","","","","","","","","","",""
"2011","stkilda","Archer, Daniel","21","","","","","","","","","",""
"2011","stkilda","Archer, Daniel","22","","","","","","","","","",""
"2011","stkilda","Archer, Daniel","23","","","","","","","","","",""
"2011","stkilda","Archer, Daniel","24","","","","","","","","","",""
"2011","stkilda","Archer, Daniel","EF","","","","","","","","","",""
"2011","stkilda","Armitage, David","1","9","5","2","1","1","5","-","-","1","73"
"2011","stkilda","Armitage, David","2","10","2","15","2","4","8","1","-","-","83"
"2011","stkilda","Armitage, David","3","10","4","11","1","-","2","-","-","2","77"
"2011","stkilda","Armitage, David","5","10","3","8","1","2","7","-","-","-","74"
"2011","stkilda","Armitage, David","6","14","3","12","1","6","3","-","-","1","81"
"2011","stkilda","Armitage, David","7","9","3","13","3","2","8","-","-","-","86"
"2011","stkilda","Armitage, David","8","9","3","4","1","2","4","-","-","-","85"
"2011","stkilda","Armitage, David","9","9","1","8","2","2","5","-","-","1","82"
"2011","stkilda","Armitage, David","10","8","2","9","1","1","4","1","-","3","85"
"2011","stkilda","Armitage, David","11","5","-","6","4","-","6","1","-","1","84"
"2011","stkilda","Armitage, David","12","11","4","5","3","2","7","1","-","-","78"
"2011","stkilda","Armitage, David","13","12","6","6","4","1","2","3","-","-","84"
"2011","stkilda","Armitage, David","15","4","2","5","1","1","6","-","-","1","77"
"2011","stkilda","Armitage, David","16","3","1","6","1","-","3","-","-","-","32"
