"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2011","kangaroos","Adams, Leigh","1","14","6","4","1","1","4","2","-","2","83"
"2011","kangaroos","Adams, Leigh","2","8","5","16","-","2","2","-","-","-","75"
"2011","kangaroos","Adams, Leigh","4","8","4","18","-","-","4","-","-","-","81"
"2011","kangaroos","Adams, Leigh","5","4","2","14","-","1","9","1","-","1","82"
"2011","kangaroos","Adams, Leigh","6","8","3","15","-","1","4","-","1","1","72"
"2011","kangaroos","Adams, Leigh","7","7","3","11","1","1","4","-","-","1","68"
"2011","kangaroos","Adams, Leigh","8","15","7","13","-","1","6","1","-","-","81"
"2011","kangaroos","Adams, Leigh","9","14","2","10","1","-","2","-","-","1","84"
"2011","kangaroos","Adams, Leigh","10","9","2","16","-","1","3","-","-","2","91"
"2011","kangaroos","Adams, Leigh","11","7","4","3","-","-","1","2","-","2","61"
"2011","kangaroos","Adams, Leigh","12","8","4","9","1","-","5","1","-","-","81"
"2011","kangaroos","Adams, Leigh","13","1","1","5","-","1","7","-","-","-","78"
"2011","kangaroos","Adams, Leigh","14","10","6","9","1","-","1","1","-","1","54"
"2011","kangaroos","Adams, Leigh","15","11","3","6","-","-","2","3","-","-","82"
"2011","kangaroos","Adams, Leigh","16","7","4","8","-","-","8","-","-","2","84"
"2011","kangaroos","Adams, Leigh","17","9","7","12","1","2","5","1","-","-","75"
"2011","kangaroos","Adams, Leigh","18","11","7","12","1","1","4","-","-","2","81"
"2011","kangaroos","Adams, Leigh","19","8","4","3","1","1","5","1","-","-","78"
"2011","kangaroos","Adams, Leigh","20","","","","","","","","","",""
"2011","kangaroos","Adams, Leigh","22","14","8","14","-","1","2","1","-","-","80"
"2011","kangaroos","Adams, Leigh","23","11","6","8","-","1","1","2","-","2","85"
"2011","kangaroos","Adams, Leigh","24","14","6","13","-","1","8","-","-","-","79"
"2011","kangaroos","Anthony, Liam","1","13","5","8","2","1","4","1","-","-","71"
"2011","kangaroos","Anthony, Liam","2","10","5","4","-","-","1","1","1","-","35"
"2011","kangaroos","Anthony, Liam","4","13","2","15","-","2","4","-","-","-","73"
"2011","kangaroos","Anthony, Liam","5","12","1","12","1","3","1","-","-","1","71"
"2011","kangaroos","Anthony, Liam","6","12","5","10","-","1","6","1","-","-","75"
"2011","kangaroos","Anthony, Liam","7","11","8","9","-","-","3","-","-","2","77"
"2011","kangaroos","Anthony, Liam","8","","","","","","","","","",""
"2011","kangaroos","Anthony, Liam","9","","","","","","","","","",""
"2011","kangaroos","Anthony, Liam","10","9","2","8","-","-","4","-","-","1","74"
"2011","kangaroos","Anthony, Liam","11","18","8","8","-","1","4","2","-","-","76"
"2011","kangaroos","Anthony, Liam","12","14","10","7","1","1","3","3","-","2","81"
"2011","kangaroos","Anthony, Liam","13","9","1","4","-","1","2","-","1","-","29"
"2011","kangaroos","Anthony, Liam","14","9","2","12","-","-","-","1","-","-","77"
"2011","kangaroos","Anthony, Liam","15","7","1","3","-","2","4","-","-","1","23"
"2011","kangaroos","Anthony, Liam","16","4","3","-","-","-","1","-","-","1","40"
"2011","kangaroos","Anthony, Liam","17","","","","","","","","","",""
"2011","kangaroos","Anthony, Liam","18","","","","","","","","","",""
"2011","kangaroos","Anthony, Liam","19","","","","","","","","","",""
"2011","kangaroos","Anthony, Liam","20","","","","","","","","","",""
"2011","kangaroos","Anthony, Liam","22","","","","","","","","","",""
"2011","kangaroos","Anthony, Liam","23","","","","","","","","","",""
"2011","kangaroos","Anthony, Liam","24","","","","","","","","","",""
"2011","kangaroos","Atley, Shaun","1","5","1","8","1","1","2","-","-","-","76"
"2011","kangaroos","Atley, Shaun","2","7","1","6","-","-","1","-","-","-","81"
"2011","kangaroos","Atley, Shaun","4","6","2","9","1","1","4","1","-","1","71"
"2011","kangaroos","Atley, Shaun","5","6","2","6","-","1","6","-","-","-","64"
"2011","kangaroos","Atley, Shaun","6","11","1","6","-","-","2","1","-","3","70"
"2011","kangaroos","Atley, Shaun","7","8","3","9","-","-","5","-","-","-","72"
"2011","kangaroos","Atley, Shaun","8","4","4","4","1","-","1","-","-","-","65"
"2011","kangaroos","Atley, Shaun","9","7","1","7","1","-","1","-","-","-","76"
"2011","kangaroos","Atley, Shaun","10","3","2","9","2","1","2","-","-","-","69"
"2011","kangaroos","Atley, Shaun","11","7","1","8","-","-","5","-","-","-","73"
"2011","kangaroos","Atley, Shaun","12","10","1","11","1","-","4","1","-","-","70"
"2011","kangaroos","Atley, Shaun","13","10","-","7","-","2","1","-","-","-","78"
"2011","kangaroos","Atley, Shaun","14","1","-","7","1","-","3","-","-","-","52"
"2011","kangaroos","Atley, Shaun","15","","","","","","","","","",""
"2011","kangaroos","Atley, Shaun","16","4","1","5","-","-","3","-","-","-","68"
"2011","kangaroos","Atley, Shaun","17","","","","","","","","","",""
"2011","kangaroos","Atley, Shaun","18","","","","","","","","","",""
"2011","kangaroos","Atley, Shaun","19","","","","","","","","","",""
"2011","kangaroos","Atley, Shaun","20","3","-","2","-","-","3","-","-","-","48"
"2011","kangaroos","Atley, Shaun","22","","","","","","","","","",""
"2011","kangaroos","Atley, Shaun","23","","","","","","","","","",""
"2011","kangaroos","Atley, Shaun","24","4","2","11","1","1","4","-","-","-","71"
"2011","kangaroos","Bastinac, Ryan","1","","","","","","","","","",""
"2011","kangaroos","Bastinac, Ryan","2","","","","","","","","","",""
"2011","kangaroos","Bastinac, Ryan","4","","","","","","","","","",""
"2011","kangaroos","Bastinac, Ryan","5","","","","","","","","","",""
"2011","kangaroos","Bastinac, Ryan","6","","","","","","","","","",""
"2011","kangaroos","Bastinac, Ryan","7","","","","","","","","","",""
"2011","kangaroos","Bastinac, Ryan","8","","","","","","","","","",""
"2011","kangaroos","Bastinac, Ryan","9","","","","","","","","","",""
"2011","kangaroos","Bastinac, Ryan","10","","","","","","","","","",""
"2011","kangaroos","Bastinac, Ryan","11","","","","","","","","","",""
"2011","kangaroos","Bastinac, Ryan","12","11","4","14","1","-","2","-","-","-","75"
"2011","kangaroos","Bastinac, Ryan","13","8","2","8","1","1","4","1","-","-","74"
"2011","kangaroos","Bastinac, Ryan","14","8","1","9","-","-","3","-","-","-","75"
"2011","kangaroos","Bastinac, Ryan","15","8","1","11","-","-","2","-","-","1","80"
"2011","kangaroos","Bastinac, Ryan","16","8","2","9","1","-","1","-","-","1","77"
"2011","kangaroos","Bastinac, Ryan","17","4","1","11","-","-","-","-","-","-","73"
"2011","kangaroos","Bastinac, Ryan","18","12","5","17","-","2","2","2","-","-","76"
"2011","kangaroos","Bastinac, Ryan","19","9","1","12","1","-","2","-","-","-","70"
