"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2015","stkilda","Acres, Blake","1","","","","","","","","","",""
"2015","stkilda","Acres, Blake","2","","","","","","","","","",""
"2015","stkilda","Acres, Blake","3","","","","","","","","","",""
"2015","stkilda","Acres, Blake","4","","","","","","","","","",""
"2015","stkilda","Acres, Blake","5","3","1","2","-","-","2","-","-","-","19"
"2015","stkilda","Acres, Blake","6","","","","","","","","","",""
"2015","stkilda","Acres, Blake","7","","","","","","","","","",""
"2015","stkilda","Acres, Blake","8","5","2","5","1","-","2","-","3","-","44"
"2015","stkilda","Acres, Blake","9","11","3","9","1","-","4","-","-","1","69"
"2015","stkilda","Acres, Blake","10","9","4","5","1","-","2","-","3","-","77"
"2015","stkilda","Acres, Blake","11","6","3","3","1","1","3","-","2","-","30"
"2015","stkilda","Acres, Blake","13","","","","","","","","","",""
"2015","stkilda","Acres, Blake","14","","","","","","","","","",""
"2015","stkilda","Acres, Blake","15","","","","","","","","","",""
"2015","stkilda","Acres, Blake","16","","","","","","","","","",""
"2015","stkilda","Acres, Blake","17","","","","","","","","","",""
"2015","stkilda","Acres, Blake","18","","","","","","","","","",""
"2015","stkilda","Acres, Blake","19","6","2","8","1","-","1","-","1","-","79"
"2015","stkilda","Acres, Blake","20","4","3","7","1","1","4","-","1","-","76"
"2015","stkilda","Acres, Blake","21","","","","","","","","","",""
"2015","stkilda","Acres, Blake","22","","","","","","","","","",""
"2015","stkilda","Acres, Blake","23","","","","","","","","","",""
"2015","stkilda","Armitage, David","1","15","7","10","4","2","1","1","1","2","77"
"2015","stkilda","Armitage, David","2","13","5","23","-","1","2","-","2","-","86"
"2015","stkilda","Armitage, David","3","20","4","13","2","2","9","2","1","-","85"
"2015","stkilda","Armitage, David","4","15","5","12","3","3","7","1","-","1","81"
"2015","stkilda","Armitage, David","5","13","4","22","1","3","8","-","2","-","79"
"2015","stkilda","Armitage, David","6","21","5","24","3","1","5","1","-","-","80"
"2015","stkilda","Armitage, David","7","13","5","18","-","5","3","-","-","1","84"
"2015","stkilda","Armitage, David","8","10","5","22","2","1","4","-","-","-","82"
"2015","stkilda","Armitage, David","9","16","3","15","1","3","5","2","-","-","87"
"2015","stkilda","Armitage, David","10","12","7","12","1","-","9","-","-","1","80"
"2015","stkilda","Armitage, David","11","6","-","14","2","2","8","-","-","1","81"
"2015","stkilda","Armitage, David","13","16","4","9","1","1","7","-","-","1","80"
"2015","stkilda","Armitage, David","14","20","7","18","1","2","3","2","-","-","81"
"2015","stkilda","Armitage, David","15","10","2","14","3","-","7","-","-","1","84"
"2015","stkilda","Armitage, David","16","14","5","13","2","3","6","1","-","-","83"
"2015","stkilda","Armitage, David","17","14","1","6","1","2","4","-","-","1","84"
"2015","stkilda","Armitage, David","18","7","3","15","3","2","6","-","-","-","80"
"2015","stkilda","Armitage, David","19","9","2","13","1","-","9","-","-","-","87"
"2015","stkilda","Armitage, David","20","13","2","15","-","3","7","1","-","-","87"
"2015","stkilda","Armitage, David","21","","","","","","","","","",""
"2015","stkilda","Armitage, David","22","14","6","11","1","2","7","-","-","2","81"
"2015","stkilda","Armitage, David","23","11","1","16","2","1","8","-","1","1","84"
"2015","stkilda","Billings, Jack","1","","","","","","","","","",""
"2015","stkilda","Billings, Jack","2","8","4","10","-","2","1","-","-","-","88"
"2015","stkilda","Billings, Jack","3","12","5","7","-","1","3","-","-","-","81"
"2015","stkilda","Billings, Jack","4","10","3","12","-","1","5","1","-","-","79"
"2015","stkilda","Billings, Jack","5","15","6","5","-","2","2","2","-","1","85"
"2015","stkilda","Billings, Jack","6","15","7","7","-","-","4","4","-","2","84"
"2015","stkilda","Billings, Jack","7","7","2","16","-","2","2","-","-","2","91"
"2015","stkilda","Billings, Jack","8","12","3","11","-","1","4","-","-","1","85"
"2015","stkilda","Billings, Jack","9","8","3","7","-","1","3","-","-","-","89"
"2015","stkilda","Billings, Jack","10","13","7","8","-","1","4","-","-","-","81"
"2015","stkilda","Billings, Jack","11","","","","","","","","","",""
"2015","stkilda","Billings, Jack","13","","","","","","","","","",""
"2015","stkilda","Billings, Jack","14","","","","","","","","","",""
"2015","stkilda","Billings, Jack","15","","","","","","","","","",""
"2015","stkilda","Billings, Jack","16","","","","","","","","","",""
"2015","stkilda","Billings, Jack","17","","","","","","","","","",""
"2015","stkilda","Billings, Jack","18","","","","","","","","","",""
"2015","stkilda","Billings, Jack","19","","","","","","","","","",""
"2015","stkilda","Billings, Jack","20","","","","","","","","","",""
"2015","stkilda","Billings, Jack","21","","","","","","","","","",""
"2015","stkilda","Billings, Jack","22","","","","","","","","","",""
"2015","stkilda","Billings, Jack","23","","","","","","","","","",""
"2015","stkilda","Bruce, Josh","1","10","5","5","3","3","4","2","3","2","94"
"2015","stkilda","Bruce, Josh","2","10","8","4","-","-","2","6","5","1","88"
"2015","stkilda","Bruce, Josh","3","2","2","1","-","-","2","2","3","-","92"
"2015","stkilda","Bruce, Josh","4","7","3","6","1","-","4","2","1","-","88"
"2015","stkilda","Bruce, Josh","5","13","6","4","-","2","3","5","-","1","95"
"2015","stkilda","Bruce, Josh","6","6","3","4","1","2","1","1","-","3","93"
