"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2010","geelong","Ablett, Gary","1","13","5","24","1","-","4","2","-","2","92"
"2010","geelong","Ablett, Gary","2","15","3","23","2","2","6","-","-","-","91"
"2010","geelong","Ablett, Gary","3","14","2","19","-","2","4","4","-","2","87"
"2010","geelong","Ablett, Gary","4","13","4","24","1","-","4","3","-","3","94"
"2010","geelong","Ablett, Gary","5","16","7","17","1","4","7","2","-","1","90"
"2010","geelong","Ablett, Gary","6","","","","","","","","","",""
"2010","geelong","Ablett, Gary","7","20","10","18","-","1","7","2","-","-","87"
"2010","geelong","Ablett, Gary","8","9","4","22","2","-","3","1","-","1","86"
"2010","geelong","Ablett, Gary","9","15","3","17","1","-","3","1","-","2","92"
"2010","geelong","Ablett, Gary","10","15","7","17","2","-","4","2","-","2","90"
"2010","geelong","Ablett, Gary","11","11","3","13","-","1","7","2","-","1","91"
"2010","geelong","Ablett, Gary","12","14","6","20","2","-","2","-","-","1","91"
"2010","geelong","Ablett, Gary","13","17","2","15","-","2","3","2","-","1","89"
"2010","geelong","Ablett, Gary","14","10","4","23","2","-","5","1","-","-","83"
"2010","geelong","Ablett, Gary","15","14","3","18","2","1","5","1","-","1","98"
"2010","geelong","Ablett, Gary","16","10","4","9","1","1","4","1","-","1","90"
"2010","geelong","Ablett, Gary","17","16","7","10","1","2","2","5","-","-","93"
"2010","geelong","Ablett, Gary","18","18","6","11","1","2","4","3","-","-","85"
"2010","geelong","Ablett, Gary","19","13","6","13","2","-","6","1","-","1","93"
"2010","geelong","Ablett, Gary","20","14","5","25","1","-","5","3","-","1","87"
"2010","geelong","Ablett, Gary","21","17","2","4","-","1","1","4","-","1","93"
"2010","geelong","Ablett, Gary","22","16","4","17","1","2","2","4","-","2","90"
"2010","geelong","Ablett, Gary","QF","9","-","12","2","1","5","-","-","1","96"
"2010","geelong","Ablett, Gary","SF","13","6","23","1","-","4","-","-","1","86"
"2010","geelong","Ablett, Gary","PF","16","3","24","-","-","4","-","-","1","86"
"2010","geelong","Bartel, Jimmy","1","10","6","19","1","2","4","2","1","-","91"
"2010","geelong","Bartel, Jimmy","2","14","5","15","1","4","10","-","1","3","86"
"2010","geelong","Bartel, Jimmy","3","11","3","12","2","1","6","1","1","-","88"
"2010","geelong","Bartel, Jimmy","4","14","4","12","1","4","6","1","-","-","89"
"2010","geelong","Bartel, Jimmy","5","16","8","10","-","2","4","-","4","2","85"
"2010","geelong","Bartel, Jimmy","6","11","5","14","-","2","4","-","2","-","88"
"2010","geelong","Bartel, Jimmy","7","11","3","12","1","3","7","-","4","-","86"
"2010","geelong","Bartel, Jimmy","8","22","8","10","-","-","2","2","2","-","87"
"2010","geelong","Bartel, Jimmy","9","20","7","10","1","3","6","-","-","-","85"
"2010","geelong","Bartel, Jimmy","10","14","2","9","2","1","1","-","2","-","85"
"2010","geelong","Bartel, Jimmy","11","13","4","17","2","1","8","-","4","-","86"
"2010","geelong","Bartel, Jimmy","12","19","8","9","-","2","4","3","1","1","88"
"2010","geelong","Bartel, Jimmy","13","13","3","8","-","4","5","-","6","-","85"
"2010","geelong","Bartel, Jimmy","14","11","11","11","1","2","-","1","-","1","91"
"2010","geelong","Bartel, Jimmy","15","17","8","9","-","2","8","1","3","3","96"
"2010","geelong","Bartel, Jimmy","16","9","5","8","-","-","3","-","2","-","92"
"2010","geelong","Bartel, Jimmy","17","20","5","10","1","-","2","-","-","-","78"
"2010","geelong","Bartel, Jimmy","18","","","","","","","","","",""
"2010","geelong","Bartel, Jimmy","19","7","3","11","1","2","6","-","2","1","78"
"2010","geelong","Bartel, Jimmy","20","13","7","16","-","3","3","-","-","-","88"
"2010","geelong","Bartel, Jimmy","21","14","6","9","1","-","3","1","1","-","87"
"2010","geelong","Bartel, Jimmy","22","14","7","10","1","2","5","-","-","-","88"
"2010","geelong","Bartel, Jimmy","QF","15","8","17","-","1","4","-","2","-","90"
"2010","geelong","Bartel, Jimmy","SF","21","6","14","1","-","5","1","4","-","87"
"2010","geelong","Bartel, Jimmy","PF","14","6","15","-","-","4","1","5","-","88"
"2010","geelong","Blake, Mark","1","-","2","5","1","-","1","-","25","-","53"
"2010","geelong","Blake, Mark","2","-","-","8","-","1","1","-","19","-","51"
"2010","geelong","Blake, Mark","3","2","3","12","1","-","-","-","13","-","74"
"2010","geelong","Blake, Mark","4","1","2","8","1","-","-","-","22","1","51"
"2010","geelong","Blake, Mark","5","1","2","5","3","-","-","-","14","-","47"
"2010","geelong","Blake, Mark","6","-","-","3","2","-","1","-","20","-","48"
"2010","geelong","Blake, Mark","7","4","3","4","1","1","1","1","33","-","60"
"2010","geelong","Blake, Mark","8","4","3","16","1","2","1","-","24","-","63"
