"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2014","gws","Addison, Dylan","1","3","3","6","1","1","5","-","-","1","89"
"2014","gws","Addison, Dylan","2","7","5","5","-","2","2","-","-","-","89"
"2014","gws","Addison, Dylan","3","5","5","6","2","-","4","-","-","-","58"
"2014","gws","Addison, Dylan","4","","","","","","","","","",""
"2014","gws","Addison, Dylan","5","","","","","","","","","",""
"2014","gws","Addison, Dylan","6","","","","","","","","","",""
"2014","gws","Addison, Dylan","7","","","","","","","","","",""
"2014","gws","Addison, Dylan","8","","","","","","","","","",""
"2014","gws","Addison, Dylan","10","10","7","6","2","1","2","-","-","1","84"
"2014","gws","Addison, Dylan","11","1","-","1","-","-","1","-","-","-","35"
"2014","gws","Addison, Dylan","12","","","","","","","","","",""
"2014","gws","Addison, Dylan","13","","","","","","","","","",""
"2014","gws","Addison, Dylan","14","","","","","","","","","",""
"2014","gws","Addison, Dylan","15","","","","","","","","","",""
"2014","gws","Addison, Dylan","16","","","","","","","","","",""
"2014","gws","Addison, Dylan","17","","","","","","","","","",""
"2014","gws","Addison, Dylan","18","","","","","","","","","",""
"2014","gws","Addison, Dylan","19","","","","","","","","","",""
"2014","gws","Addison, Dylan","20","","","","","","","","","",""
"2014","gws","Addison, Dylan","21","","","","","","","","","",""
"2014","gws","Addison, Dylan","22","","","","","","","","","",""
"2014","gws","Addison, Dylan","23","","","","","","","","","",""
"2014","gws","Boyd, Tom","1","","","","","","","","","",""
"2014","gws","Boyd, Tom","2","","","","","","","","","",""
"2014","gws","Boyd, Tom","3","","","","","","","","","",""
"2014","gws","Boyd, Tom","4","","","","","","","","","",""
"2014","gws","Boyd, Tom","5","2","2","3","1","-","-","-","6","-","87"
"2014","gws","Boyd, Tom","6","2","1","-","-","1","-","-","3","-","49"
"2014","gws","Boyd, Tom","7","","","","","","","","","",""
"2014","gws","Boyd, Tom","8","","","","","","","","","",""
"2014","gws","Boyd, Tom","10","","","","","","","","","",""
"2014","gws","Boyd, Tom","11","","","","","","","","","",""
"2014","gws","Boyd, Tom","12","","","","","","","","","",""
"2014","gws","Boyd, Tom","13","","","","","","","","","",""
