"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2014","swans","Biggs, Shane","1","","","","","","","","","",""
"2014","swans","Biggs, Shane","2","","","","","","","","","",""
"2014","swans","Biggs, Shane","3","","","","","","","","","",""
"2014","swans","Biggs, Shane","4","","","","","","","","","",""
"2014","swans","Biggs, Shane","5","","","","","","","","","",""
"2014","swans","Biggs, Shane","6","","","","","","","","","",""
"2014","swans","Biggs, Shane","7","","","","","","","","","",""
"2014","swans","Biggs, Shane","8","","","","","","","","","",""
"2014","swans","Biggs, Shane","9","","","","","","","","","",""
"2014","swans","Biggs, Shane","11","","","","","","","","","",""
"2014","swans","Biggs, Shane","12","","","","","","","","","",""
"2014","swans","Biggs, Shane","13","","","","","","","","","",""
"2014","swans","Biggs, Shane","14","","","","","","","","","",""
"2014","swans","Biggs, Shane","15","","","","","","","","","",""
"2014","swans","Biggs, Shane","16","","","","","","","","","",""
"2014","swans","Biggs, Shane","17","","","","","","","","","",""
"2014","swans","Biggs, Shane","18","","","","","","","","","",""
"2014","swans","Biggs, Shane","19","","","","","","","","","",""
"2014","swans","Biggs, Shane","20","","","","","","","","","",""
"2014","swans","Biggs, Shane","21","14","3","10","-","1","6","-","-","-","90"
"2014","swans","Biggs, Shane","22","10","4","7","1","1","3","-","-","-","93"
"2014","swans","Biggs, Shane","23","7","2","3","-","1","3","-","-","-","78"
"2014","swans","Biggs, Shane","QF","","","","","","","","","",""
"2014","swans","Biggs, Shane","PF","","","","","","","","","",""
"2014","swans","Biggs, Shane","GF","","","","","","","","","",""
"2014","swans","Bird, Craig","1","9","2","7","1","-","6","1","-","1","86"
"2014","swans","Bird, Craig","2","4","-","3","-","-","2","-","-","-","24"
"2014","swans","Bird, Craig","3","","","","","","","","","",""
"2014","swans","Bird, Craig","4","","","","","","","","","",""
"2014","swans","Bird, Craig","5","6","-","13","2","-","5","-","-","-","78"
"2014","swans","Bird, Craig","6","13","3","10","1","-","10","-","-","-","79"
"2014","swans","Bird, Craig","7","12","6","8","-","1","4","-","-","-","85"
"2014","swans","Bird, Craig","8","9","2","14","-","-","5","1","-","-","89"
"2014","swans","Bird, Craig","9","18","6","13","-","2","7","1","-","-","82"
"2014","swans","Bird, Craig","11","18","7","15","-","-","5","1","-","-","90"
"2014","swans","Bird, Craig","12","9","3","15","-","1","1","-","-","-","81"
"2014","swans","Bird, Craig","13","15","3","10","1","-","3","-","-","-","84"
"2014","swans","Bird, Craig","14","6","5","5","1","-","6","-","-","-","73"
"2014","swans","Bird, Craig","15","10","4","7","3","-","5","1","-","1","75"
"2014","swans","Bird, Craig","16","13","-","14","3","1","8","-","-","1","85"
"2014","swans","Bird, Craig","17","10","1","9","2","1","8","-","-","1","79"
"2014","swans","Bird, Craig","18","15","3","10","2","1","5","-","-","-","78"
"2014","swans","Bird, Craig","19","11","5","15","-","-","5","-","-","-","74"
"2014","swans","Bird, Craig","20","10","3","14","2","1","10","-","-","-","90"
"2014","swans","Bird, Craig","21","5","1","10","-","2","1","-","-","1","80"
"2014","swans","Bird, Craig","22","","","","","","","","","",""
"2014","swans","Bird, Craig","23","","","","","","","","","",""
"2014","swans","Bird, Craig","QF","4","1","9","2","-","5","-","-","-","54"
"2014","swans","Bird, Craig","PF","4","2","5","-","1","1","1","-","-","25"
"2014","swans","Bird, Craig","GF","5","1","3","1","1","3","-","-","-","33"
"2014","swans","Cunningham, Harry","1","9","3","4","-","3","4","1","-","-","70"
"2014","swans","Cunningham, Harry","2","3","6","13","-","1","2","1","-","-","83"
"2014","swans","Cunningham, Harry","3","6","3","3","-","-","1","3","-","-","83"
"2014","swans","Cunningham, Harry","4","4","1","7","-","1","3","-","-","-","79"
"2014","swans","Cunningham, Harry","5","9","7","4","1","-","4","-","-","-","85"
"2014","swans","Cunningham, Harry","6","10","6","2","-","1","5","1","-","-","86"
"2014","swans","Cunningham, Harry","7","6","6","7","-","-","2","1","-","2","86"
"2014","swans","Cunningham, Harry","8","2","1","7","-","-","2","-","-","-","83"
"2014","swans","Cunningham, Harry","9","4","3","8","-","-","2","-","-","-","86"
"2014","swans","Cunningham, Harry","11","5","1","5","-","1","1","-","-","-","36"
"2014","swans","Cunningham, Harry","12","4","3","7","-","-","2","4","-","-","85"
"2014","swans","Cunningham, Harry","13","6","3","10","1","1","2","-","-","-","83"
"2014","swans","Cunningham, Harry","14","12","6","10","-","2","6","-","-","-","86"
"2014","swans","Cunningham, Harry","15","8","7","9","-","-","-","-","-","-","82"
"2014","swans","Cunningham, Harry","16","6","2","5","1","-","3","-","-","-","74"
"2014","swans","Cunningham, Harry","17","5","3","4","1","-","2","-","-","-","85"
"2014","swans","Cunningham, Harry","18","4","4","5","-","-","-","-","-","-","78"
"2014","swans","Cunningham, Harry","19","7","8","5","-","-","6","-","-","1","86"
"2014","swans","Cunningham, Harry","20","10","4","9","-","-","3","3","-","-","84"
"2014","swans","Cunningham, Harry","21","5","3","4","1","1","4","1","-","-","89"
"2014","swans","Cunningham, Harry","22","9","8","6","-","-","3","-","-","-","86"
"2014","swans","Cunningham, Harry","23","8","6","9","1","1","3","-","-","-","90"
"2014","swans","Cunningham, Harry","QF","7","3","6","-","1","5","-","-","-","82"
"2014","swans","Cunningham, Harry","PF","7","4","7","-","-","4","-","-","2","95"
"2014","swans","Cunningham, Harry","GF","3","2","6","-","-","5","-","-","-","88"
"2014","swans","Derickx, Tom","1","","","","","","","","","",""
"2014","swans","Derickx, Tom","2","3","-","2","1","1","4","-","20","-","82"
"2014","swans","Derickx, Tom","3","2","-","5","1","-","-","-","18","-","86"
"2014","swans","Derickx, Tom","4","-","-","4","1","-","3","-","14","-","53"
"2014","swans","Derickx, Tom","5","1","1","7","3","-","5","-","7","-","69"
"2014","swans","Derickx, Tom","6","2","2","9","1","1","4","1","7","-","92"
"2014","swans","Derickx, Tom","7","7","3","6","2","-","2","1","26","-","99"
"2014","swans","Derickx, Tom","8","2","2","2","-","1","6","-","24","-","81"
"2014","swans","Derickx, Tom","9","4","3","8","4","1","3","1","26","-","90"
