"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2010","kangaroos","Adams, Leigh","1","8","3","4","1","1","4","1","-","-","81"
"2010","kangaroos","Adams, Leigh","2","7","2","2","-","1","5","-","-","-","71"
"2010","kangaroos","Adams, Leigh","3","10","7","5","-","-","2","-","-","1","67"
"2010","kangaroos","Adams, Leigh","4","13","1","9","2","3","6","1","-","1","69"
"2010","kangaroos","Adams, Leigh","5","8","3","7","3","2","6","1","-","-","67"
"2010","kangaroos","Adams, Leigh","6","9","5","14","1","1","1","-","-","-","73"
"2010","kangaroos","Adams, Leigh","7","11","4","14","1","-","4","-","-","1","77"
"2010","kangaroos","Adams, Leigh","8","","","","","","","","","",""
"2010","kangaroos","Adams, Leigh","9","","","","","","","","","",""
"2010","kangaroos","Adams, Leigh","10","","","","","","","","","",""
"2010","kangaroos","Adams, Leigh","11","","","","","","","","","",""
"2010","kangaroos","Adams, Leigh","12","","","","","","","","","",""
"2010","kangaroos","Adams, Leigh","13","","","","","","","","","",""
"2010","kangaroos","Adams, Leigh","14","6","3","13","-","-","-","-","-","1","72"
"2010","kangaroos","Adams, Leigh","15","11","2","10","-","1","5","1","-","-","70"
"2010","kangaroos","Adams, Leigh","16","18","8","10","-","-","5","3","-","3","76"
"2010","kangaroos","Adams, Leigh","17","14","5","9","1","1","1","1","-","1","79"
"2010","kangaroos","Adams, Leigh","18","14","3","10","1","-","3","2","-","2","80"
"2010","kangaroos","Adams, Leigh","19","18","5","15","1","1","2","1","-","1","68"
"2010","kangaroos","Adams, Leigh","20","11","5","6","-","-","6","-","-","1","63"
"2010","kangaroos","Adams, Leigh","21","8","3","5","1","2","6","-","-","3","53"
"2010","kangaroos","Adams, Leigh","22","","","","","","","","","",""
"2010","kangaroos","Anthony, Liam","1","14","10","12","-","-","9","-","-","-","73"
"2010","kangaroos","Anthony, Liam","2","14","3","10","-","-","1","-","-","-","73"
"2010","kangaroos","Anthony, Liam","3","17","8","10","-","2","-","3","-","-","73"
"2010","kangaroos","Anthony, Liam","4","10","7","7","1","-","2","-","1","-","67"
"2010","kangaroos","Anthony, Liam","5","12","3","12","1","-","3","-","-","-","78"
