"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2009","padelaide","Boak, Travis","1","10","4","9","1","2","2","-","-","-","68"
"2009","padelaide","Boak, Travis","2","13","4","12","-","-","4","-","-","2","79"
"2009","padelaide","Boak, Travis","3","7","5","23","-","1","3","1","-","-","80"
"2009","padelaide","Boak, Travis","4","18","10","14","-","-","5","-","-","1","78"
"2009","padelaide","Boak, Travis","5","15","3","10","1","2","4","-","-","-","84"
"2009","padelaide","Boak, Travis","6","8","7","10","1","2","4","-","-","-","63"
"2009","padelaide","Boak, Travis","7","17","1","10","-","-","10","2","-","-","88"
"2009","padelaide","Boak, Travis","8","18","5","7","-","2","9","1","-","-","87"
"2009","padelaide","Boak, Travis","9","9","2","3","3","1","2","-","1","-","88"
"2009","padelaide","Boak, Travis","10","14","4","9","3","1","7","-","1","-","91"
"2009","padelaide","Boak, Travis","11","11","6","7","-","-","3","1","-","-","76"
"2009","padelaide","Boak, Travis","12","","","","","","","","","",""
"2009","padelaide","Boak, Travis","13","","","","","","","","","",""
"2009","padelaide","Boak, Travis","14","","","","","","","","","",""
"2009","padelaide","Boak, Travis","15","","","","","","","","","",""
"2009","padelaide","Boak, Travis","16","6","4","7","2","-","5","-","-","-","75"
"2009","padelaide","Boak, Travis","17","9","3","8","-","2","5","1","-","-","69"
"2009","padelaide","Boak, Travis","18","19","8","16","2","1","1","1","-","1","80"
"2009","padelaide","Boak, Travis","19","13","3","14","1","1","2","-","-","1","88"
"2009","padelaide","Boak, Travis","20","12","2","15","-","1","4","-","-","-","83"
"2009","padelaide","Boak, Travis","21","13","8","19","-","-","1","-","-","-","73"
"2009","padelaide","Boak, Travis","22","11","2","11","3","-","2","-","-","-","83"
"2009","padelaide","Broadbent, Matthew","1","","","","","","","","","",""
"2009","padelaide","Broadbent, Matthew","2","","","","","","","","","",""
"2009","padelaide","Broadbent, Matthew","3","","","","","","","","","",""
"2009","padelaide","Broadbent, Matthew","4","","","","","","","","","",""
"2009","padelaide","Broadbent, Matthew","5","","","","","","","","","",""
"2009","padelaide","Broadbent, Matthew","6","","","","","","","","","",""
"2009","padelaide","Broadbent, Matthew","7","","","","","","","","","",""
"2009","padelaide","Broadbent, Matthew","8","","","","","","","","","",""
"2009","padelaide","Broadbent, Matthew","9","","","","","","","","","",""
"2009","padelaide","Broadbent, Matthew","10","","","","","","","","","",""
"2009","padelaide","Broadbent, Matthew","11","","","","","","","","","",""
"2009","padelaide","Broadbent, Matthew","12","","","","","","","","","",""
"2009","padelaide","Broadbent, Matthew","13","","","","","","","","","",""
"2009","padelaide","Broadbent, Matthew","14","","","","","","","","","",""
"2009","padelaide","Broadbent, Matthew","15","","","","","","","","","",""
"2009","padelaide","Broadbent, Matthew","16","5","3","8","-","2","-","2","1","-","63"
"2009","padelaide","Broadbent, Matthew","17","6","1","5","-","-","2","-","-","-","63"
"2009","padelaide","Broadbent, Matthew","18","","","","","","","","","",""
"2009","padelaide","Broadbent, Matthew","19","","","","","","","","","",""
"2009","padelaide","Broadbent, Matthew","20","","","","","","","","","",""
"2009","padelaide","Broadbent, Matthew","21","","","","","","","","","",""
"2009","padelaide","Broadbent, Matthew","22","11","2","5","-","3","3","1","-","-","68"
"2009","padelaide","Brogan, Dean","1","1","2","8","1","1","4","-","16","-","68"
"2009","padelaide","Brogan, Dean","2","","","","","","","","","",""
"2009","padelaide","Brogan, Dean","3","2","7","15","1","2","3","1","21","1","82"
"2009","padelaide","Brogan, Dean","4","5","3","10","3","4","1","1","22","-","73"
"2009","padelaide","Brogan, Dean","5","2","2","6","2","3","-","-","24","-","69"
"2009","padelaide","Brogan, Dean","6","4","5","12","1","2","1","-","27","-","82"
"2009","padelaide","Brogan, Dean","7","4","4","5","1","1","2","1","36","-","67"
"2009","padelaide","Brogan, Dean","8","3","1","5","2","-","1","-","31","-","56"
"2009","padelaide","Brogan, Dean","9","4","2","6","2","2","3","-","30","-","70"
"2009","padelaide","Brogan, Dean","10","2","4","6","3","1","-","-","16","-","69"
"2009","padelaide","Brogan, Dean","11","5","3","4","1","1","3","-","15","-","67"
"2009","padelaide","Brogan, Dean","12","5","1","2","1","2","2","-","14","-","65"
"2009","padelaide","Brogan, Dean","13","4","3","8","2","3","4","-","15","-","74"
"2009","padelaide","Brogan, Dean","14","7","4","8","-","1","1","1","24","-","71"
"2009","padelaide","Brogan, Dean","15","2","1","5","1","-","3","1","17","-","57"
"2009","padelaide","Brogan, Dean","16","5","2","5","2","3","4","-","19","-","71"
"2009","padelaide","Brogan, Dean","17","","","","","","","","","",""
"2009","padelaide","Brogan, Dean","18","11","8","10","4","7","4","-","17","-","72"
"2009","padelaide","Brogan, Dean","19","6","3","6","1","-","3","-","19","-","62"
"2009","padelaide","Brogan, Dean","20","10","8","2","3","1","3","2","28","-","86"
"2009","padelaide","Brogan, Dean","21","11","6","12","2","8","3","1","20","-","76"
"2009","padelaide","Brogan, Dean","22","5","4","9","-","3","6","1","21","-","66"
"2009","padelaide","Burgoyne, Peter","1","17","4","15","-","3","5","1","-","-","78"
"2009","padelaide","Burgoyne, Peter","2","15","4","13","-","-","1","1","-","-","76"
"2009","padelaide","Burgoyne, Peter","3","18","6","17","4","1","5","1","-","-","72"
"2009","padelaide","Burgoyne, Peter","4","","","","","","","","","",""
"2009","padelaide","Burgoyne, Peter","5","","","","","","","","","",""
"2009","padelaide","Burgoyne, Peter","6","12","3","12","2","-","1","-","-","1","73"
"2009","padelaide","Burgoyne, Peter","7","9","1","5","1","1","3","-","-","-","92"
"2009","padelaide","Burgoyne, Peter","8","18","2","8","-","2","5","-","-","-","90"
"2009","padelaide","Burgoyne, Peter","9","9","-","6","-","1","3","1","-","-","83"
"2009","padelaide","Burgoyne, Peter","10","13","4","12","-","-","3","-","-","-","89"
"2009","padelaide","Burgoyne, Peter","11","16","2","5","1","-","1","-","-","1","75"
"2009","padelaide","Burgoyne, Peter","12","13","3","16","-","2","3","-","-","-","69"
"2009","padelaide","Burgoyne, Peter","13","6","-","14","2","2","1","-","-","-","69"
"2009","padelaide","Burgoyne, Peter","14","12","3","16","1","-","2","-","-","-","67"
"2009","padelaide","Burgoyne, Peter","15","10","2","11","1","-","1","-","-","-","76"
"2009","padelaide","Burgoyne, Peter","16","","","","","","","","","",""
"2009","padelaide","Burgoyne, Peter","17","","","","","","","","","",""
"2009","padelaide","Burgoyne, Peter","18","","","","","","","","","",""
"2009","padelaide","Burgoyne, Peter","19","","","","","","","","","",""
"2009","padelaide","Burgoyne, Peter","20","15","3","5","1","2","4","-","-","-","72"
"2009","padelaide","Burgoyne, Peter","21","","","","","","","","","",""
"2009","padelaide","Burgoyne, Peter","22","12","2","6","1","-","5","-","-","1","82"
"2009","padelaide","Burgoyne, Shaun","1","8","5","7","-","-","2","-","-","-","86"
"2009","padelaide","Burgoyne, Shaun","2","19","7","2","-","1","7","-","-","2","87"
"2009","padelaide","Burgoyne, Shaun","3","12","3","8","-","-","1","-","-","3","63"
"2009","padelaide","Burgoyne, Shaun","4","","","","","","","","","",""
"2009","padelaide","Burgoyne, Shaun","5","","","","","","","","","",""
"2009","padelaide","Burgoyne, Shaun","6","","","","","","","","","",""
"2009","padelaide","Burgoyne, Shaun","7","","","","","","","","","",""
"2009","padelaide","Burgoyne, Shaun","8","","","","","","","","","",""
"2009","padelaide","Burgoyne, Shaun","9","","","","","","","","","",""
