"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2009","westcoast","Brown, Mitch","1","1","3","6","-","-","2","-","-","-","92"
"2009","westcoast","Brown, Mitch","2","7","6","3","-","1","-","-","-","-","77"
"2009","westcoast","Brown, Mitch","3","8","8","8","-","1","-","-","-","-","75"
"2009","westcoast","Brown, Mitch","4","7","5","7","-","-","1","-","-","-","68"
"2009","westcoast","Brown, Mitch","5","7","3","10","-","2","3","-","-","-","75"
"2009","westcoast","Brown, Mitch","6","3","4","15","1","1","2","-","-","-","83"
"2009","westcoast","Brown, Mitch","7","","","","","","","","","",""
"2009","westcoast","Brown, Mitch","8","3","3","6","-","-","1","-","-","-","82"
"2009","westcoast","Brown, Mitch","9","4","7","13","-","1","1","-","-","-","84"
"2009","westcoast","Brown, Mitch","10","6","2","10","-","1","2","-","-","-","66"
"2009","westcoast","Brown, Mitch","11","6","7","3","-","1","2","2","-","-","80"
"2009","westcoast","Brown, Mitch","12","7","4","10","1","-","1","1","-","-","77"
"2009","westcoast","Brown, Mitch","13","7","5","8","-","-","3","1","-","1","78"
"2009","westcoast","Brown, Mitch","14","9","4","12","-","-","3","-","-","-","91"
"2009","westcoast","Brown, Mitch","15","6","3","12","1","-","4","-","-","-","83"
"2009","westcoast","Brown, Mitch","16","4","4","11","-","1","3","-","-","-","76"
"2009","westcoast","Brown, Mitch","17","3","4","12","-","-","1","-","-","-","84"
"2009","westcoast","Brown, Mitch","18","6","5","16","-","-","2","-","-","-","92"
"2009","westcoast","Brown, Mitch","19","9","7","13","-","-","-","-","-","-","80"
"2009","westcoast","Brown, Mitch","20","1","2","1","-","-","1","-","-","-","11"
"2009","westcoast","Brown, Mitch","21","","","","","","","","","",""
"2009","westcoast","Brown, Mitch","22","","","","","","","","","",""
"2009","westcoast","Butler, Sam","1","5","2","4","1","-","3","-","-","-","68"
"2009","westcoast","Butler, Sam","2","","","","","","","","","",""
"2009","westcoast","Butler, Sam","3","","","","","","","","","",""
"2009","westcoast","Butler, Sam","4","","","","","","","","","",""
"2009","westcoast","Butler, Sam","5","5","3","10","1","1","2","-","-","-","76"
"2009","westcoast","Butler, Sam","6","6","3","7","-","2","1","-","-","-","82"
"2009","westcoast","Butler, Sam","7","10","4","11","-","-","4","-","-","-","73"
"2009","westcoast","Butler, Sam","8","12","2","8","2","2","6","-","-","-","73"
"2009","westcoast","Butler, Sam","9","10","1","4","1","1","4","-","-","-","75"
"2009","westcoast","Butler, Sam","10","","","","","","","","","",""
"2009","westcoast","Butler, Sam","11","","","","","","","","","",""
"2009","westcoast","Butler, Sam","12","","","","","","","","","",""
"2009","westcoast","Butler, Sam","13","3","2","9","2","-","3","-","-","-","68"
"2009","westcoast","Butler, Sam","14","8","1","8","1","-","1","1","-","-","85"
"2009","westcoast","Butler, Sam","15","2","3","11","-","-","2","-","-","-","74"
"2009","westcoast","Butler, Sam","16","7","4","5","-","-","3","-","-","-","67"
"2009","westcoast","Butler, Sam","17","7","4","9","-","1","1","-","-","1","88"
"2009","westcoast","Butler, Sam","18","11","6","9","-","1","2","-","-","-","86"
"2009","westcoast","Butler, Sam","19","10","5","6","1","1","2","-","-","-","83"
"2009","westcoast","Butler, Sam","20","14","8","9","-","1","2","-","-","-","78"
"2009","westcoast","Butler, Sam","21","11","6","8","-","-","1","-","-","-","88"
"2009","westcoast","Butler, Sam","22","11","6","6","2","2","1","-","-","-","88"
"2009","westcoast","Cockie, Adam","1","","","","","","","","","",""
"2009","westcoast","Cockie, Adam","2","","","","","","","","","",""
"2009","westcoast","Cockie, Adam","3","","","","","","","","","",""
"2009","westcoast","Cockie, Adam","4","","","","","","","","","",""
"2009","westcoast","Cockie, Adam","5","","","","","","","","","",""
"2009","westcoast","Cockie, Adam","6","7","4","5","1","-","4","-","-","2","66"
"2009","westcoast","Cockie, Adam","7","2","-","10","1","1","3","1","-","-","65"
"2009","westcoast","Cockie, Adam","8","7","3","6","1","1","4","1","-","1","79"
"2009","westcoast","Cockie, Adam","9","4","1","7","-","-","4","-","-","-","69"
"2009","westcoast","Cockie, Adam","10","","","","","","","","","",""
"2009","westcoast","Cockie, Adam","11","","","","","","","","","",""
"2009","westcoast","Cockie, Adam","12","","","","","","","","","",""
"2009","westcoast","Cockie, Adam","13","","","","","","","","","",""
"2009","westcoast","Cockie, Adam","14","2","1","12","1","-","11","-","-","1","77"
"2009","westcoast","Cockie, Adam","15","3","3","8","1","-","5","1","-","-","58"
"2009","westcoast","Cockie, Adam","16","3","7","11","1","2","5","-","-","-","61"
"2009","westcoast","Cockie, Adam","17","","","","","","","","","",""
"2009","westcoast","Cockie, Adam","18","","","","","","","","","",""
"2009","westcoast","Cockie, Adam","19","","","","","","","","","",""
"2009","westcoast","Cockie, Adam","20","","","","","","","","","",""
"2009","westcoast","Cockie, Adam","21","","","","","","","","","",""
"2009","westcoast","Cockie, Adam","22","","","","","","","","","",""
"2009","westcoast","Cox, Dean","1","14","1","9","1","3","1","1","26","-","78"
"2009","westcoast","Cox, Dean","2","8","6","13","1","-","-","2","23","-","80"
"2009","westcoast","Cox, Dean","3","14","9","10","2","1","2","-","27","1","84"
"2009","westcoast","Cox, Dean","4","12","6","13","2","2","3","-","31","-","82"
"2009","westcoast","Cox, Dean","5","15","9","15","3","4","2","-","31","2","86"
"2009","westcoast","Cox, Dean","6","16","7","8","3","3","1","-","19","1","84"
"2009","westcoast","Cox, Dean","7","10","8","13","1","2","-","1","27","-","93"
"2009","westcoast","Cox, Dean","8","13","6","9","2","2","4","2","30","-","85"
"2009","westcoast","Cox, Dean","9","7","3","5","1","2","4","1","30","-","78"
"2009","westcoast","Cox, Dean","10","7","6","12","-","-","1","-","29","2","89"
"2009","westcoast","Cox, Dean","11","11","7","19","2","2","1","1","32","1","91"
"2009","westcoast","Cox, Dean","12","9","3","11","-","1","3","-","27","-","78"
"2009","westcoast","Cox, Dean","13","","","","","","","","","",""
"2009","westcoast","Cox, Dean","14","","","","","","","","","",""
"2009","westcoast","Cox, Dean","15","3","4","8","-","2","1","-","14","-","49"
"2009","westcoast","Cox, Dean","16","","","","","","","","","",""
"2009","westcoast","Cox, Dean","17","","","","","","","","","",""
"2009","westcoast","Cox, Dean","18","","","","","","","","","",""
"2009","westcoast","Cox, Dean","19","","","","","","","","","",""
"2009","westcoast","Cox, Dean","20","","","","","","","","","",""
"2009","westcoast","Cox, Dean","21","","","","","","","","","",""
"2009","westcoast","Cox, Dean","22","","","","","","","","","",""
"2009","westcoast","Davis, Ryan","1","","","","","","","","","",""
"2009","westcoast","Davis, Ryan","2","11","1","5","-","-","3","-","-","-","75"
"2009","westcoast","Davis, Ryan","3","6","3","6","1","1","-","-","-","-","68"
"2009","westcoast","Davis, Ryan","4","","","","","","","","","",""
"2009","westcoast","Davis, Ryan","5","","","","","","","","","",""
"2009","westcoast","Davis, Ryan","6","","","","","","","","","",""
"2009","westcoast","Davis, Ryan","7","","","","","","","","","",""
"2009","westcoast","Davis, Ryan","8","","","","","","","","","",""
"2009","westcoast","Davis, Ryan","9","","","","","","","","","",""
"2009","westcoast","Davis, Ryan","10","","","","","","","","","",""
"2009","westcoast","Davis, Ryan","11","","","","","","","","","",""
"2009","westcoast","Davis, Ryan","12","","","","","","","","","",""
"2009","westcoast","Davis, Ryan","13","","","","","","","","","",""
"2009","westcoast","Davis, Ryan","14","","","","","","","","","",""
"2009","westcoast","Davis, Ryan","15","","","","","","","","","",""
"2009","westcoast","Davis, Ryan","16","","","","","","","","","",""
"2009","westcoast","Davis, Ryan","17","","","","","","","","","",""
"2009","westcoast","Davis, Ryan","18","","","","","","","","","",""
"2009","westcoast","Davis, Ryan","19","","","","","","","","","",""
"2009","westcoast","Davis, Ryan","20","","","","","","","","","",""
"2009","westcoast","Davis, Ryan","21","6","1","5","1","-","1","-","-","-","51"
"2009","westcoast","Davis, Ryan","22","","","","","","","","","",""
"2009","westcoast","Ebert, Brad","1","3","1","4","-","1","1","-","-","1","59"
"2009","westcoast","Ebert, Brad","2","7","7","4","-","-","2","1","-","1","60"
"2009","westcoast","Ebert, Brad","3","8","5","7","-","2","5","-","-","-","68"
"2009","westcoast","Ebert, Brad","4","","","","","","","","","",""
"2009","westcoast","Ebert, Brad","5","","","","","","","","","",""
"2009","westcoast","Ebert, Brad","6","","","","","","","","","",""
"2009","westcoast","Ebert, Brad","7","","","","","","","","","",""
"2009","westcoast","Ebert, Brad","8","","","","","","","","","",""
"2009","westcoast","Ebert, Brad","9","3","-","9","1","-","2","1","-","-","78"
"2009","westcoast","Ebert, Brad","10","6","5","12","1","1","2","-","-","-","87"
"2009","westcoast","Ebert, Brad","11","10","2","6","2","4","9","-","-","1","84"
"2009","westcoast","Ebert, Brad","12","12","9","7","-","-","3","-","-","1","79"
"2009","westcoast","Ebert, Brad","13","8","2","16","2","-","5","1","-","-","76"
"2009","westcoast","Ebert, Brad","14","6","1","7","-","2","7","-","-","1","81"
"2009","westcoast","Ebert, Brad","15","6","8","10","-","-","4","-","-","-","81"
"2009","westcoast","Ebert, Brad","16","9","4","8","1","1","6","-","-","-","79"
"2009","westcoast","Ebert, Brad","17","9","5","8","1","1","6","1","-","-","81"
"2009","westcoast","Ebert, Brad","18","15","5","13","1","2","2","-","-","-","73"
"2009","westcoast","Ebert, Brad","19","9","6","4","1","1","1","1","-","-","76"
"2009","westcoast","Ebert, Brad","20","9","2","7","-","1","3","-","-","-","76"
"2009","westcoast","Ebert, Brad","21","11","10","13","2","-","5","-","-","-","77"
"2009","westcoast","Ebert, Brad","22","9","3","7","1","1","6","1","-","2","77"
"2009","westcoast","Embley, Andrew","1","12","3","3","-","1","3","-","-","-","65"
"2009","westcoast","Embley, Andrew","2","10","4","5","-","2","4","1","-","1","84"
